podania_sk_gosp,podania_wszy_gosp,podania_sk_gosc,podania_wszy_gosc,dl_pod_sk_gosp,dl_pod_wszy_gosp,dl_pod_sk_gosc,dl_pod_wszy_gosc,pod_strefa_sk_gosp,pod_strefa_wszy_gosp,pod_strefa_sk_gosc,pod_strefa_wszy_gosc,dosrod_sk_gosp,dosrod_wszy_gosp,dosrod_sk_gosc,dosrod_wszy_gosc,odbiory_sk_gosp,odbiory_wszy_gosp,odbiory_sk_gosc,odbiory_wszy_gosc,flash_id,url
430,506,224,294,21,40,16,46,138.0,194.0,51.0,80.0,8.0,38.0,3.0,18.0,11,17,12,18,UBYpBujI,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=UBYpBujI
253,338,378,437,16,53,19,37,78.0,115.0,73.0,100.0,1.0,13.0,6.0,23.0,9,17,8,11,0WtUENjg,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=0WtUENjg
192,287,425,516,28,58,19,51,44.0,94.0,72.0,111.0,4.0,19.0,0.0,11.0,12,16,11,15,fJBTGqMt,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=fJBTGqMt
238,313,234,331,23,57,24,66,47.0,80.0,59.0,101.0,3.0,22.0,4.0,11.0,5,10,10,16,8O69Blp1,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=8O69Blp1
452,513,103,190,14,32,26,64,211.0,244.0,24.0,68.0,10.0,54.0,1.0,6.0,9,10,14,17,xxxg9JKU,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=xxxg9JKU
222,299,409,495,23,53,24,47,59.0,84.0,106.0,145.0,3.0,14.0,3.0,19.0,10,13,13,16,G2g1DVWo,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=G2g1DVWo
448,563,219,312,18,44,17,62,142.0,198.0,92.0,140.0,5.0,31.0,10.0,17.0,7,14,9,15,lGi9B91b,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=lGi9B91b
311,404,201,287,20,51,24,55,70.0,112.0,54.0,94.0,1.0,11.0,5.0,19.0,6,12,7,13,8dpxD1L5,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=8dpxD1L5
278,367,388,471,28,50,20,47,90.0,142.0,100.0,141.0,6.0,22.0,2.0,14.0,8,18,5,11,4j0I9SED,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=4j0I9SED
322,409,330,410,24,58,17,47,79.0,116.0,93.0,132.0,6.0,23.0,6.0,15.0,8,16,7,11,WITqnYGk,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=WITqnYGk
267,364,422,524,18,58,18,55,59.0,101.0,103.0,147.0,3.0,14.0,6.0,19.0,17,25,10,16,SpNhpCo2,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=SpNhpCo2
477,552,242,322,23,36,17,53,150.0,200.0,32.0,58.0,9.0,24.0,0.0,3.0,11,16,10,12,fLtzckV7,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=fLtzckV7
366,474,149,244,33,66,24,72,120.0,177.0,51.0,93.0,13.0,37.0,2.0,12.0,8,11,8,13,QukJ0XVr,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=QukJ0XVr
385,473,227,309,11,32,23,61,65.0,106.0,73.0,104.0,6.0,24.0,6.0,24.0,13,18,20,29,G63m6g8L,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=G63m6g8L
148,219,492,565,27,64,19,41,56.0,82.0,124.0,162.0,4.0,18.0,5.0,18.0,14,23,4,10,0b31DAFl,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=0b31DAFl
357,439,127,215,16,37,15,63,113.0,155.0,36.0,69.0,8.0,30.0,5.0,16.0,8,11,6,11,ATOMKhNE,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=ATOMKhNE
294,373,265,349,26,62,22,47,61.0,90.0,69.0,113.0,11.0,23.0,6.0,30.0,9,17,8,10,M7rSbB0e,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=M7rSbB0e
220,303,417,518,17,56,26,58,58.0,90.0,79.0,136.0,0.0,7.0,9.0,25.0,11,21,4,7,fiFv8Fw9,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=fiFv8Fw9
263,342,276,365,19,46,18,50,74.0,118.0,67.0,109.0,4.0,12.0,5.0,18.0,7,12,5,8,EoX6jYko,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=EoX6jYko
186,265,418,502,20,47,26,56,42.0,81.0,106.0,155.0,3.0,8.0,8.0,27.0,7,15,11,20,GWnvuH9M,https://www.flashscore.pl/mecz/pilka-nozna/wisla-plock-QoZYVU3E/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=GWnvuH9M
292,371,249,323,21,52,16,47,88.0,131.0,42.0,70.0,7.0,18.0,6.0,14.0,5,14,6,10,fwz6gGOF,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=fwz6gGOF
373,462,250,328,16,54,26,54,116.0,147.0,89.0,137.0,5.0,16.0,9.0,23.0,10,15,6,15,zmrEifgS,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=zmrEifgS
193,260,374,460,19,41,17,36,66.0,92.0,103.0,146.0,3.0,20.0,7.0,25.0,15,20,10,14,nieNraAc,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=nieNraAc
243,323,357,445,26,60,32,66,61.0,103.0,76.0,114.0,4.0,12.0,4.0,18.0,11,16,11,18,nDWcexf3,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/gornik-zabrze-2LH3Ywq4/szczegoly/statystyki/?mid=nDWcexf3
274,349,257,341,20,42,17,59,62.0,90.0,73.0,116.0,4.0,15.0,12.0,39.0,11,20,13,16,rJlWtwuA,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=rJlWtwuA
230,310,381,461,25,55,14,47,52.0,91.0,79.0,124.0,4.0,12.0,6.0,26.0,9,11,7,12,bij3ZfXq,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=bij3ZfXq
191,305,174,295,19,74,18,73,46.0,99.0,56.0,125.0,4.0,16.0,6.0,12.0,3,10,6,14,Kp3yLeIj,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=Kp3yLeIj
295,385,312,405,15,58,23,62,68.0,104.0,72.0,114.0,2.0,11.0,6.0,19.0,8,12,5,7,6HgBXY1d,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=6HgBXY1d
396,493,131,224,19,53,18,68,110.0,167.0,28.0,63.0,4.0,41.0,4.0,7.0,8,12,5,9,hCODSnKa,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=hCODSnKa
307,374,433,519,20,55,19,49,47.0,72.0,126.0,177.0,3.0,13.0,0.0,13.0,7,11,14,17,ngQTO4JO,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=ngQTO4JO
421,507,226,299,24,45,17,45,159.0,203.0,53.0,89.0,8.0,27.0,1.0,10.0,12,20,9,18,bXgnsnZh,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=bXgnsnZh
206,295,271,382,21,64,19,64,58.0,104.0,82.0,139.0,1.0,15.0,8.0,20.0,6,10,6,9,Q1vZZURP,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/gks-katowice-K4AgRmS1/szczegoly/statystyki/?mid=Q1vZZURP
337,401,456,529,25,52,37,62,99.0,123.0,123.0,156.0,5.0,18.0,7.0,20.0,6,12,11,16,pnL5U8km,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=pnL5U8km
345,407,396,466,22,38,15,39,93.0,126.0,63.0,99.0,1.0,21.0,1.0,14.0,6,9,4,8,ERCMQQlC,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=ERCMQQlC
320,414,235,338,23,55,26,61,87.0,128.0,75.0,115.0,6.0,20.0,6.0,22.0,14,17,14,18,QJevq84t,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=QJevq84t
217,304,351,457,25,62,17,45,60.0,103.0,48.0,92.0,1.0,21.0,0.0,6.0,15,22,10,15,0dj3w4YH,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=0dj3w4YH
472,547,290,372,26,47,26,65,163.0,210.0,51.0,76.0,11.0,26.0,1.0,10.0,3,8,11,15,fameuQ35,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=fameuQ35
166,247,511,599,24,53,33,61,51.0,88.0,133.0,183.0,4.0,16.0,3.0,23.0,6,8,7,13,WMJe3Wjl,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=WMJe3Wjl
358,435,387,467,21,45,19,47,88.0,116.0,88.0,123.0,6.0,14.0,7.0,17.0,14,19,9,16,Y7imCRZI,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=Y7imCRZI
345,420,260,333,20,49,18,48,108.0,153.0,35.0,73.0,7.0,26.0,4.0,21.0,7,12,5,11,AT6NHV5s,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=AT6NHV5s
313,414,195,298,22,53,18,60,57.0,107.0,60.0,108.0,2.0,24.0,4.0,12.0,5,10,13,19,SlD41AL0,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=SlD41AL0
294,374,316,386,27,60,26,60,65.0,113.0,76.0,112.0,4.0,18.0,4.0,17.0,10,18,9,16,0vTP8hTQ,https://www.flashscore.pl/mecz/pilka-nozna/widzew-lodz-rNOIW3uC/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=0vTP8hTQ
167,258,379,477,22,71,9,41,29.0,71.0,103.0,144.0,1.0,9.0,4.0,27.0,5,13,5,13,02BCaljD,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=02BCaljD
252,321,353,428,17,50,14,37,48.0,66.0,107.0,153.0,5.0,13.0,2.0,19.0,12,18,11,18,WreWF9zf,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=WreWF9zf
257,335,314,409,21,46,15,54,59.0,87.0,76.0,120.0,6.0,22.0,5.0,23.0,10,11,5,12,v9bvEm56,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=v9bvEm56
438,532,110,199,16,41,24,67,168.0,232.0,33.0,79.0,7.0,31.0,0.0,9.0,13,19,12,21,voGiNirK,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=voGiNirK
467,544,291,377,20,41,30,76,176.0,221.0,59.0,94.0,6.0,29.0,7.0,24.0,8,14,6,11,vPvHAEbE,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=vPvHAEbE
130,223,429,544,18,57,32,75,31.0,67.0,92.0,142.0,1.0,9.0,4.0,28.0,16,26,14,23,betFjg7r,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=betFjg7r
334,417,328,422,30,62,17,55,108.0,149.0,107.0,151.0,3.0,18.0,3.0,9.0,15,20,11,16,W8vNlXye,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=W8vNlXye
330,434,234,335,16,53,21,58,90.0,140.0,80.0,129.0,6.0,27.0,3.0,21.0,10,15,12,15,IwQYANhc,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=IwQYANhc
368,427,345,421,30,52,17,43,100.0,125.0,69.0,103.0,10.0,36.0,4.0,7.0,10,19,3,8,zF0l3BZj,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=zF0l3BZj
345,417,274,354,30,53,25,53,119.0,157.0,60.0,95.0,12.0,23.0,2.0,15.0,18,25,9,19,SzYVnB67,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=SzYVnB67
255,350,359,448,21,58,13,46,32.0,66.0,90.0,131.0,2.0,12.0,7.0,18.0,12,16,8,10,84G9AgsH,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=84G9AgsH
337,413,190,264,19,35,10,45,103.0,150.0,46.0,83.0,7.0,30.0,3.0,11.0,8,12,9,12,4W9I8XBT,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=4W9I8XBT
350,428,192,272,27,62,22,53,100.0,138.0,44.0,79.0,8.0,23.0,5.0,13.0,5,10,8,15,4fOt91N9,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=4fOt91N9
285,363,306,397,30,58,26,61,78.0,117.0,84.0,119.0,8.0,21.0,9.0,27.0,5,9,9,13,6XZjSZVg,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=6XZjSZVg
238,336,445,534,17,46,27,67,46.0,89.0,87.0,130.0,5.0,15.0,7.0,23.0,13,18,10,17,4dg9seDU,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=4dg9seDU
417,516,202,296,30,63,20,62,156.0,205.0,54.0,96.0,9.0,27.0,3.0,11.0,13,19,19,26,rNOJ1bbn,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=rNOJ1bbn
197,278,489,553,19,60,23,38,46.0,71.0,161.0,195.0,2.0,12.0,10.0,34.0,9,20,9,14,dWk1qHrI,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=dWk1qHrI
270,346,427,507,11,37,37,67,45.0,74.0,142.0,191.0,6.0,14.0,5.0,26.0,12,23,4,9,GzNRaxTb,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=GzNRaxTb
587,679,186,262,24,44,21,48,172.0,211.0,51.0,84.0,12.0,36.0,1.0,11.0,7,11,7,16,thPhEyrh,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=thPhEyrh
305,411,244,354,25,53,11,54,85.0,134.0,35.0,71.0,1.0,20.0,2.0,12.0,8,16,15,23,ziI1CFC4,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=ziI1CFC4
298,377,338,406,30,58,20,40,83.0,123.0,72.0,110.0,5.0,20.0,3.0,21.0,4,9,4,6,UDezdfSN,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=UDezdfSN
242,351,286,378,24,63,26,66,59.0,97.0,73.0,110.0,5.0,18.0,2.0,15.0,9,16,10,11,MmhScGcB,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=MmhScGcB
321,416,302,388,20,54,21,60,59.0,101.0,61.0,105.0,6.0,18.0,2.0,11.0,14,19,9,16,xtphkLM7,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=xtphkLM7
283,366,316,386,17,42,17,41,75.0,105.0,133.0,173.0,10.0,24.0,8.0,19.0,18,29,8,18,UkFcN5Yj,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=UkFcN5Yj
299,400,217,321,35,79,22,68,96.0,160.0,32.0,64.0,7.0,22.0,6.0,10.0,3,7,8,15,lYpDZHwK,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=lYpDZHwK
366,441,280,360,25,52,17,57,109.0,156.0,33.0,62.0,4.0,31.0,5.0,12.0,3,8,10,17,MDyJWwaC,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=MDyJWwaC
263,355,305,400,21,60,24,60,70.0,117.0,74.0,122.0,8.0,19.0,1.0,7.0,8,13,10,12,Yi5ykLEt,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=Yi5ykLEt
454,520,256,329,28,44,18,46,172.0,213.0,47.0,72.0,8.0,42.0,3.0,10.0,7,8,6,7,IuVRUHTO,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=IuVRUHTO
168,239,591,668,17,46,29,46,38.0,69.0,195.0,241.0,5.0,14.0,5.0,32.0,13,18,5,13,hzurVQN7,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=hzurVQN7
188,297,192,314,26,65,17,73,68.0,113.0,50.0,105.0,3.0,16.0,0.0,9.0,11,19,17,26,UJbpmaqg,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=UJbpmaqg
282,381,316,392,31,65,15,49,56.0,113.0,72.0,97.0,11.0,26.0,2.0,12.0,7,18,8,15,zH1howE5,https://www.flashscore.pl/mecz/pilka-nozna/widzew-lodz-rNOIW3uC/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=zH1howE5
226,299,328,403,19,47,13,41,97.0,143.0,61.0,89.0,4.0,25.0,2.0,18.0,10,13,9,14,Esk2zMam,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=Esk2zMam
217,278,371,443,16,46,17,40,74.0,92.0,81.0,109.0,6.0,35.0,7.0,24.0,8,11,8,13,KMtzXnge,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=KMtzXnge
180,252,297,369,12,39,28,52,42.0,81.0,45.0,73.0,0.0,7.0,3.0,12.0,10,14,8,13,8rNUhUFE,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=8rNUhUFE
301,371,410,487,39,70,25,54,75.0,113.0,98.0,125.0,7.0,20.0,4.0,21.0,11,12,9,13,jHJrVdmR,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=jHJrVdmR
342,418,376,443,17,40,23,43,47.0,84.0,126.0,158.0,1.0,16.0,4.0,18.0,17,26,12,19,4z0UPVoS,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=4z0UPVoS
234,300,582,654,20,53,25,38,31.0,52.0,251.0,306.0,3.0,11.0,10.0,45.0,7,12,6,9,0r3DTDn3,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=0r3DTDn3
135,224,537,632,17,56,15,40,22.0,47.0,163.0,213.0,2.0,15.0,3.0,21.0,6,11,12,22,06o0K99k,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=06o0K99k
222,297,445,504,13,46,19,44,54.0,92.0,75.0,89.0,0.0,14.0,3.0,11.0,7,13,7,12,KnQQ5Afd,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=KnQQ5Afd
129,204,573,678,8,41,24,58,20.0,45.0,182.0,235.0,3.0,8.0,5.0,30.0,8,18,7,10,8UsdvV0L,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=8UsdvV0L
312,407,277,373,24,68,21,62,83.0,124.0,54.0,93.0,8.0,21.0,4.0,11.0,9,14,10,14,nFgmtiW8,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=nFgmtiW8
443,513,338,421,19,31,20,50,115.0,157.0,67.0,104.0,8.0,21.0,2.0,10.0,19,22,8,15,886LRiHF,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=886LRiHF
376,433,409,469,13,25,24,43,59.0,78.0,113.0,144.0,4.0,15.0,2.0,10.0,10,18,4,11,K811Imv2,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=K811Imv2
479,581,188,273,24,48,27,76,148.0,210.0,37.0,66.0,6.0,36.0,5.0,10.0,8,13,8,13,vDYRY8Or,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=vDYRY8Or
271,361,235,335,22,54,22,55,59.0,93.0,50.0,98.0,4.0,10.0,3.0,20.0,5,11,4,10,lpBDbgmT,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=lpBDbgmT
314,390,227,297,13,43,34,60,74.0,103.0,54.0,83.0,4.0,18.0,4.0,17.0,5,8,3,12,EkNI7WPq,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=EkNI7WPq
422,497,384,440,27,50,23,47,73.0,101.0,91.0,113.0,4.0,16.0,5.0,15.0,5,12,11,16,QPlVGz3c,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=QPlVGz3c
362,464,313,413,22,50,24,55,108.0,157.0,74.0,106.0,6.0,22.0,4.0,16.0,13,19,10,24,phEd2yl4,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=phEd2yl4
413,515,277,369,21,49,23,67,81.0,135.0,79.0,113.0,3.0,15.0,2.0,14.0,6,10,12,18,MirvFEX9,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=MirvFEX9
454,538,311,396,28,47,24,50,129.0,170.0,58.0,91.0,2.0,19.0,3.0,18.0,9,14,6,14,YHnpgXAj,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=YHnpgXAj
425,492,281,353,29,45,21,45,146.0,178.0,63.0,99.0,7.0,33.0,2.0,12.0,10,14,10,16,tK750FIG,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=tK750FIG
320,415,316,397,16,52,16,54,57.0,98.0,59.0,90.0,5.0,11.0,6.0,16.0,8,16,8,14,CvGl4cJi,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=CvGl4cJi
