player_slug,klub_slug,nazwa,season,source_file,slug_tokens,slug_first,slug_last,slug_nonfirst,slug_full_compact,slug_nonfirst_compact,slug_token_count
jens-patrik-walemark,lech-poznan,Jens Patrik WålemarkLech Poznań,2025/26,pole_asysty.csv,"['jens', 'patrik', 'walemark']",jens,walemark,patrik-walemark,jenspatrikwalemark,patrikwalemark,3
joao-gervasio-braganca-moutinho,lech-poznan,João MoutinhoLech Poznań,2025/26,pole_dosrodkowania.csv,"['joao', 'gervasio', 'braganca', 'moutinho']",joao,moutinho,gervasio-braganca-moutinho,joaogervasiobragancamoutinho,gervasiobragancamoutinho,4
joel-vieira-pereira,lech-poznan,Joel PereiraLech Poznań,2025/26,pole_asysty.csv,"['joel', 'vieira', 'pereira']",joel,pereira,vieira-pereira,joelvieirapereira,vieirapereira,3
kamil-jakobczyk,lech-poznan,Kamil JakóbczykLech Poznań,2025/26,pole_faule.csv,"['kamil', 'jakobczyk']",kamil,jakobczyk,jakobczyk,kamiljakobczyk,jakobczyk,2
kornel-lisman,lech-poznan,Kornel LismanLech Poznań,2025/26,pole_asysty.csv,"['kornel', 'lisman']",kornel,lisman,lisman,kornellisman,lisman,2
luis-enrique-palma-oseguera,lech-poznan,Luis Enrique Palma OsegueraLech Poznań,2025/26,pole_asysty.csv,"['luis', 'enrique', 'palma', 'oseguera']",luis,oseguera,enrique-palma-oseguera,luisenriquepalmaoseguera,enriquepalmaoseguera,4
mateusz-skrzypczak,lech-poznan,Mateusz SkrzypczakLech Poznań,2025/26,pole_celne-strzaly.csv,"['mateusz', 'skrzypczak']",mateusz,skrzypczak,skrzypczak,mateuszskrzypczak,skrzypczak,2
mel-yannick-joel-agnero,lech-poznan,Mel Yannick Joel AgneroLech Poznań,2025/26,pole_celne-strzaly.csv,"['mel', 'yannick', 'joel', 'agnero']",mel,agnero,yannick-joel-agnero,melyannickjoelagnero,yannickjoelagnero,4
micha-gurgul,lech-poznan,Michał GurgulLech Poznań,2025/26,pole_asysty.csv,"['micha', 'gurgul']",micha,gurgul,gurgul,michagurgul,gurgul,2
mikael-ishak,lech-poznan,Mikael IshakLech Poznań,2025/26,pole_asysty.csv,"['mikael', 'ishak']",mikael,ishak,ishak,mikaelishak,ishak,2
pablo-rodriguez-delgado,lech-poznan,Pablo Rodríguez DelgadoLech Poznań,2025/26,pole_asysty.csv,"['pablo', 'rodriguez', 'delgado']",pablo,delgado,rodriguez-delgado,pablorodriguezdelgado,rodriguezdelgado,3
plamen-plamenov-andreev,lech-poznan,Plamen Plamenov AndreevLech Poznań,2025/26,gk_bramki-stracone.csv,"['plamen', 'plamenov', 'andreev']",plamen,andreev,plamenov-andreev,plamenplamenovandreev,plamenovandreev,3
radosaw-pawe-murawski,lech-poznan,Radosław Paweł MurawskiLech Poznań,2025/26,pole_faule-wywalczone.csv,"['radosaw', 'pawe', 'murawski']",radosaw,murawski,pawe-murawski,radosawpawemurawski,pawemurawski,3
robert-krzysztof-gumny,lech-poznan,Robert Krzysztof GumnyLech Poznań,2025/26,pole_celne-strzaly.csv,"['robert', 'krzysztof', 'gumny']",robert,gumny,krzysztof-gumny,robertkrzysztofgumny,krzysztofgumny,3
sammy-dudek,lech-poznan,Sammy DudekLech Poznań,2025/26,pole_faule-wywalczone.csv,"['sammy', 'dudek']",sammy,dudek,dudek,sammydudek,dudek,2
timothy-noor-ouma,lech-poznan,Timothy Noor OumaLech Poznań,2025/26,pole_asysty.csv,"['timothy', 'noor', 'ouma']",timothy,ouma,noor-ouma,timothynoorouma,noorouma,3
wojciech-monka,lech-poznan,Wojciech MońkaLech Poznań,2025/26,pole_celne-strzaly.csv,"['wojciech', 'monka']",wojciech,monka,monka,wojciechmonka,monka,2
aleksandar-cirkovic,lechia-gdansk,Aleksandar ĆirkovićLechia Gdańsk,2025/26,pole_asysty.csv,"['aleksandar', 'cirkovic']",aleksandar,cirkovic,cirkovic,aleksandarcirkovic,cirkovic,2
alexander-noah-paulsen,lechia-gdansk,Alexander Noah PaulsenLechia Gdańsk,2025/26,gk_bramki-stracone.csv,"['alexander', 'noah', 'paulsen']",alexander,paulsen,noah-paulsen,alexandernoahpaulsen,noahpaulsen,3
alvis-jaunzems,lechia-gdansk,Alvis JaunzemsLechia Gdańsk,2025/26,pole_asysty.csv,"['alvis', 'jaunzems']",alvis,jaunzems,jaunzems,alvisjaunzems,jaunzems,2
anton-tsarenko,lechia-gdansk,Anton TsarenkoLechia Gdańsk,2025/26,pole_asysty.csv,"['anton', 'tsarenko']",anton,tsarenko,tsarenko,antontsarenko,tsarenko,2
bartomiej-kudka,lechia-gdansk,Bartłomiej KłudkaLechia Gdańsk,2025/26,pole_celne-strzaly.csv,"['bartomiej', 'kudka']",bartomiej,kudka,kudka,bartomiejkudka,kudka,2
bartosz-szczepankiewicz,lechia-gdansk,Bartosz SzczepankiewiczLechia Gdańsk,2025/26,pole_minuty.csv,"['bartosz', 'szczepankiewicz']",bartosz,szczepankiewicz,szczepankiewicz,bartoszszczepankiewicz,szczepankiewicz,2
bohdan-sarnavskyi,lechia-gdansk,Bohdan SarnavskyiLechia Gdańsk,2025/26,gk_bramki-stracone.csv,"['bohdan', 'sarnavskyi']",bohdan,sarnavskyi,sarnavskyi,bohdansarnavskyi,sarnavskyi,2
bohdan-viunnyk,lechia-gdansk,Bohdan ViunnykLechia Gdańsk,2025/26,pole_celne-strzaly.csv,"['bohdan', 'viunnyk']",bohdan,viunnyk,viunnyk,bohdanviunnyk,viunnyk,2
bujar-pllana,lechia-gdansk,Bujar PllanaLechia Gdańsk,2025/26,pole_celne-strzaly.csv,"['bujar', 'pllana']",bujar,pllana,pllana,bujarpllana,pllana,2
camilo-andres-mena-marquez,lechia-gdansk,Camilo Andrés Mena MárquezLechia Gdańsk,2025/26,pole_asysty.csv,"['camilo', 'andres', 'mena', 'marquez']",camilo,marquez,andres-mena-marquez,camiloandresmenamarquez,andresmenamarquez,4
dawid-kurminowski,lechia-gdansk,Dawid KurminowskiLechia Gdańsk,2025/26,pole_asysty.csv,"['dawid', 'kurminowski']",dawid,kurminowski,kurminowski,dawidkurminowski,kurminowski,2
dorian-sinkiewicz,lechia-gdansk,Dorian SinkiewiczLechia Gdańsk,2025/26,pole_minuty.csv,"['dorian', 'sinkiewicz']",dorian,sinkiewicz,sinkiewicz,doriansinkiewicz,sinkiewicz,2
elias-oskar-olsson,lechia-gdansk,Elias Oskar OlssonLechia Gdańsk,2025/26,pole_asysty.csv,"['elias', 'oskar', 'olsson']",elias,olsson,oskar-olsson,eliasoskarolsson,oskarolsson,3
ivan-zhelizko,lechia-gdansk,Ivan ZhelizkoLechia Gdańsk,2025/26,pole_asysty.csv,"['ivan', 'zhelizko']",ivan,zhelizko,zhelizko,ivanzhelizko,zhelizko,2
kacper-sezonienko,lechia-gdansk,Kacper SezonienkoLechia Gdańsk,2025/26,pole_asysty.csv,"['kacper', 'sezonienko']",kacper,sezonienko,sezonienko,kacpersezonienko,sezonienko,2
maksym-diachuk,lechia-gdansk,Maksym DiachukLechia Gdańsk,2025/26,pole_asysty.csv,"['maksym', 'diachuk']",maksym,diachuk,diachuk,maksymdiachuk,diachuk,2
matej-rodin,lechia-gdansk,Matej RodinLechia Gdańsk,2025/26,pole_asysty.csv,"['matej', 'rodin']",matej,rodin,rodin,matejrodin,rodin,2
matus-vojtko,lechia-gdansk,Matúš VojtkoLechia Gdańsk,2025/26,pole_asysty.csv,"['matus', 'vojtko']",matus,vojtko,vojtko,matusvojtko,vojtko,2
micha-gogowski,lechia-gdansk,Michał GłogowskiLechia Gdańsk,2025/26,pole_dosrodkowania.csv,"['micha', 'gogowski']",micha,gogowski,gogowski,michagogowski,gogowski,2
miosz-kaahur,lechia-gdansk,Miłosz KałahurLechia Gdańsk,2025/26,pole_dosrodkowania-celne.csv,"['miosz', 'kaahur']",miosz,kaahur,kaahur,mioszkaahur,kaahur,2
mohamed-awad-alla-hassan-ibrahim,lechia-gdansk,Mohamed Awad AllaLechia Gdańsk,2025/26,pole_celne-strzaly.csv,"['mohamed', 'awad', 'alla', 'hassan', 'ibrahim']",mohamed,ibrahim,awad-alla-hassan-ibrahim,mohamedawadallahassanibrahim,awadallahassanibrahim,5
mohamed-awad-alla-hassan-ibrahim-1,lechia-gdansk,Mohamed Awad AllaLechia Gdańsk,2025/26,pole_celne-strzaly.csv,"['mohamed', 'awad', 'alla', 'hassan', 'ibrahim', '1']",mohamed,1,awad-alla-hassan-ibrahim-1,mohamedawadallahassanibrahim1,awadallahassanibrahim1,6
rifet-kapic,lechia-gdansk,Rifet KapičLechia Gdańsk,2025/26,pole_asysty.csv,"['rifet', 'kapic']",rifet,kapic,kapic,rifetkapic,kapic,2
szymon-weirauch,lechia-gdansk,Szymon WeirauchLechia Gdańsk,2025/26,gk_bramki-stracone.csv,"['szymon', 'weirauch']",szymon,weirauch,weirauch,szymonweirauch,weirauch,2
tomas-bobcek,lechia-gdansk,Tomáš BobčekLechia Gdańsk,2025/26,pole_asysty.csv,"['tomas', 'bobcek']",tomas,bobcek,bobcek,tomasbobcek,bobcek,2
tomasz-neugebauer,lechia-gdansk,Tomasz NeugebauerLechia Gdańsk,2025/26,pole_asysty.csv,"['tomasz', 'neugebauer']",tomasz,neugebauer,neugebauer,tomaszneugebauer,neugebauer,2
tomasz-wojtowicz,lechia-gdansk,Tomasz WójtowiczLechia Gdańsk,2025/26,pole_celne-strzaly.csv,"['tomasz', 'wojtowicz']",tomasz,wojtowicz,wojtowicz,tomaszwojtowicz,wojtowicz,2
allan-migouel-alfarela,legia-warszawa,Allan Migouel AlfarelaLegia Warszawa,2025/26,pole_asysty.csv,"['allan', 'migouel', 'alfarela']",allan,alfarela,migouel-alfarela,allanmigouelalfarela,migouelalfarela,3
antonio-mirko-colak,legia-warszawa,Antonio-Mirko ČolakLegia Warszawa,2025/26,pole_celne-strzaly.csv,"['antonio', 'mirko', 'colak']",antonio,colak,mirko-colak,antoniomirkocolak,mirkocolak,3
arkadiusz-reca,legia-warszawa,Arkadiusz RecaLegia Warszawa,2025/26,pole_asysty.csv,"['arkadiusz', 'reca']",arkadiusz,reca,reca,arkadiuszreca,reca,2
artur-marcin-jedrzejczyk,legia-warszawa,Artur Marcin JędrzejczykLegia Warszawa,2025/26,pole_asysty.csv,"['artur', 'marcin', 'jedrzejczyk']",artur,jedrzejczyk,marcin-jedrzejczyk,arturmarcinjedrzejczyk,marcinjedrzejczyk,3
bartosz-kapustka,legia-warszawa,Bartosz KapustkaLegia Warszawa,2025/26,pole_asysty.csv,"['bartosz', 'kapustka']",bartosz,kapustka,kapustka,bartoszkapustka,kapustka,2
damian-dawid-szymanski,legia-warszawa,Damian Dawid SzymańskiLegia Warszawa,2025/26,pole_celne-strzaly.csv,"['damian', 'dawid', 'szymanski']",damian,szymanski,dawid-szymanski,damiandawidszymanski,dawidszymanski,3
ermal-krasniqi,legia-warszawa,Ermal KrasniqiLegia Warszawa,2025/26,pole_asysty.csv,"['ermal', 'krasniqi']",ermal,krasniqi,krasniqi,ermalkrasniqi,krasniqi,2
henrique-miguel-sousa-arreiol,legia-warszawa,Henrique ArreiolLegia Warszawa,2025/26,pole_celne-strzaly.csv,"['henrique', 'miguel', 'sousa', 'arreiol']",henrique,arreiol,miguel-sousa-arreiol,henriquemiguelsousaarreiol,miguelsousaarreiol,4
ilya-shkurin,legia-warszawa,Ilya ShkurinLegia Warszawa,2025/26,pole_asysty.csv,"['ilya', 'shkurin']",ilya,shkurin,shkurin,ilyashkurin,shkurin,2
jakub-zewakow,legia-warszawa,Jakub ŻewłakowLegia Warszawa,2025/26,pole_celne-strzaly.csv,"['jakub', 'zewakow']",jakub,zewakow,zewakow,jakubzewakow,zewakow,2
jan-leszczynski,legia-warszawa,Jan LeszczyńskiLegia Warszawa,2025/26,pole_celne-strzaly.csv,"['jan', 'leszczynski']",jan,leszczynski,leszczynski,janleszczynski,leszczynski,2
jan-ziokowski,legia-warszawa,Jan ZiółkowskiLegia Warszawa,2025/26,pole_dosrodkowania-celne.csv,"['jan', 'ziokowski']",jan,ziokowski,ziokowski,janziokowski,ziokowski,2
jean-pierre-junior-nsame,legia-warszawa,Jean-Pierre Junior NsameLegia Warszawa,2025/26,pole_celne-strzaly.csv,"['jean', 'pierre', 'junior', 'nsame']",jean,nsame,pierre-junior-nsame,jeanpierrejuniornsame,pierrejuniornsame,4
joaquim-claude-goncalves-araujo,legia-warszawa,Claude GonçalvesLegia Warszawa,2025/26,pole_asysty.csv,"['joaquim', 'claude', 'goncalves', 'araujo']",joaquim,araujo,claude-goncalves-araujo,joaquimclaudegoncalvesaraujo,claudegoncalvesaraujo,4
juergen-farid-elitim-sepulveda,legia-warszawa,Juergen Farid Elitim SepúlvedaLegia Warszawa,2025/26,pole_asysty.csv,"['juergen', 'farid', 'elitim', 'sepulveda']",juergen,sepulveda,farid-elitim-sepulveda,juergenfaridelitimsepulveda,faridelitimsepulveda,4
kacper-chodyna,legia-warszawa,Kacper ChodynaLegia Warszawa,2025/26,pole_asysty.csv,"['kacper', 'chodyna']",kacper,chodyna,chodyna,kacperchodyna,chodyna,2
kacper-tobiasz,legia-warszawa,Kacper TobiaszLegia Warszawa,2025/26,gk_bramki-stracone.csv,"['kacper', 'tobiasz']",kacper,tobiasz,tobiasz,kacpertobiasz,tobiasz,2
kacper-urbanski,legia-warszawa,Kacper UrbanskiLegia Warszawa,2025/26,pole_asysty.csv,"['kacper', 'urbanski']",kacper,urbanski,urbanski,kacperurbanski,urbanski,2
kamil-dawid-piatkowski,legia-warszawa,Kamil Dawid PiątkowskiLegia Warszawa,2025/26,pole_asysty.csv,"['kamil', 'dawid', 'piatkowski']",kamil,piatkowski,dawid-piatkowski,kamildawidpiatkowski,dawidpiatkowski,3
marco-burch,legia-warszawa,Marco BurchLegia Warszawa,2025/26,pole_dogodne-szanse.csv,"['marco', 'burch']",marco,burch,burch,marcoburch,burch,2
mileta-rajovic,legia-warszawa,Mileta RajovićLegia Warszawa,2025/26,pole_celne-strzaly.csv,"['mileta', 'rajovic']",mileta,rajovic,rajovic,miletarajovic,rajovic,2
noah-raphael-weihaupt,legia-warszawa,Noah Raphael WeißhauptLegia Warszawa,2025/26,pole_celne-strzaly.csv,"['noah', 'raphael', 'weihaupt']",noah,weihaupt,raphael-weihaupt,noahraphaelweihaupt,raphaelweihaupt,3
otto-hindrich,legia-warszawa,Ottó HindrichLegia Warszawa,2025/26,gk_bramki-stracone.csv,"['otto', 'hindrich']",otto,hindrich,hindrich,ottohindrich,hindrich,2
patryk-kun,legia-warszawa,Patryk KunLegia Warszawa,2025/26,pole_asysty.csv,"['patryk', 'kun']",patryk,kun,kun,patrykkun,kun,2
pawe-marek-wszoek,legia-warszawa,Paweł Marek WszołekLegia Warszawa,2025/26,pole_asysty.csv,"['pawe', 'marek', 'wszoek']",pawe,wszoek,marek-wszoek,pawemarekwszoek,marekwszoek,3
petar-stojanovic,legia-warszawa,Petar StojanovićLegia Warszawa,2025/26,pole_asysty.csv,"['petar', 'stojanovic']",petar,stojanovic,stojanovic,petarstojanovic,stojanovic,2
radovan-pankov,legia-warszawa,Radovan PankovLegia Warszawa,2025/26,pole_celne-strzaly.csv,"['radovan', 'pankov']",radovan,pankov,pankov,radovanpankov,pankov,2
rafa-adamski,legia-warszawa,Rafał AdamskiLegia Warszawa,2025/26,pole_asysty.csv,"['rafa', 'adamski']",rafa,adamski,adamski,rafaadamski,adamski,2
rafa-sylwester-augustyniak,legia-warszawa,Rafał Sylwester AugustyniakLegia Warszawa,2025/26,pole_celne-strzaly.csv,"['rafa', 'sylwester', 'augustyniak']",rafa,augustyniak,sylwester-augustyniak,rafasylwesteraugustyniak,sylwesteraugustyniak,3
ruben-goncalo-da-silva-nascimento-vinagre,legia-warszawa,Rúben VinagreLegia Warszawa,2025/26,pole_asysty.csv,"['ruben', 'goncalo', 'da', 'silva', 'nascimento', 'vinagre']",ruben,vinagre,goncalo-da-silva-nascimento-vinagre,rubengoncalodasilvanascimentovinagre,goncalodasilvanascimentovinagre,6
ryoya-morishita,legia-warszawa,Ryoya MorishitaLegia Warszawa,2025/26,pole_celne-strzaly.csv,"['ryoya', 'morishita']",ryoya,morishita,morishita,ryoyamorishita,morishita,2
samuel-kovacik,legia-warszawa,Samuel KováčikLegia Warszawa,2025/26,pole_dosrodkowania.csv,"['samuel', 'kovacik']",samuel,kovacik,kovacik,samuelkovacik,kovacik,2
steve-nkanu-kapuadi,legia-warszawa,Steve Nkanu KapuadiLegia Warszawa,2025/26,pole_celne-strzaly.csv,"['steve', 'nkanu', 'kapuadi']",steve,kapuadi,nkanu-kapuadi,stevenkanukapuadi,nkanukapuadi,3
vahan-bichakhchyan,legia-warszawa,Vahan BichakhchyanLegia Warszawa,2025/26,pole_asysty.csv,"['vahan', 'bichakhchyan']",vahan,bichakhchyan,bichakhchyan,vahanbichakhchyan,bichakhchyan,2
wojciech-urbanski,legia-warszawa,Wojciech UrbanskiLegia Warszawa,2025/26,pole_celne-strzaly.csv,"['wojciech', 'urbanski']",wojciech,urbanski,urbanski,wojciechurbanski,urbanski,2
arkadiusz-najemski,motor-lublin,Arkadiusz NajemskiMotor Lublin,2025/26,pole_celne-strzaly.csv,"['arkadiusz', 'najemski']",arkadiusz,najemski,najemski,arkadiusznajemski,najemski,2
bartosz-wolski,motor-lublin,Bartosz WolskiMotor Lublin,2025/26,pole_asysty.csv,"['bartosz', 'wolski']",bartosz,wolski,wolski,bartoszwolski,wolski,2
bradly-van-hoeven,motor-lublin,Bradly van HoevenMotor Lublin,2025/26,pole_asysty.csv,"['bradly', 'van', 'hoeven']",bradly,hoeven,van-hoeven,bradlyvanhoeven,vanhoeven,3
bright-ede,motor-lublin,Bright EdeMotor Lublin,2025/26,pole_dryblingi.csv,"['bright', 'ede']",bright,ede,ede,brightede,ede,2
christopher-serge-simon,motor-lublin,Christopher Serge SimonMotor Lublin,2025/26,pole_dosrodkowania.csv,"['christopher', 'serge', 'simon']",christopher,simon,serge-simon,christophersergesimon,sergesimon,3
fabio-ronaldo-da-costa-conceicao,motor-lublin,Fábio RonaldoMotor Lublin,2025/26,pole_asysty.csv,"['fabio', 'ronaldo', 'da', 'costa', 'conceicao']",fabio,conceicao,ronaldo-da-costa-conceicao,fabioronaldodacostaconceicao,ronaldodacostaconceicao,5
filip-luberecki,motor-lublin,Filip LubereckiMotor Lublin,2025/26,pole_asysty.csv,"['filip', 'luberecki']",filip,luberecki,luberecki,filipluberecki,luberecki,2
filip-wojcik,motor-lublin,Filip WójcikMotor Lublin,2025/26,pole_asysty.csv,"['filip', 'wojcik']",filip,wojcik,wojcik,filipwojcik,wojcik,2
florian-haxha,motor-lublin,Florian HaxhaMotor Lublin,2025/26,pole_dosrodkowania-celne.csv,"['florian', 'haxha']",florian,haxha,haxha,florianhaxha,haxha,2
franciszek-lewandowski,motor-lublin,Franciszek LewandowskiMotor Lublin,2025/26,pole_minuty.csv,"['franciszek', 'lewandowski']",franciszek,lewandowski,lewandowski,franciszeklewandowski,lewandowski,2
gasper-tratnik,motor-lublin,Gašper TratnikMotor Lublin,2025/26,gk_bramki-stracone.csv,"['gasper', 'tratnik']",gasper,tratnik,tratnik,gaspertratnik,tratnik,2
herve-jean-matthys,motor-lublin,Hervé Jean MatthysMotor Lublin,2025/26,pole_dosrodkowania.csv,"['herve', 'jean', 'matthys']",herve,matthys,jean-matthys,hervejeanmatthys,jeanmatthys,3
ivan-brkic,motor-lublin,Ivan BrkićMotor Lublin,2025/26,gk_bramki-stracone.csv,"['ivan', 'brkic']",ivan,brkic,brkic,ivanbrkic,brkic,2
ivo-tiago-dos-santos-rodrigues,motor-lublin,Ivo RodriguesMotor Lublin,2025/26,pole_asysty.csv,"['ivo', 'tiago', 'dos', 'santos', 'rodrigues']",ivo,rodrigues,tiago-dos-santos-rodrigues,ivotiagodossantosrodrigues,tiagodossantosrodrigues,5
jakub-jan-abojko,motor-lublin,Jakub Jan ŁabojkoMotor Lublin,2025/26,pole_celne-strzaly.csv,"['jakub', 'jan', 'abojko']",jakub,abojko,jan-abojko,jakubjanabojko,janabojko,3
kacper-karasek,motor-lublin,Kacper KarasekMotor Lublin,2025/26,pole_celne-strzaly.csv,"['kacper', 'karasek']",kacper,karasek,karasek,kacperkarasek,karasek,2
karol-czubak,motor-lublin,Karol CzubakMotor Lublin,2025/26,pole_asysty.csv,"['karol', 'czubak']",karol,czubak,czubak,karolczubak,czubak,2
krystian-palacz,motor-lublin,Krystian PalaczMotor Lublin,2025/26,pole_asysty.csv,"['krystian', 'palacz']",krystian,palacz,palacz,krystianpalacz,palacz,2
marek-kristian-bartos,motor-lublin,Marek Kristián BartošMotor Lublin,2025/26,pole_asysty.csv,"['marek', 'kristian', 'bartos']",marek,bartos,kristian-bartos,marekkristianbartos,kristianbartos,3
mathieu-scalet,motor-lublin,Mathieu ScaletMotor Lublin,2025/26,pole_celne-strzaly.csv,"['mathieu', 'scalet']",mathieu,scalet,scalet,mathieuscalet,scalet,2
mbaye-jacques-ndiaye,motor-lublin,Mbaye Jacques N'DiayeMotor Lublin,2025/26,pole_asysty.csv,"['mbaye', 'jacques', 'ndiaye']",mbaye,ndiaye,jacques-ndiaye,mbayejacquesndiaye,jacquesndiaye,3
micha-krol,motor-lublin,Michał KrólMotor Lublin,2025/26,pole_asysty.csv,"['micha', 'krol']",micha,krol,krol,michakrol,krol,2
paskal-konrad-meyer,motor-lublin,Paskal Konrad MeyerMotor Lublin,2025/26,pole_dosrodkowania.csv,"['paskal', 'konrad', 'meyer']",paskal,meyer,konrad-meyer,paskalkonradmeyer,konradmeyer,3
pawe-stolarski,motor-lublin,Paweł StolarskiMotor Lublin,2025/26,pole_celne-strzaly.csv,"['pawe', 'stolarski']",pawe,stolarski,stolarski,pawestolarski,stolarski,2
renat-dadasov,motor-lublin,Renat DadaşovMotor Lublin,2025/26,pole_celne-strzaly.csv,"['renat', 'dadasov']",renat,dadasov,dadasov,renatdadasov,dadasov,2
sergi-samper-montana,motor-lublin,Sergi Samper MontañaMotor Lublin,2025/26,pole_asysty.csv,"['sergi', 'samper', 'montana']",sergi,montana,samper-montana,sergisampermontana,sampermontana,3
thomas-santos-christensen-1,motor-lublin,Thomas Santos ChristensenMotor Lublin,2025/26,pole_dogodne-szanse.csv,"['thomas', 'santos', 'christensen', '1']",thomas,1,santos-christensen-1,thomassantoschristensen1,santoschristensen1,4
adrian-chovan,nieciecza,Adrián ChovanNieciecza,2025/26,gk_bramki-stracone.csv,"['adrian', 'chovan']",adrian,chovan,chovan,adrianchovan,chovan,2
andrzej-trubeha,nieciecza,Andrzej TrubehaNieciecza,2025/26,pole_celne-strzaly.csv,"['andrzej', 'trubeha']",andrzej,trubeha,trubeha,andrzejtrubeha,trubeha,2
arkadiusz-kasperkiewicz,nieciecza,Arkadiusz KasperkiewiczNieciecza,2025/26,pole_asysty.csv,"['arkadiusz', 'kasperkiewicz']",arkadiusz,kasperkiewicz,kasperkiewicz,arkadiuszkasperkiewicz,kasperkiewicz,2
artem-putivtsev,nieciecza,Artem PutivtsevNieciecza,2025/26,pole_celne-strzaly.csv,"['artem', 'putivtsev']",artem,putivtsev,putivtsev,artemputivtsev,putivtsev,2
bartosz-kopacz,nieciecza,Bartosz KopaczNieciecza,2025/26,pole_celne-strzaly.csv,"['bartosz', 'kopacz']",bartosz,kopacz,kopacz,bartoszkopacz,kopacz,2
damian-hilbrycht,nieciecza,Damian HilbrychtNieciecza,2025/26,pole_asysty.csv,"['damian', 'hilbrycht']",damian,hilbrycht,hilbrycht,damianhilbrycht,hilbrycht,2
diego-deisadze,nieciecza,Diego DeisadzeNieciecza,2025/26,pole_celne-strzaly.csv,"['diego', 'deisadze']",diego,deisadze,deisadze,diegodeisadze,deisadze,2
dominik-andrzej-biniek,nieciecza,Dominik Andrzej BiniekNieciecza,2025/26,pole_dosrodkowania.csv,"['dominik', 'andrzej', 'biniek']",dominik,biniek,andrzej-biniek,dominikandrzejbiniek,andrzejbiniek,3
gabriel-isik,nieciecza,Gabriel IsikNieciecza,2025/26,pole_asysty.csv,"['gabriel', 'isik']",gabriel,isik,isik,gabrielisik,isik,2
igor-strzaek,nieciecza,Igor StrzałekNieciecza,2025/26,pole_asysty.csv,"['igor', 'strzaek']",igor,strzaek,strzaek,igorstrzaek,strzaek,2
ivan-durdov,nieciecza,Ivan DurdovNieciecza,2025/26,pole_asysty.csv,"['ivan', 'durdov']",ivan,durdov,durdov,ivandurdov,durdov,2
jesus-jimenez-nunez,nieciecza,Jesús Jiménez NúñezNieciecza,2025/26,pole_asysty.csv,"['jesus', 'jimenez', 'nunez']",jesus,nunez,jimenez-nunez,jesusjimeneznunez,jimeneznunez,3
kamil-zapolnik,nieciecza,Kamil ZapolnikNieciecza,2025/26,pole_celne-strzaly.csv,"['kamil', 'zapolnik']",kamil,zapolnik,zapolnik,kamilzapolnik,zapolnik,2
krzysztof-kubica,nieciecza,Krzysztof KubicaNieciecza,2025/26,pole_asysty.csv,"['krzysztof', 'kubica']",krzysztof,kubica,kubica,krzysztofkubica,kubica,2
lucas-gabriel-masoero-masi,nieciecza,Lucas Gabriel Masoero MasiNieciecza,2025/26,pole_asysty.csv,"['lucas', 'gabriel', 'masoero', 'masi']",lucas,masi,gabriel-masoero-masi,lucasgabrielmasoeromasi,gabrielmasoeromasi,4
maciej-ambrosiewicz,nieciecza,Maciej AmbrosiewiczNieciecza,2025/26,pole_asysty.csv,"['maciej', 'ambrosiewicz']",maciej,ambrosiewicz,ambrosiewicz,maciejambrosiewicz,ambrosiewicz,2
maciej-wolski,nieciecza,Maciej WolskiNieciecza,2025/26,pole_asysty.csv,"['maciej', 'wolski']",maciej,wolski,wolski,maciejwolski,wolski,2
miosz-matysik,nieciecza,Miłosz MatysikNieciecza,2025/26,pole_dosrodkowania.csv,"['miosz', 'matysik']",miosz,matysik,matysik,mioszmatysik,matysik,2
miosz-stefan-mleczko,nieciecza,Miłosz Stefan MleczkoNieciecza,2025/26,gk_bramki-stracone.csv,"['miosz', 'stefan', 'mleczko']",miosz,mleczko,stefan-mleczko,mioszstefanmleczko,stefanmleczko,3
morgan-kwasi-fabender,nieciecza,Morgan Kwasi FaßbenderNieciecza,2025/26,pole_asysty.csv,"['morgan', 'kwasi', 'fabender']",morgan,fabender,kwasi-fabender,morgankwasifabender,kwasifabender,3
radu-stefanita-boboc,nieciecza,Radu Ștefăniță BobocNieciecza,2025/26,pole_asysty.csv,"['radu', 'stefanita', 'boboc']",radu,boboc,stefanita-boboc,radustefanitaboboc,stefanitaboboc,3
rafa-maciej-kurzawa,nieciecza,Rafał Maciej KurzawaNieciecza,2025/26,pole_celne-strzaly.csv,"['rafa', 'maciej', 'kurzawa']",rafa,kurzawa,maciej-kurzawa,rafamaciejkurzawa,maciejkurzawa,3
sergio-guerrero-romero,nieciecza,Sergio Guerrero RomeroNieciecza,2025/26,pole_asysty.csv,"['sergio', 'guerrero', 'romero']",sergio,romero,guerrero-romero,sergioguerreroromero,guerreroromero,3
thiago-dombroski-moreira,nieciecza,Thiago DombroskiNieciecza,2025/26,pole_minuty.csv,"['thiago', 'dombroski', 'moreira']",thiago,moreira,dombroski-moreira,thiagodombroskimoreira,dombroskimoreira,3
wojciech-jakubik,nieciecza,Wojciech JakubikNieciecza,2025/26,pole_asysty.csv,"['wojciech', 'jakubik']",wojciech,jakubik,jakubik,wojciechjakubik,jakubik,2
adrian-dalmau-vaquer,piast-gliwice,Adrián Dalmau VaquerPiast Gliwice,2025/26,pole_celne-strzaly.csv,"['adrian', 'dalmau', 'vaquer']",adrian,vaquer,dalmau-vaquer,adriandalmauvaquer,dalmauvaquer,3
