player_slug,klub_slug,nazwa,season,source_file,slug_tokens,slug_first,slug_last,slug_nonfirst,slug_full_compact,slug_nonfirst_compact,slug_token_count
peter-barath,rakow-czestochowa,Péter BaráthRaków Częstochowa,2023/24,pole_dosrodkowania.csv,"['peter', 'barath']",peter,barath,barath,peterbarath,barath,2
sonny-kittel,rakow-czestochowa,Sonny Andreas KittelRaków Częstochowa,2023/24,pole_asysty.csv,"['sonny', 'kittel']",sonny,kittel,kittel,sonnykittel,kittel,2
sran-plavsic,rakow-czestochowa,Srđan PlavšićRaków Częstochowa,2023/24,pole_asysty.csv,"['sran', 'plavsic']",sran,plavsic,plavsic,sranplavsic,plavsic,2
ukasz-zwolinski,rakow-czestochowa,Łukasz Piotr ZwolińskiRaków Częstochowa,2023/24,pole_celne-strzaly.csv,"['ukasz', 'zwolinski']",ukasz,zwolinski,zwolinski,ukaszzwolinski,zwolinski,2
vladan-kovacevic,rakow-czestochowa,Vladan KovačevićRaków Częstochowa,2023/24,gk_bramki-stracone.csv,"['vladan', 'kovacevic']",vladan,kovacevic,kovacevic,vladankovacevic,kovacevic,2
vladyslav-kochergin,rakow-czestochowa,Vladyslav KocherginRaków Częstochowa,2023/24,pole_asysty.csv,"['vladyslav', 'kochergin']",vladyslav,kochergin,kochergin,vladyslavkochergin,kochergin,2
zoran-arsenic,rakow-czestochowa,Zoran ArsenićRaków Częstochowa,2023/24,pole_celne-strzaly.csv,"['zoran', 'arsenic']",zoran,arsenic,arsenic,zoranarsenic,arsenic,2
adam-vlkanova,ruch-chorzow,Adam VlkanovaRuch Chorzów,2023/24,pole_asysty.csv,"['adam', 'vlkanova']",adam,vlkanova,vlkanova,adamvlkanova,vlkanova,2
artur-plaskowski,ruch-chorzow,Artur PląskowskiRuch Chorzów,2023/24,pole_dryblingi.csv,"['artur', 'plaskowski']",artur,plaskowski,plaskowski,arturplaskowski,plaskowski,2
bartomiej-pawe-baranski,ruch-chorzow,Bartłomiej Paweł BarańskiRuch Chorzów,2023/24,pole_celne-strzaly.csv,"['bartomiej', 'pawe', 'baranski']",bartomiej,baranski,pawe-baranski,bartomiejpawebaranski,pawebaranski,3
daniel-szczepan,ruch-chorzow,Daniel SzczepanRuch Chorzów,2023/24,pole_asysty.csv,"['daniel', 'szczepan']",daniel,szczepan,szczepan,danielszczepan,szczepan,2
dante-stipica,ruch-chorzow,Dante StipicaRuch Chorzów,2023/24,gk_bramki-stracone.csv,"['dante', 'stipica']",dante,stipica,stipica,dantestipica,stipica,2
dominik-steczyk,ruch-chorzow,Dominik Patryk SteczykRuch Chorzów,2023/24,pole_celne-strzaly.csv,"['dominik', 'steczyk']",dominik,steczyk,steczyk,dominiksteczyk,steczyk,2
filip-starzynski,ruch-chorzow,Filip StarzyńskiRuch Chorzów,2023/24,pole_asysty.csv,"['filip', 'starzynski']",filip,starzynski,starzynski,filipstarzynski,starzynski,2
filip-wilak,ruch-chorzow,Filip WilakRuch Chorzów,2023/24,pole_asysty.csv,"['filip', 'wilak']",filip,wilak,wilak,filipwilak,wilak,2
jakub-bielecki,ruch-chorzow,Jakub BieleckiRuch Chorzów,2023/24,gk_bramki-stracone.csv,"['jakub', 'bielecki']",jakub,bielecki,bielecki,jakubbielecki,bielecki,2
jan-sedlak,ruch-chorzow,Jan SedlákRuch Chorzów,2023/24,pole_kluczowe-podania.csv,"['jan', 'sedlak']",jan,sedlak,sedlak,jansedlak,sedlak,2
jose-manuel-sanchez-guillen,ruch-chorzow,JosemaRuch Chorzów,2023/24,pole_celne-strzaly.csv,"['jose', 'manuel', 'sanchez', 'guillen']",jose,guillen,manuel-sanchez-guillen,josemanuelsanchezguillen,manuelsanchezguillen,4
juliusz-letniowski,ruch-chorzow,Juliusz LetniowskiRuch Chorzów,2023/24,pole_celne-strzaly.csv,"['juliusz', 'letniowski']",juliusz,letniowski,letniowski,juliuszletniowski,letniowski,2
kacper-michalski,ruch-chorzow,Kacper MichalskiRuch Chorzów,2023/24,pole_celne-strzaly.csv,"['kacper', 'michalski']",kacper,michalski,michalski,kacpermichalski,michalski,2
kacper-skwierczynski,ruch-chorzow,Kacper SkwierczyńskiRuch Chorzów,2023/24,pole_dryblingi.csv,"['kacper', 'skwierczynski']",kacper,skwierczynski,skwierczynski,kacperskwierczynski,skwierczynski,2
konrad-kasolik,ruch-chorzow,Konrad KasolikRuch Chorzów,2023/24,pole_dosrodkowania.csv,"['konrad', 'kasolik']",konrad,kasolik,kasolik,konradkasolik,kasolik,2
krzysztof-kaminski,ruch-chorzow,Krzysztof KamińskiRuch Chorzów,2023/24,gk_bramki-stracone.csv,"['krzysztof', 'kaminski']",krzysztof,kaminski,kaminski,krzysztofkaminski,kaminski,2
maciej-sadlok,ruch-chorzow,Maciej SadlokRuch Chorzów,2023/24,pole_celne-strzaly.csv,"['maciej', 'sadlok']",maciej,sadlok,sadlok,maciejsadlok,sadlok,2
mateusz-bartolewski,ruch-chorzow,Mateusz BartolewskiRuch Chorzów,2023/24,pole_asysty.csv,"['mateusz', 'bartolewski']",mateusz,bartolewski,bartolewski,mateuszbartolewski,bartolewski,2
micha-buchalik,ruch-chorzow,Michał BuchalikRuch Chorzów,2023/24,gk_bramki-stracone.csv,"['micha', 'buchalik']",micha,buchalik,buchalik,michabuchalik,buchalik,2
micha-feliks,ruch-chorzow,Michał FeliksRuch Chorzów,2023/24,pole_asysty.csv,"['micha', 'feliks']",micha,feliks,feliks,michafeliks,feliks,2
mike-huras,ruch-chorzow,Mike HurasRuch Chorzów,2023/24,pole_celne-strzaly.csv,"['mike', 'huras']",mike,huras,huras,mikehuras,huras,2
miosz-kozak,ruch-chorzow,Miłosz KozakRuch Chorzów,2023/24,pole_asysty.csv,"['miosz', 'kozak']",miosz,kozak,kozak,mioszkozak,kozak,2
patryk-sikora,ruch-chorzow,Patryk SikoraRuch Chorzów,2023/24,pole_celne-strzaly.csv,"['patryk', 'sikora']",patryk,sikora,sikora,patryksikora,sikora,2
pawe-baranowski,ruch-chorzow,Paweł BaranowskiRuch Chorzów,2023/24,pole_celne-strzaly.csv,"['pawe', 'baranowski']",pawe,baranowski,baranowski,pawebaranowski,baranowski,2
przemysaw-szur,ruch-chorzow,Przemysław SzurRuch Chorzów,2023/24,pole_celne-strzaly.csv,"['przemysaw', 'szur']",przemysaw,szur,szur,przemysawszur,szur,2
remigiusz-szywacz,ruch-chorzow,Remigiusz SzywaczRuch Chorzów,2023/24,pole_dryblingi.csv,"['remigiusz', 'szywacz']",remigiusz,szywacz,szywacz,remigiuszszywacz,szywacz,2
robert-dadok,ruch-chorzow,Robert DadokRuch Chorzów,2023/24,pole_asysty.csv,"['robert', 'dadok']",robert,dadok,dadok,robertdadok,dadok,2
soma-novothny,ruch-chorzow,Soma Zsombor NovothnyRuch Chorzów,2023/24,pole_asysty.csv,"['soma', 'novothny']",soma,novothny,novothny,somanovothny,novothny,2
szymon-szymanski,ruch-chorzow,Szymon SzymańskiRuch Chorzów,2023/24,pole_asysty.csv,"['szymon', 'szymanski']",szymon,szymanski,szymanski,szymonszymanski,szymanski,2
tomasz-foszmanczyk,ruch-chorzow,Tomasz FoszmańczykRuch Chorzów,2023/24,pole_dosrodkowania.csv,"['tomasz', 'foszmanczyk']",tomasz,foszmanczyk,foszmanczyk,tomaszfoszmanczyk,foszmanczyk,2
tomasz-swedrowski,ruch-chorzow,Tomasz SwędrowskiRuch Chorzów,2023/24,pole_asysty.csv,"['tomasz', 'swedrowski']",tomasz,swedrowski,swedrowski,tomaszswedrowski,swedrowski,2
tomasz-wojtowicz,ruch-chorzow,Tomasz WójtowiczRuch Chorzów,2023/24,pole_asysty.csv,"['tomasz', 'wojtowicz']",tomasz,wojtowicz,wojtowicz,tomaszwojtowicz,wojtowicz,2
ukasz-moneta,ruch-chorzow,Łukasz MonetaRuch Chorzów,2023/24,pole_asysty.csv,"['ukasz', 'moneta']",ukasz,moneta,moneta,ukaszmoneta,moneta,2
wiktor-dugosz,ruch-chorzow,Wiktor DługoszRuch Chorzów,2023/24,pole_dosrodkowania.csv,"['wiktor', 'dugosz']",wiktor,dugosz,dugosz,wiktordugosz,dugosz,2
aleks-milenov-petkov,slask-wroclaw,Aleks Milenov PetkovŚląsk Wrocław,2023/24,pole_asysty.csv,"['aleks', 'milenov', 'petkov']",aleks,petkov,milenov-petkov,aleksmilenovpetkov,milenovpetkov,3
aleksander-paluszek,slask-wroclaw,Aleksander PaluszekŚląsk Wrocław,2023/24,pole_asysty.csv,"['aleksander', 'paluszek']",aleksander,paluszek,paluszek,aleksanderpaluszek,paluszek,2
alen-mustafic,slask-wroclaw,Alen MustafićŚląsk Wrocław,2023/24,pole_celne-strzaly.csv,"['alen', 'mustafic']",alen,mustafic,mustafic,alenmustafic,mustafic,2
burak-ince,slask-wroclaw,Burak InceŚląsk Wrocław,2023/24,pole_celne-strzaly.csv,"['burak', 'ince']",burak,ince,ince,burakince,ince,2
daniel-ukasik,slask-wroclaw,Daniel ŁukasikŚląsk Wrocław,2023/24,pole_dryblingi.csv,"['daniel', 'ukasik']",daniel,ukasik,ukasik,danielukasik,ukasik,2
dennis-jastrzembski,slask-wroclaw,Dennis JastrzembskiŚląsk Wrocław,2023/24,pole_asysty.csv,"['dennis', 'jastrzembski']",dennis,jastrzembski,jastrzembski,dennisjastrzembski,jastrzembski,2
erik-exposito,slask-wroclaw,Erik Alexander Expósito HernándezŚląsk Wrocław,2023/24,pole_asysty.csv,"['erik', 'exposito']",erik,exposito,exposito,erikexposito,exposito,2
jakub-jezierski-1,slask-wroclaw,Jakub JezierskiŚląsk Wrocław,2023/24,pole_asysty.csv,"['jakub', 'jezierski', '1']",jakub,1,jezierski-1,jakubjezierski1,jezierski1,3
kacper-trelowski,slask-wroclaw,Kacper TrelowskiŚląsk Wrocław,2023/24,gk_bramki-stracone.csv,"['kacper', 'trelowski']",kacper,trelowski,trelowski,kacpertrelowski,trelowski,2
karol-borys,slask-wroclaw,Karol Krzysztof BorysŚląsk Wrocław,2023/24,pole_dryblingi.csv,"['karol', 'borys']",karol,borys,borys,karolborys,borys,2
kenneth-zohore,slask-wroclaw,Albin Kenneth Dahrup ZohorèŚląsk Wrocław,2023/24,pole_celne-strzaly.csv,"['kenneth', 'zohore']",kenneth,zohore,zohore,kennethzohore,zohore,2
krzysztof-kurowski,slask-wroclaw,Krzysztof KurowskiŚląsk Wrocław,2023/24,pole_faule.csv,"['krzysztof', 'kurowski']",krzysztof,kurowski,kurowski,krzysztofkurowski,kurowski,2
marcel-zylla,slask-wroclaw,Marcel Noah ŻyłłaŚląsk Wrocław,2023/24,pole_celne-strzaly.csv,"['marcel', 'zylla']",marcel,zylla,zylla,marcelzylla,zylla,2
martin-konczkowski,slask-wroclaw,Martin KonczkowskiŚląsk Wrocław,2023/24,pole_asysty.csv,"['martin', 'konczkowski']",martin,konczkowski,konczkowski,martinkonczkowski,konczkowski,2
mateusz-zukowski,slask-wroclaw,Mateusz ŻukowskiŚląsk Wrocław,2023/24,pole_celne-strzaly.csv,"['mateusz', 'zukowski']",mateusz,zukowski,zukowski,mateuszzukowski,zukowski,2
matias-nahuel-leiva-esquivel,slask-wroclaw,Matías Nahuel Leiva EsquivelŚląsk Wrocław,2023/24,pole_asysty.csv,"['matias', 'nahuel', 'leiva', 'esquivel']",matias,esquivel,nahuel-leiva-esquivel,matiasnahuelleivaesquivel,nahuelleivaesquivel,4
micha-rzuchowski,slask-wroclaw,Michał RzuchowskiŚląsk Wrocław,2023/24,pole_celne-strzaly.csv,"['micha', 'rzuchowski']",micha,rzuchowski,rzuchowski,micharzuchowski,rzuchowski,2
patrick-olsen,slask-wroclaw,Patrick Haakon OlsenŚląsk Wrocław,2023/24,pole_asysty.csv,"['patrick', 'olsen']",patrick,olsen,olsen,patrickolsen,olsen,2
patryk-janasik,slask-wroclaw,Patryk JanasikŚląsk Wrocław,2023/24,pole_asysty.csv,"['patryk', 'janasik']",patryk,janasik,janasik,patrykjanasik,janasik,2
patryk-klimala,slask-wroclaw,Patryk KlimalaŚląsk Wrocław,2023/24,pole_asysty.csv,"['patryk', 'klimala']",patryk,klimala,klimala,patrykklimala,klimala,2
patryk-szwedzik,slask-wroclaw,Patryk SzwedzikŚląsk Wrocław,2023/24,pole_celne-strzaly.csv,"['patryk', 'szwedzik']",patryk,szwedzik,szwedzik,patrykszwedzik,szwedzik,2
peter-pokorny,slask-wroclaw,Peter PokornýŚląsk Wrocław,2023/24,pole_asysty.csv,"['peter', 'pokorny']",peter,pokorny,pokorny,peterpokorny,pokorny,2
petr-schwarz,slask-wroclaw,Petr SchwarzŚląsk Wrocław,2023/24,pole_asysty.csv,"['petr', 'schwarz']",petr,schwarz,schwarz,petrschwarz,schwarz,2
piotr-samiec-talar,slask-wroclaw,Piotr Samiec-TalarŚląsk Wrocław,2023/24,pole_asysty.csv,"['piotr', 'samiec', 'talar']",piotr,talar,samiec-talar,piotrsamiectalar,samiectalar,3
rafa-leszczynski,slask-wroclaw,Rafał LeszczyńskiŚląsk Wrocław,2023/24,gk_bramki-stracone.csv,"['rafa', 'leszczynski']",rafa,leszczynski,leszczynski,rafaleszczynski,leszczynski,2
szymon-lewkot,slask-wroclaw,Szymon LewkotŚląsk Wrocław,2023/24,pole_minuty.csv,"['szymon', 'lewkot']",szymon,lewkot,lewkot,szymonlewkot,lewkot,2
tommaso-guercio,slask-wroclaw,Tommaso GuercioŚląsk Wrocław,2023/24,pole_dosrodkowania.csv,"['tommaso', 'guercio']",tommaso,guercio,guercio,tommasoguercio,guercio,2
ukasz-bejger,slask-wroclaw,Łukasz BejgerŚląsk Wrocław,2023/24,pole_celne-strzaly.csv,"['ukasz', 'bejger']",ukasz,bejger,bejger,ukaszbejger,bejger,2
yehor-matsenko,slask-wroclaw,Yehor MatsenkoŚląsk Wrocław,2023/24,pole_celne-strzaly.csv,"['yehor', 'matsenko']",yehor,matsenko,matsenko,yehormatsenko,matsenko,2
alex-cetnar,stal-mielec,Alex CetnarStal Mielec,2023/24,pole_celne-strzaly.csv,"['alex', 'cetnar']",alex,cetnar,cetnar,alexcetnar,cetnar,2
alvis-jaunzems,stal-mielec,Alvis JaunzemsStal Mielec,2023/24,pole_asysty.csv,"['alvis', 'jaunzems']",alvis,jaunzems,jaunzems,alvisjaunzems,jaunzems,2
bert-esselink,stal-mielec,Bert Johan EsselinkStal Mielec,2023/24,pole_celne-strzaly.csv,"['bert', 'esselink']",bert,esselink,esselink,bertesselink,esselink,2
ilya-shkurin,stal-mielec,Ilya ShkurinStal Mielec,2023/24,pole_asysty.csv,"['ilya', 'shkurin']",ilya,shkurin,shkurin,ilyashkurin,shkurin,2
ion-gheorghe,stal-mielec,Ion GheorgheStal Mielec,2023/24,pole_dosrodkowania.csv,"['ion', 'gheorghe']",ion,gheorghe,gheorghe,iongheorghe,gheorghe,2
kai-meriluoto,stal-mielec,Kai MeriluotoStal Mielec,2023/24,pole_celne-strzaly.csv,"['kai', 'meriluoto']",kai,meriluoto,meriluoto,kaimeriluoto,meriluoto,2
kamil-pajnowski,stal-mielec,Kamil PajnowskiStal Mielec,2023/24,pole_dosrodkowania-celne.csv,"['kamil', 'pajnowski']",kamil,pajnowski,pajnowski,kamilpajnowski,pajnowski,2
koki-hinokio,stal-mielec,Koki HinokioStal Mielec,2023/24,pole_asysty.csv,"['koki', 'hinokio']",koki,hinokio,hinokio,kokihinokio,hinokio,2
konrad-jaocha,stal-mielec,Konrad JałochaStal Mielec,2023/24,gk_bramki-stracone.csv,"['konrad', 'jaocha']",konrad,jaocha,jaocha,konradjaocha,jaocha,2
krystian-getinger,stal-mielec,Krystian GetingerStal Mielec,2023/24,pole_asysty.csv,"['krystian', 'getinger']",krystian,getinger,getinger,krystiangetinger,getinger,2
krzysztof-wokowicz,stal-mielec,Krzysztof WołkowiczStal Mielec,2023/24,pole_celne-strzaly.csv,"['krzysztof', 'wokowicz']",krzysztof,wokowicz,wokowicz,krzysztofwokowicz,wokowicz,2
maciej-domanski,stal-mielec,Maciej DomańskiStal Mielec,2023/24,pole_asysty.csv,"['maciej', 'domanski']",maciej,domanski,domanski,maciejdomanski,domanski,2
maksymilian-pingot,stal-mielec,Maksymilian PingotStal Mielec,2023/24,pole_celne-strzaly.csv,"['maksymilian', 'pingot']",maksymilian,pingot,pingot,maksymilianpingot,pingot,2
mateusz-kochalski,stal-mielec,Mateusz KochalskiStal Mielec,2023/24,gk_bramki-stracone.csv,"['mateusz', 'kochalski']",mateusz,kochalski,kochalski,mateuszkochalski,kochalski,2
mateusz-matras,stal-mielec,Mateusz MatrasStal Mielec,2023/24,pole_asysty.csv,"['mateusz', 'matras']",mateusz,matras,matras,mateuszmatras,matras,2
mateusz-stepien,stal-mielec,Mateusz StępieńStal Mielec,2023/24,pole_dosrodkowania-celne.csv,"['mateusz', 'stepien']",mateusz,stepien,stepien,mateuszstepien,stepien,2
matthew-guillaumier,stal-mielec,Matthew GuillaumierStal Mielec,2023/24,pole_asysty.csv,"['matthew', 'guillaumier']",matthew,guillaumier,guillaumier,matthewguillaumier,guillaumier,2
micha-trabka,stal-mielec,Michał TrąbkaStal Mielec,2023/24,pole_asysty.csv,"['micha', 'trabka']",micha,trabka,trabka,michatrabka,trabka,2
piotr-wlazo,stal-mielec,Piotr WlazłoStal Mielec,2023/24,pole_asysty.csv,"['piotr', 'wlazo']",piotr,wlazo,wlazo,piotrwlazo,wlazo,2
przemysaw-maj,stal-mielec,Przemysław MajStal Mielec,2023/24,pole_dryblingi.csv,"['przemysaw', 'maj']",przemysaw,maj,maj,przemysawmaj,maj,2
rafael-santos,stal-mielec,Rafa SantosStal Mielec,2023/24,pole_dosrodkowania-celne.csv,"['rafael', 'santos']",rafael,santos,santos,rafaelsantos,santos,2
ukasz-gerstenstein,stal-mielec,Łukasz GerstensteinStal Mielec,2023/24,pole_asysty.csv,"['ukasz', 'gerstenstein']",ukasz,gerstenstein,gerstenstein,ukaszgerstenstein,gerstenstein,2
ukasz-wolsztynski,stal-mielec,Łukasz WolsztyńskiStal Mielec,2023/24,pole_celne-strzaly.csv,"['ukasz', 'wolsztynski']",ukasz,wolsztynski,wolsztynski,ukaszwolsztynski,wolsztynski,2
adam-zrelak,warta-poznan,Adam ZreľákWarta Poznań,2023/24,pole_asysty.csv,"['adam', 'zrelak']",adam,zrelak,zrelak,adamzrelak,zrelak,2
adrian-lis,warta-poznan,Adrian LisWarta Poznań,2023/24,gk_bramki-stracone.csv,"['adrian', 'lis']",adrian,lis,lis,adrianlis,lis,2
bogdan-tiru,warta-poznan,Bogdan Ionuț ȚîruWarta Poznań,2023/24,pole_celne-strzaly.csv,"['bogdan', 'tiru']",bogdan,tiru,tiru,bogdantiru,tiru,2
dario-vizinger,warta-poznan,Dario VizingerWarta Poznań,2023/24,pole_asysty.csv,"['dario', 'vizinger']",dario,vizinger,vizinger,dariovizinger,vizinger,2
dawid-szymonowicz,warta-poznan,Dawid SzymonowiczWarta Poznań,2023/24,pole_celne-strzaly.csv,"['dawid', 'szymonowicz']",dawid,szymonowicz,szymonowicz,dawidszymonowicz,szymonowicz,2
dimitrios-stavropoulos,warta-poznan,Dimitris StavropoulosWarta Poznań,2023/24,pole_asysty.csv,"['dimitrios', 'stavropoulos']",dimitrios,stavropoulos,stavropoulos,dimitriosstavropoulos,stavropoulos,2
filip-borowski,warta-poznan,Filip BorowskiWarta Poznań,2023/24,pole_asysty.csv,"['filip', 'borowski']",filip,borowski,borowski,filipborowski,borowski,2
filip-tonder,warta-poznan,Filip TonderWarta Poznań,2023/24,pole_minuty.csv,"['filip', 'tonder']",filip,tonder,tonder,filiptonder,tonder,2
jakub-bartkowski,warta-poznan,Jakub BartkowskiWarta Poznań,2023/24,pole_celne-strzaly.csv,"['jakub', 'bartkowski']",jakub,bartkowski,bartkowski,jakubbartkowski,bartkowski,2
jakub-kieb,warta-poznan,Jakub KiełbWarta Poznań,2023/24,pole_asysty.csv,"['jakub', 'kieb']",jakub,kieb,kieb,jakubkieb,kieb,2
jakub-paszkowski,warta-poznan,Jakub PaszkowskiWarta Poznań,2023/24,pole_minuty.csv,"['jakub', 'paszkowski']",jakub,paszkowski,paszkowski,jakubpaszkowski,paszkowski,2
jakub-sangowski,warta-poznan,Jakub Mateusz SangowskiWarta Poznań,2023/24,pole_dryblingi.csv,"['jakub', 'sangowski']",jakub,sangowski,sangowski,jakubsangowski,sangowski,2
jakub-wajman,warta-poznan,Jakub WajmanWarta Poznań,2023/24,pole_dosrodkowania.csv,"['jakub', 'wajman']",jakub,wajman,wajman,jakubwajman,wajman,2
jedrzej-grobelny,warta-poznan,Jędrzej GrobelnyWarta Poznań,2023/24,gk_bramki-stracone.csv,"['jedrzej', 'grobelny']",jedrzej,grobelny,grobelny,jedrzejgrobelny,grobelny,2
kacper-przybyko,warta-poznan,Kacper PrzybyłkoWarta Poznań,2023/24,pole_dosrodkowania.csv,"['kacper', 'przybyko']",kacper,przybyko,przybyko,kacperprzybyko,przybyko,2
kajetan-szmyt,warta-poznan,Kajetan SzmytWarta Poznań,2023/24,pole_asysty.csv,"['kajetan', 'szmyt']",kajetan,szmyt,szmyt,kajetanszmyt,szmyt,2
konrad-matuszewski,warta-poznan,Konrad MatuszewskiWarta Poznań,2023/24,pole_asysty.csv,"['konrad', 'matuszewski']",konrad,matuszewski,matuszewski,konradmatuszewski,matuszewski,2
maciej-zurawski,warta-poznan,Maciej Stanisław ŻurawskiWarta Poznań,2023/24,pole_celne-strzaly.csv,"['maciej', 'zurawski']",maciej,zurawski,zurawski,maciejzurawski,zurawski,2
marton-eppel-1,warta-poznan,Márton EppelWarta Poznań,2023/24,pole_celne-strzaly.csv,"['marton', 'eppel', '1']",marton,1,eppel-1,martoneppel1,eppel1,3
mateusz-kupczak,warta-poznan,Mateusz KupczakWarta Poznań,2023/24,pole_celne-strzaly.csv,"['mateusz', 'kupczak']",mateusz,kupczak,kupczak,mateuszkupczak,kupczak,2
micha-kopczynski,warta-poznan,Michał KopczyńskiWarta Poznań,2023/24,pole_dosrodkowania.csv,"['micha', 'kopczynski']",micha,kopczynski,kopczynski,michakopczynski,kopczynski,2
miguel-luis,warta-poznan,Miguel LuísWarta Poznań,2023/24,pole_asysty.csv,"['miguel', 'luis']",miguel,luis,luis,miguelluis,luis,2
mohamed-mezghrani,warta-poznan,Mohamed Amin MezghraniWarta Poznań,2023/24,pole_asysty.csv,"['mohamed', 'mezghrani']",mohamed,mezghrani,mezghrani,mohamedmezghrani,mezghrani,2
niilo-maenpaa,warta-poznan,Niilo Juhani MäenpääWarta Poznań,2023/24,pole_asysty.csv,"['niilo', 'maenpaa']",niilo,maenpaa,maenpaa,niilomaenpaa,maenpaa,2
oskar-krzyzak,warta-poznan,Oskar KrzyżakWarta Poznań,2023/24,pole_dosrodkowania-celne.csv,"['oskar', 'krzyzak']",oskar,krzyzak,krzyzak,oskarkrzyzak,krzyzak,2
patryk-rychlik,warta-poznan,Patryk RychlikWarta Poznań,2023/24,pole_minuty.csv,"['patryk', 'rychlik']",patryk,rychlik,rychlik,patrykrychlik,rychlik,2
stefan-savic,warta-poznan,Stefan SavićWarta Poznań,2023/24,pole_asysty.csv,"['stefan', 'savic']",stefan,savic,savic,stefansavic,savic,2
tomas-prikryl,warta-poznan,Tomáš PřikrylWarta Poznań,2023/24,pole_asysty.csv,"['tomas', 'prikryl']",tomas,prikryl,prikryl,tomasprikryl,prikryl,2
wiktor-kaminski,warta-poznan,Wiktor KamińskiWarta Poznań,2023/24,pole_faule-wywalczone.csv,"['wiktor', 'kaminski']",wiktor,kaminski,kaminski,wiktorkaminski,kaminski,2
wiktor-plesnierowicz,warta-poznan,Wiktor Marek PleśnierowiczWarta Poznań,2023/24,pole_celne-strzaly.csv,"['wiktor', 'plesnierowicz']",wiktor,plesnierowicz,plesnierowicz,wiktorplesnierowicz,plesnierowicz,2
andrejs-ciganiks,widzew-lodz,Andrejs CigaņiksWidzew Łódź,2023/24,pole_asysty.csv,"['andrejs', 'ciganiks']",andrejs,ciganiks,ciganiks,andrejsciganiks,ciganiks,2
antoni-klimek,widzew-lodz,Antoni KlimekWidzew Łódź,2023/24,pole_asysty.csv,"['antoni', 'klimek']",antoni,klimek,klimek,antoniklimek,klimek,2
bartomiej-radosaw-pawowski,widzew-lodz,Bartłomiej Radosław PawłowskiWidzew Łódź,2023/24,pole_asysty.csv,"['bartomiej', 'radosaw', 'pawowski']",bartomiej,pawowski,radosaw-pawowski,bartomiejradosawpawowski,radosawpawowski,3
dawid-tkacz,widzew-lodz,Dawid TkaczWidzew Łódź,2023/24,pole_celne-strzaly.csv,"['dawid', 'tkacz']",dawid,tkacz,tkacz,dawidtkacz,tkacz,2
dominik-kun,widzew-lodz,Dominik KunWidzew Łódź,2023/24,pole_asysty.csv,"['dominik', 'kun']",dominik,kun,kun,dominikkun,kun,2
ernest-terpiowski,widzew-lodz,Ernest TerpiłowskiWidzew Łódź,2023/24,pole_celne-strzaly.csv,"['ernest', 'terpiowski']",ernest,terpiowski,terpiowski,ernestterpiowski,terpiowski,2
fabio-nunes,widzew-lodz,Fábio NunesWidzew Łódź,2023/24,pole_asysty.csv,"['fabio', 'nunes']",fabio,nunes,nunes,fabionunes,nunes,2
filip-przybuek,widzew-lodz,Filip PrzybułekWidzew Łódź,2023/24,pole_dosrodkowania.csv,"['filip', 'przybuek']",filip,przybuek,przybuek,filipprzybuek,przybuek,2
francisco-javier-alvarez-rodriguez,widzew-lodz,Francisco Javier Álvarez RodríguezWidzew Łódź,2023/24,pole_asysty.csv,"['francisco', 'javier', 'alvarez', 'rodriguez']",francisco,rodriguez,javier-alvarez-rodriguez,franciscojavieralvarezrodriguez,javieralvarezrodriguez,4
henrich-ravas,widzew-lodz,Henrich RavasWidzew Łódź,2023/24,gk_bramki-stracone.csv,"['henrich', 'ravas']",henrich,ravas,ravas,henrichravas,ravas,2
ignacy-dawid,widzew-lodz,Ignacy DawidWidzew Łódź,2023/24,pole_faule-wywalczone.csv,"['ignacy', 'dawid']",ignacy,dawid,dawid,ignacydawid,dawid,2
imad-rondic,widzew-lodz,Imad RondićWidzew Łódź,2023/24,pole_asysty.csv,"['imad', 'rondic']",imad,rondic,rondic,imadrondic,rondic,2
jan-krzywanski,widzew-lodz,Jan KrzywańskiWidzew Łódź,2023/24,gk_bramki-stracone.csv,"['jan', 'krzywanski']",jan,krzywanski,krzywanski,jankrzywanski,krzywanski,2
jordi-sanchez-ribas,widzew-lodz,Jordi Sánchez RibasWidzew Łódź,2023/24,pole_asysty.csv,"['jordi', 'sanchez', 'ribas']",jordi,ribas,sanchez-ribas,jordisanchezribas,sanchezribas,3
juan-fernandez-blanco,widzew-lodz,Juan IbizaWidzew Łódź,2023/24,pole_celne-strzaly.csv,"['juan', 'fernandez', 'blanco']",juan,blanco,fernandez-blanco,juanfernandezblanco,fernandezblanco,3
juljan-shehu,widzew-lodz,Juljan ShehuWidzew Łódź,2023/24,pole_asysty.csv,"['juljan', 'shehu']",juljan,shehu,shehu,juljanshehu,shehu,2
kamil-cybulski,widzew-lodz,Kamil CybulskiWidzew Łódź,2023/24,pole_celne-strzaly.csv,"['kamil', 'cybulski']",kamil,cybulski,cybulski,kamilcybulski,cybulski,2
luis-silva,widzew-lodz,Luís SilvaWidzew Łódź,2023/24,pole_celne-strzaly.csv,"['luis', 'silva']",luis,silva,silva,luissilva,silva,2
marek-hanousek,widzew-lodz,Marek HanousekWidzew Łódź,2023/24,pole_asysty.csv,"['marek', 'hanousek']",marek,hanousek,hanousek,marekhanousek,hanousek,2
mateusz-zyro,widzew-lodz,Mateusz ŻyroWidzew Łódź,2023/24,pole_celne-strzaly.csv,"['mateusz', 'zyro']",mateusz,zyro,zyro,mateuszzyro,zyro,2
