match_id,sezon,waga_sezonu,kolejka,data_meczu,gospodarz,gosc,gole_gosp,gole_gosc,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,rozne_gosp,rozne_gosc,faule_gosp,faule_gosc,spalone_gosp,spalone_gosc,zk_gosp,zk_gosc,czk_gosp,czk_gosc,druga_zk_gosp,druga_zk_gosc,dosrodkowania_gosp,dosrodkowania_gosc,dosrodkowania_celne_gosp,dosrodkowania_celne_gosc,odbiory_gosp,odbiory_gosc,podania_gosp,podania_gosc,podania_celne_gosp,podania_celne_gosc,xg_gosp,xg_gosc,flash_id,flash_url
2344,2025/26,1.0,1,2025-07-18,Jagiellonia Białystok,Bruk-Bet Termalica Nieciecza,0,4,64.2,35.8,13.0,18.0,4.0,6.0,4.0,8.0,5.0,4.0,3.0,8.0,7.0,10.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,12.0,8.0,4.0,16.0,14.0,543.0,311.0,469.0,226.0,0.89,2.47,fkfo7grg,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=fkfo7grg
2345,2025/26,1.0,1,2025-07-18,Lech Poznań,Cracovia,1,4,74.6,25.4,10.0,7.0,2.0,5.0,2.0,0.0,6.0,2.0,5.0,0.0,10.0,12.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,30.0,1.0,4.0,0.0,6.0,8.0,638.0,222.0,572.0,153.0,1.43,0.74,nPjw9FDt,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=nPjw9FDt
2346,2025/26,1.0,1,2025-07-19,Widzew Łódź,Zagłębie Lubin,1,0,52.8,47.2,15.0,11.0,4.0,2.0,8.0,3.0,3.0,6.0,8.0,6.0,8.0,20.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,17.0,14.0,4.0,3.0,11.0,8.0,349.0,311.0,283.0,244.0,1.06,0.66,OYPnB2qR,https://www.flashscore.pl/mecz/pilka-nozna/widzew-lodz-rNOIW3uC/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=OYPnB2qR
2347,2025/26,1.0,1,2025-07-19,Wisła Płock,Korona Kielce,2,0,64.3,35.7,22.0,5.0,8.0,1.0,3.0,1.0,11.0,3.0,7.0,1.0,12.0,13.0,1.0,4.0,1.0,3.0,0.0,2.0,0.0,1.0,25.0,6.0,6.0,1.0,7.0,5.0,499.0,282.0,436.0,212.0,2.75,0.12,tEjqishe,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=tEjqishe
2348,2025/26,1.0,1,2025-07-19,GKS Katowice,Raków Częstochowa,0,1,49.2,50.8,3.0,18.0,0.0,4.0,1.0,7.0,2.0,7.0,3.0,6.0,7.0,14.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,21.0,2.0,5.0,10.0,9.0,424.0,439.0,345.0,364.0,0.17,1.81,Od8Z1b6D,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=Od8Z1b6D
2349,2025/26,1.0,1,2025-07-20,Górnik Zabrze,Lechia Gdańsk,2,1,52.5,47.5,21.0,15.0,6.0,6.0,5.0,2.0,10.0,7.0,6.0,3.0,8.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,8.0,5.0,5.0,7.0,10.0,430.0,398.0,371.0,329.0,2.31,1.9,fHGI5t7l,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=fHGI5t7l
2350,2025/26,1.0,1,2025-07-20,Motor Lublin,Arka Gdynia,1,0,60.1,39.9,17.0,9.0,5.0,1.0,4.0,3.0,8.0,5.0,8.0,8.0,14.0,11.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,28.0,21.0,4.0,3.0,4.0,5.0,457.0,301.0,375.0,235.0,1.92,0.49,2JyvDOEE,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=2JyvDOEE
2351,2025/26,1.0,1,2025-07-20,Legia Warszawa,Piast Gliwice,0,1,52.7,47.3,9.0,10.0,2.0,3.0,3.0,2.0,4.0,5.0,5.0,3.0,14.0,14.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,18.0,12.0,6.0,3.0,16.0,8.0,416.0,380.0,319.0,295.0,0.65,0.56,xtphkLM7,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=xtphkLM7
2352,2025/26,1.0,1,2025-07-20,Radomiak Radom,Pogoń Szczecin,5,1,42.8,57.2,15.0,6.0,8.0,1.0,4.0,0.0,3.0,5.0,4.0,4.0,8.0,9.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,18.0,7.0,6.0,5.0,4.0,300.0,403.0,240.0,333.0,1.66,1.47,jqAR3Ky1,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=jqAR3Ky1
2353,2025/26,1.0,2,2025-07-25,Arka Gdynia,Radomiak Radom,1,1,48.9,51.1,10.0,15.0,4.0,3.0,1.0,2.0,5.0,10.0,5.0,4.0,16.0,12.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,16.0,14.0,4.0,1.0,9.0,13.0,319.0,334.0,251.0,266.0,0.76,0.84,G4rf5XC5,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=G4rf5XC5
