match_id,kolejka,data_meczu,gospodarz,gosc,gospodarz_kod,gosc_kod,gole_gosp,gole_gosc,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,rozne_gosp,rozne_gosc,faule_gosp,faule_gosc,spalone_gosp,spalone_gosc,zk_gosp,zk_gosc,czk_gosp,czk_gosc,druga_zk_gosp,druga_zk_gosc,dosrodkowania_gosp,dosrodkowania_gosc,dosrodkowania_celne_gosp,dosrodkowania_celne_gosc,odbiory_gosp,odbiory_gosc,podania_gosp,podania_gosc,podania_celne_gosp,podania_celne_gosc,xg_gosp,xg_gosc,xgot_gosp,xgot_gosc,xa_gosp,xa_gosc,wielkie_szanse_gosp,wielkie_szanse_gosc,strzaly_pk_gosp,strzaly_pk_gosc,strzaly_spoza_pk_gosp,strzaly_spoza_pk_gosc,kontakty_pk_gosp,kontakty_pk_gosc,rzuty_wolne_gosp,rzuty_wolne_gosc,pojedynki_gosp,pojedynki_gosc,wybicia_gosp,wybicia_gosc,przechwyty_gosp,przechwyty_gosc,bledy_strzal_gosp,bledy_strzal_gosc,bledy_gol_gosp,bledy_gol_gosc,obrony_bramkarza_gosp,obrony_bramkarza_gosc,xgot_przeciw_gosp,xgot_przeciw_gosc,zapobiegniecia_gosp,zapobiegniecia_gosc,dlugie_podania_celne_gosp,dlugie_podania_gosp,dlugie_podania_celne_gosc,dlugie_podania_gosc,podania_w_strefe_obrony_przeciwnika_celne_gosp,podania_w_strefe_obrony_przeciwnika_gosp,podania_w_strefe_obrony_przeciwnika_celne_gosc,podania_w_strefe_obrony_przeciwnika_gosc,odbiory_skuteczne_fs_gosp,proby_odbioru_fs_gosp,odbiory_skuteczne_fs_gosc,proby_odbioru_fs_gosc,flash_id,flash_url
2411,8,2025-09-13,Korona Kielce,Pogoń Szczecin,KOR,POG,1,0,44.5,55.5,18.0,21.0,6.0,10.0,5.0,5.0,7.0,6.0,12.0,7.0,9.0,11.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,36.0,23.0,6.0,6.0,5.0,9.0,285.0,376.0,220.0,295.0,3.15,1.88,2.43,1.37,1.66,1.23,5.0,4.0,13.0,12.0,5.0,9.0,33.0,29.0,11.0,9.0,41.0,41.0,35.0,41.0,4.0,6.0,0.0,0.0,0.0,0.0,9.0,5.0,1.37,2.43,1.37,1.43,27.0,52.0,12.0,41.0,79.0,115.0,72.0,120.0,5.0,8.0,9.0,13.0,4KqIqd2K,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=4KqIqd2K
2412,8,2025-09-12,Lech Poznań,Zagłębie Lubin,LPO,ZAG,1,2,64.4,35.6,25.0,9.0,6.0,4.0,11.0,2.0,8.0,3.0,7.0,6.0,11.0,8.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,20.0,13.0,7.0,2.0,3.0,9.0,508.0,275.0,412.0,203.0,1.79,0.64,1.55,1.88,2.11,0.28,3.0,0.0,16.0,6.0,10.0,4.0,37.0,17.0,9.0,11.0,40.0,41.0,19.0,56.0,6.0,13.0,0.0,0.0,0.0,0.0,2.0,5.0,1.88,1.55,-0.12,0.55,22.0,47.0,27.0,59.0,120.0,176.0,31.0,62.0,3.0,3.0,10.0,12.0,z3zlvzQs,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=z3zlvzQs
2413,8,2025-09-15,,,,,0,1,67.4,32.6,9.0,16.0,1.0,7.0,4.0,7.0,4.0,2.0,3.0,6.0,7.0,16.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,24.0,16.0,8.0,4.0,17.0,17.0,614.0,295.0,530.0,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2414,8,2025-09-13,Piast Gliwice,Jagiellonia Białystok,PIA,JAG,1,1,53.4,46.6,15.0,11.0,4.0,6.0,4.0,1.0,7.0,4.0,4.0,1.0,11.0,13.0,2.0,1.0,6.0,3.0,1.0,0.0,1.0,0.0,22.0,5.0,5.0,3.0,9.0,7.0,510.0,461.0,445.0,380.0,0.84,1.04,1.17,0.53,1.17,1.11,1.0,1.0,11.0,8.0,3.0,3.0,24.0,27.0,13.0,11.0,41.0,37.0,22.0,23.0,6.0,8.0,1.0,2.0,0.0,0.0,5.0,3.0,0.53,1.17,-0.47,0.17,21.0,40.0,24.0,42.0,89.0,113.0,98.0,135.0,7.0,11.0,6.0,11.0,rZM4zhP6,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=rZM4zhP6
2415,8,2025-09-14,Widzew Łódź,Arka Gdynia,WID,ARK,2,0,49.3,50.7,14.0,13.0,8.0,5.0,1.0,0.0,5.0,8.0,1.0,2.0,4.0,16.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,14.0,3.0,5.0,12.0,14.0,379.0,389.0,314.0,322.0,2.4,0.97,1.8,0.31,0.82,1.02,5.0,1.0,9.0,7.0,5.0,6.0,21.0,25.0,16.0,4.0,49.0,52.0,25.0,20.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,0.31,1.8,0.31,-0.2,29.0,59.0,30.0,56.0,62.0,88.0,58.0,91.0,13.0,15.0,12.0,21.0,v1GDYVgJ,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=v1GDYVgJ
2416,9,2025-09-20,Arka Gdynia,Korona Kielce,ARK,KOR,0,0,48.8,51.2,11.0,9.0,3.0,0.0,3.0,5.0,5.0,4.0,4.0,6.0,12.0,15.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,12.0,17.0,4.0,2.0,6.0,8.0,335.0,345.0,268.0,277.0,0.44,0.45,0.41,0.07,0.45,0.22,0.0,0.0,3.0,5.0,8.0,4.0,9.0,20.0,15.0,12.0,51.0,44.0,32.0,20.0,14.0,7.0,0.0,0.0,0.0,0.0,1.0,3.0,0.07,0.41,0.07,0.41,11.0,38.0,19.0,47.0,40.0,70.0,54.0,87.0,6.0,13.0,8.0,12.0,UTROum1n,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=UTROum1n
2417,9,2025-09-20,Bruk-Bet Termalica Nieciecza,Lech Poznań,BBT,LPO,0,2,54.1,45.9,13.0,18.0,2.0,9.0,2.0,5.0,9.0,4.0,3.0,10.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,19.0,1.0,3.0,13.0,10.0,491.0,410.0,415.0,344.0,0.83,1.74,0.12,2.28,1.21,0.8,0.0,2.0,6.0,12.0,7.0,6.0,19.0,26.0,7.0,7.0,49.0,38.0,26.0,24.0,9.0,5.0,0.0,1.0,1.0,0.0,7.0,2.0,2.28,0.12,0.28,0.12,22.0,50.0,24.0,46.0,85.0,129.0,110.0,136.0,12.0,19.0,7.0,10.0,QeLXwRVb,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=QeLXwRVb
2418,9,2025-09-21,Zagłębie Lubin,Motor Lublin,ZAG,MOT,2,2,43.9,56.1,11.0,15.0,4.0,6.0,5.0,6.0,2.0,3.0,6.0,5.0,14.0,15.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,24.0,13.0,5.0,1.0,14.0,6.0,278.0,371.0,214.0,323.0,1.95,1.05,2.33,1.92,1.15,0.94,3.0,2.0,8.0,6.0,4.0,10.0,23.0,19.0,15.0,14.0,63.0,49.0,24.0,37.0,7.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,1.92,2.33,-0.08,0.33,20.0,47.0,13.0,29.0,62.0,97.0,95.0,122.0,15.0,26.0,6.0,10.0,I3wux50B,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=I3wux50B
2419,9,2025-09-21,,,,,3,2,49.8,50.2,17.0,11.0,7.0,5.0,4.0,4.0,6.0,2.0,6.0,4.0,16.0,11.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,25.0,16.0,3.0,4.0,7.0,13.0,382.0,388.0,315.0,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2420,9,2025-09-20,Radomiak Radom,Piast Gliwice,RAD,PIA,1,0,40.5,59.5,16.0,11.0,4.0,2.0,6.0,3.0,6.0,6.0,3.0,2.0,21.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,24.0,1.0,6.0,5.0,8.0,321.0,474.0,264.0,413.0,1.49,0.61,0.7,0.28,1.38,0.83,2.0,1.0,9.0,7.0,8.0,4.0,21.0,23.0,13.0,21.0,40.0,48.0,33.0,20.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,4.0,0.28,0.7,0.28,-0.3,26.0,48.0,28.0,47.0,83.0,113.0,100.0,132.0,6.0,12.0,8.0,11.0,A1IJUMho,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=A1IJUMho
2421,9,2025-09-21,Pogoń Szczecin,Lechia Gdańsk,POG,LGD,3,4,59.2,40.8,22.0,12.0,10.0,9.0,5.0,0.0,7.0,3.0,4.0,4.0,9.0,11.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,22.0,10.0,7.0,1.0,6.0,3.0,408.0,288.0,353.0,223.0,2.45,3.32,2.95,3.66,1.31,1.13,2.0,6.0,15.0,8.0,7.0,4.0,44.0,19.0,11.0,10.0,33.0,35.0,18.0,32.0,7.0,9.0,2.0,0.0,1.0,0.0,6.0,6.0,3.66,2.95,0.66,-0.05,27.0,47.0,19.0,45.0,101.0,135.0,38.0,73.0,1.0,7.0,4.0,10.0,Sxm4xZBi,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=Sxm4xZBi
2422,9,2025-09-19,,,,,0,3,57.1,42.9,16.0,13.0,5.0,6.0,7.0,4.0,4.0,3.0,11.0,3.0,6.0,13.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,34.0,7.0,4.0,2.0,7.0,7.0,470.0,368.0,379.0,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2423,9,2025-09-20,,,,,1,1,39.5,60.5,7.0,16.0,3.0,2.0,2.0,5.0,2.0,9.0,1.0,2.0,15.0,18.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,8.0,15.0,3.0,7.0,6.0,8.0,315.0,476.0,223.0,379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424,9,2025-09-19,,,,,0,1,41.0,59.0,17.0,13.0,4.0,9.0,7.0,0.0,6.0,4.0,5.0,5.0,13.0,8.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,17.0,7.0,7.0,6.0,6.0,292.0,443.0,228.0,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,10,2025-09-26,,,,,1,1,45.7,54.3,10.0,10.0,4.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,14.0,11.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0,16.0,6.0,0.0,6.0,9.0,388.0,475.0,309.0,427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2426,10,2025-09-28,Legia Warszawa,Pogoń Szczecin,LEG,POG,1,0,55.2,44.8,14.0,6.0,6.0,1.0,2.0,0.0,6.0,5.0,6.0,1.0,17.0,15.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,23.0,8.0,7.0,1.0,3.0,6.0,433.0,362.0,330.0,263.0,1.87,0.46,1.52,0.03,0.89,0.25,4.0,2.0,11.0,3.0,3.0,3.0,29.0,9.0,15.0,18.0,54.0,53.0,25.0,31.0,5.0,10.0,1.0,1.0,0.0,0.0,1.0,6.0,0.03,1.52,0.03,0.52,30.0,69.0,27.0,67.0,110.0,165.0,29.0,61.0,3.0,5.0,4.0,11.0,vcYwkCec,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=vcYwkCec
2427,10,2025-09-29,Motor Lublin,Radomiak Radom,MOT,RAD,2,2,54.6,45.4,11.0,20.0,4.0,5.0,4.0,3.0,3.0,12.0,5.0,3.0,10.0,14.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,25.0,16.0,4.0,6.0,13.0,9.0,394.0,336.0,322.0,274.0,0.85,1.86,2.15,1.75,0.57,1.55,0.0,3.0,8.0,14.0,4.0,6.0,26.0,25.0,14.0,10.0,50.0,45.0,26.0,28.0,5.0,3.0,2.0,0.0,0.0,0.0,4.0,2.0,1.75,2.15,-0.25,0.15,7.0,19.0,23.0,44.0,107.0,145.0,91.0,119.0,13.0,18.0,9.0,14.0,YeRnmjQ9,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=YeRnmjQ9
2428,10,2025-09-29,Zagłębie Lubin,Arka Gdynia,ZAG,ARK,4,0,39.7,60.3,10.0,11.0,7.0,3.0,1.0,6.0,2.0,2.0,2.0,2.0,15.0,16.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,13.0,5.0,1.0,7.0,9.0,314.0,490.0,238.0,411.0,1.22,0.62,2.63,0.03,0.49,0.95,1.0,1.0,8.0,7.0,2.0,4.0,14.0,20.0,16.0,15.0,55.0,48.0,33.0,15.0,6.0,12.0,0.0,1.0,0.0,0.0,2.0,3.0,0.03,2.63,0.03,-1.37,28.0,56.0,15.0,39.0,31.0,60.0,101.0,147.0,6.0,14.0,10.0,14.0,69PfoUfM,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=69PfoUfM
2429,10,2025-09-27,Korona Kielce,Lechia Gdańsk,KOR,LGD,3,0,43.9,56.1,17.0,10.0,7.0,3.0,7.0,0.0,3.0,7.0,6.0,5.0,12.0,13.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,15.0,19.0,5.0,4.0,7.0,12.0,308.0,393.0,228.0,310.0,1.49,1.22,2.06,0.55,1.16,1.51,3.0,2.0,14.0,6.0,3.0,4.0,26.0,16.0,13.0,12.0,44.0,43.0,32.0,29.0,10.0,9.0,0.0,0.0,0.0,0.0,3.0,4.0,0.55,2.06,0.55,-0.94,13.0,47.0,19.0,42.0,52.0,81.0,79.0,123.0,7.0,14.0,13.0,20.0,Qg6Ru8Iq,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=Qg6Ru8Iq
2430,10,2025-09-27,,,,,1,1,63.6,36.4,13.0,11.0,3.0,2.0,6.0,4.0,4.0,5.0,6.0,7.0,4.0,10.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,21.0,18.0,5.0,5.0,5.0,9.0,597.0,331.0,529.0,279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,10,2025-09-28,,,,,2,2,52.5,47.5,13.0,15.0,6.0,3.0,5.0,7.0,2.0,5.0,5.0,10.0,10.0,13.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,22.0,19.0,6.0,5.0,11.0,11.0,403.0,366.0,330.0,291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2432,10,2025-09-27,Piast Gliwice,Bruk-Bet Termalica Nieciecza,PIA,BBT,4,2,48.0,52.0,20.0,22.0,7.0,7.0,7.0,7.0,6.0,8.0,2.0,7.0,7.0,15.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,17.0,28.0,0.0,9.0,2.0,7.0,368.0,385.0,306.0,311.0,2.03,2.82,1.79,2.87,1.4,4.54,3.0,4.0,12.0,16.0,7.0,6.0,29.0,42.0,15.0,7.0,42.0,51.0,45.0,23.0,7.0,6.0,1.0,0.0,1.0,1.0,5.0,2.0,2.87,1.79,0.87,-1.21,18.0,46.0,25.0,51.0,103.0,133.0,124.0,169.0,3.0,8.0,7.0,13.0,ns0TaT9F,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=ns0TaT9F
2433,10,2025-09-28,Widzew Łódź,Raków Częstochowa,WID,RCZ,0,1,38.1,61.9,6.0,20.0,1.0,6.0,3.0,5.0,2.0,9.0,3.0,3.0,11.0,17.0,3.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,6.0,24.0,0.0,9.0,9.0,6.0,347.0,551.0,278.0,490.0,0.57,1.23,0.02,1.04,0.21,1.26,1.0,1.0,3.0,12.0,3.0,8.0,11.0,32.0,17.0,11.0,52.0,45.0,28.0,15.0,4.0,10.0,2.0,0.0,0.0,0.0,3.0,1.0,1.04,0.02,0.04,0.02,16.0,48.0,25.0,47.0,43.0,72.0,143.0,177.0,9.0,17.0,4.0,11.0,vuu8ho2k,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=vuu8ho2k
2434,11,2025-10-04,Arka Gdynia,Cracovia,ARK,CRA,2,1,37.3,62.7,8.0,13.0,3.0,1.0,2.0,5.0,3.0,7.0,4.0,6.0,20.0,17.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,26.0,4.0,3.0,8.0,6.0,305.0,509.0,221.0,422.0,1.11,0.88,0.67,0.29,0.68,0.61,2.0,1.0,4.0,12.0,4.0,1.0,7.0,22.0,17.0,20.0,49.0,46.0,35.0,20.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.29,0.67,-0.71,-1.33,18.0,60.0,18.0,51.0,42.0,75.0,84.0,122.0,9.0,13.0,5.0,9.0,z7YGjPW1,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/cracovia-KvXSf2A6/szczegoly/statystyki/?mid=z7YGjPW1
2435,11,2025-10-04,Bruk-Bet Termalica Nieciecza,Widzew Łódź,BBT,WID,2,4,52.6,47.4,9.0,14.0,4.0,10.0,3.0,2.0,2.0,2.0,3.0,4.0,15.0,16.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,11.0,17.0,5.0,1.0,8.0,9.0,377.0,333.0,289.0,260.0,0.87,1.47,1.02,3.06,0.67,1.04,2.0,4.0,6.0,9.0,3.0,5.0,15.0,19.0,16.0,15.0,46.0,46.0,24.0,38.0,5.0,9.0,2.0,0.0,0.0,1.0,6.0,2.0,3.06,1.02,-0.94,-0.98,36.0,72.0,29.0,62.0,75.0,126.0,65.0,98.0,7.0,13.0,6.0,10.0,0pQ2ESO8,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=0pQ2ESO8
2436,11,2025-10-03,,,,,1,1,55.9,44.1,12.0,9.0,5.0,1.0,3.0,3.0,4.0,5.0,3.0,4.0,7.0,11.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,17.0,23.0,4.0,1.0,3.0,11.0,451.0,344.0,384.0,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,11,2025-10-05,,,,,3,1,39.2,60.8,9.0,15.0,6.0,3.0,0.0,7.0,3.0,5.0,0.0,6.0,10.0,10.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,31.0,2.0,7.0,10.0,10.0,329.0,491.0,265.0,416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438,11,2025-10-04,Radomiak Radom,Zagłębie Lubin,RAD,ZAG,3,1,50.1,49.9,17.0,18.0,5.0,7.0,3.0,3.0,9.0,8.0,5.0,6.0,11.0,13.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,18.0,7.0,3.0,11.0,8.0,328.0,331.0,243.0,249.0,1.84,1.28,1.56,0.77,1.6,1.57,3.0,2.0,13.0,9.0,4.0,9.0,30.0,20.0,13.0,11.0,53.0,66.0,50.0,31.0,3.0,8.0,0.0,0.0,1.0,0.0,6.0,3.0,0.77,1.56,-0.23,-0.44,15.0,44.0,28.0,53.0,89.0,121.0,58.0,99.0,11.0,16.0,8.0,14.0,OQZihx86,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=OQZihx86
2439,11,2025-10-03,Pogoń Szczecin,Piast Gliwice,POG,PIA,2,1,47.3,52.7,27.0,8.0,10.0,2.0,9.0,3.0,8.0,3.0,6.0,1.0,11.0,16.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,22.0,14.0,7.0,3.0,4.0,4.0,392.0,455.0,328.0,396.0,3.92,1.3,2.76,0.92,1.31,1.37,8.0,1.0,19.0,4.0,9.0,4.0,44.0,12.0,16.0,11.0,35.0,33.0,17.0,30.0,3.0,9.0,0.0,4.0,0.0,0.0,1.0,7.0,0.92,2.76,-0.08,0.76,23.0,41.0,21.0,38.0,73.0,105.0,64.0,91.0,5.0,8.0,4.0,8.0,dvYajGxJ,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=dvYajGxJ
2440,11,2025-10-05,GKS Katowice,Lech Poznań,GKS,LPO,0,1,42.9,57.1,14.0,11.0,5.0,3.0,3.0,4.0,6.0,4.0,6.0,2.0,15.0,17.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,23.0,10.0,8.0,2.0,11.0,11.0,380.0,519.0,308.0,433.0,1.11,1.13,1.09,0.97,0.6,0.59,1.0,2.0,8.0,7.0,6.0,4.0,21.0,17.0,17.0,15.0,48.0,50.0,20.0,30.0,12.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.97,1.09,-0.03,1.09,22.0,47.0,27.0,52.0,62.0,108.0,88.0,116.0,9.0,16.0,11.0,15.0,zNxuEJUP,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=zNxuEJUP
2441,11,2025-10-05,,,,,2,0,53.6,46.4,22.0,5.0,8.0,2.0,4.0,0.0,10.0,3.0,4.0,5.0,12.0,15.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,16.0,19.0,5.0,2.0,6.0,11.0,503.0,421.0,431.0,347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442,11,2025-10-05,Jagiellonia Białystok,Korona Kielce,JAG,KOR,3,1,69.1,30.9,18.0,14.0,6.0,3.0,4.0,5.0,8.0,6.0,7.0,7.0,9.0,10.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,15.0,5.0,6.0,9.0,4.0,626.0,273.0,548.0,206.0,1.91,0.92,2.32,0.56,1.29,0.72,3.0,2.0,11.0,11.0,7.0,3.0,26.0,21.0,10.0,9.0,47.0,39.0,17.0,29.0,11.0,14.0,1.0,0.0,0.0,0.0,2.0,4.0,0.56,2.32,-0.44,-0.68,10.0,24.0,16.0,37.0,137.0,177.0,36.0,64.0,10.0,16.0,4.0,15.0,SKHJ6yNa,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=SKHJ6yNa
2443,12,2025-10-20,,,,,3,1,55.3,44.7,20.0,14.0,7.0,2.0,5.0,6.0,8.0,6.0,6.0,5.0,6.0,9.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,30.0,8.0,8.0,8.0,5.0,492.0,392.0,434.0,327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,12,2025-10-17,Motor Lublin,GKS Katowice,MOT,GKS,2,5,51.2,48.8,21.0,15.0,9.0,4.0,10.0,7.0,2.0,4.0,10.0,2.0,10.0,14.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,38.0,9.0,7.0,2.0,10.0,8.0,384.0,395.0,312.0,322.0,1.6,2.41,1.5,3.08,1.22,1.71,2.0,5.0,12.0,9.0,6.0,6.0,29.0,32.0,14.0,10.0,41.0,62.0,23.0,47.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,3.08,1.5,-0.92,-0.5,14.0,40.0,22.0,51.0,78.0,110.0,99.0,135.0,9.0,13.0,9.0,21.0,GfTZ2gMO,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=GfTZ2gMO
2445,12,2025-10-19,Zagłębie Lubin,Legia Warszawa,ZAG,LEG,3,1,34.5,65.5,16.0,12.0,5.0,2.0,5.0,6.0,6.0,4.0,3.0,4.0,17.0,13.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,17.0,25.0,6.0,7.0,7.0,4.0,304.0,582.0,229.0,503.0,2.54,0.97,1.96,0.51,0.82,0.88,5.0,2.0,12.0,6.0,4.0,6.0,21.0,28.0,13.0,17.0,54.0,38.0,36.0,24.0,14.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.51,1.96,0.51,-0.04,27.0,51.0,26.0,54.0,53.0,92.0,138.0,179.0,7.0,14.0,6.0,8.0,W63qNd7t,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=W63qNd7t
2446,12,2025-10-18,,,,,1,1,43.4,56.6,13.0,16.0,4.0,3.0,3.0,7.0,6.0,6.0,9.0,7.0,7.0,12.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,31.0,25.0,7.0,7.0,18.0,7.0,351.0,474.0,275.0,399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
