player_slug,nazwa,klub_slug,gk_bramki-stracone,gk_czyste-konta,gk_gk-dlugie-podania-celne,gk_gk-mecze-rozegrane,gk_gk-minuty-rozegrane,gk_gk-piastkowania,gk_gk-podania-celne,gk_gk-podania,gk_gk-rzuty-karne-przeciwko,gk_obronione-rzuty-karne,gk_obronione-strzaly,pole_asysty,pole_celne-strzaly,pole_celnosc-strzalow,pole_dogodne-szanse,pole_dosrodkowania-celne,pole_dosrodkowania,pole_dryblingi,pole_faule-wywalczone,pole_faule,pole_gole-z-gry,pole_gole-z-pola-karnego,pole_gole-z-rzutow-karnych,pole_gole,pole_kanadyjska,pole_karne-wykonane,pole_kluczowe-podania,pole_konwersja-strzalow,pole_minuty,pole_odbiory,pole_podania-celne-w-polowie-przeciwnika,pole_podania-celne,pole_podania-w-polowie-przeciwnika,pole_podania,pole_pojedynki-obronne-wygrane,pole_pojedynki-wygrane,pole_przechwyty,pole_rzuty-rozne,pole_spalone,pole_strzaly,pole_stworzone-dogodne-szanse,pole_wybicia,pole_xa,pole_xg,pole_xgot,pole_zablokowane-strzaly
joao-pedro-abreu-de-oliveira,João Pedro Abreu de OliveiraArka Gdynia,arka-gdynia,0,0,0,0,0,0,0,0,0,0,0,0,3,60,0,3,13,14,12,6,0,0,0,0,0,0,5,0,474,2,57,90,84,116,2,24,5,0,2,5,0,4,0.3,0.3,0.2,3
julien-albert-marc-celestine,Julien Albert Marc CélestineArka Gdynia,arka-gdynia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,12,0,0,0,0,0,0,1,0,675,3,76,280,109,317,3,23,5,0,0,3,0,50,0.1,0.2,0,0
jedrzej-grobelny,Jędrzej GrobelnyArka Gdynia,arka-gdynia,16,1,65,7,630,3,119,230,1,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,630,1,57,119,159,230,1,7,1,0,0,0,0,7,0,0,0,0
kamil-jakubczyk,Kamil JakubczykArka Gdynia,arka-gdynia,0,0,0,0,0,0,0,0,0,0,0,1,5,26,1,1,1,36,81,54,0,1,0,2,3,0,16,11,2527,25,382,738,450,838,25,159,31,0,1,19,6,17,2.4,1.6,1.4,8
enrique-gomez-hermoso,Kike HermosoArka Gdynia,arka-gdynia,0,0,0,0,0,0,0,0,0,0,0,2,3,21,3,1,3,7,6,28,0,1,0,1,3,0,5,7,1712,16,204,644,328,809,16,106,23,0,4,14,1,125,0.4,1.8,0.8,2
luis-perea-hernandez,Luis Perea HernándezArka Gdynia,arka-gdynia,0,0,0,0,0,0,0,0,0,0,0,1,1,100,1,0,0,10,10,14,1,1,0,1,2,0,1,100,492,5,57,126,98,180,5,48,8,0,1,1,1,20,0.3,0.6,0.9,0
marc-navarro-ceciliano,Marc Navarro CecilianoArka Gdynia,arka-gdynia,0,0,0,0,0,0,0,0,0,0,0,4,6,40,0,19,81,8,15,33,0,1,0,2,6,0,32,13,1978,29,274,471,559,692,29,114,18,50,3,15,5,82,4,1.2,0.8,13
marcel-predenkiewicz,Marcel PredenkiewiczArka Gdynia,arka-gdynia,0,0,0,0,0,0,0,0,0,0,0,0,2,67,0,2,4,18,4,4,0,0,0,0,0,0,5,0,299,2,38,44,54,62,2,19,1,0,2,3,1,3,0.9,0.2,0.6,0
micha-piotr-marcjanik,Michał Piotr MarcjanikArka Gdynia,arka-gdynia,0,0,0,0,0,0,0,0,0,0,0,0,4,36,4,0,10,5,8,36,0,2,0,2,2,0,6,18,2944,9,299,1180,475,1423,9,120,30,0,4,11,0,210,0.6,2.4,2.6,6
micha-piotr-marcjanik-1,Michał Piotr MarcjanikArka Gdynia,arka-gdynia,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,0,9,3,4,21,0,1,0,1,1,0,4,17,1684,5,202,736,312,873,5,62,16,0,1,6,0,112,0,0,0,3
micha-rzuchowski,Michał RzuchowskiArka Gdynia,arka-gdynia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,8,6,0,0,0,0,0,0,0,0,375,5,58,115,71,139,5,21,9,0,0,4,0,8,0.1,0.6,0,1
nazarii-rusyn,Nazarii RusynArka Gdynia,arka-gdynia,0,0,0,0,0,0,0,0,0,0,0,0,11,61,8,2,23,24,29,34,4,3,0,4,4,0,3,22,1184,13,134,222,172,253,13,86,6,1,1,18,1,3,0.6,3.7,4,10
oskar-kubiak,Oskar KubiakArka Gdynia,arka-gdynia,0,0,0,0,0,0,0,0,0,0,0,1,7,64,2,4,31,34,12,13,2,2,0,3,4,0,9,27,952,8,102,148,179,218,8,58,10,0,5,11,1,20,1.3,1,2.6,4
patryk-konrad-szysz,Patryk Konrad SzyszArka Gdynia,arka-gdynia,0,0,0,0,0,0,0,0,0,0,0,1,4,40,3,3,9,35,14,15,0,0,0,0,1,0,11,0,851,2,99,167,146,222,2,42,5,1,2,10,2,1,1.3,1.2,0.7,1
sebastian-kerk,Sebastian KerkArka Gdynia,arka-gdynia,0,0,0,0,0,0,0,0,0,0,0,7,18,55,5,20,70,19,18,22,2,2,0,4,11,0,49,12,2587,9,444,642,761,873,9,59,7,78,10,33,16,30,5.9,4,3.9,7
serafin-jan-szota,Serafin Jan SzotaArka Gdynia,arka-gdynia,0,0,0,0,0,0,0,0,0,0,0,0,2,50,1,2,5,1,3,6,0,0,0,0,0,0,1,0,866,4,69,238,118,318,4,31,7,0,1,4,1,55,0.4,0.2,0.1,0
szymon-sobczak,Szymon SobczakArka Gdynia,arka-gdynia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,5,0,0,0,0,0,0,1,0,144,0,7,11,10,15,0,9,1,0,0,2,0,3,0,0.5,0,1
tornike-gaprindashvili,Tornike GaprindashviliArka Gdynia,arka-gdynia,0,0,0,0,0,0,0,0,0,0,0,1,1,10,1,7,30,15,12,11,0,0,0,0,1,0,7,0,764,8,86,126,135,159,8,35,10,1,3,10,1,8,0.8,0.5,0.1,2
vladislavs-gutkovskis,Vladislavs GutkovskisArka Gdynia,arka-gdynia,0,0,0,0,0,0,0,0,0,0,0,1,15,65,8,1,1,17,25,20,3,3,0,4,5,0,3,17,1028,3,57,89,115,154,3,98,0,0,6,23,1,23,0.4,4.6,6.3,6
ajdin-hasic,Ajdin HasićCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,5,18,49,8,10,59,67,36,31,4,7,3,7,12,3,30,19,2039,20,416,537,621,721,20,108,17,26,1,37,7,21,4.3,5.2,6.4,18
amir-fouad-aboud-al-ammari,Amir Al AmmariCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,4,2,15,1,3,21,23,39,42,1,1,0,1,5,0,26,8,2505,26,627,1063,845,1304,26,130,32,39,0,13,6,58,3.1,1.4,1.1,8
bartosz-biedrzycki,Bartosz BiedrzyckiCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,48,2,19,23,28,31,2,4,0,0,0,0,0,0,0,0,0,0
beno-selan,Beno SelanCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0,0,0,0,0,1,0,125,4,28,53,31,58,4,11,0,0,0,0,0,6,0,0.1,0,1
bosko-sutalo,Boško ŠutaloCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,8,33,32,20,28,0,0,0,0,0,0,7,0,2195,21,465,941,589,1103,21,130,33,0,1,9,0,95,1.8,0.5,0,2
brahim-traore,Brahim TraoréCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,6,0,0,0,0,0,0,0,0,905,3,186,448,227,514,3,43,6,0,0,1,0,56,0.2,0.4,0,2
davi-kristjan-olafsson,Davíð Kristján ÓlafssonCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,5,19,2,9,6,0,0,0,0,0,0,4,0,507,6,59,106,105,153,6,26,8,0,0,4,0,21,0.3,0.2,0.3,0
dijon-kameri,Dijon KameriCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,1,7,54,1,1,7,16,21,13,1,2,0,2,3,0,10,15,636,4,118,160,164,208,4,39,3,3,3,13,4,7,0.8,1.6,3.1,6
dominik-pia,Dominik PiłaCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,1,2,29,1,3,21,17,15,19,0,0,0,0,1,0,6,0,1035,17,157,258,236,351,17,65,16,0,1,7,1,42,1,0.7,1,1
fabian-bzdyl,Fabian BzdylCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,1,0,44,1,13,15,15,17,1,5,0,0,0,0,0,1,0,0,0,1
filip-stojilkovic,Filip StojilkovićCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,2,15,48,15,3,9,19,5,13,6,7,0,7,9,0,10,23,1525,1,78,113,147,187,1,35,3,0,16,31,2,13,1.3,8.2,7.5,16
gabriel-andre-joseph-charpentier,Gabriel André Joseph CharpentierCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,1,4,80,2,0,1,9,2,3,2,2,0,2,3,0,2,40,1,1,17,23,19,2,1,2,0,0,1,5,2,0,0.7,0.7,1.5,1
gustav-niklas-henriksson,Gustav Niklas HenrikssonCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,1,4,50,5,0,1,3,6,33,0,1,0,1,2,0,2,13,2537,14,289,1073,369,1208,14,113,26,0,1,8,1,167,0.4,1.3,1.2,1
henrich-ravas,Henrich RavasCracovia,cracovia,8,1,15,4,360,1,53,91,2,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,360,0,5,53,37,91,0,3,0,0,0,0,0,1,0,0,0,0
jani-atanasov,Jani AtanasovCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,24,0,3,4,5,6,0,1,0,0,1,2,0,0,0,0.2,0,0
jean-florent-batoum-1,Jean Florent BatoumCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,4,0,0,0,0,0,0,1,0,187,0,11,18,14,23,0,5,1,0,2,1,0,2,0,0.1,0,1
kahveh-zahiroleslam,Kahveh ZahiroleslamCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,0,4,50,5,0,1,8,7,4,1,1,0,3,3,0,3,38,294,1,40,57,57,82,1,34,1,0,3,8,0,8,0.3,3.9,3,2
kamil-jacek-glik,Kamil Jacek GlikCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,1,2,0,1,0,0,0,0,0,2,0,0,0,0
karol-knap,Karol KnapCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,1,3,30,2,8,18,3,16,13,0,0,0,0,1,0,6,0,542,9,86,140,156,217,9,44,6,0,1,10,1,9,1.1,1.1,0.4,1
martin-yankov-minchev,Martin Yankov MinchevCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,1,14,56,5,10,47,27,23,28,3,3,0,4,5,0,13,16,1632,32,168,218,282,310,32,110,2,0,8,25,3,20,2,3.9,4.4,9
mateusz-andrzej-klich,Mateusz Andrzej KlichCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,2,4,33,1,9,41,6,27,46,1,0,0,1,3,0,45,8,2048,19,767,1185,1035,1415,19,78,15,59,0,12,8,22,5.2,1.2,0.3,11
mateusz-jakub-praszelik,Mateusz Jakub PraszelikCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,0,6,40,0,1,14,14,12,18,2,0,0,2,2,0,4,13,996,8,205,305,278,379,8,46,5,2,1,15,0,12,0.5,1.1,1,5
mateusz-tabisz,Mateusz TabiszCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1,0,1,7,2,1,0,0,0,0,0,0,3,0,180,0,23,30,28,36,0,13,0,0,0,3,0,3,0.2,0.7,0.4,2
mauro-perkovic,Mauro PerkovićCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,1,16,52,5,11,59,25,28,29,2,4,0,4,5,0,22,13,2190,29,396,684,598,903,29,169,32,0,0,31,7,89,2.3,3,3.5,6
maxime-dominguez,Maxime DominguezCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,2,7,12,9,0,0,0,0,0,0,3,0,467,6,103,176,137,213,6,29,10,1,0,2,0,3,0.2,0.3,0.1,2
micha-miosz-rakoczy,Michał Miłosz RakoczyCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,1,2,67,3,1,3,5,1,7,1,1,0,1,2,0,4,33,168,3,35,43,45,50,3,12,0,5,1,3,2,2,0.1,0,0,3
mikkel-maigaard-jakobsen,Mikkel Maigaard JakobsenCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,2,4,31,3,6,30,11,22,15,0,1,0,1,3,1,20,8,1502,10,428,690,584,826,10,58,11,33,0,13,4,16,2.6,2,1,12
milan-aleksic,Milan AleksićCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,9,1,3,0,0,0,0,0,0,1,0,95,2,12,27,22,40,2,8,3,0,0,3,0,0,0.4,0.3,0,0
oskar-wojcik,Oskar WójcikCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,0,4,31,3,1,10,12,26,46,0,0,0,0,0,0,12,0,2752,25,521,1349,687,1565,25,177,56,0,0,13,2,195,1.3,2,1.4,5
otar-kakabadze,Otar KakabadzeCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,2,3,38,3,6,34,32,25,19,2,2,0,2,4,0,5,25,1067,12,169,275,273,385,12,74,15,0,0,8,3,39,1.8,1.5,1.8,5
pau-sans-lopez,Pau Sans LópezCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,0,7,50,7,1,18,46,27,12,1,1,0,1,1,0,9,7,860,5,116,158,156,188,5,68,4,0,2,14,0,4,0.5,2.7,1.5,15
sebastian-madejski,Sebastian MadejskiCracovia,cracovia,34,13,150,30,2700,24,470,800,5,1,78,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2700,2,97,470,355,800,2,27,0,0,0,0,0,44,0,0,0,0
wiktor-bogacz,Wiktor BogaczCracovia,cracovia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16,1,2,3,2,3,1,3,0,0,0,0,0,0,0,0,0,0
adam-zrelak,Adam ZreľákGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,1,7,44,7,1,3,10,14,37,1,3,0,3,4,0,19,19,1302,12,105,173,174,267,12,78,8,0,12,16,1,15,0.7,3.3,2.5,6
adrian-bad,Adrian BłądGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,2,33,0,2,14,4,5,10,0,0,0,0,0,0,5,0,600,8,110,156,170,214,8,23,1,3,1,6,0,6,0.4,0.4,0.5,3
alan-brod,Alan BródGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
alan-czerwinski,Alan CzerwińskiGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,46,4,10,31,0,0,0,0,5,0,12,0,2306,12,379,892,572,1123,12,58,21,1,3,3,3,115,1.8,0.1,0,0
aleksander-buksa,Aleksander BuksaGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,109,2,4,10,8,16,2,6,0,0,1,1,0,2,0.1,0.2,0,1
aleksander-paluszek,Aleksander PaluszekGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,90,0,7,15,13,22,0,10,0,0,0,0,0,5,0,0,0,0
arkadiusz-jedrych,Arkadiusz JędrychGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,14,54,10,0,3,6,15,19,0,6,1,6,6,1,9,23,2970,17,322,1343,540,1640,17,151,19,0,4,26,2,257,0.7,4.8,7.1,4
bartosz-nowak,Bartosz NowakGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,12,38,66,6,9,44,71,21,11,7,7,0,9,21,0,79,16,3006,14,528,682,910,939,14,77,21,151,5,58,20,10,10.2,7.4,8.8,23
borja-galan-gonzalez,Borja Galán GonzálezGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,3,15,47,8,11,63,40,45,29,2,2,0,3,6,0,23,9,2268,22,350,609,569,847,22,171,17,1,2,32,2,64,3,4.6,4.2,10
damian-rasak,Damian RasakGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,2,40,0,3,3,4,9,11,0,0,0,0,0,0,6,0,642,3,154,261,179,304,3,26,11,0,0,5,2,16,0.6,0.4,0.1,6
dawid-kuda,Dawid KudłaGKS Katowice,gks-katowice,24,0,71,12,1080,11,210,309,1,0,32,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1080,0,46,210,123,309,0,11,0,0,0,0,0,15,0,0,0,0
eman-markovic,Eman MarkovićGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,1,13,72,7,15,35,29,8,10,6,7,0,8,9,0,11,44,1125,10,187,233,253,295,10,44,4,0,1,18,1,2,1.7,4.4,5.5,8
filip-rejczyk,Filip RejczykGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,3,3,5,0,2,0,0,0,0,0,1,0,0,0,0
grzegorz-rogala,Grzegorz RogalaGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,2,0,0,0,0,0,0,1,0,284,0,46,98,75,125,0,0,1,0,0,1,0,3,0,0.1,0,2
jakub-kokosinski,Jakub KokosińskiGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,54,0,6,8,10,12,0,6,0,0,0,0,0,2,0,0,0,0
jakub-ukowski,Jakub ŁukowskiGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,2,0,40,0,7,7,14,11,0,0,0,2,0,0,1,0,0.3,0,0,0
jesse-bosch,Jesse BoschGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,2,67,0,0,3,3,5,13,0,0,0,0,0,0,6,0,651,7,104,214,137,266,7,23,9,0,0,3,0,16,0.1,0.4,0.4,2
kacper-ukasiak,Kacper ŁukasiakGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,2,67,0,0,0,4,18,11,0,0,0,0,0,0,2,0,659,7,86,187,112,228,7,42,3,0,0,3,0,24,0.1,0.4,0.3,1
konrad-jan-gruszkowski,Konrad Jan GruszkowskiGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,2,0,0,0,0,0,0,1,0,150,4,24,38,42,52,4,11,1,0,1,2,0,7,0,0.2,0,1
lukas-rafael-klemenz,Lukas Rafael KlemenzGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,7,47,7,0,4,1,13,32,1,6,0,6,6,0,7,40,2241,19,276,806,379,979,19,118,25,0,4,15,0,156,0.5,3.1,4.6,0
maciej-rosoek,Maciej RosołekGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,4,57,1,1,4,1,2,4,0,0,0,0,0,0,2,0,333,4,25,35,40,48,4,18,2,0,2,7,0,10,0.2,1.1,0.9,1
marcel-wedrychowski,Marcel WędrychowskiGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,1,9,64,2,6,19,44,23,13,2,1,0,2,3,0,13,14,740,9,149,198,189,239,9,68,2,0,3,14,1,5,1.2,1.8,2,6
marcin-wasielewski,Marcin WasielewskiGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,4,6,43,1,18,99,25,49,48,2,0,0,2,6,0,21,14,2937,43,437,817,660,1006,43,142,24,0,5,14,6,106,2.9,1.3,1.8,17
marius-berntsen-olsen,Marius Berntsen OlsenGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,257,2,19,75,27,92,2,12,4,0,0,1,0,10,0,0,0,0
mateusz-kowalczyk,Mateusz KowalczykGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,2,12,50,5,4,18,43,44,40,1,1,0,1,3,0,10,4,2196,41,301,643,429,812,41,156,30,0,1,24,2,61,1.5,2.4,2.1,10
marten-kuusk,Märten KuuskGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,10,0,0,0,0,0,0,2,0,851,15,103,302,149,363,15,60,8,0,0,4,0,61,0.1,0.4,0,1
rafa-straczek,Rafał StrączekGKS Katowice,gks-katowice,21,9,98,22,1980,19,314,505,2,0,59,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,1980,0,89,314,245,505,0,19,1,0,0,0,0,34,0.1,0,0,0
sebastian-milewski,Sebastian MilewskiGKS Katowice,gks-katowice,0,0,0,0,0,0,0,0,0,0,0,2,2,15,1,1,4,27,36,48,1,1,0,1,3,0,4,8,1783,26,290,521,386,646,26,111,16,0,0,13,2,41,0.6,0.9,0.6,4
abbati-abdullahi,Abbati AbdullahiGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0,27,0,9,13,10,13,0,2,0,0,0,0,0,0,0,0,0,0
bastien-donio,Bastien DonioGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,1,0,193,6,51,109,66,127,6,12,3,0,0,1,1,6,0.1,0,0,0
borislav-ivanov-rupanov,Borislav Ivanov RupanovGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,8,3,0,0,0,0,0,0,3,0,171,1,13,20,26,37,1,27,0,0,1,2,0,3,0,0.4,0,2
brandon-jose-domingues,Brandon José DominguèsGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,0,4,67,2,0,10,6,6,4,0,0,0,0,0,0,3,0,283,2,58,75,81,97,2,22,3,0,0,6,0,4,0.1,0.8,0.8,2
dominik-jerzy-szala,Dominik Jerzy SzalaGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
erik-janza,Erik JanžaGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,2,9,47,2,25,117,17,37,19,2,2,0,4,6,0,56,21,2706,23,768,1159,1086,1373,23,103,25,107,2,19,6,61,6.3,1.8,2.1,13
gabriel-barbosa-avelino,Gabriel BarbosaGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,24,0,4,6,6,8,0,3,0,0,0,2,0,2,0,0.1,0,0
young-jun-goh,Goh Young-JunGórnik Zabrze,gornik-zabrze,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,7,7,4,0,0,0,0,2,0,4,0,308,1,64,84,75,98,1,13,2,1,0,1,0,3,0.2,0.1,0,0
