sezon,match_id,kolejka,gospodarz,gosc,wynik_1x2,p_home_raw,p_draw_raw,p_away_raw,lambda_home,lambda_away,diff_lineup_offense,p_home_cal_base,p_draw_cal_base,p_away_cal_base,log_loss_base,p_home_cal_lineup,p_draw_cal_lineup,p_away_cal_lineup,log_loss_lineup
2025/26,2345,1,Lech Poznań,Cracovia,A,0.5292005125154158,0.24741610121599641,0.22338338626858795,1.627388705692587,0.963384982017543,18.5,0.5335643801518772,0.24278205523844598,0.22365356460967678,1.4976570108905811,0.5117568389437143,0.2471311092339237,0.24111205182236206,1.422493508224062
2025/26,2346,1,Widzew Łódź,Zagłębie Lubin,H,0.45716335849988193,0.2648168221702087,0.27801981932990955,1.4337006259521992,1.0561638456435485,3.6,0.4563978480201206,0.26106951542042256,0.2825326365594568,0.7843903761233857,0.4506732471572012,0.2625093243363577,0.28681742850644115,0.7970127094737607
2025/26,2348,1,GKS Katowice,Raków Częstochowa,A,0.3199676662243033,0.2792647415726876,0.400767592203009,1.0897057893495676,1.254810505622335,17.8,0.3100515447954794,0.2747676049057341,0.41518085029878643,0.8790410698251472,0.2723367092203772,0.27222242372025485,0.455440867059368,0.78648939055716
2025/26,2349,1,Górnik Zabrze,Lechia Gdańsk,H,0.5326798742209876,0.23673677124077558,0.23058335453823664,1.7385326761212663,1.0600171000348229,-11.5,0.5371613164224572,0.23154346254356953,0.2312952210339732,0.62145682656389,0.5628376807546458,0.22550100461761327,0.21166131462774096,0.5747640036827426
2025/26,2351,1,Legia Warszawa,Piast Gliwice,A,0.5301466768196751,0.24804566623611662,0.22180765694420826,1.6213446878005147,0.9534752416652998,5.2,0.5345862394990913,0.2434432187764408,0.2219705417244679,1.5052106008494386,0.5338318310755041,0.2438461951073489,0.22232197381714694,1.5036286153165783
2025/26,2352,1,Radomiak Radom,Pogoń Szczecin,H,0.31201756172331246,0.25628745211626375,0.4316949861604237,1.214228904568216,1.4741452642606259,-51.8,0.3012265856396424,0.25019237178732096,0.44858104257303655,1.199892521215725,0.3659133663689717,0.253482922565955,0.38060371106507324,1.0053586775094763
2025/26,2353,2,Arka Gdynia,Radomiak Radom,D,0.15650288609848836,0.27708322309564987,0.5664138908058618,0.5844127141727705,1.3876433809713806,-13.9,0.1419595680307375,0.2677454842662787,0.5902949477029837,1.3177184352819231,0.13475281528449548,0.2693619464435502,0.5958852382719544,1.3116992779765204
2025/26,2354,2,Lechia Gdańsk,Lech Poznań,A,0.28582836994816163,0.24695562863994414,0.4672160014118942,1.199504467595001,1.6022047924837302,-7.3,0.273516665269484,0.23978423246280095,0.486699102267715,0.7201092066734721,0.2678796729364148,0.23785268993522968,0.49426763712835564,0.7046781329381362
2025/26,2355,2,Pogoń Szczecin,Motor Lublin,H,0.5720120624025522,0.2187256250570302,0.2092623125404176,1.9435687572044382,1.0909812917352415,10.8,0.5790801886825475,0.21258339472371482,0.2083364165937378,0.546314315864774,0.5738356232838923,0.21196876104078613,0.21419561567532167,0.5554122942600103
2025/26,2356,2,Korona Kielce,Legia Warszawa,A,0.3261688851696434,0.2598694238457541,0.4139616909846025,1.22833821324775,1.4174264839566195,-19.5,0.3162498207658943,0.25425945181439386,0.42949072741971184,0.8451551270348552,0.3329015240237239,0.25526137476586996,0.4118371012104062,0.8871273932296676
2025/26,2357,2,Cracovia,Bruk-Bet Termalica Nieciecza,H,0.07489501033787288,0.1437461012708181,0.7813588883913091,0.6568718240936156,2.536923808522371,39.1,0.06275390951513367,0.1290127898180877,0.8082333006667786,2.7685343998809784,0.0361051658670503,0.09934922705571629,0.8645456070772335,3.3213193250707023
2025/26,2358,2,GKS Katowice,Zagłębie Lubin,D,0.47863277791487063,0.2518119644378979,0.2695552576472315,1.5649876585150353,1.1092941284405298,14.7,0.4792835531696255,0.2473818949984111,0.27333455183196326,1.3968220027913045,0.4577077202756832,0.2497087288170366,0.2925835509072803,1.3874601250905922
2025/26,2359,2,Raków Częstochowa,Wisła Płock,A,0.034702085737561235,0.21185400888906256,0.7534439053733764,0.17102963007657102,1.6444771169320087,33.7,0.027590655732521577,0.19516363105381448,0.7772457132136639,0.25199874538345746,0.015304938808478741,0.15941795272574807,0.8252771084657731,0.19203605999613227
2025/26,2360,2,Jagiellonia Białystok,Widzew Łódź,H,0.617889603870714,0.20691413068689848,0.17519626544238742,2.0498333757389613,0.9925296463021515,-8.7,0.6278753796399744,0.20004999976165364,0.172074620598372,0.46541357226950797,0.6553679731679247,0.19079816015884143,0.15383386667323376,0.4225584099963574
2025/26,2361,2,Piast Gliwice,Górnik Zabrze,A,0.39538719568991737,0.2946757118246268,0.30993709248545565,1.1546697044660152,0.9866172712894008,-7.6,0.39055243680636353,0.29239346303251784,0.3170541001611186,1.1486828566972958,0.39608070727382566,0.2954479048598062,0.3084713878663682,1.1761261859139847
2025/26,2362,3,Wisła Płock,Piast Gliwice,H,0.8759471733577867,0.09636001354426019,0.027692813097953052,2.8007400611665227,0.3502404177549384,-37.6,0.8901709296077575,0.08639050237912359,0.023438568013118968,0.11634177895724065,0.9224385530346908,0.06456002612598648,0.01300142083932261,0.08073451446243145
