flash_team,klub_slug,flash_name,review_current_status,review_existing_player_slug,review_proposed_status,review_proposed_player_slug,review_evidence,final_status,player_slug,match_method,identity_clubs_all,identity_seasons_all,identity_target_season_clubs,identity_season_club_path,identity_sample_name,identity_in_target_club,prior_available,prior_source_season,prior_missing_reason,prior_prev_name,prior_prev_klub_slug,prior_gk_bramki-stracone,prior_gk_czyste-konta,prior_gk_gk-dlugie-podania-celne,prior_gk_gk-mecze-rozegrane,prior_gk_gk-minuty-rozegrane,prior_gk_gk-piastkowania,prior_gk_gk-podania,prior_gk_gk-podania-celne,prior_gk_gk-rzuty-karne-przeciwko,prior_gk_obronione-rzuty-karne,prior_gk_obronione-strzaly,prior_pole_asysty,prior_pole_celne-strzaly,prior_pole_celnosc-strzalow,prior_pole_dogodne-szanse,prior_pole_dosrodkowania,prior_pole_dosrodkowania-celne,prior_pole_dryblingi,prior_pole_faule,prior_pole_faule-wywalczone,prior_pole_gole,prior_pole_gole-z-gry,prior_pole_gole-z-pola-karnego,prior_pole_gole-z-rzutow-karnych,prior_pole_kanadyjska,prior_pole_karne-wykonane,prior_pole_kluczowe-podania,prior_pole_konwersja-strzalow,prior_pole_minuty,prior_pole_odbiory,prior_pole_podania,prior_pole_podania-celne,prior_pole_podania-celne-w-polowie-przeciwnika,prior_pole_podania-w-polowie-przeciwnika,prior_pole_pojedynki-obronne-wygrane,prior_pole_pojedynki-wygrane,prior_pole_przechwyty,prior_pole_rzuty-rozne,prior_pole_spalone,prior_pole_strzaly,prior_pole_stworzone-dogodne-szanse,prior_pole_wybicia,prior_pole_xa,prior_pole_xg,prior_pole_xgot,prior_pole_zablokowane-strzaly
Korona Kielce,korona-kielce,Matuszewski K.,unresolved,,auto_same_club_history,konrad-matuszewski,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,konrad-matuszewski,review_auto_same_club_history,korona-kielce | warta-poznan,2023/24 | 2024/25 | 2025/26,korona-kielce,2023/24:warta-poznan | 2024/25:korona-kielce | 2025/26:korona-kielce,Konrad MatuszewskiWarta Poznań,1.0,1,2023/24,,Konrad MatuszewskiWarta Poznań,warta-poznan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,54.0,19.0,25.0,23.0,35.0,1.0,1.0,1.0,0.0,3.0,0.0,29.0,13.0,1981.0,33.0,784.0,0.0,360.0,545.0,33.0,121.0,24.0,26.0,2.0,8.0,0.0,41.0,2.6,1.0,1.1,3.0
Korona Kielce,korona-kielce,Nagamatsu S.,unresolved,,auto_same_club_history,shuma-nagamatsu,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,shuma-nagamatsu,review_auto_same_club_history,korona-kielce,2024/25,korona-kielce,2024/25:korona-kielce,Shuma NagamatsuKorona Kielce,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korona Kielce,korona-kielce,Niedbala M.,unresolved,,no_candidate,,no_strict_candidate,no_candidate,,review_no_candidate,,,,,,,0,,unmapped_flash_player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korona Kielce,korona-kielce,Nono,unresolved,,no_candidate,,no_strict_candidate,no_candidate,,review_no_candidate,,,,,,,0,,unmapped_flash_player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korona Kielce,korona-kielce,Pedro N.,unresolved,,auto_same_club_history,pedro-nuno-fernandes-ferreira,all_flash_tokens_in_slug_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,pedro-nuno-fernandes-ferreira,review_auto_same_club_history,korona-kielce,2024/25,korona-kielce,2024/25:korona-kielce,Pedro NunoKorona Kielce,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korona Kielce,korona-kielce,Pięczek M.,unresolved,,auto_same_club_history,marcel-pieczek,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,marcel-pieczek,review_auto_same_club_history,korona-kielce | puszcza-niepolomice,2023/24 | 2024/25 | 2025/26,korona-kielce,2023/24:puszcza-niepolomice | 2024/25:korona-kielce | 2025/26:korona-kielce,Marcel PięczekPuszcza Niepołomice,1.0,1,2023/24,,Marcel PięczekPuszcza Niepołomice,puszcza-niepolomice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,40.0,0.0,62.0,9.0,14.0,18.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,0.0,1745.0,27.0,521.0,0.0,232.0,397.0,27.0,87.0,16.0,41.0,0.0,5.0,0.0,51.0,1.1,0.1,0.8,2.0
Korona Kielce,korona-kielce,Remacle M.,unresolved,,auto_same_club_history,martin-christophe-jannick-remacle,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,martin-christophe-jannick-remacle,review_auto_same_club_history,korona-kielce,2023/24 | 2024/25 | 2025/26,korona-kielce,2023/24:korona-kielce | 2024/25:korona-kielce | 2025/26:korona-kielce,Martin Christophe Jannick RemacleKorona Kielce,1.0,1,2023/24,,Martin Christophe Jannick RemacleKorona Kielce,korona-kielce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,37.0,0.0,38.0,13.0,57.0,44.0,74.0,6.0,4.0,3.0,0.0,7.0,0.0,31.0,12.0,2522.0,38.0,1032.0,0.0,576.0,780.0,38.0,201.0,16.0,39.0,4.0,49.0,0.0,30.0,3.2,4.6,4.0,21.0
Korona Kielce,korona-kielce,Resta P.,unresolved,,auto_same_club_history,pau-resta-tell,all_flash_tokens_in_slug_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,pau-resta-tell,review_auto_same_club_history,korona-kielce,2024/25 | 2025/26,korona-kielce,2024/25:korona-kielce | 2025/26:korona-kielce,Pau Resta TellKorona Kielce,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korona Kielce,korona-kielce,Shikavka Y.,unresolved,,auto_same_club_history,evgeni-shikavka,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | same_club_history | same_club_target_season,matched_auto_same_club_history,evgeni-shikavka,review_auto_same_club_history,korona-kielce,2023/24 | 2024/25,korona-kielce,2023/24:korona-kielce | 2024/25:korona-kielce,Evgeni ShikavkaKorona Kielce,1.0,1,2023/24,,Evgeni ShikavkaKorona Kielce,korona-kielce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,50.0,0.0,3.0,1.0,29.0,33.0,31.0,10.0,7.0,10.0,0.0,11.0,0.0,16.0,25.0,2250.0,9.0,273.0,0.0,111.0,187.0,9.0,116.0,1.0,0.0,20.0,40.0,0.0,31.0,1.2,8.5,10.2,14.0
Korona Kielce,korona-kielce,Smolarczyk B.,unresolved,,auto_same_club_history,bartomiej-smolarczyk,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,bartomiej-smolarczyk,review_auto_same_club_history,korona-kielce,2024/25 | 2025/26,korona-kielce,2024/25:korona-kielce | 2025/26:korona-kielce,Bartłomiej SmolarczykKorona Kielce,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korona Kielce,korona-kielce,Sotiriou K.,unresolved,,auto_same_club_history,konstantinos-sotiriou,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,konstantinos-sotiriou,review_auto_same_club_history,korona-kielce,2024/25 | 2025/26,korona-kielce,2024/25:korona-kielce | 2025/26:korona-kielce,Konstantinos SotiriouKorona Kielce,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korona Kielce,korona-kielce,Strzebonski M.,unresolved,,auto_same_club_history,miosz-strzebonski,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,miosz-strzebonski,review_auto_same_club_history,korona-kielce,2023/24 | 2024/25 | 2025/26,korona-kielce,2023/24:korona-kielce | 2024/25:korona-kielce | 2025/26:korona-kielce,Miłosz StrzebońskiKorona Kielce,1.0,1,2023/24,,Miłosz StrzebońskiKorona Kielce,korona-kielce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,4.0,52.0,0.0,25.0,40.0,4.0,10.0,1.0,0.0,0.0,2.0,0.0,2.0,0.5,0.1,0.0,3.0
Korona Kielce,korona-kielce,Trejo D.,unresolved,,no_candidate,,no_strict_candidate,no_candidate,,review_no_candidate,,,,,,,0,,unmapped_flash_player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korona Kielce,korona-kielce,Trojak M.,unresolved,,auto_same_club_history,miosz-trojak,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,miosz-trojak,review_auto_same_club_history,korona-kielce,2023/24 | 2024/25,korona-kielce,2023/24:korona-kielce | 2024/25:korona-kielce,Miłosz TrojakKorona Kielce,1.0,1,2023/24,,Miłosz TrojakKorona Kielce,korona-kielce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,63.0,0.0,6.0,2.0,10.0,25.0,17.0,2.0,2.0,2.0,0.0,2.0,0.0,10.0,25.0,2471.0,22.0,1357.0,0.0,348.0,520.0,22.0,106.0,49.0,0.0,1.0,8.0,0.0,97.0,1.2,1.7,2.6,3.0
Korona Kielce,korona-kielce,Zapytowski M.,unresolved,,no_candidate,,no_strict_candidate,no_candidate,,review_no_candidate,,,,,,,0,,unmapped_flash_player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korona Kielce,korona-kielce,Zator D.,unresolved,,auto_same_club_history,dominick-lukasz-zator,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,dominick-lukasz-zator,review_auto_same_club_history,arka-gdynia | korona-kielce,2023/24 | 2024/25 | 2025/26,korona-kielce,2023/24:korona-kielce | 2024/25:korona-kielce | 2025/26:arka-gdynia,Dominick Lukasz ZatorKorona Kielce,1.0,1,2023/24,,Dominick Lukasz ZatorKorona Kielce,korona-kielce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,32.0,0.0,41.0,6.0,33.0,17.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,2993.0,33.0,1487.0,0.0,469.0,755.0,33.0,178.0,41.0,0.0,1.0,25.0,0.0,98.0,1.4,1.9,1.4,7.0
Korona Kielce,korona-kielce,Zwoźny H.,unresolved,,auto_same_club_history,hubert-zwozny,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,hubert-zwozny,review_auto_same_club_history,korona-kielce,2024/25 | 2025/26,korona-kielce,2024/25:korona-kielce | 2025/26:korona-kielce,Hubert ZwoźnyKorona Kielce,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lech Poznań,lech-poznan,Andersson E.,unresolved,,auto_same_club_history,nils-erik-elias-andersson,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,nils-erik-elias-andersson,review_auto_same_club_history,lech-poznan,2023/24 | 2024/25,lech-poznan,2023/24:lech-poznan | 2024/25:lech-poznan,Nils Erik Elias AnderssonLech Poznań,1.0,1,2023/24,,Nils Erik Elias AnderssonLech Poznań,lech-poznan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,67.0,0.0,78.0,19.0,16.0,15.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,22.0,0.0,1585.0,14.0,1100.0,0.0,565.0,756.0,14.0,49.0,15.0,38.0,1.0,3.0,0.0,17.0,3.3,0.3,0.3,2.0
Lech Poznań,lech-poznan,Ba Loua A.,unresolved,,auto_same_club_history,adriel-ba-loua,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,adriel-ba-loua,review_auto_same_club_history,lech-poznan,2023/24 | 2024/25,lech-poznan,2023/24:lech-poznan | 2024/25:lech-poznan,Adriel D'Avila Ba LouaLech Poznań,1.0,1,2023/24,,Adriel D'Avila Ba LouaLech Poznań,lech-poznan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,55.0,0.0,29.0,6.0,43.0,25.0,21.0,4.0,4.0,4.0,0.0,7.0,0.0,19.0,20.0,1236.0,16.0,363.0,0.0,214.0,302.0,16.0,64.0,7.0,0.0,1.0,20.0,0.0,2.0,2.5,2.3,3.9,8.0
Lech Poznań,lech-poznan,Bednarek F.,unresolved,,auto_same_club_history,filip-bednarek,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history,matched_auto_same_club_history,filip-bednarek,review_auto_same_club_history,lech-poznan,2023/24,,2023/24:lech-poznan,Filip BednarekLech Poznań,0.0,1,2023/24,,Filip BednarekLech Poznań,lech-poznan,2.0,1.0,17.0,3.0,270.0,1.0,121.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,121.0,0.0,13.0,39.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Lech Poznań,lech-poznan,Brzyski I.,unresolved,,no_candidate,,no_strict_candidate,no_candidate,,review_no_candidate,,,,,,,0,,unmapped_flash_player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lech Poznań,lech-poznan,Carstensen R.,unresolved,,auto_same_club_history,rasmus-carstensen,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,rasmus-carstensen,review_auto_same_club_history,lech-poznan,2024/25,lech-poznan,2024/25:lech-poznan,Rasmus Bjerregaard CarstensenLech Poznań,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lech Poznań,lech-poznan,Douglas A.,unresolved,,auto_same_club_history,alex-raymond-douglas,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,alex-raymond-douglas,review_auto_same_club_history,lech-poznan,2024/25 | 2025/26,lech-poznan,2024/25:lech-poznan | 2025/26:lech-poznan,Alex Raymond DouglasLech Poznań,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lech Poznań,lech-poznan,Dudek S.,unresolved,,auto_same_club_history,sammy-dudek,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,sammy-dudek,review_auto_same_club_history,lech-poznan,2024/25 | 2025/26,lech-poznan,2024/25:lech-poznan | 2025/26:lech-poznan,Sammy DudekLech Poznań,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lech Poznań,lech-poznan,Fiabema B.,unresolved,,auto_same_club_history,bryan-benjamin-solhaug-fiabema,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,bryan-benjamin-solhaug-fiabema,review_auto_same_club_history,lech-poznan,2024/25 | 2025/26,lech-poznan,2024/25:lech-poznan | 2025/26:lech-poznan,Bryan Benjamin Solhaug FiabemaLech Poznań,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lech Poznań,lech-poznan,Gholizadeh A.,unresolved,,auto_same_club_history,ali-gholizadeh-nojedeh,all_flash_tokens_in_slug_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,ali-gholizadeh-nojedeh,review_auto_same_club_history,lech-poznan,2023/24 | 2024/25 | 2025/26,lech-poznan,2023/24:lech-poznan | 2024/25:lech-poznan | 2025/26:lech-poznan,Ali Gholizadeh NojedehLech Poznań,1.0,1,2023/24,,Ali Gholizadeh NojedehLech Poznań,lech-poznan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,0.0,16.0,4.0,19.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,632.0,4.0,257.0,0.0,148.0,195.0,4.0,18.0,9.0,4.0,0.0,5.0,0.0,2.0,0.6,0.8,0.7,1.0
Lech Poznań,lech-poznan,Gmur T.,unresolved,,no_candidate,,no_strict_candidate,no_candidate,,review_no_candidate,,,,,,,0,,unmapped_flash_player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lech Poznań,lech-poznan,Gonzalez M.,unresolved,,auto_same_club_history,mario-gonzalez,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,mario-gonzalez,review_auto_same_club_history,lech-poznan,2024/25,lech-poznan,2024/25:lech-poznan,Mario GonzálezLech Poznań,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lech Poznań,lech-poznan,Gurgul M.,unresolved,,auto_same_club_history,micha-gurgul,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,micha-gurgul,review_auto_same_club_history,lech-poznan,2023/24 | 2024/25 | 2025/26,lech-poznan,2023/24:lech-poznan | 2024/25:lech-poznan | 2025/26:lech-poznan,Michał GurgulLech Poznań,1.0,1,2023/24,,Michał GurgulLech Poznań,lech-poznan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,3.0,1.0,6.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,50.0,565.0,6.0,339.0,0.0,97.0,133.0,6.0,29.0,2.0,0.0,0.0,2.0,0.0,10.0,0.1,0.8,1.0,1.0
Lech Poznań,lech-poznan,Hakans D.,unresolved,,auto_same_club_history,daniel-noel-mikael-hakans,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,daniel-noel-mikael-hakans,review_auto_same_club_history,lech-poznan,2024/25 | 2025/26,lech-poznan,2024/25:lech-poznan | 2025/26:lech-poznan,Daniel Noel Mikael HåkansLech Poznań,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lech Poznań,lech-poznan,Hoffmann I.,unresolved,,auto_same_club_history,ian-jakob-hoffmann,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,ian-jakob-hoffmann,review_auto_same_club_history,lech-poznan,2024/25,lech-poznan,2024/25:lech-poznan,Ian Jakob HoffmannLech Poznań,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lech Poznań,lech-poznan,Hotic D.,unresolved,,no_candidate,,no_strict_candidate,no_candidate,,review_no_candidate,,,,,,,0,,unmapped_flash_player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lech Poznań,lech-poznan,Ishak M.,unresolved,,auto_same_club_history,mikael-ishak,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,mikael-ishak,review_auto_same_club_history,lech-poznan,2023/24 | 2024/25 | 2025/26,lech-poznan,2023/24:lech-poznan | 2024/25:lech-poznan | 2025/26:lech-poznan,Mikael IshakLech Poznań,1.0,1,2023/24,,Mikael IshakLech Poznań,lech-poznan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,61.0,0.0,3.0,0.0,22.0,19.0,33.0,11.0,7.0,9.0,1.0,14.0,1.0,11.0,25.0,1805.0,3.0,394.0,0.0,189.0,267.0,3.0,75.0,2.0,0.0,15.0,44.0,0.0,23.0,1.9,7.9,9.0,11.0
Lech Poznań,lech-poznan,Jagiełło F.,unresolved,,auto_same_club_history,filip-wojciech-jagieo,all_flash_tokens_in_slug_slugstyle | suffix_exact_slugstyle | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,filip-wojciech-jagieo,review_auto_same_club_history,lech-poznan,2024/25 | 2025/26,lech-poznan,2024/25:lech-poznan | 2025/26:lech-poznan,Filip Wojciech JagiełłoLech Poznań,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lech Poznań,lech-poznan,Karlstrom J.,unresolved,,auto_same_club_history,jesper-karlstrom,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,jesper-karlstrom,review_auto_same_club_history,lech-poznan,2023/24 | 2024/25,lech-poznan,2023/24:lech-poznan | 2024/25:lech-poznan,Jesper Kewe KarlströmLech Poznań,1.0,1,2023/24,,Jesper Kewe KarlströmLech Poznań,lech-poznan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,40.0,0.0,20.0,8.0,42.0,39.0,54.0,2.0,1.0,0.0,0.0,5.0,0.0,10.0,13.0,2375.0,32.0,1522.0,0.0,776.0,969.0,32.0,169.0,35.0,3.0,0.0,15.0,0.0,35.0,2.6,1.0,0.9,10.0
Lech Poznań,lech-poznan,Kozubal A.,unresolved,,auto_same_club_history,antoni-kozubal,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,antoni-kozubal,review_auto_same_club_history,lech-poznan,2024/25 | 2025/26,lech-poznan,2024/25:lech-poznan | 2025/26:lech-poznan,Antoni KozubalLech Poznań,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lech Poznań,lech-poznan,Lisman K.,unresolved,,auto_same_club_history,kornel-lisman,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,kornel-lisman,review_auto_same_club_history,lech-poznan,2024/25 | 2025/26,lech-poznan,2024/25:lech-poznan | 2025/26:lech-poznan,Kornel LismanLech Poznań,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lech Poznań,lech-poznan,Loncar S.,unresolved,,auto_same_club_history,stjepan-loncar,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,stjepan-loncar,review_auto_same_club_history,lech-poznan,2024/25,lech-poznan,2024/25:lech-poznan,Stjepan LončarLech Poznań,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lech Poznań,lech-poznan,Milic A.,unresolved,,auto_same_club_history,antonio-milic,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,antonio-milic,review_auto_same_club_history,lech-poznan,2023/24 | 2024/25 | 2025/26,lech-poznan,2023/24:lech-poznan | 2024/25:lech-poznan | 2025/26:lech-poznan,Antonio MilićLech Poznań,1.0,1,2023/24,,Antonio MilićLech Poznań,lech-poznan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,38.0,0.0,8.0,2.0,1.0,26.0,10.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,6.0,2133.0,13.0,1612.0,0.0,462.0,576.0,13.0,75.0,22.0,0.0,0.0,16.0,0.0,77.0,0.8,1.6,2.2,6.0
Lech Poznań,lech-poznan,Monka W.,unresolved,,auto_same_club_history,wojciech-monka,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,wojciech-monka,review_auto_same_club_history,lech-poznan,2024/25 | 2025/26,lech-poznan,2024/25:lech-poznan | 2025/26:lech-poznan,Wojciech MońkaLech Poznań,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lech Poznań,lech-poznan,Mrozek B.,unresolved,,auto_same_club_history,bartosz-mrozek,all_flash_tokens_in_slug_ascii | suffix_exact_ascii | initial_match_any_given_token | same_club_history | same_club_target_season,matched_auto_same_club_history,bartosz-mrozek,review_auto_same_club_history,lech-poznan,2023/24 | 2024/25 | 2025/26,lech-poznan,2023/24:lech-poznan | 2024/25:lech-poznan | 2025/26:lech-poznan,Bartosz MrozekLech Poznań,1.0,1,2023/24,,Bartosz MrozekLech Poznań,lech-poznan,39.0,11.0,122.0,31.0,2790.0,17.0,895.0,0.0,7.0,2.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2790.0,0.0,895.0,0.0,55.0,232.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
