player_slug,nazwa,klub_slug,gk_bramki-stracone,gk_czyste-konta,gk_gk-dlugie-podania-celne,gk_gk-mecze-rozegrane,gk_gk-minuty-rozegrane,gk_gk-piastkowania,gk_gk-podania-celne,gk_gk-podania,gk_gk-rzuty-karne-przeciwko,gk_obronione-rzuty-karne,gk_obronione-strzaly,pole_asysty,pole_celne-strzaly,pole_celnosc-strzalow,pole_dogodne-szanse,pole_dosrodkowania-celne,pole_dosrodkowania,pole_dryblingi,pole_faule-wywalczone,pole_faule,pole_gole-z-gry,pole_gole-z-pola-karnego,pole_gole-z-rzutow-karnych,pole_gole,pole_kanadyjska,pole_karne-wykonane,pole_kluczowe-podania,pole_konwersja-strzalow,pole_minuty,pole_odbiory,pole_podania-celne-w-polowie-przeciwnika,pole_podania-celne,pole_podania-w-polowie-przeciwnika,pole_podania,pole_pojedynki-obronne-wygrane,pole_pojedynki-wygrane,pole_przechwyty,pole_rzuty-rozne,pole_spalone,pole_strzaly,pole_stworzone-dogodne-szanse,pole_wybicia,pole_xa,pole_xg,pole_xgot,pole_zablokowane-strzaly
mateusz-skrzypczak,Mateusz SkrzypczakJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,1,5,63,0,1,1,4,18,18,0,3,0,3,4,0,2,38,2400,10,516,0,620,1944,10,63,12,0,0,8,0,60,0.8,1.5,1.8,4
michal-sacek,Michal SáčekJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,1,2,22,0,4,24,51,57,30,1,1,0,1,2,0,17,11,2733,66,752,0,854,1757,66,200,55,2,1,9,0,59,1.9,0.9,0.9,6
miosz-matysik,Miłosz MatysikJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,1,5,2,0,0,0,0,0,0,0,0,675,5,141,0,167,560,5,26,8,0,0,2,0,34,0.1,0.4,0,1
rui-filipe-da-cunha-correia,NenéJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,7,22,47,0,7,22,55,83,40,9,9,0,9,16,0,25,19,2729,31,582,0,762,1283,31,183,17,8,1,47,0,39,3.9,5.1,2.9,12
pawe-olszewski,Paweł OlszewskiJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,2,0,0,0,0,0,0,1,0,232,7,49,0,71,141,7,23,7,0,0,0,0,5,0,0,0,2
taras-romanczuk,Taras RomanczukJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,5,6,35,0,2,6,20,41,43,0,1,0,1,6,0,23,6,2584,54,810,0,1000,1834,54,204,45,0,0,17,0,58,2.6,1.5,0.8,8
tomasz-kupisz,Tomasz Mateusz KupiszJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,1,1,25,0,3,15,2,7,9,0,0,0,0,1,0,3,0,262,4,55,0,87,102,4,26,1,0,1,4,0,4,0.4,0.3,0,1
wojciech-aski,Wojciech ŁaskiJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,2,3,11,4,1,1,0,1,1,0,1,25,244,3,24,0,32,44,3,21,0,0,0,4,0,3,0.1,1,0.3,2
zlatan-alomerovic,Zlatan AlomerovićJagiellonia Białystok,jagiellonia-bialystok,45,9,115,34,3060,19,0,857,8,0,81,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3060,0,55,0,189,857,0,13,0,0,0,0,0,36,0,0,0,0
adrian-dalmau-vaquer,Adrián Dalmau VaquerKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,3,11,52,0,0,6,20,17,40,3,5,2,5,8,2,11,24,988,1,91,0,159,208,1,58,1,0,10,21,0,5,1.6,4.5,4.7,7
bartosz-kwiecien,Bartosz KwiecieńKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,6,50,0,0,1,5,4,30,0,1,0,1,1,0,0,8,840,13,106,0,171,391,13,58,14,0,1,12,0,37,0.4,0.8,1.2,3
dalibor-takac,Dalibor TakáčKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,2,33,0,4,18,8,8,14,0,0,0,0,0,0,12,0,1097,13,225,0,329,495,13,37,12,1,0,6,0,9,1,0.3,0.2,3
daniel-bak,Daniel BąkKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18,0,3,0,4,5,0,3,0,0,1,1,0,0,0,0.2,0,0
dawid-banik,Dawid BłanikKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,4,11,65,0,6,24,60,30,17,1,1,0,1,5,0,23,6,1400,14,182,0,305,303,14,74,17,35,6,17,0,10,2.2,2.2,2.2,17
dominick-lukasz-zator,Dominick Lukasz ZatorKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,1,8,32,0,6,41,33,26,17,0,0,0,0,1,0,17,0,2993,33,469,0,755,1487,33,178,41,0,1,25,0,98,1.4,1.9,1.4,7
evgeni-shikavka,Evgeni ShikavkaKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,1,20,50,0,1,3,29,31,33,7,10,0,10,11,0,16,25,2250,9,111,0,187,273,9,116,1,0,20,40,0,31,1.2,8.5,10.2,14
fredrik-krogstad,Fredrik KrogstadKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,2,40,0,2,4,8,2,8,0,0,0,0,0,0,7,0,508,14,118,0,146,224,14,37,6,0,0,5,0,10,0.5,0.7,0.8,0
jacek-podgorski,Jacek PodgórskiKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,2,7,39,0,16,69,71,7,51,0,0,0,0,2,0,31,0,1863,42,251,0,495,572,42,155,28,38,3,18,0,10,2.7,1.8,1,13
jakub-konstantyn,Jakub KonstantynKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,1,3,50,0,3,9,19,12,6,1,1,0,1,2,0,8,17,500,6,72,0,102,116,6,31,3,3,0,6,0,6,0.9,0.6,0.6,3
jakub-ukowski,Jakub ŁukowskiKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,3,33,0,2,12,11,8,4,0,0,0,0,0,0,5,0,341,3,41,0,64,68,3,20,1,1,0,9,0,4,0.2,0.6,0.4,2
petteri-forsell,Jani Petteri ForsellKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,3,0,71,1,27,0,37,45,1,5,0,3,0,3,0,0,0.3,0.1,0,1
konrad-forenc,Konrad ForencKorona Kielce,korona-kielce,8,1,21,5,450,4,0,133,1,1,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,450,0,11,0,38,133,0,1,0,0,0,0,0,10,0,0,0,0
marcus-godinho,Marcus Valdez Pereira GodinhoKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,2,1,50,0,5,37,55,27,18,0,0,0,0,2,0,16,0,1633,31,282,0,398,645,31,120,20,0,0,2,0,33,1.9,0.4,0,5
marius-briceag,Marius Ionuț BriceagKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,67,11,18,8,0,0,0,0,0,0,20,0,1234,9,195,0,358,556,9,45,17,5,1,4,0,25,0.8,0.1,0,2
martin-christophe-jannick-remacle,Martin Christophe Jannick RemacleKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,1,18,37,0,13,38,57,74,44,4,3,0,6,7,0,31,12,2522,38,576,0,780,1032,38,201,16,39,4,49,0,30,3.2,4.6,4,21
mateusz-czyzycki,Mateusz CzyżyckiKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,1,5,36,0,1,11,9,16,14,1,1,0,1,2,0,7,7,749,8,79,0,124,163,8,41,4,0,2,14,0,5,0.4,1.9,0.8,5
miosz-strzebonski,Miłosz StrzebońskiKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,0,131,4,25,0,40,52,4,10,1,0,0,2,0,2,0.5,0.1,0,3
miosz-trojak,Miłosz TrojakKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,5,63,0,2,6,10,17,25,2,2,0,2,2,0,10,25,2471,22,348,0,520,1357,22,106,49,0,1,8,0,97,1.2,1.7,2.6,3
david-gonzalez-plata,NonoKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,4,13,54,0,11,55,52,62,39,1,4,2,4,8,2,34,17,1958,33,411,0,582,858,33,136,16,2,2,24,0,10,3.2,3.9,6.2,9
piotr-malarczyk,Piotr Kamil MalarczykKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,2,25,0,1,3,4,13,19,0,0,0,0,0,0,6,0,1809,11,168,0,356,969,11,109,17,0,1,8,0,85,0.4,1,0.2,7
ronaldo-deaconu,Ronaldo Octavian Andrei DeaconuKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,9,50,0,3,18,9,4,6,3,3,0,3,3,0,14,17,669,2,130,0,206,235,2,17,4,14,0,18,0,3,1.1,1.9,3.1,9
xavier-dziekonski,Xavier DziekońskiKorona Kielce,korona-kielce,36,6,174,29,2610,17,0,966,5,0,67,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,2610,0,101,0,368,966,0,16,0,0,0,0,0,33,0,0,0,0
yoav-hofmeister,Yoav HofmeisterKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,1,3,30,0,1,11,18,48,31,0,1,0,1,2,0,10,10,2418,52,352,0,519,1161,52,182,39,1,1,10,0,50,0.5,1.1,1.6,3
adriel-ba-loua,Adriel D'Avila Ba LouaLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,3,11,55,0,6,29,43,21,25,4,4,0,4,7,0,19,20,1236,16,214,0,302,363,16,64,7,0,1,20,0,2,2.5,2.3,3.9,8
afonso-gamelas-de-pinho-sousa,Afonso SousaLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,1,4,33,0,2,20,12,21,17,0,0,0,0,1,0,11,0,1190,17,326,0,406,527,17,64,9,3,3,12,0,6,1,1.1,1,9
alan-czerwinski,Alan CzerwińskiLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,1,3,38,0,9,42,6,6,16,1,1,0,1,2,0,20,13,1462,18,347,0,485,763,18,44,9,24,4,8,0,27,1.6,0.7,0.2,3
ali-gholizadeh-nojedeh,Ali Gholizadeh NojedehLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,0,2,40,0,4,16,19,3,7,0,0,0,0,0,0,4,0,632,4,148,0,195,257,4,18,9,4,0,5,0,2,0.6,0.8,0.7,1
antonio-milic,Antonio MilićLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,0,6,38,0,2,8,1,10,26,0,1,0,1,1,0,5,6,2133,13,462,0,576,1612,13,75,22,0,0,16,0,77,0.8,1.6,2.2,6
artur-sobiech,Artur Adam SobiechLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,1,2,50,0,0,0,0,2,8,0,0,0,0,1,0,5,0,173,1,25,0,43,53,1,20,1,0,0,4,0,3,0.3,0.5,0.1,0
bartosz-mrozek,Bartosz MrozekLech Poznań,lech-poznan,39,11,122,31,2790,17,0,895,7,2,97,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2790,0,55,0,232,895,0,9,1,0,0,0,0,25,0,0,0,0
bartosz-salamon,Bartosz SalamonLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,1,1,17,0,0,1,1,5,11,0,0,0,0,1,0,3,0,1350,5,276,0,368,904,5,44,10,0,1,6,0,74,0.7,0.5,0.1,5
filip-bednarek,Filip BednarekLech Poznań,lech-poznan,2,1,17,3,270,1,0,121,1,0,13,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,270,0,13,0,39,121,0,3,1,0,0,0,0,1,0,0,0,0
filip-marchwinski,Filip MarchwińskiLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,5,16,53,0,0,7,42,28,46,6,7,0,8,13,0,13,27,2096,22,327,0,418,558,22,128,17,0,13,30,0,29,1.9,3.9,5.4,9
filip-szymczak,Filip SzymczakLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,2,13,57,0,2,8,58,19,38,2,3,1,3,5,1,13,13,1537,20,206,0,263,360,20,93,7,0,3,23,0,19,1.4,4.4,3.6,16
jesper-karlstrom,Jesper Kewe KarlströmLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,3,6,40,0,8,20,42,54,39,1,0,0,2,5,0,10,13,2375,32,776,0,969,1522,32,169,35,3,0,15,0,35,2.6,1,0.9,10
joel-vieira-pereira,Joel PereiraLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,5,3,50,0,33,139,25,23,19,2,1,0,2,7,0,46,33,2215,20,616,0,928,1230,20,84,28,56,1,6,0,30,5.5,0.6,0.9,3
kristoffer-velde,Kristoffer VeldeLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,5,28,51,0,4,42,138,59,29,9,8,1,10,15,1,23,18,2579,24,445,0,612,750,24,185,14,4,18,55,0,8,2.8,7.7,9,15
maksymilian-dziuba,Maksymilian DziubaLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,25,0,5,0,8,9,0,2,1,0,0,0,0,1,0,0,0,0
micha-gurgul,Michał GurgulLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,1,3,6,5,3,0,1,0,1,1,0,1,50,565,6,97,0,133,339,6,29,2,0,0,2,0,10,0.1,0.8,1,1
miha-blazic,Miha BlažičLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,0,4,36,0,0,1,2,5,13,0,1,0,1,1,0,1,9,1954,10,444,0,525,1601,10,60,21,0,0,11,0,85,0.6,1.2,2.4,1
mikael-ishak,Mikael IshakLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,3,27,61,0,0,3,22,33,19,7,9,1,11,14,1,11,25,1805,3,189,0,267,394,3,75,2,0,15,44,0,23,1.9,7.9,9,11
nils-erik-elias-andersson,Nils Erik Elias AnderssonLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,3,2,67,0,19,78,16,7,15,0,0,0,0,3,0,22,0,1585,14,565,0,756,1100,14,49,15,38,1,3,0,17,3.3,0.3,0.3,2
filip-dagerstal,Per Filip DagerstålLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,0,2,67,0,0,0,1,2,5,0,1,0,1,1,0,1,33,525,5,140,0,175,446,5,16,4,0,0,3,0,24,0.1,0.5,0.9,2
radosaw-pawe-murawski,Radosław Paweł MurawskiLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,1,8,67,0,1,10,12,57,59,1,0,0,1,2,0,12,8,2493,40,740,0,908,1597,40,136,43,0,0,12,0,48,1.8,0.4,1.4,3
artur-marcin-jedrzejczyk,Artur Marcin JędrzejczykLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,4,12,2,21,30,0,0,0,0,0,0,7,0,1338,9,299,0,371,788,9,78,15,0,3,7,0,49,0.4,1,0,4
bartosz-kapustka,Bartosz KapustkaLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,2,7,64,0,5,23,16,13,15,2,1,0,2,4,0,15,18,912,12,244,0,337,453,12,49,7,13,2,11,0,10,2.6,1.3,1,6
bartosz-slisz,Bartosz Piotr SliszLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,1,7,35,0,5,26,16,21,19,0,0,0,0,1,0,17,0,1390,17,606,0,728,1101,17,84,30,1,0,20,0,24,2.2,0.8,0.5,4
blaz-kramer,Blaž KramerLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,1,5,36,0,0,0,10,7,30,3,4,1,4,5,1,5,29,739,3,55,0,88,120,3,41,0,0,3,14,0,8,0.6,4,2.4,4
dominik-hadun,Dominik HładunLegia Warszawa,legia-warszawa,14,1,33,11,990,3,0,254,1,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,990,0,26,0,79,254,0,5,0,0,0,0,0,3,0,0,0,0
ernest-muci,Ernest MuçiLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,0,12,43,0,2,22,42,27,9,4,3,0,4,4,0,11,14,1224,7,264,0,332,392,7,79,2,4,8,28,0,2,1.8,2.9,1.3,17
filip-rejczyk,Filip RejczykLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,65,0,19,0,26,41,0,3,1,0,0,2,0,1,0,0.2,0,0
gabriel-kobylak,Gabriel KobylakLegia Warszawa,legia-warszawa,28,0,46,11,931,4,0,290,2,1,31,0,1,100,0,0,0,0,3,1,1,0,0,1,1,0,1,100,931,0,33,0,121,290,0,6,0,0,0,1,0,8,0,0.2,0.2,0
gil-dias,Gil DiasLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,0,3,50,0,6,19,19,3,6,0,0,0,0,0,0,4,0,461,10,133,0,173,238,10,36,8,1,2,6,0,6,0.8,0.8,0.2,6
igor-strzaek,Igor StrzałekLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,1,2,40,0,1,6,20,12,5,1,1,0,1,2,0,7,20,547,4,93,0,121,167,4,29,3,3,3,5,0,4,0.1,0.5,0.8,4
jan-ziokowski,Jan ZiółkowskiLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,186,2,19,0,22,79,2,8,2,0,0,0,0,8,0,0,0,0
josue-pesqueira,JosuéLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,5,20,54,0,18,97,25,92,35,2,7,5,9,14,7,69,24,2466,22,1236,0,1725,1927,22,147,9,158,2,37,0,8,8,7.4,7.2,17
juergen-farid-elitim-sepulveda,Juergen Farid Elitim SepúlvedaLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,3,3,20,0,7,26,49,53,29,1,0,0,1,4,0,50,7,2507,29,1004,0,1172,1749,29,145,26,20,1,15,0,15,4.2,1.2,0.3,10
jurgen-celhaka,Jurgen ÇelhakaLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,1,4,6,6,23,0,0,0,0,0,0,7,0,964,11,310,0,340,548,11,32,16,0,0,2,0,7,0.6,0.2,0,1
kacper-tobiasz,Kacper TobiaszLegia Warszawa,legia-warszawa,25,9,107,23,2070,9,0,668,1,0,25,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2070,0,68,0,221,668,0,10,0,0,0,0,0,16,0,0,0,0
lindsay-rose,Lindsay Marc RoseLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,1,1,1,2,0,0,0,0,0,1,0,0,0,0
maciej-rosoek,Maciej RosołekLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,2,6,25,0,3,11,7,22,20,0,2,1,2,4,1,9,8,947,3,143,0,194,241,3,48,4,0,2,24,0,11,0.8,4.8,1.1,8
makana-baku,Makana Nsimba BakuLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,4,26,12,2,5,1,1,0,1,1,0,12,20,494,2,97,0,144,173,2,19,3,0,1,5,0,15,0.7,0.7,0,0
marc-gual-huguet,Marc Gual HuguetLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,3,33,51,0,1,18,65,13,17,8,7,0,8,11,0,13,12,1966,16,224,0,345,452,16,88,5,0,5,65,0,12,3.3,8,4.3,27
marco-burch,Marco BurchLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,5,2,7,7,0,0,0,0,0,0,1,0,438,8,150,0,187,320,8,28,5,0,0,2,0,7,0.2,0.3,0.1,3
patryk-kun,Patryk KunLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,2,4,44,0,17,68,40,14,27,1,1,0,1,3,0,19,11,1734,32,298,0,449,579,32,93,20,3,3,9,0,22,2.2,2.2,0.4,4
patryk-sokoowski,Patryk SokołowskiLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,0,5,45,0,1,5,14,10,13,0,0,0,0,0,0,6,0,1032,13,133,0,201,382,13,51,21,0,0,11,0,23,0,0,0,5
pawe-marek-wszoek,Paweł Marek WszołekLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,5,13,50,0,28,95,28,24,21,4,4,0,4,9,0,37,15,2224,22,503,0,657,803,22,101,13,0,7,26,0,28,6.3,4.4,3.9,4
radovan-pankov,Radovan PankovLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,3,3,27,0,4,19,14,10,32,0,2,0,2,5,0,9,18,1986,22,515,0,700,1358,22,111,37,0,1,11,0,60,1.6,1.4,0.3,2
rafa-sylwester-augustyniak,Rafał Sylwester AugustyniakLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,1,5,28,0,1,5,19,21,16,1,0,0,1,2,0,8,6,1881,20,408,0,494,1135,20,111,16,0,2,18,0,82,0.4,1.1,0.4,11
ryoya-morishita,Ryoya MorishitaLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,0,4,40,0,6,29,35,14,4,0,0,0,0,0,0,8,0,805,10,116,0,172,238,10,51,11,0,4,10,0,13,0.7,1,0.5,2
steve-nkanu-kapuadi,Steve Nkanu KapuadiLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,0,2,67,0,0,3,15,5,23,0,1,0,1,1,0,7,33,1788,17,257,0,339,850,17,92,12,0,0,3,0,66,1,0.5,0.4,3
tomas-pekhart,Tomáš PekhartLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,0,15,58,0,0,0,2,25,40,8,8,0,8,8,0,3,31,1287,10,78,0,112,173,10,82,5,0,9,26,0,17,0.3,5.3,4.2,4
wojciech-urbanski,Wojciech UrbanskiLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,1,3,7,7,2,0,0,0,0,0,0,5,0,147,0,19,0,27,33,0,15,0,0,1,2,0,1,0.4,0.3,0,1
yuri-ribeiro,Yuri RibeiroLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,1,3,23,0,17,40,13,53,31,0,0,0,0,1,0,23,0,2250,9,582,0,737,1295,9,119,28,0,2,13,0,57,2,2.6,0.2,7
adam-marciniak,Adam MarciniakŁKS Łódź,lks-lodz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,8,0,0,0,0,0,0,1,0,576,3,71,0,108,356,3,23,6,0,1,3,0,20,0.1,0.1,0,0
adrian-maachowski,Adrian MałachowskiŁKS Łódź,lks-lodz,0,0,0,0,0,0,0,0,0,0,0,1,1,50,0,1,2,1,3,0,0,0,0,0,1,0,2,0,130,2,22,0,31,55,2,6,2,0,0,2,0,2,0.6,0.1,0,0
adrien-louveau,Adrien LouveauŁKS Łódź,lks-lodz,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,12,13,36,0,0,0,0,1,0,5,0,1520,15,283,0,371,891,15,111,29,0,2,6,0,69,0.3,0.8,0,5
aleksander-bobek,Aleksander BobekŁKS Łódź,lks-lodz,59,2,157,27,2430,10,0,706,9,1,99,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2430,2,84,0,210,706,2,12,0,0,0,0,0,24,0,0,0,0
aleksander-iwanczyk-1,Aleksander IwańczykŁKS Łódź,lks-lodz,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,1,0,1,0,1,1,0,1,100,62,1,9,0,12,18,1,2,0,0,0,1,0,0,0.1,0.5,1,1
anton-fase,Anton FaseŁKS Łódź,lks-lodz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,52,0,9,0,17,16,0,1,1,0,0,1,0,0,0,0.1,0,0
antoni-mynarczyk,Antoni MłynarczykŁKS Łódź,lks-lodz,0,0,0,0,0,0,0,0,0,0,0,2,2,29,0,2,11,19,11,11,1,1,0,1,3,0,2,14,485,7,69,0,90,117,7,33,4,0,1,7,0,11,0.5,0.8,0.8,4
artemijus-tutyskinas,Artemijus TutyškinasŁKS Łódź,lks-lodz,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,1,6,6,11,8,0,1,0,1,1,0,3,25,469,6,102,0,145,279,6,36,6,0,0,4,0,11,0.5,0.2,0.6,0
bartosz-szeliga,Bartosz SzeligaŁKS Łódź,lks-lodz,0,0,0,0,0,0,0,0,0,0,0,1,6,38,0,5,30,33,16,20,0,0,0,0,1,0,12,0,1660,12,218,0,310,515,12,73,14,1,6,16,0,34,0.9,1.6,0.4,4
dani-ramirez,Dani RamírezŁKS Łódź,lks-lodz,0,0,0,0,0,0,0,0,0,0,0,2,21,57,0,6,36,57,42,27,2,9,7,9,11,7,50,24,2395,24,757,0,1009,1369,24,117,13,35,1,37,0,4,5.6,8.3,9.7,14
dawid-arndt,Dawid ArndtŁKS Łódź,lks-lodz,16,0,25,7,630,6,0,164,1,0,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,630,0,14,0,66,164,0,2,0,0,0,0,0,10,0,0,0,0
grzegorz-glapka,Grzegorz GlapkaŁKS Łódź,lks-lodz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,4,0,0,0,0,0,0,0,0,77,2,13,0,18,29,2,8,0,0,0,0,0,2,0,0,0,0
husein-balic,Husein BalićŁKS Łódź,lks-lodz,0,0,0,0,0,0,0,0,0,0,0,0,8,57,0,1,6,52,17,12,3,3,0,3,3,0,8,21,1068,9,122,0,163,229,9,55,2,0,4,14,0,10,0.7,1.9,3,4
ignacio-monsalve-vicente,Ignacio Monsalve VicenteŁKS Łódź,lks-lodz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,7,0,0,0,0,0,0,2,0,1059,7,104,0,148,585,7,23,16,0,0,5,0,46,0.1,0.5,0,0
jakub-letniowski,Jakub LetniowskiŁKS Łódź,lks-lodz,0,0,0,0,0,0,0,0,0,0,0,0,2,67,0,1,4,16,16,10,0,0,0,0,0,0,7,0,593,10,104,0,141,266,10,54,9,3,1,3,0,8,0.2,0.4,0,5
jan-abedzki,Jan Michał ŁabędzkiŁKS Łódź,lks-lodz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,18,1,5,0,5,13,1,2,0,0,0,1,0,0,0,0,0,0
jedrzej-zajac,Jędrzej Stanisław ZającŁKS Łódź,lks-lodz,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,1,6,7,3,1,1,0,1,1,0,2,50,258,2,26,0,35,66,2,17,2,0,2,2,0,5,0.1,0.2,0.5,1
