kolejka,gospodarz,gosc,gole_gosp,gole_gosc,wynik_1x2,lambda_home,lambda_away,p_home,p_draw,p_away,log_loss
20,Arka Gdynia,Legia Warszawa,2,2,D,0.9109322992176953,1.6671030470080639,0.2049058028953803,0.2431285993096669,0.5519655977949528,1.4141647603604826
20,Lechia Gdańsk,Cracovia,1,1,D,1.3984063169655359,1.3363266614891152,0.38615618274354646,0.25613312960989415,0.35771068764655944,1.362057932136585
20,Górnik Zabrze,Lech Poznań,0,1,A,1.3186769617401246,1.282210813477288,0.3766366624634731,0.2638097157323496,0.3595536218041774,1.0228919563257604
20,Pogoń Szczecin,Bruk-Bet Termalica Nieciecza,1,1,D,2.1789565863202465,1.0277917762261988,0.635643196176031,0.19651538914104233,0.16784141468292668,1.6270145344999765
20,Korona Kielce,Zagłębie Lubin,1,2,A,1.469515724461119,1.0085141999143479,0.47792780664462076,0.2626712236076571,0.2594009697477223,1.3493802686807124
20,GKS Katowice,Widzew Łódź,1,0,H,1.4420421291050582,1.205920509614292,0.42525963226151575,0.2589788695001756,0.3157614982383087,0.8550553971419611
20,Raków Częstochowa,Radomiak Radom,0,0,D,1.6314323874914791,0.9386726076326066,0.5363084990552203,0.2470006921254543,0.2166908088193255,1.3983641402307405
20,Jagiellonia Białystok,Motor Lublin,4,1,H,2.1367800523482985,1.225721141120799,0.5820452201496132,0.20527348690560754,0.21268129294477928,0.5412071364174518
20,Piast Gliwice,Wisła Płock,1,0,H,1.2113857605711615,0.9346289739874498,0.4241854002184372,0.2919014583877531,0.28391314139380974,0.8575846546563887
21,Wisła Płock,Widzew Łódź,0,2,A,1.2513365927755453,1.0512689121103482,0.4084649245537721,0.2816784450270315,0.3098566304191964,1.1716455709996914
21,Bruk-Bet Termalica Nieciecza,Górnik Zabrze,1,1,D,1.1995302808971715,1.3996106582090038,0.322001971245301,0.26239265031430764,0.41560537844039125,1.3379132317773887
21,Motor Lublin,Lechia Gdańsk,2,3,A,1.7623341281681864,1.4408930669663553,0.45284485593144685,0.23104346219440025,0.3161116818741529,1.15165970418227
21,Zagłębie Lubin,Raków Częstochowa,0,0,D,1.0661197634125192,1.2692528868688349,0.31060146369241187,0.2792837283992702,0.4101148079083178,1.275527066234113
21,Radomiak Radom,Korona Kielce,0,2,A,1.409921852759417,1.2299805337259277,0.4116529014080998,0.2603331097833778,0.32801398880852245,1.114699022700957
21,Pogoń Szczecin,Arka Gdynia,1,0,H,2.1361524397537393,0.8103580653293004,0.6788073807174337,0.19124969234547692,0.12994292693708953,0.38741787249698023
21,Cracovia,Jagiellonia Białystok,0,0,D,1.5040880954225184,1.3376949090756824,0.4126000147778405,0.24968676164793774,0.3377132235742218,1.3875481001305454
21,GKS Katowice,Legia Warszawa,1,1,D,1.2669713157533171,1.5325561744461422,0.31478704696915966,0.2503113257430912,0.43490162728774906,1.385049832894143
21,Lech Poznań,Piast Gliwice,3,0,H,1.6675148209482917,0.8628587838757389,0.5641923007963223,0.24263413011627175,0.19317356908740596,0.5723601267386131
22,Arka Gdynia,GKS Katowice,2,1,H,1.0679444347050668,1.3152863083881141,0.3024403269325851,0.27510094402996366,0.4224587290374514,1.195871287309366
22,Legia Warszawa,Wisła Płock,2,1,H,1.7564819962809382,0.9057486591492753,0.5745647788993444,0.23362756092259077,0.19180766017806467,0.5541424310449687
22,Lechia Gdańsk,Zagłębie Lubin,0,2,A,1.6358064958913823,1.19426126132989,0.47665865081271863,0.24442752591894865,0.2789138232683328,1.2768524220475854
22,Górnik Zabrze,Pogoń Szczecin,0,1,A,1.5216212789442958,1.3411966041547494,0.4162271791738445,0.2484664605302591,0.33530636029589656,1.0927106567191007
22,Korona Kielce,Lech Poznań,1,2,A,1.2400511705185717,1.3674978404619518,0.3387842072129412,0.26283201952552115,0.39838377326153784,0.9203394838663895
22,Raków Częstochowa,Bruk-Bet Termalica Nieciecza,1,0,H,1.7721668300501725,0.8195419401674613,0.599979161069297,0.23014670007148003,0.16987413885922287,0.5108603559203165
22,Jagiellonia Białystok,Radomiak Radom,1,1,D,1.9486287126078994,1.2057261254406013,0.5466133022376599,0.2196548146667312,0.23373188309560863,1.5156979890795204
22,Piast Gliwice,Motor Lublin,1,2,A,1.4986482952487705,1.1549224065523263,0.4512717436985309,0.2562903317962808,0.29243792450518813,1.229502858746794
22,Widzew Łódź,Cracovia,0,0,D,1.2436735232946103,1.1585567779939068,0.3825518474422869,0.27615660739184644,0.3412915451658667,1.2867871560993593
23,Arka Gdynia,Lechia Gdańsk,2,2,D,1.1598721929264961,1.451283703001435,0.30212803655237536,0.2599459842118619,0.4379259792357628,1.3472814225815601
23,Bruk-Bet Termalica Nieciecza,Radomiak Radom,1,1,D,1.3864346941215397,1.3566281808592482,0.3789244858082445,0.25579202135145995,0.3652834928402957,1.363390581287643
23,Motor Lublin,Korona Kielce,2,0,H,1.4472451252383722,1.3668714957089587,0.39225817138679847,0.2518449305639374,0.35589689804926417,0.935835055497265
23,Zagłębie Lubin,Wisła Płock,2,0,H,1.2716188285875971,1.0319097126148409,0.4186062155055966,0.2808201786968295,0.30057360579757375,0.870824620763233
23,Pogoń Szczecin,Widzew Łódź,1,0,H,1.7957919213989713,1.1009054690847908,0.5364029321159535,0.23172890977993696,0.23186815810410977,0.6228696613032869
23,Cracovia,Piast Gliwice,2,3,A,1.407627275951707,0.8986115011045535,0.488319720500795,0.27158704304102804,0.24009323645817698,1.4267279458385955
23,GKS Katowice,Górnik Zabrze,3,1,H,1.297103581464572,1.2806665366401035,0.3712497216420306,0.2652311212713716,0.3635191570865977,0.990880338651285
23,Lech Poznań,Raków Częstochowa,4,3,H,1.4086213909442975,1.059997663664816,0.44959724723969036,0.266991954247106,0.2834107985132037,0.7994031031089209
23,Jagiellonia Białystok,Legia Warszawa,2,2,D,1.6915368785387022,1.437949835976367,0.43695769151206226,0.23524966765771746,0.3277926408302204,1.4471079132372315
24,Wisła Płock,Arka Gdynia,0,3,A,1.4733180959473282,0.7982118644279582,0.5315993431727957,0.26515244799351495,0.20324820883368946,1.5933273432194226
24,Legia Warszawa,Cracovia,1,0,H,1.5647742043167734,1.0554010988530769,0.49126215835088116,0.2527447278573912,0.2559931137917277,0.7107773662812612
24,Lechia Gdańsk,Jagiellonia Białystok,3,0,H,1.6114244581011319,1.6930513702051257,0.3678777389891189,0.22988481951381315,0.40223744149706797,1.0000046270219831
24,Motor Lublin,Górnik Zabrze,0,0,D,1.3950591928210958,1.4552077642191683,0.3614179952679149,0.2501031275869977,0.38847887714508744,1.3858819358309025
24,Radomiak Radom,GKS Katowice,0,1,A,1.5760324992173464,1.2236342760096894,0.4553135164817612,0.24839925603367197,0.2962872274845667,1.2164259320324917
24,Korona Kielce,Bruk-Bet Termalica Nieciecza,2,1,H,1.6406874125821214,1.0120146565481432,0.5206088420673008,0.24597306116812703,0.2334180967645721,0.6527563021876859
24,Raków Częstochowa,Pogoń Szczecin,2,0,H,1.5457960439786531,1.162948261215335,0.4614328131119562,0.2522577714995818,0.2863094153884622,0.7734188193603074
24,Piast Gliwice,Zagłębie Lubin,1,3,A,1.30909680356532,1.0196967962281958,0.43191258799328347,0.2778472226757098,0.2902401893310065,1.2370464597298942
24,Widzew Łódź,Lech Poznań,2,1,H,1.2023562029981683,1.4011763133346788,0.3224485006743524,0.2621556196398577,0.41539587968578995,1.1318118433292346
25,Arka Gdynia,Widzew Łódź,0,0,D,1.058920640356874,1.2853811954748762,0.30553927557028043,0.278210655762297,0.41625006866742287,1.2793766977018854
25,Bruk-Bet Termalica Nieciecza,Motor Lublin,1,2,A,1.5780342854289913,1.3802463613313158,0.42187632950826903,0.24364794640849544,0.33447572408323556,1.095190975789651
25,Zagłębie Lubin,Lech Poznań,0,1,A,1.1367573213650335,1.4793176723049002,0.29115251640145634,0.2584113214721962,0.4504361621263476,0.7975389164667889
25,Górnik Zabrze,Raków Częstochowa,3,1,H,1.1862019121101492,1.178661091788291,0.3623179959000824,0.2790452745575187,0.358636729542399,1.0152330110475487
25,Radomiak Radom,Legia Warszawa,1,1,D,1.3137298885721715,1.4530269848574524,0.34134507954364784,0.25385016485317735,0.4048047556031749,1.3710110881771764
25,Pogoń Szczecin,Korona Kielce,2,1,H,1.7366689570200522,1.134044192514072,0.5147932120354481,0.23681580607695235,0.24839098188759945,0.6639899889814244
25,Cracovia,Wisła Płock,1,2,A,1.472988805609174,0.8927586473460325,0.5073017155419822,0.2643634020832616,0.2283348823747563,1.4769419452880133
25,GKS Katowice,Lechia Gdańsk,2,0,H,1.623001487860255,1.3749341594545188,0.4338951292636555,0.24108351317376475,0.32502135756257977,0.8349524117221577
25,Jagiellonia Białystok,Piast Gliwice,1,2,A,1.7729643598942169,1.0464762409308979,0.5440097699418864,0.2335249380405757,0.22246529201753779,1.5029841804761075
26,Jagiellonia Białystok,Wisła Płock,1,2,A,1.87016478830915,1.0268470380596881,0.5709613241872399,0.2243215800124268,0.2047170958003332,1.5861262734351502
26,Legia Warszawa,Raków Częstochowa,1,1,D,1.360638506565171,1.1413252816855621,0.4181671576263899,0.267941953628307,0.31389088874530324,1.3169849128696383
26,Lechia Gdańsk,Pogoń Szczecin,2,1,H,1.571562172369793,1.6143853475132195,0.3734355992773677,0.23479890705308418,0.3917654936695482,0.9850097142363511
26,Motor Lublin,Zagłębie Lubin,1,0,H,1.537469009531957,1.2485962413217015,0.44015909503518763,0.2505376435309104,0.30930326143390197,0.8206190377985632
26,Korona Kielce,Arka Gdynia,3,0,H,1.6424634529605922,0.854113040981157,0.560307916356025,0.24534325461409648,0.1943488290298786,0.5792687957296538
26,Cracovia,GKS Katowice,1,0,H,1.5427320988813256,1.0311430709235985,0.4914532377920451,0.2551826943500541,0.2533640678579008,0.7103884857481548
26,Lech Poznań,Bruk-Bet Termalica Nieciecza,4,1,H,2.106157774157596,0.9165281999334872,0.6474283780828876,0.19896841707135204,0.1536032048457606,0.4347471045259147
26,Piast Gliwice,Radomiak Radom,3,1,H,1.3260780751707772,1.1018093846222667,0.41770963705868003,0.27259302081521825,0.3096973421261019,0.8729687360221964
26,Widzew Łódź,Górnik Zabrze,0,0,D,1.264505588931598,1.1471291194904938,0.3907737276814772,0.2752387449060208,0.3339875274125019,1.290116394656726
27,Arka Gdynia,Zagłębie Lubin,3,1,H,1.1213487328368748,1.2225046683544523,0.3351903596959812,0.28007092475331213,0.3847387155507067,1.0930566706446396
27,Bruk-Bet Termalica Nieciecza,Piast Gliwice,3,2,H,1.2552661353969274,1.2490837444109066,0.3665873880385794,0.2697696870160074,0.3636429249454132,1.0035183466817348
27,Lechia Gdańsk,Korona Kielce,4,2,H,1.5866887785549164,1.2925833128023716,0.44274421620759674,0.245799760216352,0.3114560235760513,0.8147630657413995
27,Górnik Zabrze,Cracovia,3,0,H,1.31497008644212,1.0569564623517238,0.42489429714467714,0.27563244107988777,0.2994732617754352,0.855914853592588
27,Radomiak Radom,Motor Lublin,1,1,D,1.6917453154765834,1.2486488123586148,0.47793044485711184,0.2392555958734127,0.2828139592694754,1.4302228596920321
27,Pogoń Szczecin,Legia Warszawa,0,2,A,1.6044858906504236,1.3788857148105285,0.4285866773508414,0.24209650517151932,0.32931681747763913,1.1107350205192954
27,GKS Katowice,Wisła Płock,1,0,H,1.4968967660149788,1.071414740383432,0.4701203154539615,0.25864429738577344,0.27123538716026485,0.7547666267103883
27,Raków Częstochowa,Widzew Łódź,1,1,D,1.519788104544673,0.8547347333249852,0.5291978158546607,0.25935400165470457,0.2114481824906345,1.3495613487502454
27,Jagiellonia Białystok,Lech Poznań,0,0,D,1.582627421794479,1.499119161433815,0.3985913603256751,0.2390946196143687,0.36231402005995633,1.4308959074294796
28,Wisła Płock,Lechia Gdańsk,1,0,H,1.422605630315008,1.3466393391161557,0.3901999485986214,0.2542137267008112,0.3555863247005675,0.9410959825239873
28,Legia Warszawa,Górnik Zabrze,1,1,D,1.595175810002507,1.0552022744695464,0.4989501140313357,0.24993808247689225,0.25111180349177215,1.3865420618876239
28,Motor Lublin,Raków Częstochowa,1,1,D,1.1724574450376462,1.493660164010021,0.29780931973099334,0.25616723084826987,0.4460234494207368,1.3619248022734884
28,Zagłębie Lubin,Radomiak Radom,1,0,H,1.3515974387945167,1.2020341759097783,0.4023783931615896,0.2658066884867271,0.3318149183516834,0.910362356564699
28,Korona Kielce,Jagiellonia Białystok,1,1,D,1.4833345105636055,1.460898873545694,0.3821739431115783,0.24560241418073067,0.3722236427076909,1.404041253031359
28,Cracovia,Arka Gdynia,2,2,D,1.6969725228303556,0.8009575350309728,0.5871483237840646,0.23830172728098953,0.17454994893494574,1.4342176465571317
28,Lech Poznań,GKS Katowice,3,3,D,1.9286129861122179,0.9876369129129614,0.5933130307728697,0.21809367982695535,0.1885932894001748,1.5228305845210939
28,Piast Gliwice,Pogoń Szczecin,0,2,A,1.323010732882798,1.3340070152691739,0.3671508682259033,0.26059457763156585,0.37225455414253106,0.988177373396062
28,Widzew Łódź,Bruk-Bet Termalica Nieciecza,1,0,H,1.6319346413875215,1.0149086020660871,0.5177521123471244,0.2468049468012083,0.23544294085166756,0.6582586988555206
29,Arka Gdynia,Jagiellonia Białystok,0,3,A,1.1310022288253399,1.6974769849286795,0.2536851666998979,0.24015868191634004,0.5061561513837621,0.6809100577290731
29,Bruk-Bet Termalica Nieciecza,Wisła Płock,1,3,A,1.351843089471536,1.22947917760881,0.39652218175630516,0.2644343398889372,0.33904347835475757,1.0816269250918238
29,Legia Warszawa,Zagłębie Lubin,1,0,H,1.8155435715735395,0.89841836768482,0.5900029842565226,0.22731884564641908,0.1826781700970582,0.5276276840332611
29,Lechia Gdańsk,Piast Gliwice,1,1,D,1.5680574686388504,1.1909425728574565,0.4606696109326547,0.24981128799220573,0.28951910107513973,1.3870494941922937
29,Górnik Zabrze,Korona Kielce,1,0,H,1.4758712344051435,1.081624481243204,0.46227392946637047,0.2602751384215418,0.2774509321120876,0.7715976426856782
29,Radomiak Radom,Widzew Łódź,2,1,H,1.3615123403920437,1.1326414352082426,0.4203467061051962,0.26825403203493636,0.31139926185986755,0.8666754175081453
29,Pogoń Szczecin,Lech Poznań,1,2,A,1.5323279310246636,1.4627314838374093,0.39377710425755924,0.24307160698978025,0.3631512887526605,1.0129357581198986
29,GKS Katowice,Motor Lublin,3,2,H,1.7222304876894308,1.233121135976465,0.4886764282556057,0.23718146346209446,0.2741421082822999,0.7160547094367159
29,Raków Częstochowa,Cracovia,4,1,H,1.4500242182255487,0.9159325984170245,0.49540805026820295,0.26655018076922793,0.23804176896256896,0.7023735120221644
30,Wisła Płock,Radomiak Radom,0,1,A,1.310273126397484,1.1798867688403538,0.3961186646624509,0.269968314637473,0.3339130207000761,1.0968747369854892
30,Lechia Gdańsk,Raków Częstochowa,1,2,A,1.330124252802192,1.4493421164527627,0.3462086721381365,0.25336878948594493,0.4004225383759185,0.9152349434751283
30,Zagłębie Lubin,Bruk-Bet Termalica Nieciecza,1,2,A,1.5513213141623472,1.1133217303358478,0.4742470332135589,0.25291358446058676,0.2728393823258544,1.2988720000676488
30,Korona Kielce,GKS Katowice,1,1,D,1.5477126171427957,1.1804804787808776,0.45793448197875414,0.2516683292492612,0.2903971887719846,1.3796432121345883
30,Cracovia,Pogoń Szczecin,1,1,D,1.4970075405878496,1.2790705485864795,0.42334000428183033,0.25234447384085157,0.32431552187731794,1.3769601652236343
30,Lech Poznań,Legia Warszawa,4,0,H,1.6028959437554529,1.1798482651187203,0.4718445793823029,0.24730099736912928,0.2808544232485675,0.7511056285911613
30,Jagiellonia Białystok,Górnik Zabrze,1,2,A,1.669391700037982,1.234811699784733,0.47566058236744535,0.2411504799254527,0.2831889377071023,1.2616409796942096
30,Piast Gliwice,Arka Gdynia,4,1,H,1.543944026853523,0.8566070010365526,0.534950474152744,0.256564786273706,0.20848473957355007,0.6255811080482667
30,Widzew Łódź,Motor Lublin,2,0,H,1.5988504864693354,1.1243668097623754,0.4835989453441348,0.2486355313550873,0.26776552330077796,0.7264993410872712
31,Arka Gdynia,Górnik Zabrze,0,0,D,1.0437851050477442,1.4008070980177518,0.28044239692312534,0.26825453053019654,0.4513030725466781,1.3158190084053891
31,Legia Warszawa,Widzew Łódź,1,0,H,1.6339800341868347,0.9370757523234156,0.5373338367139167,0.24673287787099696,0.21593328541508636,0.621135707771612
31,Motor Lublin,Lech Poznań,0,1,A,1.2341715276121674,1.7677556321411545,0.2671350127962116,0.23370830095999942,0.499156686243789,0.6948352320298994
31,Zagłębie Lubin,Cracovia,0,0,D,1.129922962717754,1.2019808154537652,0.3417362390787052,0.2811468203058995,0.37711694061539514,1.2688782539080956
31,Radomiak Radom,Lechia Gdańsk,3,1,H,1.6427913361740467,1.3758981172014746,0.43844877842902696,0.23983445003798057,0.3217167715329926,0.8245122848730337
31,Pogoń Szczecin,Wisła Płock,3,0,H,1.7774778473521713,1.034078563417611,0.5480348716270494,0.23302595990150576,0.218939168471445,0.6014163597027716
31,Korona Kielce,Piast Gliwice,1,1,D,1.3877765303510834,1.0747708639755196,0.4405838640826953,0.26835217933605193,0.29106395658125284,1.3154550591474397
31,GKS Katowice,Bruk-Bet Termalica Nieciecza,5,1,H,1.7911594339894283,1.1412975576484732,0.525881770298985,0.23220291878654442,0.24191531091447058,0.642678862803986
31,Raków Częstochowa,Jagiellonia Białystok,0,2,A,1.6919612638285262,1.1653565902904677,0.496877753467006,0.24031853576512072,0.26280371076787323,1.3363478723500863
32,Wisła Płock,Motor Lublin,0,4,A,1.4803844800219617,1.1756226771015612,0.4419037464469813,0.25711437345898747,0.30098188009403126,1.2007052150684472
32,Bruk-Bet Termalica Nieciecza,Legia Warszawa,0,1,A,1.1898309709128692,1.658647296618079,0.27407620085849016,0.2426950653952691,0.4832287337462409,0.7272651685950977
32,Górnik Zabrze,Zagłębie Lubin,0,2,A,1.5365217283502426,0.9194678796983227,0.5171723471569721,0.2571150623523556,0.22571259049067227,1.4884928125290051
32,Cracovia,Radomiak Radom,0,0,D,1.4971259051967196,1.0390921440289822,0.47782250978414503,0.2593519511677644,0.26282553904809053,1.349569254913377
32,Lech Poznań,Arka Gdynia,1,1,D,2.1676940923470984,0.7644757022690775,0.6958396654856058,0.18565388954878975,0.11850644496560456,1.683871147602003
32,Raków Częstochowa,Korona Kielce,2,0,H,1.6648070825013705,0.9559254899067654,0.5402247218828843,0.2435993763016618,0.21617590181545404,0.6157700743559219
32,Jagiellonia Białystok,Pogoń Szczecin,3,2,H,1.8495649531914653,1.5008590143968248,0.46019198160259456,0.22487381612999074,0.3149342022674144,0.776111525255842
32,Piast Gliwice,GKS Katowice,0,0,D,1.432817708448889,1.1259122817688967,0.4407973131559824,0.2626312899118768,0.29657139693214085,1.337004169939559
32,Widzew Łódź,Lechia Gdańsk,3,1,H,1.4832823492493468,1.2757638181755022,0.42058338434340664,0.25339715679894254,0.32601945885765077,0.866112521145777
33,Arka Gdynia,Bruk-Bet Termalica Nieciecza,2,3,A,1.3577634405947625,1.254418401510392,0.39276225892122707,0.26277803224010976,0.3444597088386629,1.0657781508438282
33,Wisła Płock,Górnik Zabrze,0,1,A,1.1532648461774901,1.2026109137187462,0.3481517762533168,0.2795700285376686,0.37227819520901495,0.9881138676160612
33,Lechia Gdańsk,Legia Warszawa,1,2,A,1.4641889587391343,1.5403914734405322,0.3619574672992446,0.2426011345926427,0.39544139810811285,0.9277526744138366
33,Motor Lublin,Cracovia,3,3,D,1.313950029799536,1.363211656590849,0.3589243878512529,0.25936538668388387,0.3817102254648631,1.3495174520714743
33,Zagłębie Lubin,Pogoń Szczecin,0,1,A,1.2985835584967358,1.4604615333571813,0.3360860215531716,0.25401082531277436,0.4099031531340538,0.8918343590543624
33,Radomiak Radom,Lech Poznań,1,3,A,1.1945956153265904,1.5402924278391301,0.2952385432255181,0.25187962658862545,0.4528818301858565,0.792124048045999
33,Korona Kielce,Widzew Łódź,1,0,H,1.4059601018107803,1.0690560180491246,0.44677589187848954,0.2669259898781938,0.28629811824331663,0.805698170542549
33,GKS Katowice,Jagiellonia Białystok,2,2,D,1.5746032497696547,1.5180343004635308,0.3929014691532093,0.23873611687833776,0.3683624139684528,1.4323964505127074
33,Piast Gliwice,Raków Częstochowa,1,3,A,1.1030580811273818,1.2325447954738795,0.32806703760372186,0.2803637095556656,0.39156925284061256,0.9375928881586064
34,Bruk-Bet Termalica Nieciecza,Lechia Gdańsk,3,2,H,1.5221781455851497,1.6005523578410772,0.36440737737461687,0.23733896496567689,0.39825365765970616,1.0094828685361268
34,Legia Warszawa,Motor Lublin,4,0,H,2.037296439379626,1.0187338813002873,0.6090751100422543,0.20882001165597408,0.1821048783017717,0.49581368547446236
34,Górnik Zabrze,Radomiak Radom,6,2,H,1.5420535980867762,1.0406560705610288,0.4890055516744541,0.2550942985416679,0.25590014978387793,0.7153814364542181
34,Pogoń Szczecin,GKS Katowice,1,1,D,1.8646001415617701,1.200804444352305,0.5290053162604614,0.22627490404153888,0.24471977969799977,1.4860046293479279
34,Cracovia,Korona Kielce,1,1,D,1.4429390768325026,1.061269082968024,0.45840749946742626,0.26381853239461023,0.27777396813796346,1.3324937894810505
34,Lech Poznań,Wisła Płock,2,2,D,1.8799617976283762,0.8200598641777607,0.6240094626360755,0.2182915757890113,0.15769896157491334,1.5219236062349348
34,Raków Częstochowa,Arka Gdynia,3,0,H,1.883413297198806,0.7789909760403916,0.6351658498349881,0.21643417277916946,0.14839997738584237,0.453869133348723
34,Jagiellonia Białystok,Zagłębie Lubin,1,0,H,1.903976205063323,1.0558672716031996,0.5715793862629427,0.22168033231576095,0.20674028142129633,0.5593518967976023
34,Widzew Łódź,Piast Gliwice,2,1,H,1.244950418888175,1.0397643473132625,0.40928585547173973,0.2828851022668664,0.3078290422613937,0.8933414539315396
