flash_team,klub_slug,flash_name,player_slug,match_method
GKS Katowice,gks-katowice,Klemenz L.,lukas-rafael-klemenz,review_auto_same_club_history
GKS Katowice,gks-katowice,Komor A.,aleksander-komor,review_auto_same_club_history
GKS Katowice,gks-katowice,Kowalczyk M.,mateusz-kowalczyk,review_auto_same_club_history
GKS Katowice,gks-katowice,Kudła D.,dawid-kuda,review_auto_same_club_history
GKS Katowice,gks-katowice,Kuusk M.,marten-kuusk,review_auto_same_club_history
GKS Katowice,gks-katowice,Mak M.,mateusz-mak,review_auto_same_club_history
GKS Katowice,gks-katowice,Marzec M.,mateusz-marzec,review_auto_same_club_history
GKS Katowice,gks-katowice,Milewski S.,sebastian-milewski,review_auto_same_club_history
GKS Katowice,gks-katowice,Nowak B.,bartosz-nowak,review_auto_same_club_history
GKS Katowice,gks-katowice,Repka O.,oskar-repka,review_auto_same_club_history
GKS Katowice,gks-katowice,Rogala G.,grzegorz-rogala,review_auto_same_club_history
GKS Katowice,gks-katowice,Strączek R.,rafa-straczek,review_auto_same_club_history
GKS Katowice,gks-katowice,Szymczak F.,filip-szymczak,review_auto_transfer_candidate
GKS Katowice,gks-katowice,Wasielewski M.,marcin-wasielewski,review_auto_same_club_history
GKS Katowice,gks-katowice,Zrelak A.,adam-zrelak,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Abdullahi A.,abbati-abdullahi,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Ambros L.,lukas-ambros,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Barczak N.,norbert-barczak,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Buksa A.,aleksander-buksa,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Furukawa Y.,yosuke-furukawa,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Hellebrand P.,patrik-hellebrand,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Ismaheel T.,taofeek-ajibade-ismaheel,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Janicki R.,rafa-janicki,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Janza E.,erik-janza,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Kmet M.,matus-kmet,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Kozuki S.,soichiro-kozuki,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Krawczyk P.,piotr-krawczyk,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Liseth S.,sondre-liseth,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Lukoszek K.,kamil-lukoszek,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Majchrowicz F.,filip-majchrowicz,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Mazurek D.,dawid-mazurek,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Nascimento F.,filipe-nascimento,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Olkowski P.,pawe-mirosaw-olkowski,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Podolski L.,ukasz-jozef-podolski,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Prebsl F.,filip-prebsl,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Rasak D.,damian-rasak,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Sanchez M.,manuel-sanchez,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Sarapata D.,dominik-sarapata,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Sow O.,ousmane-sow,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Szala D.,dominik-jerzy-szala,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Szcześniak K.,kryspin-szczesniak,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Szromnik M.,micha-szromnik,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Tobolik A.,aleksander-tobolik,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Wojtuszek N.,norbert-wojtuszek,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Zahovic L.,luka-zahovic,review_auto_same_club_history
Górnik Zabrze,gornik-zabrze,Zielonka N.,nikodem-zielonka,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Abramowicz S.,sawomir-abramowicz,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Churlinov D.,darko-churlinov,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Costa S. T.,tomas-costa-silva,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Diaby-Fadiga L.,mohamed-lamine-diaby-fadiga,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Dieguez A.,adrian-dieguez-grande,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Ebosse E.,enzo-ebosse,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Flach L.,leon-maximilian-flach,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Hansen K.,kristoffer-hansen,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Kovacik P.,peter-kovacik,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Kubicki J.,jarosaw-kubicki,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Lewicki J.,jakub-lewicki,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Listkowski M.,marcin-listkowski,review_auto_transfer_candidate
Jagiellonia Białystok,jagiellonia-bialystok,Marczuk D.,dominik-marczuk,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Mazurek B.,bartosz-mazurek,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Moutinho J.,joao-gervasio-braganca-moutinho,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Nguiamba A.,aurelien-thomas-nguiamba,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Olszewski P.,pawe-olszewski,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Piekutowski M.,miosz-piekutowski,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Pietuszewski O.,oskar-pietuszewski,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Polak C.,cezary-polak,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Pululu A.,afimico-pululu,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Romanczuk T.,taras-romanczuk,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Rybak A.,alan-rybak,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Semedo E.,lisandro-pedro-varela-semedo,manual_accept_review_needed
Jagiellonia Białystok,jagiellonia-bialystok,Skrzypczak M.,mateusz-skrzypczak,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Stojinović D.,dusan-stojinovic,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Stryjek M.,maksymilian-stryjek,review_auto_same_club_history
Jagiellonia Białystok,jagiellonia-bialystok,Wojtuszek N.,norbert-wojtuszek,review_auto_same_club_history
Korona Kielce,korona-kielce,Bąk D.,daniel-bak,review_auto_same_club_history
Korona Kielce,korona-kielce,Błanik D.,dawid-banik,review_auto_same_club_history
Korona Kielce,korona-kielce,Chojecki A.,adam-chojecki,review_auto_same_club_history
Korona Kielce,korona-kielce,Ciszek K.,konrad-ciszek,review_auto_same_club_history
Korona Kielce,korona-kielce,Dalmau A.,adrian-dalmau-vaquer,review_auto_same_club_history
Korona Kielce,korona-kielce,Dziekoński X.,xavier-dziekonski,review_auto_same_club_history
Korona Kielce,korona-kielce,Długosz W.,wiktor-dugosz,review_auto_same_club_history
Korona Kielce,korona-kielce,Fornalczyk M.,mariusz-fornalczyk,review_auto_same_club_history
Korona Kielce,korona-kielce,Godinho M.,marcus-godinho,review_auto_same_club_history
Korona Kielce,korona-kielce,Kamiński W.,wojciech-kaminski,review_auto_same_club_history
Korona Kielce,korona-kielce,Konstantyn J.,jakub-konstantyn,review_auto_same_club_history
Korona Kielce,korona-kielce,Kosmicki I.,igor-kosmicki,review_auto_same_club_history
Korona Kielce,korona-kielce,Malarczyk P.,piotr-malarczyk,review_auto_same_club_history
Korona Kielce,korona-kielce,Mamla R.,rafa-mamla,review_auto_same_club_history
Korona Kielce,korona-kielce,Matuszewski K.,konrad-matuszewski,review_auto_same_club_history
Korona Kielce,korona-kielce,Nagamatsu S.,shuma-nagamatsu,review_auto_same_club_history
Korona Kielce,korona-kielce,Pedro N.,pedro-nuno-fernandes-ferreira,review_auto_same_club_history
Korona Kielce,korona-kielce,Pięczek M.,marcel-pieczek,review_auto_same_club_history
Korona Kielce,korona-kielce,Remacle M.,martin-christophe-jannick-remacle,review_auto_same_club_history
Korona Kielce,korona-kielce,Resta P.,pau-resta-tell,review_auto_same_club_history
Korona Kielce,korona-kielce,Shikavka Y.,evgeni-shikavka,review_auto_same_club_history
Korona Kielce,korona-kielce,Smolarczyk B.,bartomiej-smolarczyk,review_auto_same_club_history
Korona Kielce,korona-kielce,Sotiriou K.,konstantinos-sotiriou,review_auto_same_club_history
Korona Kielce,korona-kielce,Strzebonski M.,miosz-strzebonski,review_auto_same_club_history
Korona Kielce,korona-kielce,Trojak M.,miosz-trojak,review_auto_same_club_history
Korona Kielce,korona-kielce,Zator D.,dominick-lukasz-zator,review_auto_same_club_history
Korona Kielce,korona-kielce,Zwoźny H.,hubert-zwozny,review_auto_same_club_history
Lech Poznań,lech-poznan,Andersson E.,nils-erik-elias-andersson,review_auto_same_club_history
Lech Poznań,lech-poznan,Ba Loua A.,adriel-ba-loua,review_auto_same_club_history
Lech Poznań,lech-poznan,Bednarek F.,filip-bednarek,review_auto_same_club_history
Lech Poznań,lech-poznan,Carstensen R.,rasmus-carstensen,review_auto_same_club_history
Lech Poznań,lech-poznan,Douglas A.,alex-raymond-douglas,review_auto_same_club_history
Lech Poznań,lech-poznan,Dudek S.,sammy-dudek,review_auto_same_club_history
Lech Poznań,lech-poznan,Fiabema B.,bryan-benjamin-solhaug-fiabema,review_auto_same_club_history
Lech Poznań,lech-poznan,Gholizadeh A.,ali-gholizadeh-nojedeh,review_auto_same_club_history
Lech Poznań,lech-poznan,Gonzalez M.,mario-gonzalez,review_auto_same_club_history
Lech Poznań,lech-poznan,Gurgul M.,micha-gurgul,review_auto_same_club_history
Lech Poznań,lech-poznan,Hakans D.,daniel-noel-mikael-hakans,review_auto_same_club_history
Lech Poznań,lech-poznan,Hoffmann I.,ian-jakob-hoffmann,review_auto_same_club_history
Lech Poznań,lech-poznan,Ishak M.,mikael-ishak,review_auto_same_club_history
Lech Poznań,lech-poznan,Jagiełło F.,filip-wojciech-jagieo,review_auto_same_club_history
Lech Poznań,lech-poznan,Karlstrom J.,jesper-karlstrom,review_auto_same_club_history
Lech Poznań,lech-poznan,Kozubal A.,antoni-kozubal,review_auto_same_club_history
Lech Poznań,lech-poznan,Lisman K.,kornel-lisman,review_auto_same_club_history
Lech Poznań,lech-poznan,Loncar S.,stjepan-loncar,review_auto_same_club_history
Lech Poznań,lech-poznan,Milic A.,antonio-milic,review_auto_same_club_history
Lech Poznań,lech-poznan,Monka W.,wojciech-monka,review_auto_same_club_history
Lech Poznań,lech-poznan,Mrozek B.,bartosz-mrozek,review_auto_same_club_history
Lech Poznań,lech-poznan,Murawski R.,radosaw-pawe-murawski,review_auto_same_club_history
Lech Poznań,lech-poznan,Pereira J.,joel-vieira-pereira,review_auto_same_club_history
Lech Poznań,lech-poznan,Pingot M.,maksymilian-pingot,review_auto_same_club_history
Lech Poznań,lech-poznan,Salamon B.,bartosz-salamon,review_auto_same_club_history
Lech Poznań,lech-poznan,Sousa A.,afonso-gamelas-de-pinho-sousa,review_auto_same_club_history
Lech Poznań,lech-poznan,Szymczak F.,filip-szymczak,review_auto_same_club_history
Lech Poznań,lech-poznan,Velde K.,kristoffer-velde,review_auto_same_club_history
Lech Poznań,lech-poznan,Walemark P.,jens-patrik-walemark,review_auto_same_club_history
Lechia Gdańsk,lechia-gdansk,Biegański J.,jan-marek-bieganski,review_auto_transfer_candidate
Lechia Gdańsk,lechia-gdansk,Bobcek T.,tomas-bobcek,review_auto_same_club_history
Lechia Gdańsk,lechia-gdansk,Buletsa S.,serhii-buletsa,review_auto_same_club_history
Lechia Gdańsk,lechia-gdansk,Chindris A.,andrei-chindris,review_auto_same_club_history
Lechia Gdańsk,lechia-gdansk,Gueho L.,loup-diwan-gueho,review_auto_same_club_history
Lechia Gdańsk,lechia-gdansk,Głogowski M.,micha-gogowski,review_auto_same_club_history
Lechia Gdańsk,lechia-gdansk,Kapić R.,rifet-kapic,review_auto_same_club_history
Lechia Gdańsk,lechia-gdansk,Kardas A.,adam-kardas,review_auto_same_club_history
Lechia Gdańsk,lechia-gdansk,Kałahur M.,miosz-kaahur,review_auto_same_club_history
Lechia Gdańsk,lechia-gdansk,Khlan M.,maksym-khlan,review_auto_same_club_history
Lechia Gdańsk,lechia-gdansk,Mena C.,camilo-andres-mena-marquez,review_auto_same_club_history
Lechia Gdańsk,lechia-gdansk,Neugebauer T.,tomasz-neugebauer,review_auto_same_club_history
Lechia Gdańsk,lechia-gdansk,Olsson E.,elias-oskar-olsson,review_auto_same_club_history
Lechia Gdańsk,lechia-gdansk,Piła D.,dominik-pia,review_auto_same_club_history
Lechia Gdańsk,lechia-gdansk,Pllana B.,bujar-pllana,review_auto_same_club_history
Lechia Gdańsk,lechia-gdansk,Sarnavskyi B.,bohdan-sarnavskyi,review_auto_same_club_history
Lechia Gdańsk,lechia-gdansk,Sezonienko K.,kacper-sezonienko,review_auto_same_club_history
Lechia Gdańsk,lechia-gdansk,Tsarenko A.,anton-tsarenko,review_auto_same_club_history
Lechia Gdańsk,lechia-gdansk,Viunnyk B.,bohdan-viunnyk,review_auto_same_club_history
Lechia Gdańsk,lechia-gdansk,Weirauch S.,szymon-weirauch,review_auto_same_club_history
Lechia Gdańsk,lechia-gdansk,Wendt K.,karl-sydney-wendt,review_auto_same_club_history
Lechia Gdańsk,lechia-gdansk,Wójtowicz T.,tomasz-wojtowicz,review_auto_same_club_history
Lechia Gdańsk,lechia-gdansk,Zhelizko I.,ivan-zhelizko,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Alfarela M.,allan-migouel-alfarela,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Augustyniak R.,rafa-sylwester-augustyniak,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Bichakhchyan V.,vahan-bichakhchyan,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Burch M.,marco-burch,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Celhaka J.,jurgen-celhaka,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Chodyna K.,kacper-chodyna,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Elitim J.,juergen-farid-elitim-sepulveda,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Goncalves C.,joaquim-claude-goncalves-araujo,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Gual M.,marc-gual-huguet,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Jędrzejczyk A.,artur-marcin-jedrzejczyk,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Kapuadi S.,steve-nkanu-kapuadi,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Kapustka B.,bartosz-kapustka,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Kobylak G.,gabriel-kobylak,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Kramer B.,blaz-kramer,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Kucharczyk M.,micha-kucharczyk,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Kun P.,patryk-kun,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Majchrzak J.,jordan-aleksander-majchrzak,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Morishita R.,ryoya-morishita,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Mozie P.,pascal-mozie,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Nsame J.,jean-pierre-junior-nsame,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Olewinski O.,oliwier-olewinski,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Pankov R.,radovan-pankov,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Pekhart T.,tomas-pekhart,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Sergio Barcia,sergio-barcia-laranxeira,manual_accept_review_needed
Legia Warszawa,legia-warszawa,Shkurin I.,ilya-shkurin,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Strzałek I.,igor-strzaek,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Szczepaniak M.,mateusz-szczepaniak,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Tobiasz K.,kacper-tobiasz,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Urbański W.,wojciech-urbanski,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Vinagre R.,ruben-goncalo-da-silva-nascimento-vinagre,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Wszołek P.,pawe-marek-wszoek,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Wyganowski A.,aleksander-wyganowski,review_auto_same_club_history
Legia Warszawa,legia-warszawa,Ziółkowski J.,jan-ziokowski,review_auto_same_club_history
Motor Lublin,motor-lublin,Augustin J.,jean-kevin-augustin,review_auto_same_club_history
Motor Lublin,motor-lublin,Brkic I.,ivan-brkic,review_auto_same_club_history
Motor Lublin,motor-lublin,Caliskaner K.,kaan-caliskaner,review_auto_same_club_history
Motor Lublin,motor-lublin,Ceglarz P.,piotr-ceglarz,review_auto_same_club_history
Motor Lublin,motor-lublin,Ede B.,bright-ede,review_auto_same_club_history
Motor Lublin,motor-lublin,Gąsior M.,marcel-gasior,review_auto_same_club_history
Motor Lublin,motor-lublin,Kruk K.,kamil-kruk,review_auto_same_club_history
Motor Lublin,motor-lublin,Król M.,micha-krol,review_auto_same_club_history
Motor Lublin,motor-lublin,Król R.,rafa-krol,review_auto_same_club_history
Motor Lublin,motor-lublin,Kubica K.,krzysztof-kubica,review_auto_same_club_history
Motor Lublin,motor-lublin,Luberecki F.,filip-luberecki,review_auto_same_club_history
Motor Lublin,motor-lublin,Matthys H.,herve-jean-matthys,review_auto_same_club_history
Motor Lublin,motor-lublin,Najemski A.,arkadiusz-najemski,review_auto_same_club_history
Motor Lublin,motor-lublin,Ndiaye M.,mbaye-jacques-ndiaye,review_auto_same_club_history
Motor Lublin,motor-lublin,Palacz K.,krystian-palacz,review_auto_same_club_history
Motor Lublin,motor-lublin,Romanowski P.,patryk-romanowski,review_auto_same_club_history
Motor Lublin,motor-lublin,Rosa K.,kacper-rosa,review_auto_same_club_history
Motor Lublin,motor-lublin,Rudol S.,sebastian-rudol,review_auto_same_club_history
Motor Lublin,motor-lublin,Samper S.,sergi-samper-montana,review_auto_same_club_history
Motor Lublin,motor-lublin,Scalet M.,mathieu-scalet,review_auto_same_club_history
Motor Lublin,motor-lublin,Sefer A.,antonio-sefer,review_auto_same_club_history
Motor Lublin,motor-lublin,Stolarski P.,pawe-stolarski,review_auto_same_club_history
Motor Lublin,motor-lublin,Tratnik G.,gasper-tratnik,review_auto_same_club_history
Motor Lublin,motor-lublin,Wełniak K.,kacper-weniak,review_auto_same_club_history
Motor Lublin,motor-lublin,Wolski B.,bartosz-wolski,review_auto_same_club_history
Motor Lublin,motor-lublin,Wójcik F.,filip-wojcik,review_auto_same_club_history
Motor Lublin,motor-lublin,van Hoeven B.,bradly-van-hoeven,review_auto_same_club_history
Motor Lublin,motor-lublin,Łabojko J.,jakub-jan-abojko,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Ameyaw M.,michael-ameyaw,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Chrapek M.,micha-ukasz-chrapek,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Czerwiński J.,jakub-czerwinski,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Drapiński I.,igor-drapinski,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Dziczek P.,patryk-dziczek,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Felix J.,jorge-felix-munoz-garcia,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Gale T.,thierry-gale,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Huk T.,tomas-huk,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Jirka E.,erik-jirka,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Karbowy F.,filip-karbowy,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Katsantonis A.,andreas-katsantonis,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Kirejczyk G.,gabriel-kirejczyk,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Kopczyński M.,mateusz-kopczynski,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Kostadinov T.,tihomir-kostadinov,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Krykun S.,serhij-krykun,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Kądzior D.,damian-kadzior,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Lewicki J.,jakub-lewicki,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Leśniak O.,oskar-lesniak,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Mokwa T.,tomasz-mokwa,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Mosór A.,ariel-pawe-mosor,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Mucha S.,szczepan-mucha,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Nobrega M.,miguel-nobrega,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Piasecki F.,fabian-piasecki,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Pitan L.,levis-pitan,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Plach F.,frantisek-plach,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Pyrka A.,arkadiusz-pyrka,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Rosołek M.,maciej-rosoek,review_auto_transfer_candidate
Piast Gliwice,piast-gliwice,Szczepański M.,miosz-szczepanski,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Szymański K.,karol-szymanski,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Tomasiewicz G.,grzegorz-tomasiewicz,review_auto_same_club_history
Piast Gliwice,piast-gliwice,Zedadka A.,akim-zedadka,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Bak M.,mateusz-bak,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Bichakhchyan V.,vahan-bichakhchyan,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Cojocaru V.,valentin-alexandru-cojocaru,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Gamboa J.,joao-pedro-da-costa-gamboa,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Gorgon A.,alexander-gorgon,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Grosicki K.,kamil-pawe-grosicki,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Kamiński K.,krzysztof-kaminski,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Keramitsis D.,dimitris-keramitsis,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Klukowski A.,antoni-klukowski,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Korczakowski O.,olaf-korczakowski,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Koulouris E.,efthymios-koulouris,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Koutris L.,leonardo-pablo-koutris,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Kurzawa R.,rafa-maciej-kurzawa,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Lis J.,jakub-lis,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Lisowski W.,wojciech-lisowski,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Loncar D.,danijel-loncar,review_auto_same_club_history
