kolejka,gospodarz,gosc,mecze_treningowe,gole_gosp,gole_gosc,suma_goli,wynik_1x2,btts_rzecz,over05_rzecz,over15_rzecz,over25_rzecz,over35_rzecz,lambda_home,lambda_away,lambda_total,p_home,p_draw,p_away,wynik_pred,czy_trafil,log_loss,p_btts,p_under_05,p_under_15,p_under_25,p_under_35,p_over_05,p_over_15,p_over_25,p_over_35,blad_lambda_home,blad_lambda_away,jest_beniaminek,ben_druzyna,n_mecze_ben,waga_priora,p_h_cal,p_d_cal,p_a_cal,wynik_pred_cal,ll_cal
1,Jagiellonia Białystok,Bruk-Bet Termalica Nieciecza,612,0,4,4,A,0,1,1,1,1,2.2695,0.8408,3.1103,0.6963,0.18,0.1237,H,0,2.0899,0.5099,0.0446,0.1833,0.399,0.6226,0.9554,0.8167,0.601,0.3774,2.2695,3.1592,1,Bruk-Bet Termalica Nieciecza,0.0,1.0,0.5391727477680077,0.25339274972819864,0.2074345025037935,H,1.5729396397236433
1,Lech Poznań,Cracovia,612,1,4,5,A,1,1,1,1,1,2.1715,1.0401,3.2116,0.6313,0.1976,0.1711,H,0,1.7655,0.5729,0.0403,0.1697,0.3775,0.6,0.9597,0.8303,0.6225,0.4,1.1715,2.9599,0,,,,0.5132352695443555,0.25788609794507206,0.22887863251057242,H,1.474563404958531
1,Widzew Łódź,Zagłębie Lubin,612,1,0,1,H,0,1,0,0,0,1.4555,0.9648,2.4203,0.4848,0.265,0.2502,H,1,0.724,0.4745,0.0889,0.3041,0.5644,0.7745,0.9111,0.6959,0.4356,0.2255,0.4555,0.9648,0,,,,0.46100133142177413,0.2814940858085272,0.2575045827696987,H,0.7743543478730124
1,Wisła Płock,Korona Kielce,612,2,0,2,H,0,1,1,0,0,1.096,1.0452,2.1412,0.365,0.296,0.3391,H,1,1.0079,0.4317,0.1175,0.3691,0.6385,0.8308,0.8825,0.6309,0.3615,0.1692,0.904,1.0452,1,Wisła Płock,0.0,1.0,0.41894533150604857,0.29364378645959077,0.28741088203436066,H,0.8700148413050182
1,GKS Katowice,Raków Częstochowa,612,0,1,1,A,0,1,0,0,0,1.0239,1.3036,2.3275,0.2924,0.2782,0.4294,A,1,0.8454,0.4668,0.0975,0.3246,0.5888,0.7937,0.9025,0.6754,0.4112,0.2063,1.0239,0.3036,0,,,,0.3927250949942443,0.2910780636011417,0.31619684140461396,H,1.151390343489378
1,Górnik Zabrze,Lechia Gdańsk,612,2,1,3,H,1,1,1,1,0,1.7997,0.98,2.7797,0.5663,0.2304,0.2034,H,1,0.5687,0.5214,0.0621,0.2346,0.4743,0.6965,0.9379,0.7654,0.5257,0.3035,0.2003,0.02,0,,,,0.489522492639326,0.2695883692140856,0.24088913814658836,H,0.7143248678336949
1,Motor Lublin,Arka Gdynia,612,1,0,1,H,0,1,0,0,0,1.7539,1.1117,2.8656,0.5241,0.2354,0.2405,H,1,0.6461,0.5549,0.0569,0.2201,0.454,0.6773,0.9431,0.7799,0.546,0.3227,0.7539,1.1117,1,Arka Gdynia,0.0,1.0,0.47479049404328627,0.2706756449146107,0.2545338610421031,H,0.7448816374173786
1,Legia Warszawa,Piast Gliwice,612,0,1,1,A,0,1,0,0,0,1.4256,0.8807,2.3063,0.4977,0.2699,0.2324,H,0,1.4592,0.4448,0.0996,0.3294,0.5944,0.7981,0.9004,0.6706,0.4056,0.2019,1.4256,0.1193,0,,,,0.4654854022956965,0.2834442454811844,0.25107035222311896,H,1.382022091382114
1,Radomiak Radom,Pogoń Szczecin,612,5,1,6,H,1,1,1,1,1,1.3119,1.7464,3.0583,0.2888,0.2344,0.4769,A,0,1.2421,0.6033,0.047,0.1906,0.4103,0.6342,0.953,0.8094,0.5897,0.3658,3.6881,0.7464,0,,,,0.39370713067496294,0.2760343667417489,0.33025850258328826,H,0.9321479692458349
2,Arka Gdynia,Radomiak Radom,621,1,1,2,D,1,1,1,0,0,0.6743,0.4092,1.0835,0.3675,0.4384,0.1941,D,1,0.8245,0.1647,0.3384,0.7051,0.9037,0.9755,0.6616,0.2949,0.0963,0.0245,0.3257,0.5908,1,Arka Gdynia,1.0,0.9091,0.42278290215540243,0.33914326417255486,0.23807383367204266,H,1.0813326526967442
2,Lechia Gdańsk,Lech Poznań,621,3,4,7,A,1,1,1,1,1,1.215,1.8856,3.1006,0.2448,0.2247,0.5305,A,1,0.6339,0.5966,0.045,0.1846,0.4011,0.6247,0.955,0.8154,0.5989,0.3753,1.785,2.1144,0,,,,0.3767327698160509,0.2757428241899625,0.3475244059939866,H,1.0569203833672969
2,Pogoń Szczecin,Motor Lublin,621,4,1,5,H,1,1,1,1,1,2.4197,1.1648,3.5845,0.6503,0.1818,0.1679,H,1,0.4304,0.6268,0.0278,0.1273,0.3056,0.5186,0.9722,0.8727,0.6944,0.4814,1.5803,0.1648,0,,,,0.5204380726276647,0.2513761067279019,0.22818582064443352,H,0.6530843747053742
2,Korona Kielce,Legia Warszawa,621,0,2,2,A,0,1,1,0,0,1.1785,1.3467,2.5252,0.3265,0.2673,0.4062,A,1,0.9009,0.5122,0.08,0.2822,0.5374,0.7522,0.92,0.7178,0.4626,0.2478,1.1785,0.6533,0,,,,0.40600635150629455,0.2855194327501213,0.3084742157435842,H,1.1761170185669787
2,Cracovia,Bruk-Bet Termalica Nieciecza,621,2,0,2,H,0,1,1,0,0,0.5027,0.898,1.4007,0.1967,0.3709,0.4324,A,0,1.6259,0.2341,0.2464,0.5916,0.8333,0.9462,0.7536,0.4084,0.1667,0.0538,1.4973,0.898,1,Bruk-Bet Termalica Nieciecza,1.0,0.9091,0.3486125213879957,0.3281920989505169,0.3231953796614875,H,1.0537942274707353
2,GKS Katowice,Zagłębie Lubin,621,2,2,4,D,1,1,1,1,1,1.6974,0.9106,2.608,0.5594,0.2399,0.2007,H,0,1.4275,0.4882,0.0737,0.2659,0.5164,0.7343,0.9263,0.7341,0.4836,0.2657,0.3026,1.0894,0,,,,0.48712733307247624,0.27325467317746577,0.23961799375005793,H,1.297351049866915
2,Raków Częstochowa,Wisła Płock,621,1,2,3,A,1,1,1,1,0,0.4538,0.361,0.8148,0.274,0.5183,0.2077,D,0,1.5716,0.1106,0.4427,0.8034,0.9504,0.9903,0.5573,0.1966,0.0496,0.0097,0.5462,1.639,1,Wisła Płock,1.0,0.9091,0.3873861012278504,0.3650993159211827,0.24751458285096697,H,1.3962857780991755
2,Jagiellonia Białystok,Widzew Łódź,621,3,2,5,H,1,1,1,1,1,2.1175,0.9756,3.0931,0.6357,0.2002,0.1642,H,1,0.4531,0.5481,0.0454,0.1857,0.4027,0.6264,0.9546,0.8143,0.5973,0.3736,0.8825,1.0244,0,,,,0.5149162451875976,0.2592855323152604,0.22579822249714204,H,0.6637510222479017
2,Piast Gliwice,Górnik Zabrze,621,0,1,1,A,0,1,0,0,0,1.0441,0.816,1.8601,0.4017,0.3193,0.279,H,0,1.2766,0.3614,0.1557,0.4452,0.7145,0.8815,0.8443,0.5548,0.2855,0.1185,1.0441,0.184,0,,,,0.43183259291677734,0.3005636926108898,0.26760371447233283,H,1.3182480701355623
3,Wisła Płock,Piast Gliwice,630,2,0,2,H,0,1,1,0,0,1.0445,0.8221,1.8666,0.4003,0.3188,0.2808,H,1,0.9154,0.3633,0.1547,0.4433,0.7127,0.8804,0.8453,0.5567,0.2873,0.1196,0.9555,0.8221,1,Wisła Płock,2.0,0.8333,0.43134422246092324,0.300425812905558,0.2682299646335187,H,0.8408488476354379
3,Bruk-Bet Termalica Nieciecza,Pogoń Szczecin,630,1,1,2,D,1,1,1,0,0,1.2728,1.3855,2.6583,0.3438,0.26,0.3961,A,0,1.3469,0.5398,0.0701,0.2563,0.5039,0.7233,0.9299,0.7437,0.4961,0.2767,0.2728,0.3855,1,Bruk-Bet Termalica Nieciecza,2.0,0.8333,0.41260095629671417,0.28222082535997334,0.30517821834331244,H,1.2650654458299286
3,Legia Warszawa,Arka Gdynia,630,0,0,0,D,0,0,0,0,0,1.7357,0.7326,2.4683,0.6141,0.232,0.154,H,0,1.4612,0.4278,0.0847,0.2939,0.552,0.7643,0.9153,0.7061,0.448,0.2357,1.7357,0.7326,1,Arka Gdynia,2.0,0.8333,0.5074505411298919,0.2723132680198595,0.22023619085024856,H,1.3008021547463344
3,Motor Lublin,Jagiellonia Białystok,630,1,1,2,D,1,1,1,0,0,1.6077,2.0794,3.6871,0.3008,0.211,0.4882,A,0,1.556,0.6997,0.025,0.1174,0.2877,0.4969,0.975,0.8826,0.7123,0.5031,0.6077,1.0794,0,,,,0.39999367784911066,0.26649690851542424,0.3335094136354652,H,1.3223926357608795
3,Zagłębie Lubin,Korona Kielce,630,1,1,2,D,1,1,1,0,0,1.149,1.0042,2.1532,0.3897,0.2941,0.3162,H,0,1.224,0.4328,0.1161,0.3661,0.6353,0.8285,0.8839,0.6339,0.3647,0.1715,0.149,0.0042,0,,,,0.4277485711999817,0.29236927634693605,0.2798821524530822,H,1.229737630680065
3,Radomiak Radom,Raków Częstochowa,630,3,1,4,H,1,1,1,1,1,0.9982,1.5142,2.5124,0.2495,0.2585,0.4921,A,0,1.3884,0.4925,0.0811,0.2848,0.5406,0.7549,0.9189,0.7152,0.4594,0.2451,2.0018,0.5142,0,,,,0.3764794702556682,0.2874761771205264,0.3360443526238055,H,0.9768917611022786
3,Cracovia,Lechia Gdańsk,630,2,2,4,D,1,1,1,1,1,2.4546,1.2568,3.7114,0.6367,0.1823,0.181,H,0,1.7018,0.654,0.0244,0.1152,0.2836,0.4919,0.9756,0.8848,0.7164,0.5081,0.4546,0.7432,0,,,,0.5153269171163449,0.2509943678103436,0.2336787150733114,H,1.3823247791047264
3,Lech Poznań,Górnik Zabrze,630,2,1,3,H,1,1,1,1,0,1.6583,0.9423,2.6006,0.542,0.2442,0.2138,H,1,0.6124,0.494,0.0742,0.2673,0.5183,0.7359,0.9258,0.7327,0.4817,0.2641,0.3417,0.0577,0,,,,0.4809544681698871,0.2744887492121758,0.24455678261793717,H,0.7319826741264548
3,Widzew Łódź,GKS Katowice,630,3,0,3,H,0,1,1,1,0,1.374,1.2584,2.6324,0.3962,0.2615,0.3423,H,1,0.9259,0.5347,0.0719,0.2612,0.5103,0.7289,0.9281,0.7388,0.4897,0.2711,1.626,1.2584,0,,,,0.43083940021453104,0.2810009346283038,0.2881596651571653,H,0.8420198796309538
4,Arka Gdynia,Pogoń Szczecin,639,2,1,3,H,1,1,1,1,0,0.8603,1.2757,2.136,0.251,0.288,0.461,A,0,1.3823,0.4159,0.1181,0.3704,0.6399,0.8318,0.8819,0.6296,0.3601,0.1682,1.1397,0.2757,1,Arka Gdynia,3.0,0.7692,0.3756630227818939,0.29727439002129047,0.32706258719681564,H,0.9790627534395174
4,Legia Warszawa,GKS Katowice,639,3,1,4,H,1,1,1,1,1,1.9248,1.0779,3.0027,0.571,0.2202,0.2089,H,1,0.5604,0.5634,0.0497,0.1988,0.4226,0.6467,0.9503,0.8012,0.5774,0.3533,1.0752,0.0779,0,,,,0.49121424075969733,0.26550273618117404,0.24328302305912855,H,0.7108749107948296
4,Lechia Gdańsk,Motor Lublin,639,3,3,6,D,1,1,1,1,1,2.0008,1.6014,3.6022,0.4728,0.2152,0.312,H,0,1.5362,0.6904,0.0273,0.1255,0.3024,0.5148,0.9727,0.8745,0.6976,0.4852,0.9992,1.3986,0,,,,0.4584097587528328,0.2625543602734747,0.2790358809736926,H,1.337297131633867
4,Górnik Zabrze,Bruk-Bet Termalica Nieciecza,639,0,1,1,A,0,1,0,0,0,1.253,0.8584,2.1114,0.4549,0.2908,0.2543,H,0,1.3692,0.4116,0.1211,0.3767,0.6465,0.8365,0.8789,0.6233,0.3535,0.1635,1.253,0.1416,1,Bruk-Bet Termalica Nieciecza,3.0,0.7692,0.45057753990258903,0.2906093067781142,0.2588131533192968,H,1.3516488933837756
4,Korona Kielce,Radomiak Radom,639,3,0,3,H,0,1,1,1,0,1.402,1.2334,2.6354,0.4088,0.2607,0.3304,H,1,0.8944,0.5343,0.0717,0.2606,0.5096,0.7283,0.9283,0.7394,0.4904,0.2717,1.598,1.2334,0,,,,0.435190332669343,0.2804482265734174,0.2843614407572397,H,0.8319717972226455
4,Raków Częstochowa,Zagłębie Lubin,639,0,1,1,A,0,1,0,0,0,1.793,0.6098,2.4028,0.6597,0.2199,0.1204,H,0,2.117,0.3805,0.0905,0.3079,0.569,0.7782,0.9095,0.6921,0.431,0.2218,1.793,0.3902,0,,,,0.5257572044549689,0.27005430495873567,0.20418849058629535,H,1.5887117382764098
4,Jagiellonia Białystok,Cracovia,639,5,2,7,H,1,1,1,1,1,2.1792,1.4386,3.6178,0.5443,0.2051,0.2507,H,1,0.6083,0.6765,0.0268,0.124,0.2996,0.5115,0.9732,0.876,0.7004,0.4885,2.8208,0.5614,0,,,,0.4824064990845853,0.25864024639088906,0.25895325452452556,H,0.7289681612623483
4,Piast Gliwice,Lech Poznań,639,1,0,1,H,0,1,0,0,0,1.0004,1.1366,2.137,0.3176,0.2955,0.3869,A,0,1.1471,0.4294,0.118,0.3702,0.6396,0.8316,0.882,0.6298,0.3604,0.1684,0.0004,1.1366,0,,,,0.40166837448835274,0.2953902280904599,0.3029413974211873,H,0.9121284698963078
4,Widzew Łódź,Wisła Płock,639,1,1,2,D,1,1,1,0,0,1.1288,1.1598,2.2886,0.3501,0.2845,0.3654,A,0,1.2571,0.4644,0.1014,0.3335,0.5991,0.8017,0.8986,0.6665,0.4009,0.1983,0.1288,0.1598,1,Wisła Płock,3.0,0.7692,0.41391782345702194,0.29032819511398766,0.29575398142899034,H,1.23674328860996
5,Wisła Płock,Legia Warszawa,648,1,0,1,H,0,1,0,0,0,1.3664,1.1494,2.5158,0.4179,0.2671,0.315,H,1,0.8725,0.509,0.0808,0.2841,0.5398,0.7542,0.9192,0.7159,0.4602,0.2458,0.3664,1.1494,1,Wisła Płock,4.0,0.7143,0.4380953638754428,0.2825411660126491,0.27936347011190804,H,0.8253186665614806
5,Bruk-Bet Termalica Nieciecza,Raków Częstochowa,648,2,3,5,A,1,1,1,1,1,0.9045,1.0179,1.9224,0.3122,0.3153,0.3725,A,1,0.9874,0.3802,0.1463,0.4274,0.6977,0.8708,0.8537,0.5726,0.3023,0.1292,1.0955,1.9821,1,Bruk-Bet Termalica Nieciecza,4.0,0.7143,0.39911457606017264,0.3020491927234142,0.2988362312164131,H,1.2078595773300038
5,Motor Lublin,Piast Gliwice,648,0,0,0,D,0,0,0,0,0,1.182,1.1397,2.3217,0.3694,0.282,0.3486,H,0,1.2657,0.4715,0.0981,0.3259,0.5903,0.7949,0.9019,0.6741,0.4097,0.2051,1.182,1.1397,0,,,,0.42086567917602635,0.28882213243166766,0.29031218839230605,H,1.2419442390561175
5,Zagłębie Lubin,Lechia Gdańsk,648,6,2,8,H,1,1,1,1,1,1.6338,1.297,2.9308,0.4533,0.2424,0.3043,H,1,0.7913,0.5848,0.0534,0.2097,0.4389,0.6627,0.9466,0.7903,0.5611,0.3373,4.3662,0.703,0,,,,0.4507946327577842,0.27315658278973304,0.2760487844524827,H,0.7967434029260264
5,Radomiak Radom,Jagiellonia Białystok,648,1,2,3,A,1,1,1,1,0,1.6776,1.9246,3.6022,0.3413,0.2177,0.441,A,1,0.8186,0.6945,0.0273,0.1255,0.3024,0.5148,0.9727,0.8745,0.6976,0.4852,0.6776,0.0754,0,,,,0.41418551936915027,0.26693193475587973,0.31888254587497,H,1.1429324387469326
5,Pogoń Szczecin,Górnik Zabrze,648,0,3,3,A,0,1,1,1,0,1.6488,1.012,2.6608,0.5226,0.2452,0.2322,H,0,1.4602,0.5141,0.0699,0.2559,0.5033,0.7227,0.9301,0.7441,0.4967,0.2773,1.6488,1.988,0,,,,0.47416998581229564,0.27447936447919125,0.25135064970851306,H,1.3809063039711702
5,Cracovia,Widzew Łódź,648,1,0,1,H,0,1,0,0,0,1.8613,1.1879,3.0492,0.5312,0.2265,0.2423,H,1,0.6326,0.5871,0.0474,0.1919,0.4123,0.6362,0.9526,0.8081,0.5877,0.3638,0.8613,1.1879,0,,,,0.47737292456704844,0.2672450320511509,0.2553820433818008,H,0.7394572810404644
5,GKS Katowice,Arka Gdynia,648,4,1,5,H,1,1,1,1,1,1.2898,0.8757,2.1655,0.4612,0.2857,0.253,H,1,0.7739,0.4228,0.1147,0.3631,0.632,0.8261,0.8853,0.6369,0.368,0.1739,2.7102,0.1243,1,Arka Gdynia,4.0,0.7143,0.45278734318800407,0.28884126176048525,0.2583713950515106,H,0.7923327048071499
5,Lech Poznań,Korona Kielce,648,1,1,2,D,1,1,1,0,0,1.8415,0.8073,2.6488,0.6188,0.2221,0.1592,H,0,1.5047,0.4661,0.0707,0.2581,0.5063,0.7254,0.9293,0.7419,0.4937,0.2746,0.8415,0.1927,0,,,,0.5089037701494584,0.26824482516601705,0.22285140468452455,H,1.315855188744014
6,Wisła Płock,Zagłębie Lubin,657,2,1,3,H,1,1,1,1,0,1.5651,0.8007,2.3658,0.5548,0.2539,0.1913,H,1,0.5892,0.4358,0.0939,0.316,0.5787,0.7858,0.9061,0.684,0.4213,0.2142,0.4349,0.1993,1,Wisła Płock,5.0,0.6667,0.4856825703406244,0.27870420594919615,0.2356132237101796,H,0.7222000159226356
6,Legia Warszawa,Jagiellonia Białystok,657,0,0,0,D,0,0,0,0,0,1.8129,1.4373,3.2502,0.4652,0.2281,0.3067,H,0,1.478,0.638,0.0388,0.1648,0.3695,0.5914,0.9612,0.8352,0.6305,0.4086,1.8129,1.4373,0,,,,0.4552997453085303,0.2676473636091575,0.27705289108231224,H,1.318084972334516
6,Lechia Gdańsk,Arka Gdynia,657,1,0,1,H,0,1,0,0,0,1.6398,1.1806,2.8204,0.4808,0.2443,0.2749,H,1,0.7324,0.5585,0.0596,0.2276,0.4646,0.6874,0.9404,0.7724,0.5354,0.3126,0.6398,1.1806,1,Arka Gdynia,5.0,0.6667,0.4599476257539083,0.27376873882770697,0.26628363541838473,H,0.7766426530379242
6,Górnik Zabrze,GKS Katowice,657,3,0,3,H,0,1,1,1,0,1.5934,1.0111,2.6045,0.5091,0.2506,0.2404,H,1,0.6751,0.5069,0.0739,0.2665,0.5173,0.735,0.9261,0.7335,0.4827,0.265,1.4066,1.0111,0,,,,0.4694529200321577,0.2763435362263133,0.254203543741529,H,0.7561872621836914
6,Radomiak Radom,Bruk-Bet Termalica Nieciecza,657,1,1,2,D,1,1,1,0,0,1.4944,1.3209,2.8153,0.4137,0.2509,0.3353,H,0,1.3825,0.5686,0.0599,0.2285,0.4658,0.6885,0.9401,0.7715,0.5342,0.3115,0.4944,0.3209,1,Bruk-Bet Termalica Nieciecza,5.0,0.6667,0.43720280994085736,0.2768403011256283,0.2859568889335142,H,1.2843144692846464
6,Korona Kielce,Motor Lublin,657,2,0,2,H,0,1,1,0,0,1.5548,1.0999,2.6547,0.4782,0.2529,0.2689,H,1,0.7376,0.5262,0.0703,0.257,0.5048,0.7241,0.9297,0.743,0.4952,0.2759,0.4452,1.0999,0,,,,0.4588865579636106,0.27698573018105194,0.2641277118553374,H,0.7789522498743638
6,Raków Częstochowa,Lech Poznań,657,2,2,4,D,1,1,1,1,1,1.4252,1.0066,2.4318,0.4667,0.2671,0.2663,H,0,1.3203,0.482,0.0879,0.3016,0.5614,0.7721,0.9121,0.6984,0.4386,0.2279,0.5748,0.9934,0,,,,0.45474456516517187,0.28216986903258334,0.26308556580224474,H,1.2652460169415174
6,Piast Gliwice,Cracovia,657,0,0,0,D,0,0,0,0,0,1.2463,0.9908,2.2371,0.421,0.2853,0.2937,H,0,1.254,0.4479,0.1068,0.3456,0.6128,0.812,0.8932,0.6544,0.3872,0.188,1.2463,0.9908,0,,,,0.43880526283355936,0.28884958650886094,0.2723451506575797,H,1.2418491882640714
6,Widzew Łódź,Pogoń Szczecin,657,1,2,3,A,1,1,1,1,0,1.3248,1.4202,2.745,0.3505,0.2554,0.3941,A,1,0.931,0.5567,0.0642,0.2406,0.4827,0.7042,0.9358,0.7594,0.5173,0.2958,0.3248,0.5798,0,,,,0.4151877786002464,0.2803253111179075,0.30448691028184605,H,1.1891271803363221
7,Arka Gdynia,Wisła Płock,666,1,0,1,H,0,1,0,0,0,0.7812,1.1025,1.8837,0.2572,0.314,0.4288,A,0,1.3578,0.3621,0.152,0.4384,0.7081,0.8775,0.848,0.5616,0.2919,0.1225,0.2188,1.1025,1,Arka Gdynia,6.0,0.625,0.37731078101743565,0.3051245524714057,0.31756466651115867,H,0.9746860782949109
7,Bruk-Bet Termalica Nieciecza,Korona Kielce,666,1,3,4,A,1,1,1,1,1,1.3013,0.8788,2.1801,0.4637,0.2843,0.252,H,0,1.3783,0.4256,0.113,0.3595,0.6281,0.8233,0.887,0.6405,0.3719,0.1767,0.3013,2.1212,1,Bruk-Bet Termalica Nieciecza,6.0,0.625,0.4536423885626057,0.28834461663797445,0.2580129947994197,H,1.3547453278893054
7,Zagłębie Lubin,Piast Gliwice,666,2,2,4,D,1,1,1,1,1,0.9308,0.8983,1.8291,0.346,0.3256,0.3284,H,0,1.122,0.3591,0.1606,0.4542,0.7228,0.8866,0.8394,0.5458,0.2772,0.1134,1.0692,1.1017,0,,,,0.41160410055196023,0.3039011128557085,0.2844947865923314,H,1.1910529171519502
7,Górnik Zabrze,Motor Lublin,666,0,1,1,A,0,1,0,0,0,1.8762,0.9231,2.7993,0.5975,0.2217,0.1808,H,0,1.7103,0.5104,0.0609,0.2312,0.4696,0.6921,0.9391,0.7688,0.5304,0.3079,1.8762,0.0769,0,,,,0.5008195643602107,0.2670680329900208,0.23211240264976848,H,1.4605335304652003
7,Pogoń Szczecin,Raków Częstochowa,666,2,0,2,H,0,1,1,0,0,1.3435,1.2475,2.591,0.3905,0.2641,0.3455,H,1,0.9404,0.5268,0.0749,0.2691,0.5207,0.738,0.9251,0.7309,0.4793,0.262,0.6565,1.2475,0,,,,0.42877555348568286,0.28204925412133597,0.2891751923929812,H,0.8468216823113875
7,Cracovia,Legia Warszawa,666,2,1,3,H,1,1,1,1,0,1.5695,1.4342,3.0037,0.4086,0.2422,0.3492,H,1,0.895,0.6031,0.0496,0.1986,0.4224,0.6464,0.9504,0.8014,0.5776,0.3536,0.4305,0.4342,0,,,,0.435832423254339,0.2737731452029467,0.2903944315427143,H,0.8304974598487087
7,GKS Katowice,Radomiak Radom,666,3,2,5,H,1,1,1,1,1,1.8833,1.4012,3.2845,0.4888,0.2242,0.287,H,1,0.7157,0.6391,0.0375,0.1605,0.3626,0.5838,0.9625,0.8395,0.6374,0.4162,1.1167,0.5988,0,,,,0.46325476065742577,0.2660436432475952,0.2707015960949791,H,0.7694781372209547
7,Lech Poznań,Widzew Łódź,666,2,1,3,H,1,1,1,1,0,1.9573,0.898,2.8553,0.6213,0.2128,0.1659,H,1,0.476,0.5089,0.0575,0.2218,0.4564,0.6796,0.9425,0.7782,0.5436,0.3204,0.0427,0.102,0,,,,0.5096362989162629,0.26427059823045923,0.22609310285327788,H,0.6740579470484876
7,Jagiellonia Białystok,Lechia Gdańsk,666,2,0,2,H,0,1,1,0,0,3.0034,1.2311,4.2345,0.7309,0.1435,0.1255,H,1,0.3134,0.6729,0.0145,0.0759,0.2059,0.3895,0.9855,0.9241,0.7941,0.6105,1.0034,1.2311,0,,,,0.5533908476454786,0.23622407777715188,0.2103850745773694,H,0.5916907501732307
8,Wisła Płock,Cracovia,675,0,0,0,D,0,0,0,0,0,1.5268,1.1299,2.6567,0.4642,0.2546,0.2812,H,0,1.3679,0.5299,0.0702,0.2566,0.5043,0.7236,0.9298,0.7434,0.4957,0.2764,1.5268,1.1299,1,Wisła Płock,7.0,0.5882,0.4541123317607687,0.2776159031583077,0.2682717650809235,H,1.2815167639561347
8,Legia Warszawa,Radomiak Radom,675,4,1,5,H,1,1,1,1,1,2.085,1.0795,3.1645,0.6047,0.2062,0.189,H,1,0.503,0.5782,0.0422,0.1759,0.3874,0.6105,0.9578,0.8241,0.6126,0.3895,1.915,0.0795,0,,,,0.5034011703298464,0.26063388776799346,0.2359649419021601,H,0.686367871432916
8,Lechia Gdańsk,GKS Katowice,675,2,0,2,H,0,1,1,0,0,1.8638,1.7713,3.6351,0.4096,0.218,0.3724,H,1,0.8925,0.7012,0.0264,0.1223,0.2966,0.5078,0.9736,0.8777,0.7034,0.4922,0.1362,1.7713,0,,,,0.4374805704405036,0.26465179771339187,0.2978676318461045,H,0.8267229845923459
8,Motor Lublin,Bruk-Bet Termalica Nieciecza,675,1,1,2,D,1,1,1,0,0,1.5327,1.2972,2.8299,0.4284,0.2493,0.3223,H,0,1.3891,0.5698,0.059,0.226,0.4623,0.6853,0.941,0.774,0.5377,0.3147,0.5327,0.2972,1,Bruk-Bet Termalica Nieciecza,7.0,0.5882,0.4422078261756078,0.2759940323315758,0.28179814149281635,H,1.2873760354857897
8,Korona Kielce,Pogoń Szczecin,675,1,0,1,H,0,1,0,0,0,1.2508,1.3341,2.5849,0.3482,0.2645,0.3873,A,0,1.0551,0.5257,0.0754,0.2703,0.5222,0.7393,0.9246,0.7297,0.4778,0.2607,0.2508,1.3341,0,,,,0.41396387930744005,0.28359322775610957,0.3024428929364503,H,0.8819765570128169
8,Lech Poznań,Zagłębie Lubin,675,1,2,3,A,1,1,1,1,0,2.143,0.9059,3.0489,0.6572,0.195,0.1477,H,0,1.9123,0.5259,0.0474,0.192,0.4123,0.6363,0.9526,0.808,0.5877,0.3637,1.143,1.0941,0,,,,0.5233252529283792,0.2580874465631862,0.2185873005084346,H,1.520569799582178
8,Raków Częstochowa,Górnik Zabrze,675,0,1,1,A,0,1,0,0,0,1.3139,0.7755,2.0894,0.4936,0.2859,0.2205,H,0,1.5118,0.3945,0.1238,0.3824,0.6525,0.8406,0.8762,0.6176,0.3475,0.1594,1.3139,0.2245,0,,,,0.46421124101442046,0.28925298316913267,0.24653577581644687,H,1.4002481608724808
8,Piast Gliwice,Jagiellonia Białystok,675,1,1,2,D,1,1,1,0,0,1.098,1.113,2.211,0.351,0.2904,0.3585,A,0,1.2364,0.4475,0.1096,0.3519,0.6198,0.8172,0.8904,0.6481,0.3802,0.1828,0.098,0.113,0,,,,0.41408331994665964,0.29227365654510157,0.2936430235082388,H,1.2300647356438215
8,Widzew Łódź,Arka Gdynia,675,2,0,2,H,0,1,1,0,0,1.2589,0.7588,2.0177,0.482,0.2937,0.2242,H,1,0.7297,0.3808,0.133,0.4012,0.6719,0.8539,0.867,0.5988,0.3281,0.1461,0.7411,0.7588,1,Arka Gdynia,7.0,0.5882,0.4602157567701186,0.2918916739978419,0.24789256923203945,H,0.7760598630054325
9,Arka Gdynia,Korona Kielce,684,0,0,0,D,0,0,0,0,0,0.8472,0.9505,1.7977,0.3075,0.3285,0.364,A,0,1.1132,0.3505,0.1657,0.4635,0.7313,0.8917,0.8343,0.5365,0.2687,0.1083,0.8472,0.9505,1,Arka Gdynia,8.0,0.5556,0.3970633948086955,0.3064576928428387,0.29647891234846574,H,1.1826755662725101
9,Bruk-Bet Termalica Nieciecza,Lech Poznań,684,0,2,2,A,0,1,1,0,0,1.2214,1.4579,2.6793,0.3168,0.2572,0.4259,A,1,0.8535,0.5411,0.0686,0.2524,0.4987,0.7187,0.9314,0.7476,0.5013,0.2813,1.2214,0.5421,1,Bruk-Bet Termalica Nieciecza,8.0,0.5556,0.4029273601515219,0.28252733132491564,0.3145453085235625,H,1.156627147960294
9,Zagłębie Lubin,Motor Lublin,684,2,2,4,D,1,1,1,1,1,1.6963,1.2339,2.9302,0.4823,0.2391,0.2785,H,0,1.4307,0.5789,0.0534,0.2098,0.439,0.6629,0.9466,0.7902,0.561,0.3371,0.3037,0.7661,0,,,,0.4606037558928485,0.27180854622818157,0.2675876978789699,H,1.3026573346829577
