kolejka,gospodarz,gosc,mecze_treningowe,gole_gosp,gole_gosc,suma_goli,wynik_1x2,btts_rzecz,over05_rzecz,over15_rzecz,over25_rzecz,over35_rzecz,lambda_home,lambda_away,lambda_total,p_home,p_draw,p_away,wynik_pred,czy_trafil,log_loss,p_btts,p_under_05,p_under_15,p_under_25,p_under_35,p_over_05,p_over_15,p_over_25,p_over_35,blad_lambda_home,blad_lambda_away,jest_beniaminek,ben_druzyna,n_mecze_ben,waga_priora,p_h_cal,p_d_cal,p_a_cal,wynik_pred_cal,ll_cal
33,Radomiak Radom,Lech Poznań,900,1,3,4,A,1,1,1,1,1,1.4094,1.6728,3.0822,0.3244,0.2371,0.4385,A,1,0.8243,0.6138,0.0459,0.1872,0.405,0.6288,0.9541,0.8128,0.595,0.3712,0.4094,1.3272,0,,,,0.40682943793533116,0.2749735195700577,0.31819704249461106,H,1.1450844576074677
33,Korona Kielce,Widzew Łódź,900,1,0,1,H,0,1,0,0,0,1.258,0.9515,2.2095,0.4336,0.2861,0.2803,H,1,0.8356,0.4394,0.1098,0.3522,0.6202,0.8175,0.8902,0.6478,0.3798,0.1825,0.258,0.9515,0,,,,0.44316672578372,0.28901109908629374,0.2678221751299862,H,0.8138092235702951
33,GKS Katowice,Jagiellonia Białystok,900,2,2,4,D,1,1,1,1,1,1.576,1.5036,3.0796,0.3961,0.2392,0.3646,H,0,1.4303,0.6168,0.046,0.1876,0.4056,0.6294,0.954,0.8124,0.5944,0.3706,0.424,0.4964,0,,,,0.43176454685903004,0.2729879390320254,0.29524751410894456,H,1.2983276641429848
33,Piast Gliwice,Raków Częstochowa,900,1,3,4,A,1,1,1,1,1,0.986,1.0532,2.0392,0.3302,0.3047,0.3651,A,1,1.0076,0.4083,0.1301,0.3955,0.6661,0.85,0.8699,0.6045,0.3339,0.15,0.014,1.9468,0,,,,0.4061120257512609,0.29779823066616334,0.29608974358257584,H,1.2170926828312312
34,Bruk-Bet Termalica Nieciecza,Lechia Gdańsk,909,3,2,5,H,1,1,1,1,1,1.8294,1.8776,3.707,0.3825,0.2158,0.4017,A,0,0.961,0.7111,0.0246,0.1156,0.2843,0.4927,0.9754,0.8844,0.7157,0.5073,1.1706,0.1224,1,Bruk-Bet Termalica Nieciecza,33.0,0.2326,0.4285446259266835,0.26458539508634377,0.3068699789869727,H,0.8473604018472851
34,Legia Warszawa,Motor Lublin,909,4,0,4,H,0,1,1,1,1,1.8797,1.0728,2.9525,0.5622,0.2241,0.2137,H,1,0.576,0.5575,0.0522,0.2064,0.4339,0.6579,0.9478,0.7936,0.5661,0.3421,2.1203,1.0728,0,,,,0.4881076820207657,0.26689334967733935,0.24499896830189496,H,0.7172192375921819
34,Górnik Zabrze,Radomiak Radom,909,6,2,8,H,1,1,1,1,1,1.6501,1.019,2.6691,0.5212,0.245,0.2337,H,1,0.6516,0.5163,0.0693,0.2543,0.5012,0.7209,0.9307,0.7457,0.4988,0.2791,4.3499,0.981,0,,,,0.4737047794716994,0.2743890767256919,0.25190614380260873,H,0.7471709794438434
34,Pogoń Szczecin,GKS Katowice,909,1,1,2,D,1,1,1,0,0,1.7814,1.2302,3.0116,0.5032,0.2327,0.2641,H,0,1.458,0.5886,0.0492,0.1974,0.4206,0.6446,0.9508,0.8026,0.5794,0.3554,0.7814,0.2302,0,,,,0.46776909349612117,0.26940531498535597,0.2628255915185229,H,1.3115382862273766
34,Cracovia,Korona Kielce,909,1,1,2,D,1,1,1,0,0,1.4241,0.9888,2.4129,0.4706,0.2677,0.2617,H,0,1.3181,0.4768,0.0896,0.3056,0.5663,0.776,0.9104,0.6944,0.4337,0.224,0.4241,0.0112,0,,,,0.45609303024565107,0.28240583698796246,0.2615011327663865,H,1.2644101043558251
34,Lech Poznań,Wisła Płock,909,2,2,4,D,1,1,1,1,1,1.7479,0.7115,2.4594,0.6224,0.2298,0.1478,H,0,1.4706,0.4205,0.0855,0.2957,0.5543,0.7662,0.9145,0.7043,0.4457,0.2338,0.2521,1.2885,1,Wisła Płock,33.0,0.2326,0.5106855849513273,0.27185883666480226,0.21745557838387036,H,1.3024723302543437
34,Raków Częstochowa,Arka Gdynia,909,3,0,3,H,0,1,1,1,0,2.0805,0.6642,2.7447,0.7042,0.1889,0.1069,H,1,0.3508,0.4247,0.0643,0.2407,0.4828,0.7043,0.9357,0.7593,0.5172,0.2957,0.9195,0.6642,1,Arka Gdynia,33.0,0.2326,0.5434108652984198,0.25870778686103624,0.19788134784054404,H,0.6098895871614112
34,Jagiellonia Białystok,Zagłębie Lubin,909,1,0,1,H,0,1,0,0,0,1.9475,0.975,2.9225,0.6005,0.216,0.1835,H,1,0.51,0.534,0.0538,0.211,0.4408,0.6646,0.9462,0.789,0.5592,0.3354,0.9475,0.975,0,,,,0.5018665476026346,0.26473627272791034,0.2333971796694551,H,0.689421036061519
34,Widzew Łódź,Piast Gliwice,909,2,1,3,H,1,1,1,1,0,1.1577,0.9527,2.1104,0.4041,0.2966,0.2993,H,1,0.906,0.4213,0.1212,0.3769,0.6468,0.8367,0.8788,0.6231,0.3532,0.1633,0.8423,0.0473,0,,,,0.43277518380952607,0.29294171643148914,0.27428309975898474,H,0.8375368917963654
