flash_team,klub_slug,flash_name,review_current_status,review_existing_player_slug,review_proposed_status,review_proposed_player_slug,review_evidence,final_status,player_slug,match_method,identity_clubs_all,identity_seasons_all,identity_target_season_clubs,identity_season_club_path,identity_sample_name,identity_in_target_club
Górnik Zabrze,gornik-zabrze,Rupanov B.,matched_existing,borislav-ivanov-rupanov,matched_existing,borislav-ivanov-rupanov,already_in_player_mapping_csv,matched_existing,borislav-ivanov-rupanov,existing_mapping,gornik-zabrze,2025/26,gornik-zabrze,2025/26:gornik-zabrze,Borislav Ivanov RupanovGórnik Zabrze,1
Górnik Zabrze,gornik-zabrze,Sadilek L.,matched_existing,lukas-sadilek,matched_existing,lukas-sadilek,already_in_player_mapping_csv,matched_existing,lukas-sadilek,existing_mapping,gornik-zabrze,2025/26,gornik-zabrze,2025/26:gornik-zabrze,Lukáš SadílekGórnik Zabrze,1
Górnik Zabrze,gornik-zabrze,Sauer M.,matched_existing,mathias-dahl-sauer,matched_existing,mathias-dahl-sauer,already_in_player_mapping_csv,matched_existing,mathias-dahl-sauer,existing_mapping,gornik-zabrze,2025/26,gornik-zabrze,2025/26:gornik-zabrze,Mathias Dahl SauerGórnik Zabrze,1
Górnik Zabrze,gornik-zabrze,Sow O.,matched_existing,ousmane-sow,matched_existing,ousmane-sow,already_in_player_mapping_csv,matched_existing,ousmane-sow,existing_mapping,gornik-zabrze,2024/25 | 2025/26,gornik-zabrze,2024/25:gornik-zabrze | 2025/26:gornik-zabrze,Ousmane SowGórnik Zabrze,1
Górnik Zabrze,gornik-zabrze,Szala D.,matched_existing,dominik-jerzy-szala,matched_existing,dominik-jerzy-szala,already_in_player_mapping_csv,matched_existing,dominik-jerzy-szala,existing_mapping,gornik-zabrze,2023/24 | 2024/25 | 2025/26,gornik-zabrze,2023/24:gornik-zabrze | 2024/25:gornik-zabrze | 2025/26:gornik-zabrze,Dominik Jerzy SzalaGórnik Zabrze,1
Górnik Zabrze,gornik-zabrze,Szcześniak K.,matched_existing,kryspin-szczesniak,matched_existing,kryspin-szczesniak,already_in_player_mapping_csv,matched_existing,kryspin-szczesniak,existing_mapping,gornik-zabrze,2023/24 | 2024/25 | 2025/26,gornik-zabrze,2023/24:gornik-zabrze | 2024/25:gornik-zabrze | 2025/26:gornik-zabrze,Kryspin SzcześniakGórnik Zabrze,1
Górnik Zabrze,gornik-zabrze,Sáček M.,matched_existing,michal-sacek,matched_existing,michal-sacek,already_in_player_mapping_csv,matched_existing,michal-sacek,existing_mapping,gornik-zabrze | jagiellonia-bialystok,2023/24 | 2024/25 | 2025/26,gornik-zabrze,2023/24:jagiellonia-bialystok | 2024/25:jagiellonia-bialystok | 2025/26:gornik-zabrze,Michal SáčekJagiellonia Białystok,1
Górnik Zabrze,gornik-zabrze,Tsirigotis T.,matched_existing,theodoros-tsirigotis,matched_existing,theodoros-tsirigotis,already_in_player_mapping_csv,matched_existing,theodoros-tsirigotis,existing_mapping,gornik-zabrze,2025/26,gornik-zabrze,2025/26:gornik-zabrze,Theodoros TsirigotisGórnik Zabrze,1
Górnik Zabrze,gornik-zabrze,Zahovic L.,matched_existing,luka-zahovic,matched_existing,luka-zahovic,already_in_player_mapping_csv,matched_existing,luka-zahovic,existing_mapping,gornik-zabrze | pogon-szczecin,2023/24 | 2024/25 | 2025/26,gornik-zabrze,2023/24:pogon-szczecin | 2024/25:gornik-zabrze | 2025/26:gornik-zabrze,Luka ZahovićPogoń Szczecin,1
Górnik Zabrze,gornik-zabrze,Zmrzly O.,matched_existing,ondrej-zmrzly,matched_existing,ondrej-zmrzly,already_in_player_mapping_csv,matched_existing,ondrej-zmrzly,existing_mapping,gornik-zabrze,2025/26,gornik-zabrze,2025/26:gornik-zabrze,Ondřej ZmrzlýGórnik Zabrze,1
Górnik Zabrze,gornik-zabrze,Łubik M.,matched_existing,marcel-ubik,matched_existing,marcel-ubik,already_in_player_mapping_csv,matched_existing,marcel-ubik,existing_mapping,gornik-zabrze,2025/26,gornik-zabrze,2025/26:gornik-zabrze,Marcel ŁubikGórnik Zabrze,1
Jagiellonia Białystok,jagiellonia-bialystok,Abramowicz S.,matched_existing,sawomir-abramowicz,matched_existing,sawomir-abramowicz,already_in_player_mapping_csv,matched_existing,sawomir-abramowicz,existing_mapping,jagiellonia-bialystok,2024/25 | 2025/26,jagiellonia-bialystok,2024/25:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Sławomir AbramowiczJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Bazdar S.,matched_existing,samed-bazdar,matched_existing,samed-bazdar,already_in_player_mapping_csv,matched_existing,samed-bazdar,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Samed BaždarJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Cantero A.,matched_existing,alejandro-cantero-sanchez,matched_existing,alejandro-cantero-sanchez,already_in_player_mapping_csv,matched_existing,alejandro-cantero-sanchez,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Álex CanteroJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Costa S. T.,unresolved,,review_high_confidence,tomas-costa-silva,all_flash_tokens_in_slug | initial_match_any_given_token | same_club_history,matched_manual_review,tomas-costa-silva,manual_accept_review_high_confidence,jagiellonia-bialystok,2024/25,,2024/25:jagiellonia-bialystok,Tomás SilvaJagiellonia Białystok,0
Jagiellonia Białystok,jagiellonia-bialystok,Damasiewicz A.,unresolved,,no_candidate,,no_strict_candidate,no_candidate,,review_no_candidate,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Dieguez A.,unresolved,,auto_same_club_history,adrian-dieguez-grande,all_flash_tokens_in_slug | initial_match_any_given_token | same_club_history | present_in_target_season,matched_auto_same_club_history,adrian-dieguez-grande,review_auto_same_club_history,jagiellonia-bialystok | radomiak-radom,2023/24 | 2024/25 | 2025/26,radomiak-radom,2023/24:jagiellonia-bialystok | 2024/25:jagiellonia-bialystok | 2025/26:radomiak-radom,Adrián Diéguez GrandeJagiellonia Białystok,0
Jagiellonia Białystok,jagiellonia-bialystok,Drachal D.,matched_existing,dawid-drachal,matched_existing,dawid-drachal,already_in_player_mapping_csv,matched_existing,dawid-drachal,existing_mapping,jagiellonia-bialystok | rakow-czestochowa,2023/24 | 2024/25 | 2025/26,jagiellonia-bialystok,2023/24:rakow-czestochowa | 2024/25:rakow-czestochowa | 2025/26:jagiellonia-bialystok,Dawid DrachalRaków Częstochowa,1
Jagiellonia Białystok,jagiellonia-bialystok,Flach L.,matched_existing,leon-maximilian-flach,matched_existing,leon-maximilian-flach,already_in_player_mapping_csv,matched_existing,leon-maximilian-flach,existing_mapping,jagiellonia-bialystok,2024/25 | 2025/26,jagiellonia-bialystok,2024/25:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Leon Maximilian FlachJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Hirosawa T.,unresolved,,no_candidate,,no_strict_candidate,no_candidate,,review_no_candidate,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Jackson A.,matched_existing,aziel-christopher-jackson,matched_existing,aziel-christopher-jackson,already_in_player_mapping_csv,matched_existing,aziel-christopher-jackson,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Aziel Christopher JacksonJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Jesús I. B.,matched_existing,jesus-imaz-balleste,matched_existing,jesus-imaz-balleste,already_in_player_mapping_csv,matched_existing,jesus-imaz-balleste,existing_mapping,jagiellonia-bialystok,2023/24 | 2024/25 | 2025/26,jagiellonia-bialystok,2023/24:jagiellonia-bialystok | 2024/25:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Jesús Imaz BallestéJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Jóźwiak K.,matched_existing,kamil-jan-jozwiak,matched_existing,kamil-jan-jozwiak,already_in_player_mapping_csv,matched_existing,kamil-jan-jozwiak,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Kamil Jan JóźwiakJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Kobayashi Y.,matched_existing,yuki-kobayashi,matched_existing,yuki-kobayashi,already_in_player_mapping_csv,matched_existing,yuki-kobayashi,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Yuki KobayashiJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Konstantopoulos A.,unresolved,,auto_transfer_candidate,apostolos-chrysovalantis-konstantopoulos,all_flash_tokens_in_slug | suffix_exact | initial_match_any_given_token | present_in_target_season,matched_auto_transfer_candidate,apostolos-chrysovalantis-konstantopoulos,review_auto_transfer_candidate,rakow-czestochowa,2025/26,rakow-czestochowa,2025/26:rakow-czestochowa,Apostolos-Chrysovalantis KonstantopoulosRaków Częstochowa,0
Jagiellonia Białystok,jagiellonia-bialystok,Kozlowski E.,matched_existing,eryk-kozowski,matched_existing,eryk-kozowski,already_in_player_mapping_csv,matched_existing,eryk-kozowski,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Eryk KozłowskiJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Krasiewicz B.,unresolved,,no_candidate,,no_strict_candidate,no_candidate,,review_no_candidate,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Kuczynski M.,unresolved,,no_candidate,,no_strict_candidate,no_candidate,,review_no_candidate,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Lozano S.,matched_existing,sergio-lozano-lluch,matched_existing,sergio-lozano-lluch,already_in_player_mapping_csv,matched_existing,sergio-lozano-lluch,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Sergio Lozano LluchJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Mazurek B.,matched_existing,bartosz-mazurek,matched_existing,bartosz-mazurek,already_in_player_mapping_csv,matched_existing,bartosz-mazurek,existing_mapping,jagiellonia-bialystok,2024/25 | 2025/26,jagiellonia-bialystok,2024/25:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Bartosz MazurekJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Miki Villar,matched_existing,miguel-villar-alonso,matched_existing,miguel-villar-alonso,already_in_player_mapping_csv,matched_existing,miguel-villar-alonso,existing_mapping,jagiellonia-bialystok,2024/25 | 2025/26,jagiellonia-bialystok,2024/25:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Miguel Villar AlonsoJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Montoia G.,matched_existing,guilherme-manuel-serrao-montoia,matched_existing,guilherme-manuel-serrao-montoia,already_in_player_mapping_csv,matched_existing,guilherme-manuel-serrao-montoia,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Guilherme MontóiaJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Nahuel M.,matched_existing,matias-nahuel-leiva-esquivel,matched_existing,matias-nahuel-leiva-esquivel,already_in_player_mapping_csv,matched_existing,matias-nahuel-leiva-esquivel,existing_mapping,jagiellonia-bialystok | slask-wroclaw,2023/24 | 2024/25 | 2025/26,jagiellonia-bialystok,2023/24:slask-wroclaw | 2024/25:slask-wroclaw | 2025/26:jagiellonia-bialystok,Matías Nahuel Leiva EsquivelŚląsk Wrocław,1
Jagiellonia Białystok,jagiellonia-bialystok,Pankiewicz S.,unresolved,,no_candidate,,no_strict_candidate,no_candidate,,review_no_candidate,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Pelmard A.,matched_existing,andy-joseph-pelmard,matched_existing,andy-joseph-pelmard,already_in_player_mapping_csv,matched_existing,andy-joseph-pelmard,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Andy Joseph PelmardJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Piekutowski M.,matched_existing,miosz-piekutowski,matched_existing,miosz-piekutowski,already_in_player_mapping_csv,matched_existing,miosz-piekutowski,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Miłosz PiekutowskiJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Pietuszewski O.,matched_existing,oskar-pietuszewski,matched_existing,oskar-pietuszewski,already_in_player_mapping_csv,matched_existing,oskar-pietuszewski,existing_mapping,jagiellonia-bialystok,2024/25 | 2025/26,jagiellonia-bialystok,2024/25:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Oskar PietuszewskiJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Polak C.,matched_existing,cezary-polak,matched_existing,cezary-polak,already_in_player_mapping_csv,matched_existing,cezary-polak,existing_mapping,jagiellonia-bialystok,2024/25 | 2025/26,jagiellonia-bialystok,2024/25:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Cezary PolakJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Pozo A.,matched_existing,alejandro-pozo-pozo,matched_existing,alejandro-pozo-pozo,already_in_player_mapping_csv,matched_existing,alejandro-pozo-pozo,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Alejandro Pozo PozoJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Prip L.,matched_existing,louka-daniel-prip-andreasen,matched_existing,louka-daniel-prip-andreasen,already_in_player_mapping_csv,matched_existing,louka-daniel-prip-andreasen,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Louka Daniel Prip AndreasenJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Pululu A.,matched_existing,afimico-pululu,matched_existing,afimico-pululu,already_in_player_mapping_csv,matched_existing,afimico-pululu,existing_mapping,jagiellonia-bialystok,2023/24 | 2024/25 | 2025/26,jagiellonia-bialystok,2023/24:jagiellonia-bialystok | 2024/25:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Afimico PululuJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Rallis D.,matched_existing,dimitris-rallis,matched_existing,dimitris-rallis,already_in_player_mapping_csv,matched_existing,dimitris-rallis,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Dimitris RallisJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Romanczuk T.,matched_existing,taras-romanczuk,matched_existing,taras-romanczuk,already_in_player_mapping_csv,matched_existing,taras-romanczuk,existing_mapping,jagiellonia-bialystok,2023/24 | 2024/25 | 2025/26,jagiellonia-bialystok,2023/24:jagiellonia-bialystok | 2024/25:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Taras RomanczukJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Stojinović D.,matched_existing,dusan-stojinovic,matched_existing,dusan-stojinovic,already_in_player_mapping_csv,matched_existing,dusan-stojinovic,existing_mapping,jagiellonia-bialystok,2023/24 | 2024/25 | 2025/26,jagiellonia-bialystok,2023/24:jagiellonia-bialystok | 2024/25:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Dušan StojinovićJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Sylla Y.,matched_existing,youssuf-sylla,matched_existing,youssuf-sylla,already_in_player_mapping_csv,matched_existing,youssuf-sylla,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Youssuf SyllaJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Szmyt K.,unresolved,,auto_transfer_candidate,kajetan-szmyt,all_flash_tokens_in_slug | suffix_exact | initial_match_any_given_token | present_in_target_season,matched_auto_transfer_candidate,kajetan-szmyt,review_auto_transfer_candidate,warta-poznan | zagebie-lubin,2023/24 | 2024/25 | 2025/26,zagebie-lubin,2023/24:warta-poznan | 2024/25:zagebie-lubin | 2025/26:zagebie-lubin,Kajetan SzmytWarta Poznań,0
Jagiellonia Białystok,jagiellonia-bialystok,Vital B.,matched_existing,bernardo-maria-morais-cardoso-vital,matched_existing,bernardo-maria-morais-cardoso-vital,already_in_player_mapping_csv,matched_existing,bernardo-maria-morais-cardoso-vital,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Bernardo VitalJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Wdowik B.,matched_existing,bartomiej-wdowik,matched_existing,bartomiej-wdowik,already_in_player_mapping_csv,matched_existing,bartomiej-wdowik,existing_mapping,jagiellonia-bialystok,2023/24 | 2025/26,jagiellonia-bialystok,2023/24:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Bartłomiej WdowikJagiellonia Białystok,1
Jagiellonia Białystok,jagiellonia-bialystok,Wojtuszek N.,matched_existing,norbert-wojtuszek,matched_existing,norbert-wojtuszek,already_in_player_mapping_csv,matched_existing,norbert-wojtuszek,existing_mapping,gornik-zabrze | jagiellonia-bialystok,2023/24 | 2024/25 | 2025/26,jagiellonia-bialystok,2023/24:gornik-zabrze | 2024/25:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Norbert WojtuszekGórnik Zabrze,1
Jagiellonia Białystok,jagiellonia-bialystok,Zalewski Z.,matched_existing,zachary-zalewski,matched_existing,zachary-zalewski,already_in_player_mapping_csv,matched_existing,zachary-zalewski,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Zachary ZalewskiJagiellonia Białystok,1
Korona Kielce,korona-kielce,Antonin,matched_existing,antonio-cortes-heredia,matched_existing,antonio-cortes-heredia,already_in_player_mapping_csv,matched_existing,antonio-cortes-heredia,existing_mapping,korona-kielce,2025/26,korona-kielce,2025/26:korona-kielce,Antoñín CortésKorona Kielce,1
Korona Kielce,korona-kielce,Budnicki J.,matched_existing,jakub-budnicki,matched_existing,jakub-budnicki,already_in_player_mapping_csv,matched_existing,jakub-budnicki,existing_mapping,korona-kielce,2025/26,korona-kielce,2025/26:korona-kielce,Jakub BudnickiKorona Kielce,1
Korona Kielce,korona-kielce,Bąk D.,unresolved,,auto_same_club_history,daniel-bak,all_flash_tokens_in_slug | suffix_exact | initial_match_any_given_token | same_club_history,matched_auto_same_club_history,daniel-bak,review_auto_same_club_history,korona-kielce,2023/24 | 2024/25,,2023/24:korona-kielce | 2024/25:korona-kielce,Daniel BąkKorona Kielce,0
Korona Kielce,korona-kielce,Błanik D.,matched_existing,dawid-banik,matched_existing,dawid-banik,already_in_player_mapping_csv,matched_existing,dawid-banik,existing_mapping,korona-kielce,2023/24 | 2024/25 | 2025/26,korona-kielce,2023/24:korona-kielce | 2024/25:korona-kielce | 2025/26:korona-kielce,Dawid BłanikKorona Kielce,1
Korona Kielce,korona-kielce,Cebula M.,matched_existing,marcin-cebula,matched_existing,marcin-cebula,already_in_player_mapping_csv,matched_existing,marcin-cebula,existing_mapping,korona-kielce | rakow-czestochowa | slask-wroclaw,2023/24 | 2024/25 | 2025/26,korona-kielce,2023/24:rakow-czestochowa | 2024/25:slask-wroclaw | 2025/26:korona-kielce,Marcin CebulaRaków Częstochowa,1
Korona Kielce,korona-kielce,Ciszek K.,matched_existing,konrad-ciszek,matched_existing,konrad-ciszek,already_in_player_mapping_csv,matched_existing,konrad-ciszek,existing_mapping,korona-kielce,2024/25 | 2025/26,korona-kielce,2024/25:korona-kielce | 2025/26:korona-kielce,Konrad CiszekKorona Kielce,1
Korona Kielce,korona-kielce,Davidovic S.,matched_existing,stjepan-davidovic,matched_existing,stjepan-davidovic,already_in_player_mapping_csv,matched_existing,stjepan-davidovic,existing_mapping,korona-kielce,2025/26,korona-kielce,2025/26:korona-kielce,Stjepan DavidovićKorona Kielce,1
Korona Kielce,korona-kielce,Dziekoński X.,matched_existing,xavier-dziekonski,matched_existing,xavier-dziekonski,already_in_player_mapping_csv,matched_existing,xavier-dziekonski,existing_mapping,korona-kielce,2023/24 | 2024/25 | 2025/26,korona-kielce,2023/24:korona-kielce | 2024/25:korona-kielce | 2025/26:korona-kielce,Xavier DziekońskiKorona Kielce,1
Korona Kielce,korona-kielce,Długosz W.,matched_existing,wiktor-dugosz,matched_existing,wiktor-dugosz,already_in_player_mapping_csv,matched_existing,wiktor-dugosz,existing_mapping,korona-kielce | ruch-chorzow,2023/24 | 2024/25 | 2025/26,korona-kielce,2023/24:ruch-chorzow | 2024/25:korona-kielce | 2025/26:korona-kielce,Wiktor DługoszRuch Chorzów,1
Korona Kielce,korona-kielce,Glowinski M.,matched_existing,mateusz-gowinski,matched_existing,mateusz-gowinski,already_in_player_mapping_csv,matched_existing,mateusz-gowinski,existing_mapping,korona-kielce,2025/26,korona-kielce,2025/26:korona-kielce,Mateusz GłowińskiKorona Kielce,1
Korona Kielce,korona-kielce,Gustafson S.,matched_existing,simon-gustafson,matched_existing,simon-gustafson,already_in_player_mapping_csv,matched_existing,simon-gustafson,existing_mapping,korona-kielce,2025/26,korona-kielce,2025/26:korona-kielce,Simon GustafsonKorona Kielce,1
Korona Kielce,korona-kielce,Hancko A.,matched_existing,adam-hancko,matched_existing,adam-hancko,already_in_player_mapping_csv,matched_existing,adam-hancko,existing_mapping,korona-kielce,2025/26,korona-kielce,2025/26:korona-kielce,Adam HańćkoKorona Kielce,1
Korona Kielce,korona-kielce,Kamiński W.,matched_existing,wojciech-kaminski,matched_existing,wojciech-kaminski,already_in_player_mapping_csv,matched_existing,wojciech-kaminski,existing_mapping,korona-kielce,2024/25 | 2025/26,korona-kielce,2024/25:korona-kielce | 2025/26:korona-kielce,Wojciech KamińskiKorona Kielce,1
Korona Kielce,korona-kielce,Mamla R.,unresolved,,auto_same_club_history,rafa-mamla,all_flash_tokens_in_slug | suffix_exact | initial_match_any_given_token | same_club_history,matched_auto_same_club_history,rafa-mamla,review_auto_same_club_history,korona-kielce,2024/25,,2024/25:korona-kielce,Rafał MamlaKorona Kielce,0
Korona Kielce,korona-kielce,Matuszewski K.,matched_existing,konrad-matuszewski,matched_existing,konrad-matuszewski,already_in_player_mapping_csv,matched_existing,konrad-matuszewski,existing_mapping,korona-kielce | warta-poznan,2023/24 | 2024/25 | 2025/26,korona-kielce,2023/24:warta-poznan | 2024/25:korona-kielce | 2025/26:korona-kielce,Konrad MatuszewskiWarta Poznań,1
Korona Kielce,korona-kielce,Minuczyc K.,matched_existing,kacper-minuczyc,matched_existing,kacper-minuczyc,already_in_player_mapping_csv,matched_existing,kacper-minuczyc,existing_mapping,korona-kielce,2025/26,korona-kielce,2025/26:korona-kielce,Kacper MinuczycKorona Kielce,1
Korona Kielce,korona-kielce,Niedbala M.,unresolved,,no_candidate,,no_strict_candidate,no_candidate,,review_no_candidate,,,,,,
Korona Kielce,korona-kielce,Nikolov V.,matched_existing,vladimir-nikolaev-nikolov,matched_existing,vladimir-nikolaev-nikolov,already_in_player_mapping_csv,matched_existing,vladimir-nikolaev-nikolov,existing_mapping,korona-kielce,2025/26,korona-kielce,2025/26:korona-kielce,Vladimir Nikolaev NikolovKorona Kielce,1
Korona Kielce,korona-kielce,Niski N.,matched_existing,nikodem-niski,matched_existing,nikodem-niski,already_in_player_mapping_csv,matched_existing,nikodem-niski,existing_mapping,korona-kielce,2025/26,korona-kielce,2025/26:korona-kielce,Nikodem NiskiKorona Kielce,1
Korona Kielce,korona-kielce,Nono,matched_existing,david-gonzalez-plata,matched_existing,david-gonzalez-plata,already_in_player_mapping_csv,matched_existing,david-gonzalez-plata,existing_mapping,korona-kielce,2023/24 | 2024/25 | 2025/26,korona-kielce,2023/24:korona-kielce | 2024/25:korona-kielce | 2025/26:korona-kielce,NonoKorona Kielce,1
Korona Kielce,korona-kielce,Pięczek M.,matched_existing,marcel-pieczek,matched_existing,marcel-pieczek,already_in_player_mapping_csv,matched_existing,marcel-pieczek,existing_mapping,korona-kielce | puszcza-niepolomice,2023/24 | 2024/25 | 2025/26,korona-kielce,2023/24:puszcza-niepolomice | 2024/25:korona-kielce | 2025/26:korona-kielce,Marcel PięczekPuszcza Niepołomice,1
Korona Kielce,korona-kielce,Popov V.,matched_existing,viktor-nikolaev-popov,matched_existing,viktor-nikolaev-popov,already_in_player_mapping_csv,matched_existing,viktor-nikolaev-popov,existing_mapping,korona-kielce,2025/26,korona-kielce,2025/26:korona-kielce,Viktor Nikolaev PopovKorona Kielce,1
Korona Kielce,korona-kielce,Remacle M.,matched_existing,martin-christophe-jannick-remacle,matched_existing,martin-christophe-jannick-remacle,already_in_player_mapping_csv,matched_existing,martin-christophe-jannick-remacle,existing_mapping,korona-kielce,2023/24 | 2024/25 | 2025/26,korona-kielce,2023/24:korona-kielce | 2024/25:korona-kielce | 2025/26:korona-kielce,Martin Christophe Jannick RemacleKorona Kielce,1
Korona Kielce,korona-kielce,Resta P.,matched_existing,pau-resta-tell,matched_existing,pau-resta-tell,already_in_player_mapping_csv,matched_existing,pau-resta-tell,existing_mapping,korona-kielce,2024/25 | 2025/26,korona-kielce,2024/25:korona-kielce | 2025/26:korona-kielce,Pau Resta TellKorona Kielce,1
Korona Kielce,korona-kielce,Rubezic S.,matched_existing,slobodan-rubezic,matched_existing,slobodan-rubezic,already_in_player_mapping_csv,matched_existing,slobodan-rubezic,existing_mapping,korona-kielce,2025/26,korona-kielce,2025/26:korona-kielce,Slobodan RubežićKorona Kielce,1
Korona Kielce,korona-kielce,Smolarczyk B.,matched_existing,bartomiej-smolarczyk,matched_existing,bartomiej-smolarczyk,already_in_player_mapping_csv,matched_existing,bartomiej-smolarczyk,existing_mapping,korona-kielce,2024/25 | 2025/26,korona-kielce,2024/25:korona-kielce | 2025/26:korona-kielce,Bartłomiej SmolarczykKorona Kielce,1
Korona Kielce,korona-kielce,Sotiriou K.,matched_existing,konstantinos-sotiriou,matched_existing,konstantinos-sotiriou,already_in_player_mapping_csv,matched_existing,konstantinos-sotiriou,existing_mapping,korona-kielce,2024/25 | 2025/26,korona-kielce,2024/25:korona-kielce | 2025/26:korona-kielce,Konstantinos SotiriouKorona Kielce,1
Korona Kielce,korona-kielce,Strzebonski M.,matched_existing,miosz-strzebonski,matched_existing,miosz-strzebonski,already_in_player_mapping_csv,matched_existing,miosz-strzebonski,existing_mapping,korona-kielce,2023/24 | 2024/25 | 2025/26,korona-kielce,2023/24:korona-kielce | 2024/25:korona-kielce | 2025/26:korona-kielce,Miłosz StrzebońskiKorona Kielce,1
Korona Kielce,korona-kielce,Stępiński M.,matched_existing,mariusz-pawe-stepinski,matched_existing,mariusz-pawe-stepinski,already_in_player_mapping_csv,matched_existing,mariusz-pawe-stepinski,existing_mapping,korona-kielce,2025/26,korona-kielce,2025/26:korona-kielce,Mariusz Paweł StępińskiKorona Kielce,1
Korona Kielce,korona-kielce,Svetlin T.,matched_existing,tamar-svetlin,matched_existing,tamar-svetlin,already_in_player_mapping_csv,matched_existing,tamar-svetlin,existing_mapping,korona-kielce,2025/26,korona-kielce,2025/26:korona-kielce,Tamar SvetlinKorona Kielce,1
Korona Kielce,korona-kielce,Zwoźny H.,matched_existing,hubert-zwozny,matched_existing,hubert-zwozny,already_in_player_mapping_csv,matched_existing,hubert-zwozny,existing_mapping,korona-kielce,2024/25 | 2025/26,korona-kielce,2024/25:korona-kielce | 2025/26:korona-kielce,Hubert ZwoźnyKorona Kielce,1
