flash_team,klub_slug,flash_name,review_current_status,review_existing_player_slug,review_proposed_status,review_proposed_player_slug,review_evidence,final_status,player_slug,match_method,identity_clubs_all,identity_seasons_all,identity_target_season_clubs,identity_season_club_path,identity_sample_name,identity_in_target_club,prior_available,prior_source_season,prior_missing_reason,prior_prev_name,prior_prev_klub_slug,prior_gk_bramki-stracone,prior_gk_czyste-konta,prior_gk_gk-dlugie-podania-celne,prior_gk_gk-mecze-rozegrane,prior_gk_gk-minuty-rozegrane,prior_gk_gk-piastkowania,prior_gk_gk-podania,prior_gk_gk-podania-celne,prior_gk_gk-rzuty-karne-przeciwko,prior_gk_obronione-rzuty-karne,prior_gk_obronione-strzaly,prior_pole_asysty,prior_pole_celne-strzaly,prior_pole_celnosc-strzalow,prior_pole_dogodne-szanse,prior_pole_dosrodkowania,prior_pole_dosrodkowania-celne,prior_pole_dryblingi,prior_pole_faule,prior_pole_faule-wywalczone,prior_pole_gole,prior_pole_gole-z-gry,prior_pole_gole-z-pola-karnego,prior_pole_gole-z-rzutow-karnych,prior_pole_kanadyjska,prior_pole_karne-wykonane,prior_pole_kluczowe-podania,prior_pole_konwersja-strzalow,prior_pole_minuty,prior_pole_odbiory,prior_pole_podania,prior_pole_podania-celne,prior_pole_podania-celne-w-polowie-przeciwnika,prior_pole_podania-w-polowie-przeciwnika,prior_pole_pojedynki-obronne-wygrane,prior_pole_pojedynki-wygrane,prior_pole_przechwyty,prior_pole_rzuty-rozne,prior_pole_spalone,prior_pole_strzaly,prior_pole_stworzone-dogodne-szanse,prior_pole_wybicia,prior_pole_xa,prior_pole_xg,prior_pole_xgot,prior_pole_zablokowane-strzaly
Jagiellonia Białystok,jagiellonia-bialystok,Jackson A.,matched_existing,aziel-christopher-jackson,matched_existing,aziel-christopher-jackson,already_in_player_mapping_csv,matched_existing,aziel-christopher-jackson,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Aziel Christopher JacksonJagiellonia Białystok,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Jesús I. B.,matched_existing,jesus-imaz-balleste,matched_existing,jesus-imaz-balleste,already_in_player_mapping_csv,matched_existing,jesus-imaz-balleste,existing_mapping,jagiellonia-bialystok,2023/24 | 2024/25 | 2025/26,jagiellonia-bialystok,2023/24:jagiellonia-bialystok | 2024/25:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Jesús Imaz BallestéJagiellonia Białystok,1.0,1,2024/25,,Jesús Imaz BallestéJagiellonia Białystok,jagiellonia-bialystok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,41.0,51.0,26.0,31.0,4.0,27.0,14.0,24.0,16.0,15.0,16.0,0.0,22.0,0.0,31.0,20.0,2676.0,20.0,942.0,0.0,467.0,670.0,20.0,77.0,7.0,0.0,9.0,81.0,5.0,23.0,4.1,14.6,15.4,25.0
Jagiellonia Białystok,jagiellonia-bialystok,Jóźwiak K.,matched_existing,kamil-jan-jozwiak,matched_existing,kamil-jan-jozwiak,already_in_player_mapping_csv,matched_existing,kamil-jan-jozwiak,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Kamil Jan JóźwiakJagiellonia Białystok,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Kobayashi Y.,matched_existing,yuki-kobayashi,matched_existing,yuki-kobayashi,already_in_player_mapping_csv,matched_existing,yuki-kobayashi,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Yuki KobayashiJagiellonia Białystok,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Konstantopoulos A.,unresolved,,auto_transfer_candidate,apostolos-chrysovalantis-konstantopoulos,all_flash_tokens_in_slug | suffix_exact | initial_match_any_given_token | present_in_target_season,matched_auto_transfer_candidate,apostolos-chrysovalantis-konstantopoulos,review_auto_transfer_candidate,rakow-czestochowa,2025/26,rakow-czestochowa,2025/26:rakow-czestochowa,Apostolos-Chrysovalantis KonstantopoulosRaków Częstochowa,0.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Kozlowski E.,matched_existing,eryk-kozowski,matched_existing,eryk-kozowski,already_in_player_mapping_csv,matched_existing,eryk-kozowski,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Eryk KozłowskiJagiellonia Białystok,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Krasiewicz B.,unresolved,,no_candidate,,no_strict_candidate,no_candidate,,review_no_candidate,,,,,,,0,,unmapped_flash_player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Kuczynski M.,unresolved,,no_candidate,,no_strict_candidate,no_candidate,,review_no_candidate,,,,,,,0,,unmapped_flash_player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Lozano S.,matched_existing,sergio-lozano-lluch,matched_existing,sergio-lozano-lluch,already_in_player_mapping_csv,matched_existing,sergio-lozano-lluch,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Sergio Lozano LluchJagiellonia Białystok,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Mazurek B.,matched_existing,bartosz-mazurek,matched_existing,bartosz-mazurek,already_in_player_mapping_csv,matched_existing,bartosz-mazurek,existing_mapping,jagiellonia-bialystok,2024/25 | 2025/26,jagiellonia-bialystok,2024/25:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Bartosz MazurekJagiellonia Białystok,1.0,1,2024/25,,Bartosz MazurekJagiellonia Białystok,jagiellonia-bialystok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,18.0,0.0,7.0,13.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jagiellonia Białystok,jagiellonia-bialystok,Miki Villar,matched_existing,miguel-villar-alonso,matched_existing,miguel-villar-alonso,already_in_player_mapping_csv,matched_existing,miguel-villar-alonso,existing_mapping,jagiellonia-bialystok,2024/25 | 2025/26,jagiellonia-bialystok,2024/25:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Miguel Villar AlonsoJagiellonia Białystok,1.0,1,2024/25,,Miguel Villar AlonsoJagiellonia Białystok,jagiellonia-bialystok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,44.0,3.0,42.0,6.0,36.0,11.0,15.0,2.0,1.0,2.0,0.0,6.0,0.0,17.0,22.0,1317.0,17.0,342.0,0.0,209.0,295.0,17.0,61.0,23.0,0.0,1.0,9.0,7.0,20.0,3.5,1.3,0.5,11.0
Jagiellonia Białystok,jagiellonia-bialystok,Montoia G.,matched_existing,guilherme-manuel-serrao-montoia,matched_existing,guilherme-manuel-serrao-montoia,already_in_player_mapping_csv,matched_existing,guilherme-manuel-serrao-montoia,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Guilherme MontóiaJagiellonia Białystok,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Nahuel M.,matched_existing,matias-nahuel-leiva-esquivel,matched_existing,matias-nahuel-leiva-esquivel,already_in_player_mapping_csv,matched_existing,matias-nahuel-leiva-esquivel,existing_mapping,jagiellonia-bialystok | slask-wroclaw,2023/24 | 2024/25 | 2025/26,jagiellonia-bialystok,2023/24:slask-wroclaw | 2024/25:slask-wroclaw | 2025/26:jagiellonia-bialystok,Matías Nahuel Leiva EsquivelŚląsk Wrocław,1.0,1,2024/25,,Matías Nahuel Leiva EsquivelŚląsk Wrocław,slask-wroclaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,60.0,0.0,8.0,1.0,20.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,506.0,3.0,204.0,0.0,120.0,167.0,3.0,19.0,2.0,6.0,1.0,10.0,0.0,3.0,0.9,0.5,1.3,3.0
Jagiellonia Białystok,jagiellonia-bialystok,Pankiewicz S.,unresolved,,no_candidate,,no_strict_candidate,no_candidate,,review_no_candidate,,,,,,,0,,unmapped_flash_player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Pelmard A.,matched_existing,andy-joseph-pelmard,matched_existing,andy-joseph-pelmard,already_in_player_mapping_csv,matched_existing,andy-joseph-pelmard,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Andy Joseph PelmardJagiellonia Białystok,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Piekutowski M.,matched_existing,miosz-piekutowski,matched_existing,miosz-piekutowski,already_in_player_mapping_csv,matched_existing,miosz-piekutowski,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Miłosz PiekutowskiJagiellonia Białystok,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Pietuszewski O.,matched_existing,oskar-pietuszewski,matched_existing,oskar-pietuszewski,already_in_player_mapping_csv,matched_existing,oskar-pietuszewski,existing_mapping,jagiellonia-bialystok,2024/25 | 2025/26,jagiellonia-bialystok,2024/25:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Oskar PietuszewskiJagiellonia Białystok,1.0,1,2024/25,,Oskar PietuszewskiJagiellonia Białystok,jagiellonia-bialystok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,25.0,0.0,9.0,1.0,46.0,13.0,22.0,1.0,1.0,1.0,0.0,2.0,0.0,7.0,13.0,453.0,2.0,125.0,0.0,58.0,108.0,2.0,49.0,3.0,1.0,0.0,8.0,3.0,4.0,1.3,0.6,0.9,5.0
Jagiellonia Białystok,jagiellonia-bialystok,Polak C.,matched_existing,cezary-polak,matched_existing,cezary-polak,already_in_player_mapping_csv,matched_existing,cezary-polak,existing_mapping,jagiellonia-bialystok,2024/25 | 2025/26,jagiellonia-bialystok,2024/25:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Cezary PolakJagiellonia Białystok,1.0,1,2024/25,,Cezary PolakJagiellonia Białystok,jagiellonia-bialystok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0,8.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,644.0,7.0,325.0,0.0,128.0,187.0,7.0,32.0,10.0,1.0,0.0,8.0,1.0,26.0,0.5,0.3,0.0,0.0
Jagiellonia Białystok,jagiellonia-bialystok,Pozo A.,matched_existing,alejandro-pozo-pozo,matched_existing,alejandro-pozo-pozo,already_in_player_mapping_csv,matched_existing,alejandro-pozo-pozo,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Alejandro Pozo PozoJagiellonia Białystok,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Prip L.,matched_existing,louka-daniel-prip-andreasen,matched_existing,louka-daniel-prip-andreasen,already_in_player_mapping_csv,matched_existing,louka-daniel-prip-andreasen,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Louka Daniel Prip AndreasenJagiellonia Białystok,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Pululu A.,matched_existing,afimico-pululu,matched_existing,afimico-pululu,already_in_player_mapping_csv,matched_existing,afimico-pululu,existing_mapping,jagiellonia-bialystok,2023/24 | 2024/25 | 2025/26,jagiellonia-bialystok,2023/24:jagiellonia-bialystok | 2024/25:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Afimico PululuJagiellonia Białystok,1.0,1,2024/25,,Afimico PululuJagiellonia Białystok,jagiellonia-bialystok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,66.0,17.0,5.0,1.0,84.0,62.0,83.0,10.0,6.0,10.0,4.0,11.0,4.0,33.0,24.0,2095.0,11.0,440.0,0.0,249.0,334.0,11.0,171.0,3.0,0.0,22.0,41.0,2.0,5.0,2.3,9.3,8.9,15.0
Jagiellonia Białystok,jagiellonia-bialystok,Rallis D.,matched_existing,dimitris-rallis,matched_existing,dimitris-rallis,already_in_player_mapping_csv,matched_existing,dimitris-rallis,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Dimitris RallisJagiellonia Białystok,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Romanczuk T.,matched_existing,taras-romanczuk,matched_existing,taras-romanczuk,already_in_player_mapping_csv,matched_existing,taras-romanczuk,existing_mapping,jagiellonia-bialystok,2023/24 | 2024/25 | 2025/26,jagiellonia-bialystok,2023/24:jagiellonia-bialystok | 2024/25:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Taras RomanczukJagiellonia Białystok,1.0,1,2024/25,,Taras RomanczukJagiellonia Białystok,jagiellonia-bialystok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,29.0,1.0,4.0,0.0,11.0,34.0,28.0,2.0,1.0,2.0,0.0,5.0,0.0,16.0,8.0,2005.0,37.0,1114.0,0.0,494.0,649.0,37.0,156.0,32.0,0.0,1.0,24.0,3.0,58.0,2.7,2.2,2.3,7.0
Jagiellonia Białystok,jagiellonia-bialystok,Stojinović D.,matched_existing,dusan-stojinovic,matched_existing,dusan-stojinovic,already_in_player_mapping_csv,matched_existing,dusan-stojinovic,existing_mapping,jagiellonia-bialystok,2023/24 | 2024/25 | 2025/26,jagiellonia-bialystok,2023/24:jagiellonia-bialystok | 2024/25:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Dušan StojinovićJagiellonia Białystok,1.0,1,2024/25,,Dušan StojinovićJagiellonia Białystok,jagiellonia-bialystok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,38.0,0.0,3.0,0.0,5.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1422.0,9.0,1016.0,0.0,279.0,374.0,9.0,66.0,16.0,0.0,0.0,8.0,0.0,75.0,0.4,0.9,0.8,3.0
Jagiellonia Białystok,jagiellonia-bialystok,Sylla Y.,matched_existing,youssuf-sylla,matched_existing,youssuf-sylla,already_in_player_mapping_csv,matched_existing,youssuf-sylla,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Youssuf SyllaJagiellonia Białystok,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Szmyt K.,unresolved,,auto_transfer_candidate,kajetan-szmyt,all_flash_tokens_in_slug | suffix_exact | initial_match_any_given_token | present_in_target_season,matched_auto_transfer_candidate,kajetan-szmyt,review_auto_transfer_candidate,warta-poznan | zagebie-lubin,2023/24 | 2024/25 | 2025/26,zagebie-lubin,2023/24:warta-poznan | 2024/25:zagebie-lubin | 2025/26:zagebie-lubin,Kajetan SzmytWarta Poznań,0.0,1,2024/25,,Kajetan SzmytKGHM Zagłębie Lubin,zagebie-lubin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,57.0,0.0,37.0,6.0,49.0,11.0,10.0,2.0,2.0,2.0,0.0,3.0,0.0,24.0,14.0,1408.0,9.0,405.0,0.0,231.0,353.0,9.0,48.0,6.0,24.0,4.0,14.0,0.0,10.0,2.1,1.2,1.9,6.0
Jagiellonia Białystok,jagiellonia-bialystok,Vital B.,matched_existing,bernardo-maria-morais-cardoso-vital,matched_existing,bernardo-maria-morais-cardoso-vital,already_in_player_mapping_csv,matched_existing,bernardo-maria-morais-cardoso-vital,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Bernardo VitalJagiellonia Białystok,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Wdowik B.,matched_existing,bartomiej-wdowik,matched_existing,bartomiej-wdowik,already_in_player_mapping_csv,matched_existing,bartomiej-wdowik,existing_mapping,jagiellonia-bialystok,2023/24 | 2025/26,jagiellonia-bialystok,2023/24:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Bartłomiej WdowikJagiellonia Białystok,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagiellonia Białystok,jagiellonia-bialystok,Wojtuszek N.,matched_existing,norbert-wojtuszek,matched_existing,norbert-wojtuszek,already_in_player_mapping_csv,matched_existing,norbert-wojtuszek,existing_mapping,gornik-zabrze | jagiellonia-bialystok,2023/24 | 2024/25 | 2025/26,jagiellonia-bialystok,2023/24:gornik-zabrze | 2024/25:jagiellonia-bialystok | 2025/26:jagiellonia-bialystok,Norbert WojtuszekGórnik Zabrze,1.0,1,2024/25,,Norbert WojtuszekJagiellonia Białystok,jagiellonia-bialystok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,21.0,3.0,22.0,6.0,31.0,25.0,14.0,2.0,1.0,2.0,0.0,3.0,0.0,19.0,14.0,1773.0,40.0,1044.0,0.0,405.0,492.0,40.0,126.0,37.0,0.0,3.0,14.0,2.0,58.0,0.8,0.3,0.7,5.0
Jagiellonia Białystok,jagiellonia-bialystok,Zalewski Z.,matched_existing,zachary-zalewski,matched_existing,zachary-zalewski,already_in_player_mapping_csv,matched_existing,zachary-zalewski,existing_mapping,jagiellonia-bialystok,2025/26,jagiellonia-bialystok,2025/26:jagiellonia-bialystok,Zachary ZalewskiJagiellonia Białystok,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korona Kielce,korona-kielce,Antonin,matched_existing,antonio-cortes-heredia,matched_existing,antonio-cortes-heredia,already_in_player_mapping_csv,matched_existing,antonio-cortes-heredia,existing_mapping,korona-kielce,2025/26,korona-kielce,2025/26:korona-kielce,Antoñín CortésKorona Kielce,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korona Kielce,korona-kielce,Budnicki J.,matched_existing,jakub-budnicki,matched_existing,jakub-budnicki,already_in_player_mapping_csv,matched_existing,jakub-budnicki,existing_mapping,korona-kielce,2025/26,korona-kielce,2025/26:korona-kielce,Jakub BudnickiKorona Kielce,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korona Kielce,korona-kielce,Bąk D.,unresolved,,auto_same_club_history,daniel-bak,all_flash_tokens_in_slug | suffix_exact | initial_match_any_given_token | same_club_history,matched_auto_same_club_history,daniel-bak,review_auto_same_club_history,korona-kielce,2023/24 | 2024/25,,2023/24:korona-kielce | 2024/25:korona-kielce,Daniel BąkKorona Kielce,0.0,1,2024/25,,Daniel BąkKorona Kielce,korona-kielce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,1.0,10.0,0.0,1.0,6.0,1.0,5.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.1,0.0
Korona Kielce,korona-kielce,Błanik D.,matched_existing,dawid-banik,matched_existing,dawid-banik,already_in_player_mapping_csv,matched_existing,dawid-banik,existing_mapping,korona-kielce,2023/24 | 2024/25 | 2025/26,korona-kielce,2023/24:korona-kielce | 2024/25:korona-kielce | 2025/26:korona-kielce,Dawid BłanikKorona Kielce,1.0,1,2024/25,,Dawid BłanikKorona Kielce,korona-kielce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,59.0,0.0,21.0,1.0,50.0,12.0,24.0,4.0,4.0,4.0,0.0,10.0,0.0,20.0,18.0,1062.0,12.0,226.0,0.0,146.0,277.0,12.0,62.0,9.0,60.0,2.0,22.0,0.0,13.0,3.8,2.4,3.3,13.0
Korona Kielce,korona-kielce,Cebula M.,matched_existing,marcin-cebula,matched_existing,marcin-cebula,already_in_player_mapping_csv,matched_existing,marcin-cebula,existing_mapping,korona-kielce | rakow-czestochowa | slask-wroclaw,2023/24 | 2024/25 | 2025/26,korona-kielce,2023/24:rakow-czestochowa | 2024/25:slask-wroclaw | 2025/26:korona-kielce,Marcin CebulaRaków Częstochowa,1.0,1,2024/25,,Marcin CebulaŚląsk Wrocław,slask-wroclaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,67.0,0.0,4.0,1.0,11.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,455.0,3.0,119.0,0.0,50.0,63.0,3.0,20.0,2.0,0.0,0.0,3.0,0.0,5.0,0.4,0.3,0.3,3.0
Korona Kielce,korona-kielce,Ciszek K.,matched_existing,konrad-ciszek,matched_existing,konrad-ciszek,already_in_player_mapping_csv,matched_existing,konrad-ciszek,existing_mapping,korona-kielce,2024/25 | 2025/26,korona-kielce,2024/25:korona-kielce | 2025/26:korona-kielce,Konrad CiszekKorona Kielce,1.0,1,2024/25,,Konrad CiszekKorona Kielce,korona-kielce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,6.0,30.0,0.0,12.0,18.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0
Korona Kielce,korona-kielce,Davidovic S.,matched_existing,stjepan-davidovic,matched_existing,stjepan-davidovic,already_in_player_mapping_csv,matched_existing,stjepan-davidovic,existing_mapping,korona-kielce,2025/26,korona-kielce,2025/26:korona-kielce,Stjepan DavidovićKorona Kielce,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korona Kielce,korona-kielce,Dziekoński X.,matched_existing,xavier-dziekonski,matched_existing,xavier-dziekonski,already_in_player_mapping_csv,matched_existing,xavier-dziekonski,existing_mapping,korona-kielce,2023/24 | 2024/25 | 2025/26,korona-kielce,2023/24:korona-kielce | 2024/25:korona-kielce | 2025/26:korona-kielce,Xavier DziekońskiKorona Kielce,1.0,1,2024/25,,Xavier DziekońskiKorona Kielce,korona-kielce,26.0,4.0,77.0,17.0,1530.0,5.0,556.0,0.0,2.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1530.0,0.0,556.0,0.0,45.0,174.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,13.0,0.1,0.0,0.0,0.0
Korona Kielce,korona-kielce,Długosz W.,matched_existing,wiktor-dugosz,matched_existing,wiktor-dugosz,already_in_player_mapping_csv,matched_existing,wiktor-dugosz,existing_mapping,korona-kielce | ruch-chorzow,2023/24 | 2024/25 | 2025/26,korona-kielce,2023/24:ruch-chorzow | 2024/25:korona-kielce | 2025/26:korona-kielce,Wiktor DługoszRuch Chorzów,1.0,1,2024/25,,Wiktor DługoszKorona Kielce,korona-kielce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,41.0,0.0,46.0,8.0,50.0,34.0,30.0,3.0,2.0,2.0,0.0,5.0,0.0,15.0,14.0,1994.0,28.0,414.0,0.0,188.0,310.0,28.0,112.0,19.0,0.0,2.0,22.0,0.0,31.0,2.0,2.2,2.2,9.0
Korona Kielce,korona-kielce,Glowinski M.,matched_existing,mateusz-gowinski,matched_existing,mateusz-gowinski,already_in_player_mapping_csv,matched_existing,mateusz-gowinski,existing_mapping,korona-kielce,2025/26,korona-kielce,2025/26:korona-kielce,Mateusz GłowińskiKorona Kielce,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korona Kielce,korona-kielce,Gustafson S.,matched_existing,simon-gustafson,matched_existing,simon-gustafson,already_in_player_mapping_csv,matched_existing,simon-gustafson,existing_mapping,korona-kielce,2025/26,korona-kielce,2025/26:korona-kielce,Simon GustafsonKorona Kielce,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korona Kielce,korona-kielce,Hancko A.,matched_existing,adam-hancko,matched_existing,adam-hancko,already_in_player_mapping_csv,matched_existing,adam-hancko,existing_mapping,korona-kielce,2025/26,korona-kielce,2025/26:korona-kielce,Adam HańćkoKorona Kielce,1.0,0,,mapped_but_no_previous_season_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
