sezon,kolejka,gospodarz,gosc,gole_gosp,gole_gosc,wynik_1x2,xg_gosp_actual,xg_gosc_actual,lambda_home_base,lambda_away_base,p_home_base,p_draw_base,p_away_base,log_loss_base,window,eta_form,k_form,cap_form,home_atk_mult,away_atk_mult,home_def_mult,away_def_mult,lambda_home,lambda_away,p_home,p_draw,p_away,log_loss,wynik_pred,czy_trafil,p_home_cal,p_draw_cal,p_away_cal,log_loss_cal,wynik_pred_cal,czy_trafil_cal
2024/25,1,Cracovia,Piast Gliwice,1,1,D,1.11,1.23,1.1536075740589915,0.9428303281974523,0.40521543760717443,0.2976093001840364,0.2971752622087891,1.2119737258930887,10,0.25,3,1.25,1.0,1.0,1.0,1.0,1.1536075740589915,0.9428303281974523,0.40521543760717443,0.2976093001840364,0.2971752622087891,1.2119737258930887,H,0,0.39427172176764586,0.2979801557512605,0.30774812248109373,1.210728386132764,H,0
2024/25,1,GKS Katowice,Radomiak Radom,1,2,A,1.9,1.3,1.5301808098258904,1.124429548455874,0.4663111510251161,0.25447560727315344,0.27921324170173056,1.2757794819200965,10,0.25,3,1.25,1.0,1.0,1.0,1.0,1.5301808098258904,1.124429548455874,0.4663111510251161,0.25447560727315344,0.27921324170173056,1.2757794819200965,H,0,0.46043010483437247,0.25157902975817903,0.28799086540744856,1.2448265166844446,H,0
2024/25,1,Jagiellonia Białystok,Puszcza Niepołomice,2,0,H,2.69,0.89,2.772812331280807,1.005191932701118,0.742213376584635,0.1475501097855694,0.11023651362979561,0.2981185076338746,10,0.25,3,1.25,1.0,1.0,1.0,1.0,2.772812331280807,1.005191932701118,0.742213376584635,0.1475501097855694,0.11023651362979561,0.2981185076338746,H,1,0.7588457293537886,0.13761837978825714,0.10353589085795435,0.27595677737897956,H,1
2024/25,1,Lech Poznań,Górnik Zabrze,2,0,H,2.26,0.34,1.4156658651169909,1.0053998935143458,0.4643860913983045,0.26802730817181625,0.26758660042987925,0.7670389792229534,10,0.25,3,1.25,1.0,1.0,1.0,1.0,1.4156658651169909,1.0053998935143458,0.4643860913983045,0.26802730817181625,0.26758660042987925,0.7670389792229534,H,1,0.4585745893251769,0.26637470597878765,0.27505070469603543,0.7796323193277227,H,1
2024/25,1,Legia Warszawa,Zagłębie Lubin,2,0,H,1.28,0.19,1.865440661481621,0.9289922354753768,0.5936647944719489,0.22290526545479328,0.1834299400732579,0.521440437978221,10,0.25,3,1.25,1.0,1.0,1.0,1.0,1.865440661481621,0.9289922354753768,0.5936647944719489,0.22290526545479328,0.1834299400732579,0.521440437978221,H,1,0.5999270909017721,0.21789536418196465,0.1821775449162632,0.5109471463132695,H,1
2024/25,1,Motor Lublin,Raków Częstochowa,0,2,A,0.47,1.34,1.0448700861867317,1.4463453914359836,0.2728620232181413,0.2639725061171391,0.4631654706647198,0.7696709006990472,10,0.25,3,1.25,1.0,1.0,1.0,1.0,1.0448700861867317,1.4463453914359836,0.2728620232181413,0.2639725061171391,0.4631654706647198,0.7696709006990472,A,1,0.25169577693637196,0.25701176952795307,0.49129245353567497,0.710715700121565,A,1
2024/25,1,Pogoń Szczecin,Korona Kielce,3,0,H,2.32,0.47,1.8895217386259386,0.8439777039177252,0.6200826028257926,0.21806071991780768,0.16185667725639954,0.47790257945319486,10,0.25,3,1.25,1.0,1.0,1.0,1.0,1.8895217386259386,0.8439777039177252,0.6200826028257926,0.21806071991780768,0.16185667725639954,0.47790257945319486,H,1,0.6286532073114095,0.21256256145104616,0.15878423123754432,0.46417551405282065,H,1
2024/25,1,Stal Mielec,Widzew Łódź,1,1,D,0.89,1.03,1.4321928093070004,1.1776535135156623,0.42896960771295095,0.26080355408644884,0.31022683820060026,1.3439878213904053,10,0.25,3,1.25,1.0,1.0,1.0,1.0,1.4321928093070004,1.1776535135156623,0.42896960771295095,0.26080355408644884,0.31022683820060026,1.3439878213904053,H,0,0.41954362758355146,0.2579463819194234,0.32250999049702517,1.3550035376762464,H,0
2024/25,1,Śląsk Wrocław,Lechia Gdańsk,1,1,D,2.11,0.18,1.790941149065614,0.6109981754967816,0.6588953778200038,0.22025813223310656,0.12084648994688946,1.5129550921091939,10,0.25,3,1.25,1.0,1.0,1.0,1.0,1.790941149065614,0.6109981754967816,0.6588953778200038,0.22025813223310656,0.12084648994688946,1.5129550921091939,H,0,0.6703728781921654,0.21446206308175,0.11516505872608471,1.5396224183457528,H,0
2024/25,2,Korona Kielce,Legia Warszawa,0,1,A,0.69,2.46,1.1136954028554613,1.2016182447518815,0.337238604749376,0.2822256063068556,0.38053578894376827,0.966175048432666,10,0.25,3,1.25,0.986150329547211,0.986150329547211,1.0129103428763149,0.986150329547211,1.0830603958970066,1.200274677456443,0.3288306462720623,0.2842904256612665,0.386878928066671,0.9496434822722466,A,1,0.31141934142749095,0.2812522903251908,0.4073283682473183,0.8981356172385317,A,1
