match_id,sezon,kolejka,data_meczu,referee_name,referee_full_name,ref_matches_before,ref_reliability_k10,league_fouls_avg_before,league_yc_avg_before,league_dismissals_avg_before,ref_fouls_raw_avg_before,ref_yc_raw_avg_before,ref_dismissals_raw_avg_before,ref_fouls_shrunk_before,ref_yc_shrunk_before,ref_dismissals_shrunk_before
1926,2023/24,27,2024-04-06,Raczkowski P.,Pawel Raczkowski,15,0.6,26.4076,4.4538,0.3277,25.1333,5.4667,0.2,25.643,5.0615,0.2511
1921,2023/24,27,2024-04-07,Lasyk P.,Piotr Lasyk,17,0.6296,26.4226,4.4686,0.3347,25.2941,4.0588,0.1176,25.7121,4.2106,0.198
1922,2023/24,27,2024-04-07,Marciniak S.,Szymon Marciniak,22,0.6875,26.3875,4.4583,0.3333,25.2727,4.2273,0.0909,25.6211,4.2995,0.1667
1925,2023/24,27,2024-04-07,Arys K.,Karol Arys,15,0.6,26.3942,4.444,0.332,25.8,3.8,0.2667,26.0377,4.0576,0.2928
1919,2023/24,27,2024-04-08,Kuzma L.,Lukasz Kuzma,7,0.4118,26.3512,4.4421,0.3306,29.4286,5.1429,0.4286,27.6184,4.7307,0.3709
1930,2023/24,28,2024-04-12,Przybyl J.,Jaroslaw Przybyl,18,0.6429,26.3333,4.4362,0.3292,26.1111,4.1667,0.2778,26.1905,4.2629,0.2961
1934,2023/24,28,2024-04-12,Musiał T.,Tomasz Musial,18,0.6429,26.3197,4.4262,0.3279,27.9444,3.8889,0.1667,27.3642,4.0808,0.2242
1931,2023/24,28,2024-04-13,Frankowski B.,Bartosz Frankowski,17,0.6296,26.3388,4.4082,0.3265,24.3529,4.7059,0.4706,25.0884,4.5956,0.4172
1932,2023/24,28,2024-04-13,Lasyk P.,Piotr Lasyk,18,0.6429,26.3171,4.4106,0.3252,24.8889,3.9444,0.1111,25.399,4.1109,0.1876
1933,2023/24,28,2024-04-13,Kuzma L.,Lukasz Kuzma,8,0.4444,26.332,4.4089,0.3239,28.5,4.875,0.375,27.2955,4.6161,0.3466
1927,2023/24,28,2024-04-14,Marciniak S.,Szymon Marciniak,23,0.697,26.3024,4.4113,0.3226,25.3913,4.087,0.087,25.6674,4.1852,0.1584
1928,2023/24,28,2024-04-14,Raczkowski P.,Pawel Raczkowski,16,0.6154,26.2811,4.4056,0.3213,25.4375,5.625,0.3125,25.762,5.156,0.3159
1935,2023/24,28,2024-04-14,Kos D.,Damian Kos,9,0.4737,26.272,4.412,0.324,24.7778,5.7778,0.3333,25.5642,5.0589,0.3284
1929,2023/24,28,2024-04-15,Kwiatkowski T.,Tomasz Kwiatkowski,13,0.5652,26.2629,4.4143,0.3307,24.0,3.6154,0.4615,24.9839,3.9628,0.4046
1938,2023/24,29,2024-04-19,Przybyl J.,Jaroslaw Przybyl,19,0.6552,26.2381,4.4127,0.3294,25.9474,4.0526,0.2632,26.0476,4.1768,0.286
1941,2023/24,29,2024-04-19,Musiał T.,Tomasz Musial,19,0.6552,26.2609,4.4229,0.3281,28.1053,3.6842,0.1579,27.4693,3.9389,0.2166
1937,2023/24,29,2024-04-20,Kwiatkowski T.,Tomasz Kwiatkowski,14,0.5833,26.2402,4.4173,0.3346,23.7143,3.6429,0.4286,24.7667,3.9656,0.3894
1940,2023/24,29,2024-04-20,Frankowski B.,Bartosz Frankowski,18,0.6429,26.2275,4.4039,0.3333,24.1667,4.7222,0.4444,24.9027,4.6085,0.4048
1942,2023/24,29,2024-04-20,Kuzma L.,Lukasz Kuzma,9,0.4737,26.2188,4.3906,0.332,27.4444,4.8889,0.3333,26.7993,4.6266,0.3326
1936,2023/24,29,2024-04-21,Arys K.,Karol Arys,16,0.6154,26.1829,4.393,0.3307,25.1875,3.8125,0.25,25.5703,4.0358,0.2811
1939,2023/24,29,2024-04-21,Marciniak S.,Szymon Marciniak,24,0.7059,26.1899,4.3992,0.3295,25.2083,4.0417,0.0833,25.497,4.1468,0.1557
1944,2023/24,29,2024-04-21,Sylwestrzak D.,Damian Sylwestrzak,17,0.6296,26.1853,4.3938,0.3282,29.0,4.1765,0.5294,27.9575,4.257,0.4549
1943,2023/24,29,2024-04-22,Szczerbowicz M.,Marcin Szczerbowicz,9,0.4737,26.15,4.4,0.3346,27.6667,4.2222,0.3333,26.8684,4.3158,0.334
1946,2023/24,30,2024-04-26,Marciniak S.,Szymon Marciniak,25,0.7143,26.1264,4.387,0.3333,25.2,4.0,0.08,25.4647,4.1106,0.1524
1948,2023/24,30,2024-04-26,Musiał T.,Tomasz Musial,20,0.6667,26.0954,4.3855,0.3321,27.75,3.65,0.25,27.1985,3.8952,0.2774
1945,2023/24,30,2024-04-27,Stefanski D.,Daniel Stefanski,15,0.6,26.0837,4.3688,0.3308,29.6667,6.0667,0.7333,28.2335,5.3875,0.5723
1952,2023/24,30,2024-04-27,Raczkowski P.,Pawel Raczkowski,17,0.6296,26.0795,4.3712,0.3295,25.3529,5.6471,0.3529,25.6221,5.1745,0.3443
1953,2023/24,30,2024-04-27,Myc W.,Wojciech Myc,6,0.375,26.1057,4.3811,0.3321,30.0,4.8333,0.5,27.566,4.5507,0.395
1947,2023/24,30,2024-04-28,Przybyl J.,Jaroslaw Przybyl,20,0.6667,26.0827,4.3835,0.3308,26.25,4.2,0.25,26.1942,4.2612,0.2769
1950,2023/24,30,2024-04-28,Lasyk P.,Piotr Lasyk,19,0.6552,26.0599,4.3783,0.3296,25.1579,3.9474,0.1053,25.4689,4.096,0.1826
1951,2023/24,30,2024-04-28,Sylwestrzak D.,Damian Sylwestrzak,18,0.6429,26.0634,4.3806,0.3284,28.3333,4.2778,0.6111,27.5227,4.3145,0.5101
1949,2023/24,30,2024-04-29,Frankowski B.,Bartosz Frankowski,19,0.6552,26.0632,4.3792,0.3271,24.1579,4.5263,0.4211,24.8149,4.4756,0.3887
1954,2023/24,31,2024-05-03,Kuzma L.,Lukasz Kuzma,10,0.5,26.0407,4.3778,0.3259,26.4,4.9,0.3,26.2204,4.6389,0.313
1959,2023/24,31,2024-05-03,Musiał T.,Tomasz Musial,21,0.6774,26.0185,4.3838,0.3321,27.5238,3.4762,0.2381,27.0382,3.769,0.2684
1955,2023/24,31,2024-05-04,Stefanski D.,Daniel Stefanski,16,0.6154,25.9963,4.375,0.3309,29.375,6.0,0.6875,28.0755,5.375,0.5503
1960,2023/24,31,2024-05-04,Lasyk P.,Piotr Lasyk,20,0.6667,25.9817,4.3663,0.3297,25.25,4.0,0.1,25.4939,4.1221,0.1766
1962,2023/24,31,2024-05-04,Arys K.,Karol Arys,17,0.6296,25.9708,4.3577,0.3285,25.3529,3.9412,0.2353,25.5818,4.0954,0.2698
1956,2023/24,31,2024-05-05,Marciniak S.,Szymon Marciniak,26,0.7222,25.9491,4.3564,0.3345,24.9231,4.0,0.0769,25.2081,4.099,0.1485
1957,2023/24,31,2024-05-05,Przybyl J.,Jaroslaw Przybyl,21,0.6774,25.9384,4.3732,0.3333,25.9524,4.1429,0.2381,25.9479,4.2172,0.2688
1961,2023/24,31,2024-05-05,Frankowski B.,Bartosz Frankowski,20,0.6667,25.9314,4.3899,0.3357,23.95,4.5,0.4,24.6105,4.4633,0.3786
1958,2023/24,31,2024-05-06,Malec P.,Pawel Malec,8,0.4444,25.9317,4.3813,0.3345,22.125,5.0,0.5,24.2398,4.6563,0.4081
1966,2023/24,32,2024-05-10,Kwiatkowski T.,Tomasz Kwiatkowski,15,0.6,25.8781,4.3763,0.3333,23.6667,3.4667,0.4,24.5513,3.8305,0.3733
1971,2023/24,32,2024-05-10,Lasyk P.,Piotr Lasyk,21,0.6774,25.8536,4.3607,0.3321,25.1429,3.9048,0.0952,25.3721,4.0518,0.1717
1963,2023/24,32,2024-05-11,Szczerbowicz M.,Marcin Szczerbowicz,10,0.5,25.8434,4.363,0.3381,26.9,3.9,0.3,26.3717,4.1315,0.319
1964,2023/24,32,2024-05-11,Musiał T.,Tomasz Musial,22,0.6875,25.8333,4.3617,0.3369,27.1818,3.4091,0.2273,26.7604,3.7068,0.2615
1969,2023/24,32,2024-05-11,Kuzma L.,Lukasz Kuzma,11,0.5238,25.8657,4.3498,0.3357,25.8182,5.0,0.4545,25.8408,4.6904,0.3979
1965,2023/24,32,2024-05-12,Marciniak S.,Szymon Marciniak,27,0.7297,25.8697,4.3592,0.3415,24.8519,4.1852,0.0741,25.127,4.2322,0.1464
1967,2023/24,32,2024-05-12,Stefanski D.,Daniel Stefanski,17,0.6296,25.9053,4.3614,0.3404,28.9412,5.7647,0.6471,27.8168,5.245,0.5335
1970,2023/24,32,2024-05-12,Gryckiewicz P.,Patryk Gryckiewicz,8,0.4444,25.9231,4.3636,0.3392,30.375,4.875,0.625,27.9017,4.5909,0.4662
1968,2023/24,32,2024-05-13,Raczkowski P.,Pawel Raczkowski,18,0.6429,25.8571,4.3554,0.338,25.7778,5.7222,0.3889,25.8061,5.2341,0.3707
1973,2023/24,33,2024-05-17,Arys K.,Karol Arys,18,0.6429,25.8368,4.3542,0.3368,25.0556,3.9444,0.3333,25.3346,4.0908,0.3346
1977,2023/24,33,2024-05-17,Marciniak S.,Szymon Marciniak,28,0.7368,25.8304,4.3529,0.3426,25.25,4.2143,0.0714,25.4027,4.2508,0.1428
1975,2023/24,33,2024-05-18,Malec P.,Pawel Malec,9,0.4737,25.8069,4.3448,0.3414,20.8889,4.7778,0.4444,23.4773,4.5499,0.3902
1976,2023/24,33,2024-05-18,Przybyl J.,Jaroslaw Przybyl,22,0.6875,25.8144,4.3436,0.3402,25.8636,4.3636,0.2727,25.8483,4.3574,0.2938
1980,2023/24,33,2024-05-18,Frankowski B.,Bartosz Frankowski,21,0.6774,25.8116,4.3459,0.339,24.0476,4.381,0.381,24.6167,4.3696,0.3674
1972,2023/24,33,2024-05-19,Sylwestrzak D.,Damian Sylwestrzak,19,0.6552,25.8055,4.3413,0.3447,28.2105,4.2632,0.5789,27.3812,4.2901,0.4982
1978,2023/24,33,2024-05-19,Musiał T.,Tomasz Musial,23,0.697,25.8027,4.3435,0.3435,27.5217,3.3043,0.2174,27.0008,3.6193,0.2556
1979,2023/24,33,2024-05-19,Lasyk P.,Piotr Lasyk,22,0.6875,25.7966,4.3322,0.3424,25.0455,3.9545,0.1818,25.2802,4.0726,0.232
1974,2023/24,33,2024-05-20,Krasny S.,Sebastian Krasny,4,0.2857,25.7872,4.3412,0.3412,25.75,3.75,0.5,25.7765,4.1723,0.3866
1981,2023/24,34,2024-05-25,Raczkowski P.,Pawel Raczkowski,19,0.6552,25.7912,4.3468,0.3468,25.4737,5.6316,0.3684,25.5832,5.1886,0.361
1982,2023/24,34,2024-05-25,Stefanski D.,Daniel Stefanski,18,0.6429,25.7919,4.3523,0.3456,29.0556,5.7222,0.6111,27.89,5.233,0.5163
1983,2023/24,34,2024-05-25,Gryckiewicz P.,Patryk Gryckiewicz,9,0.4737,25.7993,4.3813,0.3478,27.7778,4.5556,0.5556,26.7365,4.4638,0.4462
1984,2023/24,34,2024-05-25,Przybyl J.,Jaroslaw Przybyl,23,0.697,25.8167,4.3833,0.3467,25.8261,4.3913,0.2609,25.8232,4.3889,0.2869
1985,2023/24,34,2024-05-25,Kuzma L.,Lukasz Kuzma,12,0.5455,25.794,4.3953,0.3455,25.9167,5.1667,0.5833,25.8609,4.8161,0.4752
1986,2023/24,34,2024-05-25,Szczerbowicz M.,Marcin Szczerbowicz,11,0.5238,25.7914,4.3974,0.3444,26.5455,3.9091,0.2727,26.1864,4.1416,0.3068
1987,2023/24,34,2024-05-25,Marciniak S.,Szymon Marciniak,29,0.7436,25.7822,4.4026,0.3432,25.0345,4.1379,0.069,25.2262,4.2058,0.1393
1988,2023/24,34,2024-05-25,Kos D.,Damian Kos,10,0.5,25.7895,4.4046,0.3421,24.7,5.7,0.5,25.2447,5.0523,0.4211
1989,2023/24,34,2024-05-25,Kochanek M.,Marcin Kochanek,6,0.375,25.7836,4.4,0.3443,30.1667,5.5,0.3333,27.4273,4.8125,0.3402
2014,2024/25,1,2024-07-19,Kos D.,Damian Kos,11,0.5238,25.781,4.3954,0.3464,24.6364,5.4545,0.5455,25.1815,4.9502,0.4507
2015,2024/25,1,2024-07-19,Gryckiewicz P.,Patryk Gryckiewicz,10,0.5,25.8046,4.4007,0.3453,28.1,4.6,0.5,26.9523,4.5003,0.4226
2016,2024/25,1,2024-07-20,Raczkowski P.,Pawel Raczkowski,20,0.6667,25.7792,4.3994,0.3442,25.5,5.65,0.35,25.5931,5.2331,0.3481
2017,2024/25,1,2024-07-20,Szczerbowicz M.,Marcin Szczerbowicz,12,0.5455,25.7702,4.4045,0.343,26.25,4.0833,0.25,26.0319,4.2293,0.2923
2018,2024/25,1,2024-07-20,Lasyk P.,Piotr Lasyk,23,0.697,25.7742,4.4032,0.3419,24.9565,4.087,0.1739,25.2043,4.1828,0.2248
2019,2024/25,1,2024-07-21,Stefanski D.,Daniel Stefanski,19,0.6552,25.7685,4.3923,0.3441,29.0,6.1053,0.6316,27.8857,5.5146,0.5324
2020,2024/25,1,2024-07-21,Sylwestrzak D.,Damian Sylwestrzak,20,0.6667,25.7692,4.391,0.3429,28.05,4.3,0.55,27.2897,4.3303,0.481
2021,2024/25,1,2024-07-21,Przybyl J.,Jaroslaw Przybyl,24,0.7059,25.7572,4.3866,0.3419,25.5417,4.5417,0.25,25.6051,4.4961,0.277
2022,2024/25,1,2024-07-22,Myc W.,Wojciech Myc,7,0.4118,25.7643,4.3854,0.3408,28.5714,4.8571,0.4286,26.9202,4.5796,0.3769
2023,2024/25,2,2024-07-26,Stefanski D.,Daniel Stefanski,20,0.6667,25.7619,4.3841,0.346,28.85,6.0,0.6,27.8206,5.4614,0.5153
2024,2024/25,2,2024-07-26,Sylwestrzak D.,Damian Sylwestrzak,21,0.6774,25.7373,4.3797,0.3449,27.7619,4.2381,0.5238,27.1088,4.2838,0.4661
2025,2024/25,2,2024-07-27,Kuzma L.,Lukasz Kuzma,13,0.5652,25.7319,4.3785,0.3438,25.8462,5.1538,0.5385,25.7965,4.8168,0.4538
2026,2024/25,2,2024-07-27,Lasyk P.,Piotr Lasyk,24,0.7059,25.7358,4.3648,0.3428,24.9167,3.9583,0.2083,25.1576,4.0779,0.2479
2027,2024/25,2,2024-07-27,Marciniak S.,Szymon Marciniak,30,0.75,25.7085,4.3542,0.3417,25.1333,4.1667,0.0667,25.2771,4.2136,0.1354
2028,2024/25,2,2024-07-28,Malec P.,Pawel Malec,10,0.5,25.7031,4.3531,0.3406,21.6,4.7,0.4,23.6516,4.5266,0.3703
2029,2024/25,2,2024-07-28,Raczkowski P.,Pawel Raczkowski,21,0.6774,25.6854,4.3458,0.3396,25.381,5.6667,0.3333,25.4791,5.2406,0.3353
2030,2024/25,2,2024-07-28,Arys K.,Karol Arys,19,0.6552,25.6832,4.3478,0.3385,25.0,3.9474,0.4211,25.2356,4.0855,0.3926
2031,2024/25,2,2024-07-29,Kwiatkowski T.,Tomasz Kwiatkowski,16,0.6154,25.7121,4.3498,0.3375,23.375,3.25,0.375,24.2739,3.673,0.3606
2032,2024/25,3,2024-08-02,Gryckiewicz P.,Patryk Gryckiewicz,11,0.5238,25.6944,4.3488,0.3364,27.1818,4.5455,0.4545,26.4735,4.4518,0.3983
2033,2024/25,3,2024-08-02,Marciniak S.,Szymon Marciniak,31,0.7561,25.6738,4.3508,0.3354,25.0968,4.1613,0.0645,25.2375,4.2075,0.1306
2034,2024/25,3,2024-08-03,Frankowski B.,Bartosz Frankowski,22,0.6875,25.6503,4.3374,0.3344,24.0455,4.3182,0.4545,24.547,4.3242,0.417
2035,2024/25,3,2024-08-03,Sylwestrzak D.,Damian Sylwestrzak,22,0.6875,25.6483,4.3303,0.3333,27.5909,4.2273,0.5,26.9838,4.2595,0.4479
2036,2024/25,3,2024-08-03,Szczerbowicz M.,Marcin Szczerbowicz,13,0.5652,25.6524,4.3293,0.3323,26.3077,4.0769,0.2308,26.0228,4.1866,0.2749
2037,2024/25,3,2024-08-04,Kochanek M.,Marcin Kochanek,7,0.4118,25.6383,4.3252,0.3313,29.4286,5.1429,0.4286,27.199,4.6619,0.3714
2039,2024/25,3,2024-08-04,Kuzma L.,Lukasz Kuzma,14,0.5833,25.6212,4.3242,0.3303,25.9286,4.7857,0.5,25.8005,4.5934,0.4293
2040,2024/25,3,2024-08-05,Przybyl J.,Jaroslaw Przybyl,25,0.7143,25.5952,4.3293,0.3293,25.64,4.52,0.24,25.6272,4.4655,0.2655
2047,2024/25,4,2024-08-09,Szczerbowicz M.,Marcin Szczerbowicz,14,0.5833,25.6084,4.3373,0.3283,25.9286,4.0,0.2143,25.7952,4.1406,0.2618
2048,2024/25,4,2024-08-09,Marciniak S.,Szymon Marciniak,32,0.7619,25.6126,4.3303,0.3273,24.875,4.0312,0.0625,25.0506,4.1025,0.1256
2041,2024/25,4,2024-08-10,Myc W.,Wojciech Myc,8,0.4444,25.6078,4.3263,0.3263,28.125,4.75,0.625,26.7265,4.5146,0.4591
2045,2024/25,4,2024-08-10,Kos D.,Damian Kos,12,0.5455,25.6478,4.3313,0.3254,25.3333,5.5,0.5,25.4763,4.9688,0.4206
2042,2024/25,4,2024-08-11,Raczkowski P.,Pawel Raczkowski,22,0.6875,25.631,4.3333,0.3244,25.3636,5.6364,0.3182,25.4472,5.2292,0.3201
2046,2024/25,4,2024-08-11,Malec P.,Pawel Malec,11,0.5238,25.6172,4.3294,0.3234,21.4545,4.4545,0.3636,23.4368,4.3949,0.3445
2049,2024/25,4,2024-08-11,Arys K.,Karol Arys,20,0.6667,25.6036,4.3254,0.3225,25.5,4.0,0.4,25.5345,4.1085,0.3742
2044,2024/25,4,2024-08-12,Kwiatkowski T.,Tomasz Kwiatkowski,17,0.6296,25.5634,4.3127,0.3245,23.1765,3.2941,0.3529,24.0605,3.6714,0.3424
2050,2024/25,5,2024-08-16,Gryckiewicz P.,Patryk Gryckiewicz,12,0.5455,25.5676,4.3059,0.3235,26.5,4.5833,0.4167,26.0762,4.4572,0.3743
2056,2024/25,5,2024-08-16,Kochanek M.,Marcin Kochanek,8,0.4444,25.566,4.3079,0.3226,28.25,5.0,0.375,26.7589,4.6155,0.3459
2052,2024/25,5,2024-08-17,Marciniak S.,Szymon Marciniak,33,0.7674,25.5468,4.3041,0.3216,24.8485,4.0,0.0606,25.0109,4.0707,0.1213
2053,2024/25,5,2024-08-17,Malec P.,Pawel Malec,12,0.5455,25.519,4.3003,0.3207,21.4167,4.3333,0.3333,23.2813,4.3183,0.3276
2055,2024/25,5,2024-08-17,Lasyk P.,Piotr Lasyk,25,0.7143,25.5087,4.3023,0.3198,24.6,3.84,0.2,24.8596,3.9721,0.2342
2051,2024/25,5,2024-08-18,Kuzma L.,Lukasz Kuzma,15,0.6,25.4899,4.2928,0.3188,25.3333,4.8667,0.4667,25.3959,4.6371,0.4075
2054,2024/25,5,2024-08-18,Sylwestrzak D.,Damian Sylwestrzak,23,0.697,25.4682,4.2948,0.3179,27.5652,4.2174,0.4783,26.9298,4.2408,0.4297
2058,2024/25,5,2024-08-18,Stefanski D.,Daniel Stefanski,21,0.6774,25.4669,4.2968,0.317,28.3333,5.8571,0.5714,27.4087,5.3538,0.4894
2057,2024/25,5,2024-08-19,Kos D.,Damian Kos,13,0.5652,25.4856,4.3017,0.319,24.9231,5.4615,0.4615,25.1677,4.9573,0.3996
2063,2024/25,6,2024-08-23,Myc W.,Wojciech Myc,9,0.4737,25.4642,4.3037,0.3181,29.3333,4.8889,0.5556,27.2969,4.5809,0.4306
2066,2024/25,6,2024-08-23,Gryckiewicz P.,Patryk Gryckiewicz,13,0.5652,25.4743,4.3029,0.3171,26.3846,4.6154,0.3846,25.9888,4.4795,0.3553
2059,2024/25,6,2024-08-24,Malec P.,Pawel Malec,13,0.5652,25.5014,4.3162,0.3219,21.4615,4.3846,0.3077,23.218,4.3549,0.3139
2064,2024/25,6,2024-08-24,Kuzma L.,Lukasz Kuzma,16,0.6154,25.4858,4.3097,0.3267,24.875,4.875,0.4375,25.1099,4.6576,0.3949
2065,2024/25,6,2024-08-24,Raczkowski P.,Pawel Raczkowski,23,0.697,25.4759,4.3088,0.3258,25.1739,5.5217,0.3043,25.2654,5.1542,0.3108
2060,2024/25,6,2024-08-25,Stefanski D.,Daniel Stefanski,22,0.6875,25.4887,4.3107,0.3249,28.5,5.8636,0.5909,27.559,5.3784,0.5078
2062,2024/25,6,2024-08-25,Lasyk P.,Piotr Lasyk,26,0.7222,25.4958,4.307,0.3239,24.3846,3.7308,0.1923,24.6933,3.8908,0.2289
2067,2024/25,6,2024-08-25,Marciniak S.,Szymon Marciniak,34,0.7727,25.4691,4.3146,0.3258,24.5882,3.9706,0.0588,24.7884,4.0488,0.1195
2061,2024/25,6,2024-08-26,Krasny S.,Sebastian Krasny,5,0.3333,25.4594,4.3193,0.3249,26.0,4.2,0.8,25.6396,4.2796,0.4833
2075,2024/25,7,2024-08-30,Szczerbowicz M.,Marcin Szczerbowicz,15,0.6,25.4637,4.3128,0.324,26.0,3.8667,0.2,25.7855,4.0451,0.2496
2076,2024/25,7,2024-08-30,Marciniak S.,Szymon Marciniak,35,0.7778,25.468,4.3092,0.3231,24.5143,4.0286,0.0571,24.7262,4.0909,0.1162
2070,2024/25,7,2024-08-31,Myc W.,Wojciech Myc,10,0.5,25.475,4.3056,0.325,29.3,4.8,0.5,27.3875,4.5528,0.4125
2073,2024/25,7,2024-08-31,Sylwestrzak D.,Damian Sylwestrzak,24,0.7059,25.4515,4.2964,0.3241,27.4583,4.25,0.4583,26.8681,4.2636,0.4189
2074,2024/25,7,2024-08-31,Przybyl J.,Jaroslaw Przybyl,26,0.7222,25.4779,4.2928,0.3232,25.8077,4.6154,0.2308,25.7161,4.5258,0.2564
2068,2024/25,7,2024-09-01,Arys K.,Karol Arys,21,0.6774,25.4904,4.2948,0.3223,24.8571,3.8095,0.4286,25.0614,3.9661,0.3943
2069,2024/25,7,2024-09-01,Kwiatkowski T.,Tomasz Kwiatkowski,18,0.6429,25.4863,4.294,0.3214,23.3889,3.2222,0.3333,24.138,3.605,0.3291
2071,2024/25,7,2024-09-01,Kos D.,Damian Kos,14,0.5833,25.474,4.3041,0.326,24.4286,5.4286,0.4286,24.8642,4.96,0.3858
2072,2024/25,7,2024-09-01,Raczkowski P.,Pawel Raczkowski,24,0.7059,25.4836,4.3115,0.3251,25.375,5.5,0.2917,25.4069,5.1504,0.3015
2078,2024/25,8,2024-09-13,Raczkowski P.,Pawel Raczkowski,25,0.7143,25.4877,4.3161,0.3243,25.44,5.52,0.28,25.4536,5.176,0.2926
2083,2024/25,8,2024-09-13,Gryckiewicz P.,Patryk Gryckiewicz,14,0.5833,25.4891,4.3179,0.3234,27.0,4.9286,0.5,26.3705,4.6741,0.4264
2077,2024/25,8,2024-09-14,Lasyk P.,Piotr Lasyk,27,0.7297,25.4878,4.3144,0.3225,24.0741,3.8519,0.2222,24.4562,3.9769,0.2493
2080,2024/25,8,2024-09-14,Stefanski D.,Daniel Stefanski,23,0.697,25.4676,4.3189,0.327,28.4783,5.7391,0.5652,27.5659,5.3088,0.493
2081,2024/25,8,2024-09-14,Sylwestrzak D.,Damian Sylwestrzak,25,0.7143,25.4798,4.3181,0.3288,27.76,4.2,0.44,27.1085,4.2337,0.4082
2079,2024/25,8,2024-09-15,Kuzma L.,Lukasz Kuzma,17,0.6296,25.4624,4.3226,0.328,24.7059,4.8235,0.4118,24.9861,4.638,0.3807
2082,2024/25,8,2024-09-15,Przybyl J.,Jaroslaw Przybyl,27,0.7297,25.4745,4.3244,0.3271,25.963,4.6296,0.2222,25.831,4.5471,0.2506
2084,2024/25,8,2024-09-15,Kwiatkowski T.,Tomasz Kwiatkowski,19,0.6552,25.4706,4.3342,0.3262,23.2632,3.4737,0.4211,24.0243,3.7704,0.3883
2089,2024/25,9,2024-09-20,Myc W.,Wojciech Myc,11,0.5238,25.4747,4.3307,0.3253,28.1818,4.4545,0.4545,26.8927,4.3956,0.393
2091,2024/25,9,2024-09-20,Raczkowski P.,Pawel Raczkowski,26,0.7222,25.4654,4.3324,0.3245,25.4615,5.5,0.2692,25.4626,5.1757,0.2846
2086,2024/25,9,2024-09-21,Stefanski D.,Daniel Stefanski,24,0.7059,25.4748,4.3475,0.3236,28.5417,5.6667,0.5833,27.6396,5.2787,0.5069
2087,2024/25,9,2024-09-21,Przybyl J.,Jaroslaw Przybyl,28,0.7368,25.4894,4.3413,0.3228,25.8929,4.75,0.2143,25.7867,4.6424,0.2428
2090,2024/25,9,2024-09-21,Krasny S.,Sebastian Krasny,6,0.375,25.4987,4.3404,0.3219,26.1667,3.8333,0.6667,25.7492,4.1502,0.4512
2094,2024/25,9,2024-09-21,Kuzma L.,Lukasz Kuzma,18,0.6429,25.4868,4.3579,0.3263,25.0,4.8333,0.3889,25.1739,4.6635,0.3665
2088,2024/25,9,2024-09-22,Lasyk P.,Piotr Lasyk,28,0.7368,25.4934,4.3543,0.3255,23.8571,3.9286,0.2857,24.2877,4.0406,0.2962
2092,2024/25,9,2024-09-22,Malec P.,Pawel Malec,14,0.5833,25.4895,4.3455,0.3246,21.3571,4.2143,0.4286,23.079,4.269,0.3853
2093,2024/25,9,2024-09-22,Kochanek M.,Marcin Kochanek,9,0.4737,25.47,4.342,0.3238,27.2222,4.7778,0.3333,26.3,4.5484,0.3283
2043,2024/25,4,2024-09-25,Malec P.,Pawel Malec,15,0.6,25.4453,4.3359,0.3229,21.1333,4.1333,0.4,22.8581,4.2144,0.3692
2096,2024/25,10,2024-09-27,Raczkowski P.,Pawel Raczkowski,27,0.7297,25.4234,4.3351,0.3221,25.5926,5.6667,0.2593,25.5469,5.3068,0.2762
2099,2024/25,10,2024-09-27,Marciniak S.,Szymon Marciniak,36,0.7826,25.4067,4.3368,0.3212,24.6111,4.0,0.0833,24.7841,4.0732,0.1351
2100,2024/25,10,2024-09-28,Kuzma L.,Lukasz Kuzma,19,0.6552,25.4005,4.3411,0.3204,25.1579,4.7368,0.3684,25.2416,4.6004,0.3519
2101,2024/25,10,2024-09-28,Szczerbowicz M.,Marcin Szczerbowicz,16,0.6154,25.3969,4.3351,0.3196,26.0625,3.8125,0.1875,25.8065,4.0135,0.2383
2103,2024/25,10,2024-09-28,Kos D.,Damian Kos,15,0.6,25.3985,4.3368,0.3188,24.7333,5.5333,0.4,24.9994,5.0547,0.3675
2097,2024/25,10,2024-09-29,Arys K.,Karol Arys,22,0.6875,25.441,4.341,0.3179,24.8182,3.8182,0.4091,25.0128,3.9816,0.3806
2098,2024/25,10,2024-09-29,Lasyk P.,Piotr Lasyk,29,0.7436,25.4373,4.3325,0.3171,23.8621,3.8276,0.2759,24.266,3.957,0.2864
2102,2024/25,10,2024-09-29,Myc W.,Wojciech Myc,12,0.5455,25.4464,4.3342,0.3163,27.6667,4.5,0.4167,26.6575,4.4246,0.3711
2095,2024/25,10,2024-09-30,Gryckiewicz P.,Patryk Gryckiewicz,15,0.6,25.4733,4.3308,0.3155,26.8667,4.8,0.4667,26.3093,4.6123,0.4062
2108,2024/25,11,2024-10-04,Arys K.,Karol Arys,23,0.697,25.4594,4.335,0.3198,24.7826,3.6957,0.3913,24.9877,3.8894,0.3696
2111,2024/25,11,2024-10-04,Stefanski D.,Daniel Stefanski,25,0.7143,25.443,4.3266,0.319,28.64,5.52,0.56,27.7266,5.179,0.4911
2104,2024/25,11,2024-10-05,Kwiatkowski T.,Tomasz Kwiatkowski,20,0.6667,25.4444,4.3283,0.3182,23.45,3.45,0.4,24.1148,3.7428,0.3727
2106,2024/25,11,2024-10-05,Kuzma L.,Lukasz Kuzma,20,0.6667,25.4232,4.3275,0.3174,25.1,4.6,0.35,25.2077,4.5092,0.3391
