player_slug,nazwa,klub_slug,gk_bramki-stracone,gk_czyste-konta,gk_gk-dlugie-podania-celne,gk_gk-mecze-rozegrane,gk_gk-minuty-rozegrane,gk_gk-piastkowania,gk_gk-podania-celne,gk_gk-podania,gk_gk-rzuty-karne-przeciwko,gk_obronione-rzuty-karne,gk_obronione-strzaly,pole_asysty,pole_celne-strzaly,pole_celnosc-strzalow,pole_dogodne-szanse,pole_dosrodkowania-celne,pole_dosrodkowania,pole_dryblingi,pole_faule-wywalczone,pole_faule,pole_gole-z-gry,pole_gole-z-pola-karnego,pole_gole-z-rzutow-karnych,pole_gole,pole_kanadyjska,pole_karne-wykonane,pole_kluczowe-podania,pole_konwersja-strzalow,pole_minuty,pole_odbiory,pole_podania-celne-w-polowie-przeciwnika,pole_podania-celne,pole_podania-w-polowie-przeciwnika,pole_podania,pole_pojedynki-obronne-wygrane,pole_pojedynki-wygrane,pole_przechwyty,pole_rzuty-rozne,pole_spalone,pole_strzaly,pole_stworzone-dogodne-szanse,pole_wybicia,pole_xa,pole_xg,pole_xgot,pole_zablokowane-strzaly
mateusz-skrzypczak,Mateusz SkrzypczakJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,0,3,25,2,0,1,4,24,11,0,2,1,2,2,1,5,17,2252,11,563,0,661,1769,11,77,17,0,0,12,0,100,1.4,1.8,1.1,1
michal-sacek,Michal SáčekJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,29,22,26,14,0,0,0,0,3,0,11,0,1659,22,495,0,571,1126,22,88,32,0,0,5,7,48,1.5,0.1,0,1
miguel-villar-alonso,Miguel Villar AlonsoJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,4,4,44,3,6,42,36,15,11,1,2,0,2,6,0,17,22,1317,17,209,0,295,342,17,61,23,0,1,9,7,20,3.5,1.3,0.5,11
mohamed-lamine-diaby-fadiga,Mohamed Lamine Diaby-FadigaJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,1,11,33,8,1,2,28,17,20,3,3,0,3,4,0,13,9,854,7,81,0,130,166,7,64,0,0,4,33,2,9,0.7,5.4,3.2,4
rui-filipe-da-cunha-correia,NenéJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,1,4,50,2,0,4,10,14,21,3,3,0,3,4,0,9,38,636,6,166,0,218,302,6,34,2,9,0,8,1,12,0.9,1,0.8,5
norbert-wojtuszek,Norbert WojtuszekJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,1,3,21,3,6,22,31,14,25,1,2,0,2,3,0,19,14,1773,40,405,0,492,1044,40,126,37,0,3,14,2,58,0.8,0.3,0.7,5
oskar-pietuszewski,Oskar PietuszewskiJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,1,2,25,0,1,9,46,22,13,1,1,0,1,2,0,7,13,453,2,58,0,108,125,2,49,3,1,0,8,3,4,1.3,0.6,0.9,5
peter-kovacik,Peter KováčikJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,3,3,5,5,0,0,0,0,0,0,1,0,323,1,57,0,77,161,1,11,2,0,0,2,0,8,0.1,0.1,0.1,0
sawomir-abramowicz,Sławomir AbramowiczJagiellonia Białystok,jagiellonia-bialystok,36,10,116,31,2790,18,0,832,4,0,98,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,2790,0,60,0,205,832,0,16,0,0,0,0,0,40,0,0,0,0
taras-romanczuk,Taras RomanczukJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,3,7,29,1,0,4,11,28,34,1,2,0,2,5,0,16,8,2005,37,494,0,649,1114,37,156,32,0,1,24,3,58,2.7,2.2,2.3,7
tomas-costa-silva,Tomás SilvaJagiellonia Białystok,jagiellonia-bialystok,0,0,0,0,0,0,0,0,0,0,0,0,2,40,0,4,12,11,19,10,1,1,0,1,1,0,7,20,581,14,155,0,191,271,14,59,6,2,0,5,0,25,0.3,0.3,0.2,1
adam-chojecki,Adam ChojeckiKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,23,0,2,0,7,7,0,1,0,0,0,0,0,2,0,0,0,0
adrian-dalmau-vaquer,Adrián Dalmau VaquerKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,2,22,52,0,0,0,29,38,39,8,10,1,10,12,1,18,24,1884,5,146,0,225,343,5,106,5,0,9,42,0,31,1,10.1,8.1,8
bartomiej-smolarczyk,Bartłomiej SmolarczykKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,2,1,7,0,0,0,0,0,0,2,0,1042,9,97,0,126,421,9,45,14,0,0,4,0,68,0.1,0.3,0,0
daniel-bak,Daniel BąkKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,5,0,2,0,0,0,0,0,0,0,0,97,1,1,0,6,10,1,5,0,0,2,2,0,1,0,0,0.1,0
dawid-banik,Dawid BłanikKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,6,13,59,0,1,21,50,24,12,4,4,0,4,10,0,20,18,1062,12,146,0,277,226,12,62,9,60,2,22,0,13,3.8,2.4,3.3,13
dominick-lukasz-zator,Dominick Lukasz ZatorKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,6,14,3,4,8,0,0,0,0,0,0,5,0,549,2,94,0,130,242,2,25,6,0,1,3,0,21,0.7,0.4,0,2
evgeni-shikavka,Evgeni ShikavkaKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,2,7,29,0,1,4,19,26,25,0,2,0,2,4,1,16,8,1374,13,89,0,133,179,13,71,2,0,7,24,0,25,0.6,4.9,2.7,6
hubert-zwozny,Hubert ZwoźnyKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,7,47,39,19,25,0,0,0,0,0,0,15,0,1712,41,168,0,297,482,41,118,15,0,0,4,0,53,0.9,0.2,0,5
igor-kosmicki,Igor KośmickiKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,180,1,22,0,38,94,1,8,1,0,0,0,0,6,0,0,0,0
jakub-konstantyn,Jakub KonstantynKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,13,7,0,0,0,0,0,0,0,1,0,308,6,40,0,65,96,6,20,2,1,0,2,0,5,0.1,0,0,0
konrad-ciszek,Konrad CiszekKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,0,0,0,0,0,0,0,0,109,6,12,0,18,30,6,17,0,0,0,0,0,10,0,0,0,1
konrad-matuszewski,Konrad MatuszewskiKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,1,6,75,0,15,56,21,23,15,0,0,0,0,1,0,24,0,1813,26,276,0,428,606,26,100,12,14,2,8,0,61,1.9,1,1.1,3
konstantinos-sotiriou,Konstantinos SotiriouKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,2,3,2,5,7,0,1,0,1,1,0,4,25,831,7,103,0,154,369,7,54,13,0,1,4,0,46,0.5,0.4,0.5,1
marcel-pieczek,Marcel PięczekKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,5,2,50,0,11,39,21,16,17,0,0,0,0,5,0,20,0,2057,16,338,0,509,968,16,77,22,45,0,4,0,85,2.8,0.3,0.2,2
marcus-godinho,Marcus Valdez Pereira GodinhoKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,2,0,0,0,0,0,0,1,0,248,4,30,0,45,75,4,14,3,0,0,0,0,6,0,0,0,0
mariusz-fornalczyk,Mariusz FornalczykKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,3,24,46,0,6,49,112,64,27,4,2,0,4,7,0,30,8,2257,17,242,0,388,481,17,156,10,2,7,52,0,10,3.7,3.7,4.2,18
martin-christophe-jannick-remacle,Martin Christophe Jannick RemacleKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,8,25,0,5,28,41,43,28,1,0,0,1,1,0,30,3,2078,28,407,0,572,877,28,131,22,12,0,32,0,28,1.7,3,1,16
miosz-strzebonski,Miłosz StrzebońskiKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,2,8,6,7,18,0,0,0,0,0,0,11,0,725,8,104,0,155,258,8,23,11,4,0,3,0,12,0.4,0.2,0.1,5
miosz-trojak,Miłosz TrojakKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,2,6,35,0,1,18,21,22,27,0,1,0,1,3,0,6,6,2790,26,465,0,741,1656,26,149,56,0,4,17,0,128,0.7,1.2,0.6,8
david-gonzalez-plata,NonoKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,1,3,50,0,2,10,26,33,20,0,0,0,0,1,0,21,0,1257,21,331,0,444,743,21,86,21,1,0,6,0,14,0.8,0.5,0.6,8
pau-resta-tell,Pau Resta TellKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,8,36,0,0,0,2,9,21,0,4,0,4,4,0,7,18,2153,23,277,0,380,1110,23,122,30,0,1,22,0,153,0.4,2.7,4.4,2
pedro-nuno-fernandes-ferreira,Pedro NunoKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,13,45,0,3,23,16,38,24,1,5,4,5,5,4,19,17,1423,12,235,0,374,468,12,81,7,40,1,29,0,14,2,5.6,5.1,15
piotr-malarczyk,Piotr Kamil MalarczykKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,230,1,25,0,38,127,1,4,4,0,0,1,0,10,0,0,0,0
rafa-mamla,Rafał MamlaKorona Kielce,korona-kielce,19,4,83,17,1530,7,0,420,6,0,42,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,1530,1,55,0,235,420,1,12,0,0,0,0,0,11,0,0,0,0
shuma-nagamatsu,Shuma NagamatsuKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,1,5,50,0,0,3,8,9,14,0,1,0,1,2,0,3,10,375,7,50,0,76,99,7,27,1,0,2,10,0,5,0.1,1.7,1.7,3
wiktor-dugosz,Wiktor DługoszKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,2,9,41,0,8,46,50,30,34,2,2,0,3,5,0,15,14,1994,28,188,0,310,414,28,112,19,0,2,22,0,31,2,2.2,2.2,9
wojciech-kaminski,Wojciech KamińskiKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,3,1,4,0,0,0,0,0,0,2,0,348,2,49,0,67,126,2,8,5,0,0,1,0,10,0.1,0.1,0,1
xavier-dziekonski,Xavier DziekońskiKorona Kielce,korona-kielce,26,4,77,17,1530,5,0,556,2,0,51,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1530,0,45,0,174,556,0,8,0,0,0,0,0,13,0.1,0,0,0
yoav-hofmeister,Yoav HofmeisterKorona Kielce,korona-kielce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,10,36,27,0,0,0,0,0,0,6,0,1404,30,244,0,333,646,30,112,21,0,0,4,0,38,0.3,0.1,0,2
adriel-ba-loua,Adriel D'Avila Ba LouaLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,1,2,50,0,2,10,11,2,6,0,0,0,0,1,0,2,0,346,5,61,0,87,104,5,13,2,0,0,4,1,1,0.9,0.6,0.2,3
afonso-gamelas-de-pinho-sousa,Afonso SousaLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,5,32,73,10,8,29,57,37,21,13,9,0,13,18,0,36,30,2266,17,631,0,747,962,17,97,10,3,9,44,8,17,4.8,7.7,11.1,25
alex-raymond-douglas,Alex Raymond DouglasLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,12,28,0,0,0,0,0,0,4,0,1875,11,432,0,526,1204,11,92,14,0,1,2,0,55,0.6,0.3,0,3
ali-gholizadeh-nojedeh,Ali Gholizadeh NojedehLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,5,12,57,4,12,37,62,21,16,7,8,0,8,13,0,28,38,1641,19,449,0,595,770,19,94,9,9,4,21,4,17,5.3,2.6,7,12
antoni-kozubal,Antoni KozubalLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,5,11,39,3,3,17,30,67,45,1,1,0,1,6,0,36,4,2731,34,805,0,1014,1621,34,164,34,50,1,28,8,36,4.4,3.2,3,25
antonio-milic,Antonio MilićLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,3,4,21,3,3,12,9,8,29,0,0,0,0,3,0,16,0,2606,12,663,0,813,2161,12,102,36,0,2,19,4,121,1.8,1.8,1.4,4
bartosz-mrozek,Bartosz MrozekLech Poznań,lech-poznan,31,14,107,34,3060,12,0,1104,3,0,111,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3060,0,43,0,190,1104,0,9,0,0,0,0,0,36,0,0,0,0
bartosz-salamon,Bartosz SalamonLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,1,2,40,0,2,5,0,8,12,0,0,0,0,1,0,3,0,1185,4,292,0,382,885,4,66,10,0,0,5,1,61,0.5,0.4,0.2,3
bryan-benjamin-solhaug-fiabema,Bryan Benjamin Solhaug FiabemaLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,1,7,47,3,0,7,18,11,10,0,0,0,0,1,0,9,0,607,8,104,0,143,184,8,46,0,0,3,15,0,12,0.5,1.5,1.3,8
daniel-noel-mikael-hakans,Daniel Noel Mikael HåkansLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,6,4,44,4,3,13,35,11,14,1,1,0,1,7,0,11,11,1124,15,163,0,208,264,15,46,2,0,5,9,5,3,2.5,2.1,1.2,2
filip-wojciech-jagieo,Filip Wojciech JagiełłoLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,2,7,58,4,2,13,10,24,7,2,2,0,2,4,0,13,17,989,7,373,0,455,706,7,44,15,14,1,12,1,10,1.7,2.1,1.6,10
gisli-gottskalk-orarson,Gísli Gottskálk ÞórðarsonLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,9,1,8,0,0,0,0,1,0,5,0,235,3,63,0,85,123,3,13,4,0,0,2,0,1,0.3,0.1,0,0
ian-jakob-hoffmann,Ian Jakob HoffmannLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
jens-patrik-walemark,Jens Patrik WålemarkLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,3,21,58,6,5,49,39,35,25,6,6,0,8,11,0,17,22,1297,12,147,0,265,273,12,83,3,18,0,36,9,11,2.8,3.5,5.4,18
jesper-karlstrom,Jesper Kewe KarlströmLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,2,0,180,5,71,0,82,118,5,9,4,0,0,2,1,2,0.4,0.1,0,1
joel-vieira-pereira,Joel PereiraLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,7,6,40,2,27,121,24,28,22,1,1,0,2,9,0,46,13,2250,23,584,0,880,1138,23,110,11,39,1,15,9,32,5.2,1.7,0.9,2
kornel-lisman,Kornel LismanLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,0,3,75,1,2,12,19,4,1,1,1,0,1,1,0,4,25,360,5,43,0,67,79,5,20,1,0,2,4,1,6,0.5,1,1.2,2
kristoffer-velde,Kristoffer VeldeLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,0,0,2,1,1,0,0,0,0,0,0,1,0,90,2,7,0,11,17,2,5,0,0,1,2,0,0,0.1,0.6,0.2,2
maksymilian-pingot,Maksymilian PingotLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,0,0,0,0,0,0,1,0,212,4,58,0,65,168,4,12,2,0,0,1,0,10,0.1,0,0,1
mario-gonzalez,Mario GonzálezLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,0,1,33,2,0,0,1,0,0,0,1,0,1,1,0,1,33,87,2,16,0,23,30,2,8,0,0,0,3,0,2,0.2,0.8,0.9,1
micha-gurgul,Michał GurgulLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,7,39,10,14,28,0,0,0,0,0,0,17,0,2455,23,699,0,886,1708,23,87,23,0,2,4,0,68,1.7,0.7,0.1,5
mikael-ishak,Mikael IshakLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,5,45,59,35,3,10,17,39,20,18,21,3,21,26,4,29,28,2753,10,261,0,356,517,10,97,1,0,24,76,5,46,3.1,18.3,20.2,24
nils-erik-elias-andersson,Nils Erik Elias AnderssonLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,169,2,71,0,92,139,2,6,1,2,0,1,0,4,0.2,0,0,0
radosaw-pawe-murawski,Radosław Paweł MurawskiLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,1,3,33,0,1,10,13,43,54,0,0,0,0,1,0,16,0,1997,27,779,0,943,1513,27,127,42,0,0,9,2,43,2.1,0.8,0.3,16
rasmus-carstensen,Rasmus Bjerregaard CarstensenLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,1,4,50,1,7,22,13,14,16,2,2,0,2,3,0,12,25,1025,14,199,0,266,420,14,46,12,0,2,8,3,21,1.4,1.1,1.9,1
sammy-dudek,Sammy DudekLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,0,7,0,9,13,0,0,2,0,0,0,0,1,0,0,0,0
stjepan-loncar,Stjepan LončarLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,13,0,10,0,11,13,0,0,0,0,0,1,0,0,0,0,0,0
wojciech-monka,Wojciech MońkaLech Poznań,lech-poznan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,0,0,0,1,0,1,0,504,2,97,0,122,301,2,12,4,0,0,0,1,26,0.3,0,0,0
adam-kardas,Adam KardaśLechia Gdańsk,lechia-gdansk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
andrei-chindris,Andrei ChindrişLechia Gdańsk,lechia-gdansk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,499,6,57,0,95,298,6,27,5,0,0,0,0,31,0,0.4,0,2
anton-tsarenko,Anton TsarenkoLechia Gdańsk,lechia-gdansk,0,0,0,0,0,0,0,0,0,0,0,2,5,50,1,3,13,37,28,8,2,1,0,2,4,0,23,20,1400,17,265,0,331,509,17,81,7,15,0,10,3,12,1.4,1.4,1.4,8
bohdan-sarnavskyi,Bohdan SarnavskyiLechia Gdańsk,lechia-gdansk,24,3,71,14,1260,11,0,384,3,0,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1260,0,40,0,123,384,0,4,1,0,0,0,0,15,0,0,0,0
bohdan-viunnyk,Bohdan ViunnykLechia Gdańsk,lechia-gdansk,0,0,0,0,0,0,0,0,0,0,0,3,21,50,10,5,21,44,30,43,4,7,1,7,10,1,22,17,2346,9,195,0,314,431,9,107,8,0,8,42,6,20,2.3,7.1,8.1,17
bujar-pllana,Bujar PllanaLechia Gdańsk,lechia-gdansk,0,0,0,0,0,0,0,0,0,0,0,3,6,38,2,1,1,7,12,30,0,1,0,1,4,0,6,6,2299,19,288,0,444,1071,19,107,29,0,0,16,3,134,0.3,1.5,0.9,7
camilo-andres-mena-marquez,Camilo Andrés Mena MárquezLechia Gdańsk,lechia-gdansk,0,0,0,0,0,0,0,0,0,0,0,8,20,59,13,11,57,124,49,18,1,4,3,4,12,4,28,12,2097,29,395,0,541,641,29,171,21,6,4,34,9,15,4.1,6.2,5.8,8
dominik-pia,Dominik PiłaLechia Gdańsk,lechia-gdansk,0,0,0,0,0,0,0,0,0,0,0,1,2,15,1,19,76,56,25,41,0,1,0,1,2,0,21,8,2969,59,549,0,790,1166,59,183,50,0,0,13,4,119,3.2,1.2,1,7
elias-oskar-olsson,Elias Oskar OlssonLechia Gdańsk,lechia-gdansk,0,0,0,0,0,0,0,0,0,0,0,0,2,40,2,1,4,1,12,26,0,1,0,1,1,0,6,20,2863,21,364,0,535,1440,21,100,23,0,0,5,0,165,0.4,1,1.2,2
ivan-zhelizko,Ivan ZhelizkoLechia Gdańsk,lechia-gdansk,0,0,0,0,0,0,0,0,0,0,0,0,21,60,2,2,11,17,14,22,0,2,1,3,3,1,14,9,2197,29,591,0,765,1231,29,105,26,38,0,35,1,50,2.6,2.7,2.8,12
kacper-sezonienko,Kacper SezonienkoLechia Gdańsk,lechia-gdansk,0,0,0,0,0,0,0,0,0,0,0,0,4,40,8,0,12,17,17,22,3,3,0,3,3,0,12,30,1067,20,97,0,167,231,20,75,7,0,2,10,1,18,0.9,3.5,3.2,3
karl-sydney-wendt,Karl Sydney WendtLechia Gdańsk,lechia-gdansk,0,0,0,0,0,0,0,0,0,0,0,0,3,100,0,1,4,4,2,2,1,1,0,1,1,0,3,33,244,4,46,0,65,92,4,11,7,0,0,3,0,2,0.2,0.4,0.8,2
loup-diwan-gueho,Loup-Diwan GuéhoLechia Gdańsk,lechia-gdansk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,0,0,0,0,0,0,1,0,555,3,81,0,110,307,3,29,5,0,0,3,0,30,0,0.3,0,0
maksym-khlan,Maksym KhlanLechia Gdańsk,lechia-gdansk,0,0,0,0,0,0,0,0,0,0,0,3,21,51,3,3,35,101,40,36,3,4,0,4,7,0,21,10,2467,21,391,0,553,704,21,121,15,3,7,41,3,23,3.2,3.4,5.9,13
micha-gogowski,Michał GłogowskiLechia Gdańsk,lechia-gdansk,0,0,0,0,0,0,0,0,0,0,0,0,3,38,1,0,0,10,7,6,1,1,0,1,1,0,0,13,234,2,20,0,42,52,2,28,0,0,1,8,0,5,0.6,1.5,1.5,1
miosz-kaahur,Miłosz KałahurLechia Gdańsk,lechia-gdansk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42,14,29,26,0,0,0,0,0,0,17,0,1819,14,310,0,434,614,14,67,17,13,2,1,0,53,1.2,0.2,0,4
rifet-kapic,Rifet KapičLechia Gdańsk,lechia-gdansk,0,0,0,0,0,0,0,0,0,0,0,5,10,56,1,10,47,36,12,11,2,2,1,4,9,1,60,22,2818,25,1024,0,1319,1885,25,73,44,60,1,18,9,47,5.2,2.2,3.6,14
serhii-buletsa,Serhii BuletsaLechia Gdańsk,lechia-gdansk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,2,0,103,3,32,0,43,57,3,8,1,1,0,0,0,2,0.1,0.1,0,1
szymon-weirauch,Szymon WeirauchLechia Gdańsk,lechia-gdansk,35,3,71,20,1800,6,0,459,4,1,60,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1800,0,41,0,188,459,0,7,0,0,0,0,0,16,0,0,0,0
tomasz-neugebauer,Tomasz NeugebauerLechia Gdańsk,lechia-gdansk,0,0,0,0,0,0,0,0,0,0,0,0,3,20,1,1,8,11,11,29,2,1,0,2,2,0,13,13,1270,18,276,0,373,579,18,67,21,12,0,15,1,30,1,1.1,0.6,8
tomasz-wojtowicz,Tomasz WójtowiczLechia Gdańsk,lechia-gdansk,0,0,0,0,0,0,0,0,0,0,0,0,2,29,1,5,33,14,13,8,1,1,0,1,1,0,4,14,786,12,143,0,230,291,12,52,9,1,0,7,1,10,0.9,0.7,0.4,3
tomas-bobcek,Tomáš BobčekLechia Gdańsk,lechia-gdansk,0,0,0,0,0,0,0,0,0,0,0,1,15,45,13,1,4,21,21,21,7,8,0,8,9,0,11,24,1253,10,96,0,186,240,10,118,2,0,5,33,1,19,0.8,7.7,7.6,12
aleksander-wyganowski,Aleksander WyganowskiLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0
allan-migouel-alfarela,Allan Migouel AlfarelaLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,2,2,50,0,1,5,23,3,2,1,1,0,1,3,0,7,25,385,2,66,0,96,114,2,18,1,3,1,4,0,2,0.4,1.5,1.6,5
artur-marcin-jedrzejczyk,Artur Marcin JędrzejczykLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,5,16,0,0,0,0,0,0,1,0,681,9,198,0,251,479,9,60,13,0,0,1,0,31,0.2,0,0,0
bartosz-kapustka,Bartosz KapustkaLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,1,20,67,0,10,37,47,28,21,6,7,2,9,10,2,34,30,2024,24,576,0,801,1048,24,118,22,39,4,30,0,22,2.6,4.9,5.9,14
blaz-kramer,Blaž KramerLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,1,9,56,0,1,1,13,3,10,0,3,1,3,4,1,2,19,385,3,35,0,51,86,3,26,0,0,0,16,0,2,0.1,3.3,5.2,0
joaquim-claude-goncalves-araujo,Claude GonçalvesLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,0,5,29,0,1,2,13,14,25,1,1,0,1,1,0,7,6,1078,20,243,0,293,466,20,69,11,0,0,17,0,17,0.6,2.1,1.6,4
gabriel-kobylak,Gabriel KobylakLegia Warszawa,legia-warszawa,11,2,22,7,585,3,0,157,1,0,23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,585,0,9,0,62,157,0,6,0,0,0,0,0,4,0,0,0,0
igor-strzaek,Igor StrzałekLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,20,0,6,0,7,11,0,2,1,0,0,0,0,0,0,0,0,0
ilya-shkurin,Ilya ShkurinLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,4,24,44,0,1,2,52,30,24,2,7,0,2,6,1,26,4,2299,10,220,0,332,441,10,123,6,0,4,54,0,36,1.2,5,3.4,11
jan-ziokowski,Jan ZiółkowskiLegia Warszawa,legia-warszawa,0,0,0,0,0,0,0,0,0,0,0,2,3,50,0,1,2,1,14,27,0,1,0,1,3,0,6,17,1373,22,195,0,278,744,22,91,17,0,0,6,0,76,0.8,0.7,0.8,1
