flash_team,klub_slug,flash_name,player_slug,match_method
Legia Warszawa,legia-warszawa,Zewlakow J.,jakub-zewakow,existing_mapping
Legia Warszawa,legia-warszawa,Ziółkowski J.,jan-ziokowski,existing_mapping
Motor Lublin,motor-lublin,Bartoš M.,marek-kristian-bartos,existing_mapping
Motor Lublin,motor-lublin,Brkic I.,ivan-brkic,existing_mapping
Motor Lublin,motor-lublin,Czubak K.,karol-czubak,existing_mapping
Motor Lublin,motor-lublin,Dadashov R.,renat-dadasov,existing_mapping
Motor Lublin,motor-lublin,Ede B.,bright-ede,existing_mapping
Motor Lublin,motor-lublin,Fabio Ronaldo,fabio-ronaldo-da-costa-conceicao,existing_mapping
Motor Lublin,motor-lublin,Haxha F.,florian-haxha,existing_mapping
Motor Lublin,motor-lublin,Karasek K.,kacper-karasek,existing_mapping
Motor Lublin,motor-lublin,Kikis,christopher-serge-simon,existing_mapping
Motor Lublin,motor-lublin,Król M.,micha-krol,existing_mapping
Motor Lublin,motor-lublin,Lewandowski F.,franciszek-lewandowski,existing_mapping
Motor Lublin,motor-lublin,Luberecki F.,filip-luberecki,existing_mapping
Motor Lublin,motor-lublin,Matthys H.,herve-jean-matthys,existing_mapping
Motor Lublin,motor-lublin,Meyer P.,paskal-konrad-meyer,existing_mapping
Motor Lublin,motor-lublin,Najemski A.,arkadiusz-najemski,existing_mapping
Motor Lublin,motor-lublin,Ndiaye M.,mbaye-jacques-ndiaye,existing_mapping
Motor Lublin,motor-lublin,Palacz K.,krystian-palacz,existing_mapping
Motor Lublin,motor-lublin,Rodrigues I.,ivo-tiago-dos-santos-rodrigues,existing_mapping
Motor Lublin,motor-lublin,Samper S.,sergi-samper-montana,existing_mapping
Motor Lublin,motor-lublin,Santos T.,thomas-santos-christensen-1,existing_mapping
Motor Lublin,motor-lublin,Scalet M.,mathieu-scalet,existing_mapping
Motor Lublin,motor-lublin,Stolarski P.,pawe-stolarski,existing_mapping
Motor Lublin,motor-lublin,Tratnik G.,gasper-tratnik,existing_mapping
Motor Lublin,motor-lublin,Wolski B.,bartosz-wolski,existing_mapping
Motor Lublin,motor-lublin,Wójcik F.,filip-wojcik,existing_mapping
Motor Lublin,motor-lublin,van Hoeven B.,bradly-van-hoeven,existing_mapping
Motor Lublin,motor-lublin,Łabojko J.,jakub-jan-abojko,existing_mapping
Piast Gliwice,piast-gliwice,Barkovskiy G.,german-barkovskiy,existing_mapping
Piast Gliwice,piast-gliwice,Boisgard Q.,quentin-boisgard,existing_mapping
Piast Gliwice,piast-gliwice,Borowski F.,filip-borowski,existing_mapping
Piast Gliwice,piast-gliwice,Chrapek M.,micha-ukasz-chrapek,existing_mapping
Piast Gliwice,piast-gliwice,Czerwiński J.,jakub-czerwinski,existing_mapping
Piast Gliwice,piast-gliwice,Dalmau A.,adrian-dalmau-vaquer,existing_mapping
Piast Gliwice,piast-gliwice,Drapiński I.,igor-drapinski,existing_mapping
Piast Gliwice,piast-gliwice,Dziczek P.,patryk-dziczek,existing_mapping
Piast Gliwice,piast-gliwice,Felix J.,jorge-felix-munoz-garcia,existing_mapping
Piast Gliwice,piast-gliwice,Fikaj E.,elton-fikaj,existing_mapping
Piast Gliwice,piast-gliwice,Holec D.,dominik-holec,existing_mapping
Piast Gliwice,piast-gliwice,Jirka E.,erik-jirka,existing_mapping
Piast Gliwice,piast-gliwice,Juande,juan-de-dios-rivas-margalef,existing_mapping
Piast Gliwice,piast-gliwice,Katsantonis A.,andreas-katsantonis,existing_mapping
Piast Gliwice,piast-gliwice,Lewicki J.,jakub-lewicki,existing_mapping
Piast Gliwice,piast-gliwice,Leśniak O.,oskar-lesniak,existing_mapping
Piast Gliwice,piast-gliwice,Lima I.,ivan-correia-posser-lima,existing_mapping
Piast Gliwice,piast-gliwice,Lokilo J.,jason-eyenga-lokilo,existing_mapping
Piast Gliwice,piast-gliwice,Maziarz O.,oliwier-maziarz,existing_mapping
Piast Gliwice,piast-gliwice,Mokwa T.,tomasz-mokwa,existing_mapping
Piast Gliwice,piast-gliwice,Mucha S.,szczepan-mucha,existing_mapping
Piast Gliwice,piast-gliwice,Pitan L.,levis-pitan,existing_mapping
Piast Gliwice,piast-gliwice,Plach F.,frantisek-plach,existing_mapping
Piast Gliwice,piast-gliwice,Sanca L.,leandro-mario-balde-sanca,existing_mapping
Piast Gliwice,piast-gliwice,Szymański K.,karol-szymanski,existing_mapping
Piast Gliwice,piast-gliwice,Tomasiewicz G.,grzegorz-tomasiewicz,existing_mapping
Piast Gliwice,piast-gliwice,Twumasi E.,emmanuel-kapo-twumasi,existing_mapping
Piast Gliwice,piast-gliwice,Vallejo H.,hugo-claudio-vallejo-aviles,existing_mapping
Pogoń Szczecin,pogon-szczecin,Acosta K.,kellyn-kai-perry-acosta,existing_mapping
Pogoń Szczecin,pogon-szczecin,Agger M.,mads-agger,existing_mapping
Pogoń Szczecin,pogon-szczecin,Ali H.,hussein-haydar-hussein-ali,existing_mapping
Pogoń Szczecin,pogon-szczecin,Angielski K.,karol-jerzy-angielski,existing_mapping
Pogoń Szczecin,pogon-szczecin,Bak M.,mateusz-bak,review_auto_same_club_history
Pogoń Szczecin,pogon-szczecin,Biegański J.,jan-marek-bieganski,existing_mapping
Pogoń Szczecin,pogon-szczecin,Cojocaru V.,valentin-alexandru-cojocaru,existing_mapping
Pogoń Szczecin,pogon-szczecin,Cuic F.,filip-cuic,existing_mapping
Pogoń Szczecin,pogon-szczecin,Czapliński J.,jacek-samuel-czaplinski,existing_mapping
Pogoń Szczecin,pogon-szczecin,Greenwood S.,sam-greenwood,existing_mapping
Pogoń Szczecin,pogon-szczecin,Grosicki K.,kamil-pawe-grosicki,existing_mapping
Pogoń Szczecin,pogon-szczecin,Huja M.,marian-fernando-huja,existing_mapping
Pogoń Szczecin,pogon-szczecin,Juwara M.,musa-juwara,existing_mapping
Pogoń Szczecin,pogon-szczecin,Kamiński K.,krzysztof-kaminski,existing_mapping
Pogoń Szczecin,pogon-szczecin,Keramitsis D.,dimitris-keramitsis,existing_mapping
Pogoń Szczecin,pogon-szczecin,Kostorz K.,kacper-kostorz,existing_mapping
Pogoń Szczecin,pogon-szczecin,Koulouris E.,efthymios-koulouris,existing_mapping
Pogoń Szczecin,pogon-szczecin,Koutris L.,leonardo-pablo-koutris,existing_mapping
Pogoń Szczecin,pogon-szczecin,Leo Borges,leonardo-borges-da-silva,existing_mapping
Pogoń Szczecin,pogon-szczecin,Lis J.,jakub-lis,existing_mapping
Pogoń Szczecin,pogon-szczecin,Loncar D.,danijel-loncar,existing_mapping
Pogoń Szczecin,pogon-szczecin,Mendy B.,benjamin-mendy,existing_mapping
Pogoń Szczecin,pogon-szczecin,Molnar R.,rajmund-molnar,existing_mapping
Pogoń Szczecin,pogon-szczecin,Mukairu P.,paul-omo-mukairu,existing_mapping
Pogoń Szczecin,pogon-szczecin,Ndiaye M.,mor-ndiaye,existing_mapping
Pogoń Szczecin,pogon-szczecin,Paryzek P.,patryk-paryzek,existing_mapping
Pogoń Szczecin,pogon-szczecin,Pozo J.,jose-angel-pozo-la-rosa,existing_mapping
Pogoń Szczecin,pogon-szczecin,Przyborek A.,adrian-przyborek,existing_mapping
Pogoń Szczecin,pogon-szczecin,Smoliński K.,kacper-smolinski,existing_mapping
Pogoń Szczecin,pogon-szczecin,Szalai At.,attila-arpad-szalai,existing_mapping
Pogoń Szczecin,pogon-szczecin,Ulvestad F.,fredrik-stense-ulvestad,existing_mapping
Pogoń Szczecin,pogon-szczecin,Wahlqvist L.,rolf-linus-wahlqvist-egnell,existing_mapping
Pogoń Szczecin,pogon-szczecin,Wojciechowski M.,maciej-wojciechowski,existing_mapping
Pogoń Szczecin,pogon-szczecin,Ława N.,natan-awa,existing_mapping
Radomiak Radom,radomiak-radom,Alves R.,roberto-emanuel-oliveira-alves,existing_mapping
Radomiak Radom,radomiak-radom,Balde E.,elves-umar-balde,existing_mapping
Radomiak Radom,radomiak-radom,Baro R.,romario-manuel-silva-baro,existing_mapping
Radomiak Radom,radomiak-radom,Blasco J.,jeremy-damien-blasco,existing_mapping
Radomiak Radom,radomiak-radom,Camara I.,ibrahima-camara,existing_mapping
Radomiak Radom,radomiak-radom,Capita,osvaldo-pedro-capemba,existing_mapping
Radomiak Radom,radomiak-radom,Cichocki M.,mateusz-cichocki,existing_mapping
Radomiak Radom,radomiak-radom,Depu,laurindo-dilson-maria-aurelio,existing_mapping
Radomiak Radom,radomiak-radom,Dieguez A.,adrian-dieguez-grande,existing_mapping
Radomiak Radom,radomiak-radom,Donis C.,christos-donis,existing_mapping
Radomiak Radom,radomiak-radom,Golubickas P.,paulius-golubickas,existing_mapping
Radomiak Radom,radomiak-radom,Grzesik J.,jan-grzesik,existing_mapping
Radomiak Radom,radomiak-radom,Joao Pedro,joao-pedro-reginaldo,existing_mapping
Radomiak Radom,radomiak-radom,Jordao B.,bruno-andre-cavaco-jordao,existing_mapping
Radomiak Radom,radomiak-radom,Kaput M.,micha-kaput,existing_mapping
Radomiak Radom,radomiak-radom,Kingue S.,steve-kingue,existing_mapping
Radomiak Radom,radomiak-radom,Koptas W.,wiktor-koptas,review_auto_same_club_history
Radomiak Radom,radomiak-radom,Leandro,leandro-rossi-pereira,existing_mapping
Radomiak Radom,radomiak-radom,Lopes V.,vasco-rafael-fortes-lopes,existing_mapping
Radomiak Radom,radomiak-radom,Luquinhas,lucas-lima-linhares,existing_mapping
Radomiak Radom,radomiak-radom,Majchrowicz F.,filip-majchrowicz,existing_mapping
Radomiak Radom,radomiak-radom,Maurides,maurides-roque-junior,existing_mapping
Radomiak Radom,radomiak-radom,Soumah S.,salifou-soumah-1,existing_mapping
Radomiak Radom,radomiak-radom,Tapsoba A.,abdoul-fessal-tapsoba,existing_mapping
Radomiak Radom,radomiak-radom,Wilson-Esbrand J.,joshua-darius-kamani-wilson-esbrand,existing_mapping
Radomiak Radom,radomiak-radom,Wolski R.,rafa-wolski,existing_mapping
Radomiak Radom,radomiak-radom,Zabicki A.,adam-zabicki,existing_mapping
Radomiak Radom,radomiak-radom,Zie Ouattara,zie-mohamed-ouattara,existing_mapping
Raków Częstochowa,rakow-czestochowa,Abraham O.,abraham-emmanuel-ojo,existing_mapping
Raków Częstochowa,rakow-czestochowa,Adriano,adriano-luis-amorim-santos,existing_mapping
Raków Częstochowa,rakow-czestochowa,Ameyaw M.,michael-ameyaw,existing_mapping
Raków Częstochowa,rakow-czestochowa,Arsenić Z.,zoran-arsenic,existing_mapping
Raków Częstochowa,rakow-czestochowa,Barath P.,peter-barath,existing_mapping
Raków Częstochowa,rakow-czestochowa,Brunes J.,jonatan-braut-brunes,existing_mapping
Raków Częstochowa,rakow-czestochowa,Brusberg I.,isak-oliver-brusberg,existing_mapping
Raków Częstochowa,rakow-czestochowa,Bulat M.,marko-bulat,existing_mapping
Raków Częstochowa,rakow-czestochowa,Dawidowicz P.,pawe-marek-dawidowicz,existing_mapping
Raków Częstochowa,rakow-czestochowa,Diaby-Fadiga L.,mohamed-lamine-diaby-fadiga,existing_mapping
Raków Częstochowa,rakow-czestochowa,Diaz J.,jesus-antonio-diaz-gomez,review_auto_same_club_history
Raków Częstochowa,rakow-czestochowa,Ilenic M.,mitja-ilenic,existing_mapping
Raków Częstochowa,rakow-czestochowa,Kochergin V.,vladyslav-kochergin,existing_mapping
Raków Częstochowa,rakow-czestochowa,Konstantopoulos A.,apostolos-chrysovalantis-konstantopoulos,existing_mapping
Raków Częstochowa,rakow-czestochowa,López I.,ivan-lopez-alvarez,existing_mapping
Raków Częstochowa,rakow-czestochowa,Makuch P.,patryk-makuch,existing_mapping
Raków Częstochowa,rakow-czestochowa,Mircetic B.,bogdan-mircetic,existing_mapping
Raków Częstochowa,rakow-czestochowa,Mosór A.,ariel-pawe-mosor,existing_mapping
Raków Częstochowa,rakow-czestochowa,Mądrzyk J.,jakub-madrzyk,review_auto_transfer_candidate
Raków Częstochowa,rakow-czestochowa,Otieno E.,erick-ouma-otieno,existing_mapping
Raków Częstochowa,rakow-czestochowa,Pieńko T.,tomasz-pienko,review_auto_transfer_candidate
Raków Częstochowa,rakow-czestochowa,Plavsic S.,sran-plavsic,existing_mapping
Raków Częstochowa,rakow-czestochowa,Racovitan B.,bogdan-racovitan,existing_mapping
Raków Częstochowa,rakow-czestochowa,Repka O.,oskar-repka,existing_mapping
Raków Częstochowa,rakow-czestochowa,Rocha L.,jean-carlos-silva-rocha,existing_mapping
Raków Częstochowa,rakow-czestochowa,Rondic I.,imad-rondic,existing_mapping
Raków Częstochowa,rakow-czestochowa,Seck I.,ibrahima-seck,existing_mapping
Raków Częstochowa,rakow-czestochowa,Silva J. C.,jean-carlos-silva-rocha,manual_accept_review_needed
Raków Częstochowa,rakow-czestochowa,Struski K.,karol-struski,existing_mapping
Raków Częstochowa,rakow-czestochowa,Svarnas S.,efstratios-svarnas,existing_mapping
Raków Częstochowa,rakow-czestochowa,Trelowski K.,kacper-trelowski,existing_mapping
Raków Częstochowa,rakow-czestochowa,Tudor F.,fran-tudor,existing_mapping
Raków Częstochowa,rakow-czestochowa,Zych O.,oliwier-zych,existing_mapping
Widzew Łódź,widzew-lodz,Akere S.,samuel-akere,existing_mapping
Widzew Łódź,widzew-lodz,Alvarez F.,francisco-javier-alvarez-rodriguez,existing_mapping
Widzew Łódź,widzew-lodz,Andreou S.,stelios-andreou,existing_mapping
Widzew Łódź,widzew-lodz,Ba P. M.,pape-meissa-ba,existing_mapping
Widzew Łódź,widzew-lodz,Baena Perez A.,angel-baena-perez,existing_mapping
Widzew Łódź,widzew-lodz,Bergier S.,sebastian-bergier,existing_mapping
Widzew Łódź,widzew-lodz,Bukari O.,osman-bukari,existing_mapping
Widzew Łódź,widzew-lodz,Cheng C.,christopher-cheng,existing_mapping
Widzew Łódź,widzew-lodz,Cybulski K.,kamil-cybulski,existing_mapping
Widzew Łódź,widzew-lodz,Czyż S.,szymon-czyz,existing_mapping
Widzew Łódź,widzew-lodz,Drągowski B.,bartomiej-dragowski,existing_mapping
Widzew Łódź,widzew-lodz,Fornalczyk M.,mariusz-fornalczyk,existing_mapping
Widzew Łódź,widzew-lodz,Gallapeni D.,dion-gallapeni,existing_mapping
Widzew Łódź,widzew-lodz,Gikiewicz R.,rafa-tadeusz-gikiewicz,review_auto_same_club_history
Widzew Łódź,widzew-lodz,Hanousek Mar.,marek-hanousek,existing_mapping
Widzew Łódź,widzew-lodz,Ilic V.,veljko-ilic,existing_mapping
Widzew Łódź,widzew-lodz,Isaac C.,carlos-isaac-munoz-obejero,existing_mapping
Widzew Łódź,widzew-lodz,Kapuadi S.,steve-nkanu-kapuadi,review_auto_transfer_candidate
Widzew Łódź,widzew-lodz,Kikolski M.,maciej-kikolski,existing_mapping
Widzew Łódź,widzew-lodz,Klukowski A.,antoni-klukowski,existing_mapping
Widzew Łódź,widzew-lodz,Kornvig E.,emil-nestved-kornvig,existing_mapping
Widzew Łódź,widzew-lodz,Kozlovsky S.,samuel-kozlovsky,existing_mapping
Widzew Łódź,widzew-lodz,Krajewski M.,marcel-krajewski,existing_mapping
Widzew Łódź,widzew-lodz,Krzywanski J.,jan-krzywanski,review_auto_same_club_history
Widzew Łódź,widzew-lodz,Lerager L.,lukas-reiff-lerager,existing_mapping
Widzew Łódź,widzew-lodz,Madej L.,leon-madej,review_auto_same_club_history
Widzew Łódź,widzew-lodz,Pawłowski B.,bartomiej-radosaw-pawowski,existing_mapping
Widzew Łódź,widzew-lodz,Selahi L.,lindon-selahi,existing_mapping
Widzew Łódź,widzew-lodz,Shehu J.,juljan-shehu,existing_mapping
Widzew Łódź,widzew-lodz,Teklic T.,tonio-teklic,existing_mapping
Widzew Łódź,widzew-lodz,Therkildsen P.,peter-nysted-therkildsen,existing_mapping
Widzew Łódź,widzew-lodz,Visus R.,ricardo-visus-contreras,existing_mapping
Widzew Łódź,widzew-lodz,Volanakis P.,polydefkis-volanakis,review_auto_same_club_history
Widzew Łódź,widzew-lodz,Wiśniewski P.,przemysaw-wisniewski,existing_mapping
Widzew Łódź,widzew-lodz,Zeqiri A.,andi-avdi-zeqiri,existing_mapping
Widzew Łódź,widzew-lodz,Żyro M.,mateusz-zyro,existing_mapping
Wisła Płock,wisla-plock,Bokhno M.,matvey-bokhno,existing_mapping
Wisła Płock,wisla-plock,Borowski B.,bartosz-borowski,existing_mapping
Wisła Płock,wisla-plock,Burek J.,jakub-burek,existing_mapping
Wisła Płock,wisla-plock,Custovic K.,kevin-custovic,existing_mapping
Wisła Płock,wisla-plock,Djalo M.,matchoi-bobo-djalo,existing_mapping
Wisła Płock,wisla-plock,Edmundsson A.,andrias-edmundsson,existing_mapping
Wisła Płock,wisla-plock,Gallapeni D.,dion-gallapeni,review_auto_transfer_candidate
Wisła Płock,wisla-plock,Haglind-Sangre M.,gustav-marcus-haglind-sangre,existing_mapping
Wisła Płock,wisla-plock,Hamulic S.,said-hamulic,existing_mapping
Wisła Płock,wisla-plock,Hiszpański F.,fabian-hiszpanski,existing_mapping
Wisła Płock,wisla-plock,Jimenez J.,jorge-jimenez-rodriguez,existing_mapping
Wisła Płock,wisla-plock,Juric D.,deni-juric,existing_mapping
Wisła Płock,wisla-plock,Kalandadze A.,aleksandre-kalandadze,existing_mapping
Wisła Płock,wisla-plock,Kamiński M.,marcin-kaminski,existing_mapping
Wisła Płock,wisla-plock,Karamarko M.,marin-karamarko,existing_mapping
Wisła Płock,wisla-plock,Krawczyk P.,piotr-krawczyk,existing_mapping
Wisła Płock,wisla-plock,Kun D.,dominik-kun,existing_mapping
Wisła Płock,wisla-plock,Lecoeuche Q.,quentin-lecoeuche,existing_mapping
Wisła Płock,wisla-plock,Leszczyński R.,rafa-leszczynski,existing_mapping
Wisła Płock,wisla-plock,Mijuskovic N.,nemanja-mijuskovic,existing_mapping
Wisła Płock,wisla-plock,Nastic B.,bojan-nastic,existing_mapping
Wisła Płock,wisla-plock,Niarchos G.,giannis-niarchos,existing_mapping
Wisła Płock,wisla-plock,Nowak W.,wiktor-nowak,existing_mapping
Wisła Płock,wisla-plock,Pacheco D.,daniel-pacheco-lobato,existing_mapping
Wisła Płock,wisla-plock,Pomorski K.,krystian-pomorski,existing_mapping
Wisła Płock,wisla-plock,Rogelj Z.,zan-rogelj,existing_mapping
Wisła Płock,wisla-plock,Salvador I.,ivan-salvador-edu,existing_mapping
Wisła Płock,wisla-plock,Sarapata D.,dominik-sarapata,existing_mapping
Wisła Płock,wisla-plock,Savvidis K.,kyriakos-savvidis,existing_mapping
Wisła Płock,wisla-plock,Sekulski L.,ukasz-sekulski,existing_mapping
Wisła Płock,wisla-plock,Tavares T.,tomas-franco-tavares,existing_mapping
Zagłębie Lubin,zagebie-lubin,Buric J.,jasmin-buric,existing_mapping
Zagłębie Lubin,zagebie-lubin,Corluka J.,josip-corluka,existing_mapping
Zagłębie Lubin,zagebie-lubin,Diaz J.,jesus-antonio-diaz-gomez,existing_mapping
Zagłębie Lubin,zagebie-lubin,Dziewiatowski M.,mateusz-dziewiatowski,existing_mapping
Zagłębie Lubin,zagebie-lubin,Dąbrowski D.,damian-dabrowski,existing_mapping
Zagłębie Lubin,zagebie-lubin,Gikiewicz R.,rafa-tadeusz-gikiewicz,existing_mapping
Zagłębie Lubin,zagebie-lubin,Grzybek M.,mateusz-grzybek,existing_mapping
Zagłębie Lubin,zagebie-lubin,Hładun D.,dominik-hadun,existing_mapping
Zagłębie Lubin,zagebie-lubin,Kocaba F.,filip-kocaba,existing_mapping
Zagłębie Lubin,zagebie-lubin,Kolan J.,jakub-kolan,existing_mapping
Zagłębie Lubin,zagebie-lubin,Kosidis M.,michalis-kosidis,existing_mapping
Zagłębie Lubin,zagebie-lubin,Kowalczyk S.,sebastian-oskar-kowalczyk,existing_mapping
Zagłębie Lubin,zagebie-lubin,Ligocki J.,jakub-ligocki,existing_mapping
Zagłębie Lubin,zagebie-lubin,Lucic L.,luka-lucic,existing_mapping
Zagłębie Lubin,zagebie-lubin,Makowski T.,tomasz-makowski,existing_mapping
Zagłębie Lubin,zagebie-lubin,Michalski D.,damian-michalski,existing_mapping
Zagłębie Lubin,zagebie-lubin,Mlinaric M.,mihael-mlinaric,existing_mapping
Zagłębie Lubin,zagebie-lubin,Mróz M.,marek-mroz,existing_mapping
Zagłębie Lubin,zagebie-lubin,Nalepa M.,micha-jan-nalepa,existing_mapping
Zagłębie Lubin,zagebie-lubin,Nowogonski K.,kamil-nowogonski,existing_mapping
Zagłębie Lubin,zagebie-lubin,Orlikowski I.,igor-orlikowski,existing_mapping
Zagłębie Lubin,zagebie-lubin,Pieńko T.,tomasz-pienko,existing_mapping
Zagłębie Lubin,zagebie-lubin,Popielec C.,cyprian-popielec,existing_mapping
Zagłębie Lubin,zagebie-lubin,Radwański A.,adam-radwanski,existing_mapping
Zagłębie Lubin,zagebie-lubin,Reguła M.,marcel-wojciech-regua,existing_mapping
Zagłębie Lubin,zagebie-lubin,Rocha L.,leonardo-miramar-rocha,existing_mapping
Zagłębie Lubin,zagebie-lubin,Sypek J.,jakub-sypek,existing_mapping
Zagłębie Lubin,zagebie-lubin,Szabo L.,levente-szabo,existing_mapping
Zagłębie Lubin,zagebie-lubin,Szmyt K.,kajetan-szmyt,existing_mapping
Zagłębie Lubin,zagebie-lubin,Wdowiak M.,mateusz-wdowiak,existing_mapping
Zagłębie Lubin,zagebie-lubin,Woźniak A.,arkadiusz-wozniak,existing_mapping
Zagłębie Lubin,zagebie-lubin,Yakuba R.,roman-yakuba,existing_mapping
Zagłębie Lubin,zagebie-lubin,Ławniczak A.,aleks-awniczak,existing_mapping
