xg_gosp,xg_gosc,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,wielkie_szanse_gosp,wielkie_szanse_gosc,rozne_gosp,rozne_gosc,podania_gosp,podania_gosc,zk_gosp,zk_gosc,czk_gosp,czk_gosc,xgot_gosp,xgot_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc,strzaly_pk_gosp,strzaly_pk_gosc,strzaly_spoza_pk_gosp,strzaly_spoza_pk_gosc,kontakty_pk_gosp,kontakty_pk_gosc,spalone_gosp,spalone_gosc,rzuty_wolne_gosp,rzuty_wolne_gosc,dlugie_podania_gosp,dlugie_podania_gosc,dosrodkowania_gosp,dosrodkowania_gosc,xa_gosp,xa_gosc,faule_gosp,faule_gosc,odbiory_gosp,odbiory_gosc,pojedynki_gosp,pojedynki_gosc,wybicia_gosp,wybicia_gosc,przechwyty_gosp,przechwyty_gosc,bledy_strzal_gosp,bledy_strzal_gosc,bledy_gol_gosp,bledy_gol_gosc,obrony_bramkarza_gosp,obrony_bramkarza_gosc,xgot_przeciw_gosp,xgot_przeciw_gosc,zapobiegniecia_gosp,zapobiegniecia_gosc,data_meczu_flash,kolejka_flash,url,flash_id
1.06,2.12,42,58,10,19,2,9,,,2,5,263,415,5,1,0,0,,,5,7,3,3,,,,,,,4,0,9,19,,,,,,,14,9,,,,,,,,,0,0,0,0,8,1,,,0,0,2024-09-27,10,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=0QXelxUg,0QXelxUg
1.46,0.27,43,57,15,14,6,7,,,7,7,241,365,2,3,0,0,,,7,4,2,3,,,,,,,4,1,14,14,,,,,,,8,11,,,,,,,,,0,0,0,0,6,3,,,0,0,2024-09-27,10,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=GzmV0fd2,GzmV0fd2
0.79,0.63,51,49,17,8,7,2,,,7,5,352,361,1,3,0,0,,,6,4,4,2,,,,,,,2,3,13,13,,,,,,,9,8,,,,,,,,,0,0,0,0,0,7,,,0,0,2024-09-25,4,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=jZ4ui4Am,jZ4ui4Am
1.36,0.25,67,33,20,11,8,3,,,8,3,404,165,0,1,0,0,,,8,6,4,2,,,,,,,2,2,13,17,,,,,,,13,12,,,,,,,,,0,0,0,0,3,7,,,0,0,2024-09-22,9,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=W8E8cLkA,W8E8cLkA
1.98,0.49,51,49,10,9,6,1,,,2,4,304,264,3,0,0,0,,,2,6,2,2,,,,,,,2,1,13,8,,,,,,,6,12,,,,,,,,,0,0,0,0,0,1,,,0,0,2024-09-22,9,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=AF1zCK43,AF1zCK43
1.26,1.13,52,48,20,14,5,2,,,3,4,389,360,1,1,0,0,,,12,11,3,1,,,,,,,2,1,11,10,,,,,,,7,9,,,,,,,,,0,0,0,0,2,4,,,0,0,2024-09-22,9,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=WUkqAbZF,WUkqAbZF
2.00,0.39,51,49,26,8,12,2,,,2,1,431,417,1,1,0,0,,,12,3,2,3,,,,,,,0,1,22,12,,,,,,,11,20,,,,,,,,,0,0,0,0,2,9,,,0,0,2024-09-21,9,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/gornik-zabrze-2LH3Ywq4/szczegoly/statystyki/?mid=rmYDyvTj,rmYDyvTj
1.71,0.91,48,52,11,12,3,3,,,2,9,377,384,2,1,0,0,,,6,5,2,4,,,,,,,2,6,23,18,,,,,,,14,14,,,,,,,,,0,0,0,0,3,2,,,0,0,2024-09-21,9,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=vegi8x4S,vegi8x4S
2.06,1.59,52,48,18,13,6,7,,,5,3,373,340,2,2,0,0,,,7,3,5,3,,,,,,,0,1,16,15,,,,,,,14,14,,,,,,,,,0,0,0,0,5,3,,,0,0,2024-09-21,9,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=OrB0asLc,OrB0asLc
0.84,1.54,41,59,13,22,2,7,,,2,7,179,326,7,4,1,0,,,5,9,6,6,,,,,,,1,1,10,16,,,,,,,13,8,,,,,,,,,0,0,0,0,5,1,,,0,0,2024-09-21,9,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/puszcza-dtqx13O8/szczegoly/statystyki/?mid=O6gmjwrp,O6gmjwrp
1.33,0.80,52,48,17,12,6,1,,,5,11,397,325,3,2,0,0,,,6,4,5,7,,,,,,,1,4,13,15,,,,,,,13,9,,,,,,,,,0,0,0,0,1,5,,,0,0,2024-09-20,9,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=Sz8HeaKM,Sz8HeaKM
1.35,0.58,56,44,18,11,6,3,,,4,3,312,243,5,5,0,0,,,8,6,4,2,,,,,,,0,1,16,19,,,,,,,16,13,,,,,,,,,0,0,0,0,3,2,,,0,0,2024-09-20,9,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=r99llHCd,r99llHCd
0.63,0.84,60,40,10,6,3,2,,,3,0,297,198,4,4,0,0,,,6,1,1,3,,,,,,,3,3,17,11,,,,,,,8,16,,,,,,,,,0,0,0,0,1,3,,,0,0,2024-09-15,8,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=lQdIn4yh,lQdIn4yh
2.24,0.90,43,57,12,11,5,4,,,7,5,48,25,2,3,0,0,,,3,4,4,3,,,,,,,0,0,18,15,,,,,,,13,17,,,,,,,,,0,0,0,0,4,3,,,0,0,2024-09-15,8,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=4KFhWriB,4KFhWriB
1.33,0.23,60,40,13,3,5,2,,,3,3,382,216,1,2,0,0,,,8,1,0,0,,,,,,,1,2,18,14,,,,,,,11,16,,,,,,,,,0,0,0,0,1,4,,,0,0,2024-09-15,8,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/puszcza-dtqx13O8/szczegoly/statystyki/?mid=I5lZrMzH,I5lZrMzH
2.51,0.10,60,40,16,2,6,0,,,6,1,446,278,1,3,0,1,,,4,1,6,1,,,,,,,5,2,19,23,,,,,,,15,15,,,,,,,,,0,0,0,0,0,1,,,0,0,2024-09-14,8,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=CpJ0UMLN,CpJ0UMLN
1.66,1.17,38,62,18,16,6,6,,,6,7,218,405,1,4,0,1,,,10,4,2,6,,,,,,,1,3,12,12,,,,,,,10,8,,,,,,,,,0,0,0,0,5,4,,,0,0,2024-09-14,8,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=zuOyzRin,zuOyzRin
1.75,1.42,47,53,15,18,8,4,,,11,2,290,348,4,2,0,0,,,3,10,4,4,,,,,,,2,1,10,12,,,,,,,9,10,,,,,,,,,0,0,0,0,4,7,,,0,0,2024-09-14,8,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=dIfXO0qo,dIfXO0qo
1.66,2.24,41,59,16,19,3,4,,,5,4,271,444,2,3,0,0,,,7,8,6,7,,,,,,,6,1,14,23,,,,,,,14,12,,,,,,,,,0,0,0,0,2,1,,,0,0,2024-09-13,8,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=8hMqY4Mb,8hMqY4Mb
1.87,1.03,44,56,14,12,3,4,,,6,1,362,498,1,2,0,0,,,9,6,2,2,,,,,,,1,2,13,17,,,,,,,14,11,,,,,,,,,0,0,0,0,4,2,,,0,0,2024-09-13,8,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=phjRpr64,phjRpr64
1.78,0.47,57,43,12,10,4,3,,,4,9,473,328,1,7,0,1,,,2,5,6,2,,,,,,,4,0,11,19,,,,,,,12,9,,,,,,,,,0,0,0,0,3,3,,,0,0,2024-09-01,7,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=8EZYJE1l,8EZYJE1l
1.17,0.61,62,38,14,14,5,4,,,6,4,267,190,2,4,0,0,,,6,6,3,4,,,,,,,1,1,17,11,,,,,,,10,16,,,,,,,,,0,0,0,0,1,0,,,0,0,2024-09-01,7,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=40JyvzgK,40JyvzgK
3.88,0.75,61,39,19,13,10,6,,,5,6,273,123,4,3,0,0,,,2,5,7,2,,,,,,,2,1,12,20,,,,,,,17,12,,,,,,,,,0,0,0,0,4,5,,,0,0,2024-09-01,7,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=C6WkGW0D,C6WkGW0D
2.13,1.93,71,29,19,12,3,5,,,8,6,572,183,2,2,0,0,,,13,5,3,2,,,,,,,4,0,16,13,,,,,,,8,16,,,,,,,,,0,0,0,0,2,1,,,0,0,2024-09-01,7,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=Otb2PzvR,Otb2PzvR
1.55,1.87,48,52,11,21,5,3,,,2,6,275,312,2,3,0,0,,,3,13,3,5,,,,,,,0,1,21,15,,,,,,,13,17,,,,,,,,,0,0,0,0,2,3,,,0,0,2024-08-31,7,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=foQ8Wiof,foQ8Wiof
0.87,1.33,48,52,9,21,4,6,,,3,8,277,315,1,0,0,0,,,4,8,1,7,,,,,,,0,1,7,12,,,,,,,11,7,,,,,,,,,0,0,0,0,6,3,,,0,0,2024-08-31,7,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=GvwsIhW0,GvwsIhW0
1.23,0.69,36,64,11,15,3,3,,,2,10,171,347,1,2,0,0,,,5,9,3,3,,,,,,,1,1,22,20,,,,,,,16,19,,,,,,,,,0,0,0,0,3,3,,,0,0,2024-08-31,7,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/puszcza-dtqx13O8/szczegoly/statystyki/?mid=nLM0YDGs,nLM0YDGs
0.52,1.58,44,56,11,12,1,3,,,5,4,300,405,2,1,1,0,,,5,3,5,6,,,,,,,1,3,19,16,,,,,,,14,14,,,,,,,,,0,0,0,0,1,1,,,0,0,2024-08-30,7,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=OQHPS9pJ,OQHPS9pJ
0.40,1.65,54,46,5,12,1,3,,,2,4,300,242,2,1,0,0,,,2,4,2,5,,,,,,,3,1,16,17,,,,,,,13,14,,,,,,,,,0,0,0,0,2,1,,,0,0,2024-08-30,7,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=G0EHUVF6,G0EHUVF6
1.21,0.46,50,50,10,13,3,3,,,4,3,373,352,1,1,0,0,,,3,6,4,4,,,,,,,1,2,16,16,,,,,,,13,14,,,,,,,,,0,0,0,0,2,1,,,0,0,2024-08-26,6,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=ljvRjGX1,ljvRjGX1
1.63,1.39,34,66,10,11,4,3,,,1,4,180,390,2,4,0,0,,,4,5,2,3,,,,,,,2,0,9,14,,,,,,,13,9,,,,,,,,,0,0,0,0,2,3,,,0,0,2024-08-25,6,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=WYueRd9E,WYueRd9E
4.27,1.16,56,44,22,11,10,3,,,7,2,,,3,4,0,1,,,4,2,8,6,,,,,,,4,1,11,10,,,,,,,7,9,,,,,,,,,0,0,0,0,3,8,,,0,0,2024-08-25,6,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=GdWCEJP8,GdWCEJP8
1.08,1.59,35,65,20,9,6,5,,,4,4,216,463,2,1,0,0,,,10,1,4,3,,,,,,,4,1,15,21,,,,,,,16,12,,,,,,,,,0,0,0,0,4,3,,,0,0,2024-08-25,6,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=hOpIhx3k,hOpIhx3k
0.42,1.42,45,55,9,13,3,5,,,3,5,309,377,3,2,0,0,,,4,4,2,4,,,,,,,1,1,17,17,,,,,,,14,16,,,,,,,,,0,0,0,0,5,2,,,0,0,2024-08-24,6,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=rDa05Fne,rDa05Fne
1.75,1.09,45,55,18,8,4,2,,,5,3,302,382,1,1,0,2,,,12,4,2,2,,,,,,,2,0,9,16,,,,,,,12,8,,,,,,,,,0,0,0,0,0,1,,,0,0,2024-08-24,6,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/gornik-zabrze-2LH3Ywq4/szczegoly/statystyki/?mid=dhanbbuS,dhanbbuS
0.93,0.63,57,43,16,10,2,3,,,6,4,325,231,1,3,0,0,,,5,3,9,4,,,,,,,1,3,13,15,,,,,,,12,10,,,,,,,,,0,0,0,0,3,2,,,0,0,2024-08-24,6,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/puszcza-dtqx13O8/szczegoly/statystyki/?mid=no6i7yIr,no6i7yIr
0.35,1.36,51,49,8,14,1,4,,,5,2,273,265,2,2,0,0,,,6,8,1,2,,,,,,,2,0,19,17,,,,,,,14,15,,,,,,,,,0,0,0,0,2,0,,,0,0,2024-08-23,6,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=xCKLCcfL,xCKLCcfL
2.69,0.60,52,48,16,6,6,3,,,7,4,324,286,2,8,0,1,,,7,2,3,1,,,,,,,5,4,28,20,,,,,,,13,22,,,,,,,,,0,0,0,0,1,3,,,0,0,2024-08-23,6,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=GQc83gH7,GQc83gH7
0.95,0.21,43,57,5,7,3,2,,,1,5,309,413,5,0,0,0,,,2,3,0,2,,,,,,,1,5,11,17,,,,,,,13,5,,,,,,,,,0,0,0,0,2,1,,,0,0,2024-08-19,5,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=fT2V1tt3,fT2V1tt3
0.56,0.86,53,47,10,16,0,5,,,5,4,435,400,2,3,0,0,,,7,6,3,5,,,,,,,1,2,16,7,,,,,,,6,12,,,,,,,,,0,0,0,0,5,0,,,0,0,2024-08-18,5,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=rHeprnkU,rHeprnkU
2.14,0.62,52,48,15,13,7,3,,,3,3,343,296,2,4,0,0,,,6,8,2,2,,,,,,,0,1,13,13,,,,,,,13,12,,,,,,,,,0,0,0,0,2,3,,,0,0,2024-08-18,5,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=2LSAb7ZA,2LSAb7ZA
1.16,0.89,44,57,17,17,5,5,,,2,5,257,330,2,4,1,0,,,9,7,3,5,,,,,,,0,2,24,13,,,,,,,14,18,,,,,,,,,0,0,0,0,4,4,,,0,0,2024-08-18,5,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=2g6w0KAF,2g6w0KAF
1.52,0.09,63,37,24,5,8,2,,,9,3,511,286,1,0,0,0,,,8,1,8,2,,,,,,,2,3,13,13,,,,,,,9,9,,,,,,,,,0,0,0,0,2,6,,,0,0,2024-08-17,5,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=67MztaJq,67MztaJq
0.93,0.97,46,54,19,13,7,2,,,3,3,347,425,2,3,0,0,,,8,5,4,6,,,,,,,1,3,14,12,,,,,,,11,11,,,,,,,,,0,0,0,0,1,7,,,0,0,2024-08-17,5,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=U7U20T4b,U7U20T4b
2.14,1.59,75,25,23,13,6,6,,,13,3,548,145,1,2,0,0,,,7,6,10,1,,,,,,,1,0,13,5,,,,,,,4,12,,,,,,,,,0,0,0,0,2,4,,,0,0,2024-08-17,5,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=Yuyf2kzn,Yuyf2kzn
0.64,0.37,50,50,16,11,1,3,,,1,3,364,340,3,2,0,0,,,11,7,4,1,,,,,,,4,2,12,22,,,,,,,16,9,,,,,,,,,0,0,0,0,3,1,,,0,0,2024-08-16,5,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=M17yp8KH,M17yp8KH
1.58,1.09,41,60,13,22,6,4,,,3,6,256,390,2,1,0,0,,,6,11,1,7,,,,,,,2,0,9,13,,,,,,,11,8,,,,,,,,,0,0,0,0,3,2,,,0,0,2024-08-16,5,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/puszcza-dtqx13O8/szczegoly/statystyki/?mid=EXPrvwld,EXPrvwld
1.22,0.91,53,47,17,6,4,4,,,5,1,355,320,1,1,0,0,,,8,1,5,1,,,,,,,1,3,19,15,,,,,,,13,14,,,,,,,,,0,0,0,0,2,2,,,0,0,2024-08-12,4,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=ba8mkru0,ba8mkru0
0.21,1.37,51,49,6,17,1,3,,,7,8,343,321,0,1,1,0,,,2,8,3,6,,,,,,,2,2,11,6,,,,,,,4,8,,,,,,,,,0,0,0,0,3,1,,,0,0,2024-08-11,4,https://www.flashscore.pl/mecz/pilka-nozna/slask-wroclaw-E1Oxemse/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=G44ToUk5,G44ToUk5
2.40,0.80,44,57,14,11,5,4,,,3,8,216,299,2,1,0,0,,,7,2,2,5,,,,,,,,,10,10,,,,,,,10,11,,,,,,,,,0,0,0,0,2,3,,,0,0,2024-08-11,4,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/puszcza-dtqx13O8/szczegoly/statystyki/?mid=6Vf4o0vP,6Vf4o0vP
2.12,0.98,45,55,8,18,4,4,,,3,7,304,379,2,1,0,0,,,3,11,1,3,,,,,,,2,0,10,15,,,,,,,12,9,,,,,,,,,0,0,0,0,3,3,,,0,0,2024-08-11,4,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=WlO8dQnQ,WlO8dQnQ
1.26,0.37,66,34,15,10,5,6,,,5,3,531,234,1,4,0,0,,,6,2,4,2,,,,,,,2,4,19,11,,,,,,,8,12,,,,,,,,,0,0,0,0,6,4,,,0,0,2024-08-10,4,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=KEddmM9C,KEddmM9C
1.20,0.84,60,40,14,11,4,3,,,10,7,307,201,3,4,0,0,,,6,8,4,0,,,,,,,0,0,26,18,,,,,,,15,25,,,,,,,,,0,0,0,0,1,4,,,0,0,2024-08-10,4,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=veyNYMfJ,veyNYMfJ
0.69,0.13,39,61,13,7,5,0,,,0,2,234,419,2,1,0,0,,,5,6,3,1,,,,,,,1,1,7,19,,,,,,,18,6,,,,,,,,,0,0,0,0,0,5,,,0,0,2024-08-09,4,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=KxBKmjLh,KxBKmjLh
0.86,0.59,33,67,10,8,5,2,,,3,2,263,587,0,2,0,0,,,4,4,1,2,,,,,,,0,0,15,14,,,,,,,14,13,,,,,,,,,0,0,0,0,0,4,,,0,0,2024-08-09,4,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=nPCCkCjt,nPCCkCjt
1.02,1.54,48,52,8,9,3,5,,,2,0,294,346,2,5,0,0,,,4,2,1,2,,,,,,,1,1,15,19,,,,,,,17,13,,,,,,,,,0,0,0,0,2,2,,,0,0,2024-08-05,3,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=OpYkpdc3,OpYkpdc3
0.57,1.13,53,47,7,8,3,2,,,7,3,471,429,2,4,0,0,,,4,6,,,,,,,,,1,3,12,9,,,,,,,10,7,,,,,,,,,0,0,0,0,0,2,,,0,0,2024-08-04,3,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=U5ybvRQs,U5ybvRQs
1.43,0.81,47,53,16,14,5,5,,,7,6,306,351,2,2,0,0,,,11,9,,,,,,,,,6,0,13,15,,,,,,,8,13,,,,,,,,,0,0,0,0,4,4,,,0,0,2024-08-04,3,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=jLP6x5ef,jLP6x5ef
1.94,0.53,57,43,19,10,6,3,,,9,3,,,1,2,0,0,,,13,7,0,0,,,,,,,2,0,12,14,,,,,,,10,11,,,,,,,,,0,0,0,0,2,3,,,0,0,2024-08-03,3,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=bNpSqm3K,bNpSqm3K
2.29,0.03,54,46,13,3,4,0,,,5,2,448,354,3,1,0,0,,,9,3,,,,,,,,,1,1,16,13,,,,,,,10,17,,,,,,,,,0,0,0,0,0,2,,,0,0,2024-08-03,3,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=nRsuO5t1,nRsuO5t1
0.72,0.41,59,41,18,8,4,2,,,11,1,410,255,0,2,0,0,,,14,6,,,,,,,,,1,0,15,14,,,,,,,13,12,,,,,,,,,0,0,0,0,1,4,,,0,0,2024-08-03,3,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=p0MbrzSF,p0MbrzSF
1.17,0.37,49,51,19,5,6,2,,,4,3,479,484,0,0,0,0,,,13,3,,,,,,,,,2,2,9,12,,,,,,,10,8,,,,,,,,,0,0,0,0,2,5,,,0,0,2024-08-02,3,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=jalWPRBl,jalWPRBl
1.41,0.83,60,40,19,9,5,1,,,7,5,434,234,3,2,0,0,,,14,8,,,,,,,,,0,3,15,9,,,,,,,8,11,,,,,,,,,0,0,0,0,1,4,,,0,0,2024-08-02,3,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=KvtmMqBD,KvtmMqBD
0.82,0.14,63,37,18,3,7,2,,,7,3,399,239,2,2,0,0,,,11,1,,,,,,,,,1,0,11,10,,,,,,,9,11,,,,,,,,,0,0,0,0,1,7,,,0,0,2024-07-29,2,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=691PTzDM,691PTzDM
0.69,2.46,45,55,7,10,0,2,,,2,1,274,361,2,3,0,0,,,7,8,,,,,,,,,3,0,26,20,,,,,,,13,22,,,,,,,,,0,0,0,0,1,0,,,0,0,2024-07-28,2,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=U9XsHcTG,U9XsHcTG
1.83,0.63,50,50,11,8,4,2,,,1,4,336,315,3,2,0,0,,,7,6,,,,,,,,,0,0,15,10,,,,,,,10,15,,,,,,,,,0,0,0,0,2,2,,,0,0,2024-07-28,2,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=dKHM9FLj,dKHM9FLj
1.56,2.66,28,72,7,21,2,6,,,2,8,218,691,0,2,0,0,,,5,15,,,,,,,,,2,1,10,12,,,,,,,10,10,,,,,,,,,0,0,0,0,4,0,,,0,0,2024-07-28,2,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=ddZZIJb4,ddZZIJb4
