xg_gosp,xg_gosc,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,wielkie_szanse_gosp,wielkie_szanse_gosc,rozne_gosp,rozne_gosc,podania_gosp,podania_gosc,zk_gosp,zk_gosc,czk_gosp,czk_gosc,xgot_gosp,xgot_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc,strzaly_pk_gosp,strzaly_pk_gosc,strzaly_spoza_pk_gosp,strzaly_spoza_pk_gosc,kontakty_pk_gosp,kontakty_pk_gosc,spalone_gosp,spalone_gosc,rzuty_wolne_gosp,rzuty_wolne_gosc,dlugie_podania_gosp,dlugie_podania_gosc,dosrodkowania_gosp,dosrodkowania_gosc,xa_gosp,xa_gosc,faule_gosp,faule_gosc,odbiory_gosp,odbiory_gosc,pojedynki_gosp,pojedynki_gosc,wybicia_gosp,wybicia_gosc,przechwyty_gosp,przechwyty_gosc,bledy_strzal_gosp,bledy_strzal_gosc,bledy_gol_gosp,bledy_gol_gosc,obrony_bramkarza_gosp,obrony_bramkarza_gosc,xgot_przeciw_gosp,xgot_przeciw_gosc,zapobiegniecia_gosp,zapobiegniecia_gosc,data_meczu_flash,kolejka_flash,url,flash_id,gosp_nazwa,gosc_nazwa
0.35,0.6,54,46,10,8,4,1,0.0,1.0,3,7,352.0,266.0,2,1,0,0,,,4,4,2.0,3.0,6.0,5.0,4.0,3.0,16.0,15.0,1.0,2.0,13.0,19.0,,,2.0,6.0,,,19,13,14.0,9.0,,,20.0,20.0,12.0,15.0,0,0,0,0,0,3,,,0.0,0.0,2024-11-24,16,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=tfMFY8iL,tfMFY8iL,RAK 1-1 KOR | Raków Częstochowa,Korona Kielce
1.32,1.69,57,43,18,10,2,5,1.0,3.0,5,5,443.0,317.0,2,1,0,0,,,10,1,6.0,4.0,15.0,9.0,2.0,1.0,30.0,23.0,0.0,1.0,9.0,13.0,,,8.0,4.0,,,13,9,11.0,11.0,,,18.0,29.0,14.0,10.0,0,0,0,0,3,1,,,0.0,0.0,2024-11-24,16,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=zcJ7zVM8,zcJ7zVM8,RAD 1-2 STA | Radomiak Radom,Stal Mielec
2.86,1.83,55,45,16,11,8,5,6.0,1.0,7,7,378.0,296.0,3,0,0,0,,,6,3,2.0,3.0,10.0,7.0,6.0,3.0,35.0,22.0,3.0,0.0,8.0,12.0,,,3.0,4.0,,,12,8,10.0,10.0,,,20.0,19.0,10.0,11.0,0,0,0,0,3,5,,,0.0,0.0,2024-11-23,16,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=nywDEm0k,nywDEm0k,LEG 3-2 CRA | Legia Warszawa,Cracovia
2.78,0.77,61,39,25,16,13,2,6.0,0.0,6,3,503.0,296.0,0,2,0,0,,,6,8,6.0,6.0,18.0,9.0,7.0,7.0,43.0,17.0,1.0,0.0,8.0,15.0,,,2.0,7.0,,,15,8,10.0,10.0,,,16.0,23.0,6.0,6.0,0,0,0,0,2,11,,,0.0,0.0,2024-11-23,16,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=tzbYLV7F,tzbYLV7F,LEC 2-0 KAT | Lech Poznań,GKS Katowice
1.03,2.49,56,44,17,9,8,5,1.0,4.0,7,4,425.0,315.0,0,0,0,0,,,8,2,1.0,2.0,7.0,6.0,10.0,3.0,22.0,20.0,1.0,0.0,8.0,6.0,,,3.0,3.0,,,6,8,11.0,11.0,,,18.0,32.0,11.0,16.0,0,0,0,0,2,8,,,0.0,0.0,2024-11-23,16,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=SjdtK9xS,SjdtK9xS,GDA 0-3 POG | Lechia Gdańsk,Pogoń Szczecin
0.67,1.54,53,47,9,19,5,10,1.0,2.0,6,5,393.0,342.0,1,1,0,0,,,4,3,0.0,6.0,6.0,15.0,3.0,4.0,23.0,35.0,1.0,5.0,12.0,13.0,,,1.0,8.0,,,13,12,4.0,7.0,,,22.0,19.0,6.0,7.0,0,0,0,0,8,3,,,0.0,0.0,2024-11-22,16,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=hEHw0lod,hEHw0lod,JAG 2-2 SLA | Jagiellonia Białystok,Śląsk Wrocław
0.94,2.39,56,44,14,17,7,6,1.0,3.0,3,6,389.0,275.0,1,2,0,0,,,3,5,4.0,6.0,9.0,11.0,5.0,6.0,24.0,35.0,2.0,0.0,8.0,10.0,,,10.0,5.0,,,10,8,9.0,13.0,,,29.0,33.0,12.0,13.0,0,0,0,0,4,6,,,0.0,0.0,2024-11-22,16,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=KK9PNiw3,KK9PNiw3,ZAG 1-2 MOT | Zagłębie Lubin,Motor Lublin
2.54,2.0,52,48,19,19,11,5,,,5,6,315.0,280.0,3,3,0,0,,,3,7,5.0,7.0,,,,,,,0.0,0.0,18.0,10.0,,,,,,,10,18,,,,,,,8.0,4.0,0,0,0,0,3,6,,,0.0,0.0,2024-11-10,15,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=vXfRAprH,vXfRAprH,LEC 5-2 LEG | Lech Poznań,Legia Warszawa
1.63,1.37,64,36,22,10,11,4,,,6,2,543.0,265.0,4,4,0,1,,,9,3,2.0,3.0,,,,,,,1.0,0.0,20.0,10.0,,,,,,,10,20,,,,,,,6.0,12.0,0,0,0,0,2,9,,,0.0,0.0,2024-11-10,15,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=Ai3AESrh,Ai3AESrh,JAG 2-2 RAK | Jagiellonia Białystok,Raków Częstochowa
2.2,0.21,65,35,20,5,6,2,,,8,2,419.0,193.0,1,2,0,0,,,8,3,6.0,0.0,,,,,,,1.0,0.0,13.0,10.0,,,,,,,10,13,,,,,,,8.0,10.0,0,0,0,0,2,4,,,0.0,0.0,2024-11-10,15,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=CtRrBEgc,CtRrBEgc,STA 2-0 PUS | Stal Mielec,Puszcza Niepołomice
0.44,1.86,45,55,10,13,0,4,,,5,1,300.0,380.0,3,2,0,0,,,5,4,5.0,5.0,,,,,,,4.0,2.0,11.0,18.0,,,,,,,18,11,,,,,,,11.0,3.0,0,0,0,0,3,0,,,0.0,0.0,2024-11-09,15,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=0Gxa7WhM,0Gxa7WhM,SLA 0-1 GOR | Śląsk Wrocław,Górnik Zabrze
0.89,1.15,42,58,15,15,6,6,,,6,6,290.0,425.0,1,2,0,0,,,7,7,2.0,2.0,,,,,,,1.0,2.0,10.0,3.0,,,,,,,3,10,,,,,,,9.0,6.0,0,0,0,0,6,4,,,0.0,0.0,2024-11-09,15,https://www.flashscore.pl/mecz/pilka-nozna/widzew-lodz-rNOIW3uC/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=K6Uj9hO9,K6Uj9hO9,WID 2-0 ZAG | Widzew Łódź,Zagłębie Lubin
0.97,2.05,54,46,13,13,5,7,,,6,3,372.0,313.0,4,4,0,0,,,6,5,2.0,1.0,,,,,,,1.0,1.0,7.0,13.0,,,,,,,13,7,,,,,,,9.0,10.0,0,0,0,0,3,2,,,0.0,0.0,2024-11-09,15,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/gks-katowice-K4AgRmS1/szczegoly/statystyki/?mid=roBOjPjo,roBOjPjo,CRA 3-4 KAT | Cracovia,GKS Katowice
1.9,0.18,47,53,18,6,4,0,,,6,4,319.0,360.0,2,4,0,0,,,8,4,6.0,2.0,,,,,,,1.0,0.0,11.0,10.0,,,,,,,10,11,,,,,,,8.0,7.0,0,0,0,0,0,4,,,0.0,0.0,2024-11-09,15,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=6JdJC6D4,6JdJC6D4,KOR 0-0 GDA | Korona Kielce,Lechia Gdańsk
1.82,1.07,60,40,25,11,9,3,,,17,6,386.0,231.0,2,1,0,0,,,8,6,8.0,2.0,,,,,,,0.0,3.0,12.0,8.0,,,,,,,8,12,,,,,,,8.0,18.0,0,0,0,0,2,9,,,0.0,0.0,2024-11-08,15,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=UH1b32zi,UH1b32zi,POG 0-1 RAD | Pogoń Szczecin,Radomiak Radom
1.38,1.75,49,51,15,6,6,3,,,5,2,405.0,434.0,0,1,0,0,,,3,2,6.0,1.0,,,,,,,3.0,2.0,14.0,13.0,,,,,,,13,14,,,,,,,4.0,12.0,0,0,0,0,0,4,,,0.0,0.0,2024-11-08,15,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=bZAS8OCT,bZAS8OCT,PIA 2-3 MOT | Piast Gliwice,Motor Lublin
1.31,0.42,44,56,17,10,7,1,,,6,6,186.0,268.0,3,4,0,0,,,5,5,5.0,4.0,,,,,,,1.0,0.0,16.0,11.0,,,,,,,11,16,,,,,,,8.0,9.0,0,0,0,0,1,4,,,0.0,0.0,2024-11-04,14,https://www.flashscore.pl/mecz/pilka-nozna/slask-wroclaw-E1Oxemse/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=GCW0bGhf,GCW0bGhf,ZAG 3-0 SLA | Zagłębie Lubin,Śląsk Wrocław
1.05,1.34,61,39,13,13,5,4,,,7,6,401.0,237.0,2,0,0,0,,,2,5,6.0,4.0,,,,,,,5.0,0.0,9.0,7.0,,,,,,,7,9,,,,,,,6.0,11.0,0,0,0,0,2,4,,,0.0,0.0,2024-11-04,14,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=l2nM5b0K,l2nM5b0K,KAT 1-2 KOR | GKS Katowice,Korona Kielce
0.76,0.67,55,45,18,7,6,3,,,7,3,403.0,329.0,2,1,0,0,,,5,3,7.0,1.0,,,,,,,2.0,0.0,9.0,20.0,,,,,,,20,9,,,,,,,8.0,19.0,0,0,0,0,2,4,,,0.0,0.0,2024-11-03,14,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=AgYGfYiJ,AgYGfYiJ,LEG 2-1 WID | Legia Warszawa,Widzew Łódź
0.57,2.14,55,45,13,17,4,8,,,5,4,376.0,287.0,6,2,1,0,,,7,7,2.0,2.0,,,,,,,1.0,3.0,9.0,17.0,,,,,,,17,9,,,,,,,6.0,9.0,0,0,0,0,6,3,,,0.0,0.0,2024-11-03,14,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=xSK9dfN6,xSK9dfN6,GDA 1-2 CRA | Lechia Gdańsk,Cracovia
1.19,1.51,61,39,18,8,2,5,,,6,3,578.0,340.0,2,3,0,0,,,10,2,6.0,1.0,,,,,,,1.0,1.0,17.0,7.0,,,,,,,7,17,,,,,,,12.0,15.0,0,0,0,0,3,2,,,0.0,0.0,2024-11-03,14,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=8nTh0xOs,8nTh0xOs,GOR 0-2 JAG | Górnik Zabrze,Jagiellonia Białystok
1.36,0.91,53,47,12,17,5,6,,,4,9,357.0,303.0,1,1,0,0,,,3,7,4.0,4.0,,,,,,,0.0,4.0,14.0,10.0,,,,,,,10,14,,,,,,,13.0,8.0,0,0,0,0,5,4,,,0.0,0.0,2024-11-03,14,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=IaerBgx0,IaerBgx0,RAD 1-1 PIA | Radomiak Radom,Piast Gliwice
1.73,0.32,31,69,16,12,9,3,,,5,5,182.0,511.0,6,1,0,1,,,6,6,1.0,3.0,,,,,,,0.0,2.0,5.0,14.0,,,,,,,14,5,,,,,,,11.0,10.0,0,0,0,0,3,7,,,0.0,0.0,2024-11-02,14,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/puszcza-dtqx13O8/szczegoly/statystyki/?mid=MX1ZCF7m,MX1ZCF7m,PUS 2-0 LEC | Puszcza Niepołomice,Lech Poznań
2.05,1.23,38,62,10,20,5,8,,,2,5,302.0,528.0,3,2,0,0,,,4,7,1.0,5.0,,,,,,,3.0,1.0,9.0,12.0,,,,,,,12,9,,,,,,,18.0,14.0,0,0,0,0,6,1,,,0.0,0.0,2024-11-02,14,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=Q1G3IypQ,Q1G3IypQ,MOT 4-2 POG | Motor Lublin,Pogoń Szczecin
1.85,0.95,63,37,17,7,3,5,,,7,1,404.0,180.0,2,3,0,0,,,10,1,4.0,1.0,,,,,,,1.0,1.0,16.0,13.0,,,,,,,13,16,,,,,,,14.0,15.0,0,0,0,0,5,2,,,0.0,0.0,2024-11-02,14,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=Odbj9X6C,Odbj9X6C,RAK 1-0 STA | Raków Częstochowa,Stal Mielec
3.93,0.78,62,38,30,8,8,3,,,11,3,472.0,265.0,2,1,0,0,,,12,5,10.0,0.0,,,,,,,3.0,3.0,4.0,13.0,,,,,,,13,4,,,,,,,10.0,8.0,0,0,0,0,2,4,,,0.0,0.0,2024-10-27,13,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=O2JaVHO7,O2JaVHO7,LEG 4-1 KAT | Legia Warszawa,GKS Katowice
0.73,2.28,40,60,10,14,5,4,,,1,9,323.0,478.0,3,1,0,0,,,3,5,2.0,5.0,,,,,,,2.0,7.0,9.0,10.0,,,,,,,10,9,,,,,,,15.0,15.0,0,0,0,0,2,5,,,0.0,0.0,2024-10-27,13,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=296RqHw1,296RqHw1,WID 0-2 GOR | Widzew Łódź,Górnik Zabrze
1.27,1.21,58,42,8,17,5,8,,,3,5,440.0,290.0,1,2,0,0,,,3,7,0.0,2.0,,,,,,,2.0,0.0,14.0,18.0,,,,,,,18,14,,,,,,,9.0,9.0,0,0,0,0,7,2,,,0.0,0.0,2024-10-27,13,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=OvyDvM1L,OvyDvM1L,JAG 3-1 KOR | Jagiellonia Białystok,Korona Kielce
2.3,0.62,43,57,24,11,8,5,,,11,0,239.0,353.0,1,1,1,0,,,8,3,8.0,3.0,,,,,,,2.0,2.0,11.0,16.0,,,,,,,16,11,,,,,,,16.0,14.0,0,0,0,0,3,6,,,0.0,0.0,2024-10-27,13,https://www.flashscore.pl/mecz/pilka-nozna/stal-mielec-pxXiDZkQ/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=fq3Jow9l,fq3Jow9l,STA 2-2 ZAG | Stal Mielec,Zagłębie Lubin
1.73,1.05,58,42,17,13,9,2,,,5,5,438.0,292.0,0,3,0,0,,,5,9,3.0,2.0,,,,,,,0.0,0.0,15.0,18.0,,,,,,,18,15,,,,,,,5.0,8.0,0,0,0,0,1,7,,,0.0,0.0,2024-10-26,13,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=fNRrZaPr,fNRrZaPr,LEC 2-1 RAD | Lech Poznań,Radomiak Radom
0.79,0.62,48,52,7,8,0,2,,,3,6,227.0,251.0,2,3,0,0,,,6,4,1.0,2.0,,,,,,,1.0,3.0,12.0,16.0,,,,,,,16,12,,,,,,,10.0,10.0,0,0,0,0,2,0,,,0.0,0.0,2024-10-26,13,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=d8azre8D,d8azre8D,SLA 0-0 RAK | Śląsk Wrocław,Raków Częstochowa
3.59,1.11,48,52,22,9,11,2,,,6,4,316.0,342.0,3,3,0,0,,,5,5,6.0,2.0,,,,,,,1.0,2.0,8.0,10.0,,,,,,,10,8,,,,,,,11.0,9.0,0,0,0,0,0,5,,,0.0,0.0,2024-10-26,13,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=2Pn4trX8,2Pn4trX8,CRA 6-2 MOT | Cracovia,Motor Lublin
1.86,2.29,66,34,18,12,3,6,,,5,6,368.0,154.0,2,2,0,0,,,12,5,3.0,1.0,,,,,,,0.0,2.0,17.0,12.0,,,,,,,12,17,,,,,,,9.0,6.0,0,0,0,0,5,1,,,0.0,0.0,2024-10-25,13,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/puszcza-dtqx13O8/szczegoly/statystyki/?mid=ABRniaoR,ABRniaoR,POG 2-1 PUS | Pogoń Szczecin,Puszcza Niepołomice
1.58,3.55,66,34,15,14,5,8,,,13,1,483.0,223.0,3,2,0,0,,,4,4,6.0,2.0,,,,,,,1.0,0.0,12.0,10.0,,,,,,,10,12,,,,,,,10.0,14.0,0,0,0,0,5,2,,,0.0,0.0,2024-10-25,13,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=2oOvgLGE,2oOvgLGE,PIA 3-3 GDA | Piast Gliwice,Lechia Gdańsk
1.75,2.51,41,59,15,20,4,8,,,5,3,261.0,393.0,3,1,0,0,,,6,8,5.0,4.0,,,,,,,1.0,0.0,6.0,13.0,,,,,,,13,6,,,,,,,14.0,14.0,0,0,0,0,7,2,,,0.0,0.0,2024-10-23,8,https://www.flashscore.pl/mecz/pilka-nozna/slask-wroclaw-E1Oxemse/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=EXsrs05T,EXsrs05T,SLA 2-1 STA | Śląsk Wrocław,Stal Mielec
1.63,0.74,56,44,15,6,3,1,,,7,3,286.0,188.0,2,1,0,0,,,11,3,1.0,2.0,,,,,,,1.0,4.0,22.0,9.0,,,,,,,9,22,,,,,,,10.0,8.0,0,0,0,0,1,1,,,0.0,0.0,2024-10-21,12,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=f9nAK0Ak,f9nAK0Ak,RAD 2-0 PUS | Radomiak Radom,Puszcza Niepołomice
0.96,0.63,58,42,15,5,5,2,,,5,1,403.0,284.0,2,0,1,1,,,9,2,1.0,1.0,,,,,,,2.0,4.0,12.0,4.0,,,,,,,4,12,,,,,,,11.0,8.0,0,0,0,0,2,4,,,0.0,0.0,2024-10-20,12,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=jytJIvu2,jytJIvu2,RAK 1-0 POG | Raków Częstochowa,Pogoń Szczecin
1.7,0.83,58,42,22,13,10,3,,,9,8,473.0,292.0,5,3,0,0,,,9,2,3.0,8.0,,,,,,,0.0,1.0,10.0,6.0,,,,,,,6,10,,,,,,,11.0,6.0,0,0,0,0,2,7,,,0.0,0.0,2024-10-20,12,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=Ua43O9BN,Ua43O9BN,GOR 3-1 STA | Górnik Zabrze,Stal Mielec
0.63,0.92,53,47,13,16,3,4,,,7,6,272.0,227.0,2,1,0,0,,,7,6,3.0,6.0,,,,,,,2.0,6.0,20.0,8.0,,,,,,,8,20,,,,,,,5.0,15.0,0,0,0,0,4,3,,,0.0,0.0,2024-10-20,12,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=YXAfQVtB,YXAfQVtB,KAT 0-0 SLA | GKS Katowice,Śląsk Wrocław
0.11,1.68,34,66,5,17,1,7,,,2,6,217.0,508.0,2,3,0,0,,,2,2,2.0,8.0,,,,,,,1.0,1.0,17.0,17.0,,,,,,,17,17,,,,,,,18.0,12.0,0,0,0,0,5,1,,,0.0,0.0,2024-10-19,12,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=0KCnSiCb,0KCnSiCb,CRA 0-2 LEC | Cracovia,Lech Poznań
0.78,1.94,54,46,17,13,3,3,,,8,4,369.0,320.0,1,0,0,0,,,8,8,6.0,2.0,,,,,,,1.0,1.0,2.0,15.0,,,,,,,15,2,,,,,,,10.0,8.0,0,0,0,0,0,2,,,0.0,0.0,2024-10-19,12,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=0reZImZp,0reZImZp,ZAG 1-3 JAG | Zagłębie Lubin,Jagiellonia Białystok
1.55,1.06,44,56,11,16,6,5,,,5,2,342.0,472.0,1,3,0,0,,,3,5,2.0,6.0,,,,,,,4.0,3.0,9.0,14.0,,,,,,,14,9,,,,,,,8.0,7.0,0,0,0,0,2,3,,,0.0,0.0,2024-10-19,12,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=OMPxw9QG,OMPxw9QG,MOT 3-4 WID | Motor Lublin,Widzew Łódź
0.36,1.83,52,48,9,19,2,9,,,2,3,376.0,358.0,1,2,0,0,,,5,7,2.0,3.0,,,,,,,1.0,2.0,16.0,9.0,,,,,,,9,16,,,,,,,7.0,13.0,0,0,0,0,7,2,,,0.0,0.0,2024-10-18,12,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=SfWTvVe4,SfWTvVe4,GDA 0-2 LEG | Lechia Gdańsk,Legia Warszawa
1.28,1.75,55,45,14,13,5,2,,,8,3,390.0,308.0,1,5,0,0,,,5,6,4.0,5.0,,,,,,,1.0,1.0,9.0,13.0,,,,,,,13,9,,,,,,,8.0,7.0,0,0,0,0,0,5,,,0.0,0.0,2024-10-18,12,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=tvYLtiRi,tvYLtiRi,KOR 0-2 PIA | Korona Kielce,Piast Gliwice
1.78,1.81,45,55,12,22,7,10,,,2,3,377.0,430.0,3,4,0,0,,,5,9,0.0,3.0,,,,,,,1.0,1.0,,,,,,,,,13,10,,,,,,,,,0,0,0,0,9,6,,,0.0,0.0,2024-10-06,11,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=MapnagrC,MapnagrC,JAG 1-1 LEG | Jagiellonia Białystok,Legia Warszawa
2.14,1.03,55,45,13,11,5,3,,,10,1,423.0,350.0,4,2,0,1,,,2,6,6.0,2.0,,,,,,,2.0,3.0,10.0,22.0,,,,,,,17,7,,,,,,,,,0,0,0,0,3,4,,,0.0,0.0,2024-10-06,11,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=8jJ4Hzbt,8jJ4Hzbt,POG 1-0 PIA | Pogoń Szczecin,Piast Gliwice
1.66,2.07,58,42,13,13,5,6,,,3,7,319.0,212.0,4,2,0,0,,,6,7,2.0,0.0,,,,,,,1.0,1.0,13.0,18.0,,,,,,,18,11,,,,,,,,,0,0,0,0,2,3,,,0.0,0.0,2024-10-06,11,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=6LJwUDsn,6LJwUDsn,SLA 2-4 CRA | Śląsk Wrocław,Cracovia
1.83,0.76,73,27,24,10,3,6,,,6,2,617.0,183.0,0,4,0,0,,,6,2,15.0,2.0,,,,,,,2.0,3.0,16.0,13.0,,,,,,,10,11,,,,,,,,,0,0,0,0,4,2,,,0.0,0.0,2024-10-05,11,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=UPmfcXCO,UPmfcXCO,LEC 1-2 MOT | Lech Poznań,Motor Lublin
1.54,0.87,70,30,27,15,4,4,,,17,5,538.0,198.0,2,3,0,1,,,14,6,9.0,5.0,,,,,,,1.0,2.0,17.0,5.0,,,,,,,4,13,,,,,,,,,0,0,0,0,3,4,,,0.0,0.0,2024-10-05,11,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=0pdw1FDa,0pdw1FDa,GOR 0-1 ZAG | Górnik Zabrze,Zagłębie Lubin
0.63,0.92,49,51,10,21,4,5,,,6,7,299.0,323.0,4,1,0,0,,,4,11,2.0,5.0,,,,,,,0.0,4.0,18.0,14.0,,,,,,,15,12,,,,,,,,,0,0,0,0,3,4,,,0.0,0.0,2024-10-05,11,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=nHnDDhc5,nHnDDhc5,RAD 0-2 RAK | Radomiak Radom,Raków Częstochowa
2.55,0.27,52,48,31,5,8,2,,,14,2,297.0,285.0,2,1,0,0,,,11,1,12.0,2.0,,,,,,,1.0,1.0,14.0,10.0,,,,,,,8,12,,,,,,,,,0,0,0,0,1,6,,,0.0,0.0,2024-10-05,11,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=fsjLBWRH,fsjLBWRH,STA 2-1 GDA | Stal Mielec,Lechia Gdańsk
