xg_gosp,xg_gosc,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,wielkie_szanse_gosp,wielkie_szanse_gosc,rozne_gosp,rozne_gosc,podania_gosp,podania_gosc,zk_gosp,zk_gosc,czk_gosp,czk_gosc,xgot_gosp,xgot_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc,strzaly_pk_gosp,strzaly_pk_gosc,strzaly_spoza_pk_gosp,strzaly_spoza_pk_gosc,kontakty_pk_gosp,kontakty_pk_gosc,spalone_gosp,spalone_gosc,rzuty_wolne_gosp,rzuty_wolne_gosc,dlugie_podania_gosp,dlugie_podania_gosc,dosrodkowania_gosp,dosrodkowania_gosc,xa_gosp,xa_gosc,faule_gosp,faule_gosc,odbiory_gosp,odbiory_gosc,pojedynki_gosp,pojedynki_gosc,wybicia_gosp,wybicia_gosc,przechwyty_gosp,przechwyty_gosc,bledy_strzal_gosp,bledy_strzal_gosc,bledy_gol_gosp,bledy_gol_gosc,obrony_bramkarza_gosp,obrony_bramkarza_gosc,xgot_przeciw_gosp,xgot_przeciw_gosc,zapobiegniecia_gosp,zapobiegniecia_gosc,data_meczu_flash,kolejka_flash,url,flash_id,gosp_nazwa,gosc_nazwa
0.7,2.77,42,58,13,22,3,8,0.0,4.0,3,5,245.0,382.0,4,1,0,0,0.54,3.38,4,11,6.0,3.0,10.0,18.0,3.0,4.0,23.0,41.0,1.0,3.0,12.0,11.0,22.0,27.0,2.0,10.0,0.44,1.83,11,12,8.0,4.0,43.0,45.0,28.0,25.0,7.0,7.0,0,0,0,1,6,1,3.38,0.54,1.38,-0.46,2025-04-28,30,https://www.flashscore.pl/mecz/pilka-nozna/stal-mielec-pxXiDZkQ/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=KYnOMZTr,KYnOMZTr,ZAG 2-2 STA | Zagłębie Lubin,Stal Mielec
1.55,0.54,47,53,16,4,3,2,1.0,2.0,12,1,252.0,332.0,0,0,0,0,1.43,0.78,5,0,8.0,2.0,10.0,4.0,6.0,0.0,34.0,14.0,0.0,1.0,10.0,9.0,24.0,23.0,9.0,3.0,0.76,0.44,9,10,9.0,4.0,45.0,40.0,28.0,41.0,4.0,9.0,0,0,1,2,0,1,0.78,1.43,-1.22,-0.57,2025-04-27,30,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=63Q4ZCDl,63Q4ZCDl,RAD 2-2 LEC | Radomiak Radom,Lech Poznań
0.81,0.69,50,50,9,9,1,3,3.0,1.0,5,5,391.0,399.0,2,2,0,0,0.09,1.2,6,4,2.0,2.0,6.0,7.0,3.0,2.0,19.0,13.0,3.0,2.0,9.0,8.0,39.0,29.0,5.0,2.0,0.59,0.42,8,9,13.0,6.0,39.0,36.0,19.0,26.0,10.0,9.0,0,1,0,0,3,1,1.2,0.09,1.2,0.09,2025-04-27,30,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=z1BiSe6L,z1BiSe6L,GOR 0-0 WID | Górnik Zabrze,Widzew Łódź
1.19,1.84,37,63,10,15,6,4,2.0,5.0,2,5,207.0,406.0,3,3,0,0,2.33,1.06,2,8,2.0,3.0,6.0,11.0,4.0,4.0,21.0,22.0,0.0,1.0,15.0,15.0,25.0,21.0,1.0,4.0,0.84,0.97,15,15,8.0,13.0,43.0,45.0,22.0,21.0,10.0,8.0,0,0,0,0,3,3,1.06,2.33,0.06,-0.67,2025-04-27,30,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=6koWKDbe,6koWKDbe,KOR 3-1 JAG | Korona Kielce,Jagiellonia Białystok
1.24,2.51,47,53,17,22,6,8,3.0,3.0,4,7,378.0,415.0,0,2,0,0,0.68,3.03,7,8,4.0,6.0,7.0,17.0,10.0,5.0,13.0,45.0,3.0,1.0,12.0,11.0,23.0,28.0,2.0,7.0,0.67,2.39,11,12,10.0,14.0,45.0,50.0,16.0,19.0,12.0,13.0,0,0,2,0,5,5,3.03,0.68,0.03,-0.32,2025-04-26,30,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=Sz8qUHy9,Sz8qUHy9,KAT 1-3 LEG | GKS Katowice,Legia Warszawa
0.4,0.7,57,43,8,14,2,6,0.0,1.0,6,4,419.0,323.0,4,4,1,1,0.03,1.8,4,3,2.0,5.0,4.0,7.0,4.0,7.0,16.0,20.0,2.0,3.0,11.0,14.0,15.0,29.0,6.0,2.0,0.48,0.85,14,11,8.0,16.0,30.0,47.0,13.0,29.0,10.0,13.0,0,0,0,0,5,2,1.8,0.03,0.76,0.03,2025-04-26,30,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=fBRQteLE,fBRQteLE,MOT 0-1 CRA | Motor Lublin,Cracovia
1.34,0.66,43,57,11,11,6,3,3.0,1.0,4,3,274.0,406.0,0,1,0,0,1.67,0.73,4,6,1.0,2.0,9.0,9.0,2.0,2.0,25.0,23.0,1.0,1.0,10.0,15.0,25.0,24.0,1.0,3.0,0.57,1.06,15,10,11.0,9.0,50.0,43.0,15.0,22.0,13.0,12.0,0,1,0,1,2,3,0.73,1.67,0.73,-1.33,2025-04-26,30,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=2HvuJiT7,2HvuJiT7,GDA 3-1 PIA | Lechia Gdańsk,Piast Gliwice
2.82,0.7,39,61,14,16,9,6,4.0,0.0,4,4,233.0,400.0,0,3,0,0,2.67,0.28,1,8,4.0,2.0,10.0,8.0,4.0,8.0,24.0,26.0,2.0,3.0,12.0,7.0,25.0,13.0,3.0,5.0,0.63,1.42,7,12,15.0,9.0,63.0,49.0,22.0,19.0,15.0,12.0,0,1,0,1,6,6,0.28,2.67,0.28,-0.33,2025-04-25,30,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=SIEDXjr1,SIEDXjr1,RAK 3-0 SLA | Raków Częstochowa,Śląsk Wrocław
1.49,2.64,31,69,10,18,4,9,3.0,4.0,1,5,137.0,396.0,4,1,1,1,2.62,4.59,5,3,1.0,6.0,6.0,15.0,4.0,3.0,13.0,32.0,0.0,1.0,13.0,14.0,16.0,24.0,1.0,6.0,0.64,1.41,14,13,6.0,5.0,46.0,37.0,27.0,17.0,13.0,0.0,0,0,0,0,4,0,4.59,2.62,-0.41,-1.38,2025-04-25,30,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/puszcza-dtqx13O8/szczegoly/statystyki/?mid=jwLZvZkR,jwLZvZkR,PUS 4-5 POG | Puszcza Niepołomice,Pogoń Szczecin
0.38,1.58,47,53,7,10,2,3,0.0,1.0,4,6,373.0,434.0,4,0,1,0,0.69,0.84,4,5,1.0,2.0,5.0,5.0,2.0,5.0,14.0,15.0,3.0,1.0,7.0,16.0,31.0,33.0,6.0,2.0,0.63,0.87,16,7,12.0,11.0,41.0,49.0,11.0,19.0,5.0,11.0,1,1,0,0,3,2,0.84,0.69,0.84,0.69,2025-04-22,29,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=McoIDdiS,McoIDdiS,STA 0-0 GOR | Stal Mielec,Górnik Zabrze
1.51,0.52,50,50,22,8,10,3,3.0,1.0,7,3,381.0,375.0,2,3,0,0,1.96,0.91,10,3,2.0,2.0,15.0,5.0,7.0,3.0,30.0,16.0,1.0,3.0,9.0,11.0,16.0,27.0,4.0,5.0,1.29,0.58,11,9,8.0,9.0,35.0,47.0,21.0,22.0,8.0,4.0,0,0,0,0,2,8,0.91,1.96,-0.09,-0.04,2025-04-21,29,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=lC9sE5oB,lC9sE5oB,LEC 2-1 CRA | Lech Poznań,Cracovia
2.79,1.14,55,45,15,11,4,3,3.0,1.0,9,2,326.0,257.0,1,2,0,0,2.3,1.27,7,6,4.0,2.0,12.0,7.0,3.0,4.0,45.0,12.0,2.0,0.0,8.0,7.0,20.0,28.0,8.0,5.0,1.69,0.89,7,8,12.0,17.0,44.0,51.0,25.0,33.0,4.0,7.0,0,0,0,1,2,2,1.27,2.3,0.27,0.3,2025-04-21,29,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=KbWEecVq,KbWEecVq,LEG 2-1 GDA | Legia Warszawa,Lechia Gdańsk
1.35,2.21,62,38,17,13,4,7,1.0,4.0,13,2,351.0,182.0,2,3,0,0,1.09,2.67,8,5,5.0,1.0,10.0,9.0,7.0,4.0,26.0,24.0,2.0,0.0,12.0,7.0,14.0,26.0,8.0,1.0,1.32,0.54,7,12,5.0,12.0,43.0,43.0,24.0,32.0,3.0,9.0,0,0,0,0,4,3,2.67,1.09,-0.33,0.09,2025-04-21,29,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=hpGYFRGb,hpGYFRGb,JAG 1-3 ZAG | Jagiellonia Białystok,Zagłębie Lubin
0.75,1.14,47,53,9,14,2,5,1.0,2.0,5,6,205.0,252.0,4,3,0,0,1.28,1.56,4,5,3.0,4.0,4.0,9.0,5.0,5.0,15.0,20.0,3.0,0.0,12.0,16.0,23.0,26.0,2.0,7.0,0.33,1.15,16,12,5.0,3.0,48.0,45.0,17.0,40.0,6.0,5.0,0,0,0,0,3,0,1.56,1.28,-0.44,-0.72,2025-04-21,29,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=EXsAFIMF,EXsAFIMF,PUS 2-2 RAD | Puszcza Niepołomice,Radomiak Radom
1.68,0.27,66,34,19,5,8,0,4.0,0.0,13,2,400.0,179.0,1,4,0,1,1.46,0.0,7,2,4.0,3.0,12.0,3.0,7.0,2.0,28.0,10.0,1.0,0.0,13.0,13.0,19.0,10.0,10.0,1.0,1.75,0.18,13,13,11.0,7.0,43.0,39.0,18.0,27.0,10.0,7.0,0,0,0,0,0,7,0.0,1.46,0.0,0.46,2025-04-19,29,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=hIg1Hvh3,hIg1Hvh3,POG 1-0 RAK | Pogoń Szczecin,Raków Częstochowa
0.94,1.29,53,47,13,6,1,3,0.0,1.0,4,4,374.0,336.0,0,3,0,0,0.0,1.61,7,3,5.0,0.0,8.0,6.0,4.0,0.0,23.0,16.0,3.0,0.0,15.0,10.0,22.0,19.0,6.0,1.0,0.76,0.67,10,15,7.0,10.0,33.0,34.0,17.0,33.0,10.0,12.0,0,0,0,0,1,0,1.61,0.0,-0.39,0.0,2025-04-19,29,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=vFRl8zFk,vFRl8zFk,WID 1-2 MOT | Widzew Łódź,Motor Lublin
1.52,0.92,54,46,18,13,1,8,1.0,1.0,7,4,370.0,328.0,0,3,0,0,0.15,1.86,10,3,7.0,2.0,16.0,8.0,2.0,5.0,38.0,19.0,2.0,1.0,16.0,11.0,25.0,25.0,8.0,3.0,1.17,0.86,11,16,11.0,10.0,51.0,46.0,30.0,36.0,7.0,12.0,0,0,0,0,6,1,1.86,0.15,0.83,0.15,2025-04-19,29,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=CSPd6Eq2,CSPd6Eq2,SLA 0-2 KAT | Śląsk Wrocław,GKS Katowice
0.52,0.57,55,45,12,12,4,4,1.0,2.0,2,7,321.0,251.0,3,1,0,0,1.15,1.5,6,5,2.0,3.0,7.0,5.0,5.0,7.0,23.0,17.0,3.0,1.0,14.0,18.0,18.0,15.0,4.0,3.0,0.74,0.73,18,14,17.0,9.0,72.0,50.0,25.0,29.0,10.0,11.0,0,0,1,0,3,3,1.5,1.15,0.5,0.15,2025-04-19,29,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=QB1Fgy0d,QB1Fgy0d,PIA 1-1 KOR | Piast Gliwice,Korona Kielce
1.7,1.64,63,37,25,7,7,2,2.0,3.0,11,1,456.0,247.0,0,1,0,0,2.0,1.17,10,3,8.0,2.0,17.0,6.0,8.0,1.0,39.0,17.0,2.0,3.0,8.0,6.0,20.0,23.0,8.0,3.0,1.37,0.91,6,8,14.0,8.0,53.0,39.0,8.0,33.0,9.0,10.0,0,1,0,0,0,4,1.17,2.0,-0.83,-1.0,2025-04-14,28,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=6Tii3lXh,6Tii3lXh,GDA 3-2 STA | Lechia Gdańsk,Stal Mielec
1.57,0.48,60,40,20,12,3,2,1.0,1.0,5,3,409.0,256.0,1,4,0,1,1.14,0.4,9,5,8.0,5.0,18.0,6.0,2.0,6.0,31.0,19.0,0.0,2.0,15.0,15.0,22.0,20.0,8.0,3.0,1.13,0.47,15,15,7.0,14.0,50.0,42.0,17.0,22.0,6.0,14.0,0,0,0,0,1,3,0.4,1.14,-0.6,1.14,2025-04-13,28,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=vsja1S15,vsja1S15,LEG 0-1 JAG | Legia Warszawa,Jagiellonia Białystok
1.3,1.39,48,52,14,13,6,6,2.0,2.0,6,4,365.0,413.0,0,1,0,0,1.11,2.09,6,4,2.0,3.0,13.0,9.0,1.0,4.0,33.0,23.0,1.0,4.0,11.0,11.0,22.0,19.0,7.0,4.0,0.63,2.06,11,11,10.0,8.0,40.0,33.0,12.0,35.0,7.0,10.0,0,0,0,0,4,5,2.09,1.11,0.09,0.11,2025-04-13,28,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=z9q8a6WH,z9q8a6WH,MOT 1-2 LEC | Motor Lublin,Lech Poznań
0.93,0.92,33,67,11,15,4,4,2.0,1.0,3,5,180.0,448.0,1,0,0,0,1.45,0.29,5,7,2.0,4.0,5.0,10.0,6.0,5.0,11.0,23.0,0.0,5.0,9.0,12.0,17.0,29.0,1.0,5.0,0.54,1.11,12,9,9.0,12.0,43.0,56.0,31.0,26.0,7.0,12.0,0,1,0,1,3,2,0.29,1.45,-0.08,-0.55,2025-04-13,28,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=t6nGcp1U,t6nGcp1U,PIA 2-1 POG | Piast Gliwice,Pogoń Szczecin
1.13,0.95,59,41,17,12,6,5,1.0,2.0,9,5,377.0,238.0,1,3,0,0,1.37,0.85,8,4,3.0,3.0,11.0,6.0,6.0,6.0,26.0,15.0,2.0,0.0,15.0,10.0,18.0,34.0,8.0,4.0,0.78,0.45,10,15,3.0,10.0,39.0,47.0,21.0,40.0,8.0,5.0,0,0,0,0,4,4,0.85,1.37,-0.17,-0.63,2025-04-12,28,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=pKCQHmnn,pKCQHmnn,RAK 2-1 RAD | Raków Częstochowa,Radomiak Radom
1.53,2.36,50,50,17,24,4,9,1.0,2.0,2,6,250.0,274.0,2,0,0,0,1.27,2.16,6,9,7.0,6.0,9.0,15.0,8.0,9.0,19.0,32.0,3.0,0.0,12.0,13.0,23.0,16.0,4.0,5.0,0.66,1.75,13,12,11.0,9.0,47.0,45.0,13.0,16.0,7.0,11.0,1,0,1,0,5,2,2.16,1.27,-1.84,0.27,2025-04-12,28,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=C6WHlkIa,C6WHlkIa,CRA 2-4 SLA | Cracovia,Śląsk Wrocław
2.61,0.62,62,38,25,9,9,2,4.0,0.0,2,5,441.0,215.0,0,1,0,0,3.46,0.74,10,4,6.0,3.0,16.0,7.0,9.0,2.0,34.0,28.0,0.0,2.0,15.0,2.0,31.0,26.0,1.0,7.0,1.99,1.15,2,15,8.0,15.0,55.0,46.0,26.0,22.0,10.0,13.0,0,1,0,0,1,6,0.74,3.46,-0.26,1.46,2025-04-12,28,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/puszcza-dtqx13O8/szczegoly/statystyki/?mid=KWZPnTnC,KWZPnTnC,KAT 3-1 PUS | GKS Katowice,Puszcza Niepołomice
1.4,0.9,53,47,18,11,5,2,1.0,1.0,9,4,261.0,218.0,3,3,0,0,2.41,1.0,7,6,6.0,3.0,11.0,8.0,7.0,3.0,18.0,16.0,0.0,1.0,19.0,11.0,25.0,20.0,6.0,4.0,0.87,0.22,11,19,12.0,10.0,63.0,49.0,22.0,29.0,6.0,6.0,0,1,0,0,1,3,1.0,2.41,0.0,0.41,2025-04-11,28,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=A1br5A2t,A1br5A2t,KOR 2-1 WID | Korona Kielce,Widzew Łódź
1.7,1.11,31,69,14,13,5,7,2.0,1.0,3,2,196.0,548.0,3,4,0,0,2.44,1.54,6,2,3.0,4.0,9.0,5.0,5.0,8.0,29.0,25.0,0.0,1.0,9.0,13.0,10.0,32.0,3.0,2.0,0.55,0.65,13,9,7.0,7.0,43.0,58.0,28.0,13.0,7.0,9.0,0,0,0,0,6,3,1.54,2.44,0.66,0.44,2025-04-11,28,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=tnOYp7HO,tnOYp7HO,ZAG 2-1 GOR | Zagłębie Lubin,Górnik Zabrze
1.39,1.15,46,54,19,18,4,6,2.0,1.0,5,4,209.0,271.0,3,1,0,0,1.32,1.77,8,9,7.0,3.0,13.0,10.0,6.0,8.0,30.0,25.0,0.0,1.0,11.0,16.0,27.0,26.0,5.0,8.0,0.96,1.04,16,11,6.0,10.0,55.0,57.0,31.0,30.0,14.0,5.0,0,0,0,0,5,3,1.77,1.32,0.77,0.32,2025-04-07,27,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=jw3zxCYg,jw3zxCYg,PUS 1-1 RAK | Puszcza Niepołomice,Raków Częstochowa
2.75,0.51,50,50,18,10,8,0,5.0,0.0,6,4,303.0,289.0,0,1,0,0,4.36,0.0,5,5,5.0,5.0,15.0,9.0,3.0,2.0,36.0,23.0,0.0,3.0,9.0,6.0,23.0,22.0,4.0,5.0,2.51,0.73,6,9,7.0,8.0,39.0,28.0,26.0,18.0,5.0,14.0,0,2,0,0,0,4,0.0,4.36,0.0,0.36,2025-04-06,27,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=rDaSwY3s,rDaSwY3s,POG 4-0 KAT | Pogoń Szczecin,GKS Katowice
1.47,1.63,52,48,15,6,4,2,3.0,3.0,5,5,429.0,398.0,2,3,0,0,1.36,1.37,6,2,5.0,2.0,12.0,5.0,3.0,1.0,21.0,25.0,2.0,1.0,14.0,16.0,18.0,12.0,5.0,3.0,1.1,0.66,16,14,16.0,12.0,46.0,47.0,19.0,22.0,11.0,9.0,0,1,0,0,0,3,1.37,1.36,-0.63,0.17,2025-04-06,27,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=CWF8NCJ0,CWF8NCJ0,GOR 1-2 LEG | Górnik Zabrze,Legia Warszawa
1.62,0.92,56,44,12,13,3,4,3.0,1.0,5,4,414.0,299.0,0,2,0,0,1.27,1.59,7,4,2.0,5.0,6.0,6.0,6.0,7.0,40.0,17.0,2.0,5.0,12.0,8.0,25.0,26.0,5.0,3.0,1.48,0.6,8,12,7.0,13.0,48.0,41.0,17.0,36.0,9.0,7.0,1,0,0,0,3,2,1.59,1.27,0.59,0.27,2025-04-06,27,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=8b9HLjlD,8b9HLjlD,JAG 1-1 PIA | Jagiellonia Białystok,Piast Gliwice
1.53,1.3,62,38,14,18,4,5,3.0,0.0,5,6,448.0,242.0,1,4,0,0,2.01,0.57,6,8,4.0,5.0,9.0,10.0,5.0,8.0,30.0,23.0,1.0,1.0,13.0,12.0,12.0,21.0,5.0,5.0,1.1,1.39,12,13,8.0,12.0,44.0,48.0,22.0,18.0,7.0,6.0,0,0,0,0,5,2,0.57,2.01,0.57,0.0,2025-04-05,27,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=0hd3qftK,0hd3qftK,LEC 2-0 KOR | Lech Poznań,Korona Kielce
1.33,1.9,43,57,10,23,3,4,1.0,1.0,2,8,245.0,342.0,2,1,0,0,1.47,1.33,3,10,4.0,9.0,7.0,14.0,3.0,9.0,21.0,24.0,4.0,5.0,18.0,7.0,20.0,13.0,2.0,7.0,0.65,1.63,7,18,12.0,10.0,52.0,45.0,30.0,16.0,7.0,8.0,0,0,0,0,3,2,1.33,1.47,0.33,0.47,2025-04-05,27,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=Gvw9jBmm,Gvw9jBmm,SLA 1-1 MOT | Śląsk Wrocław,Motor Lublin
0.52,0.63,55,45,13,11,3,3,0.0,1.0,7,5,272.0,203.0,1,3,0,0,0.08,0.53,2,5,8.0,3.0,9.0,6.0,4.0,5.0,24.0,22.0,0.0,1.0,10.0,14.0,24.0,25.0,3.0,6.0,0.52,0.88,14,10,7.0,11.0,50.0,56.0,14.0,27.0,7.0,11.0,0,0,0,0,2,3,0.53,0.08,-0.47,0.08,2025-04-05,27,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=Chiqzj36,Chiqzj36,RAD 0-1 ZAG | Radomiak Radom,Zagłębie Lubin
2.29,0.64,55,45,11,6,5,3,4.0,1.0,4,5,353.0,273.0,2,2,0,0,1.91,0.93,3,2,3.0,1.0,8.0,4.0,3.0,2.0,32.0,14.0,2.0,2.0,13.0,20.0,23.0,23.0,2.0,4.0,0.97,0.58,20,13,7.0,10.0,41.0,55.0,18.0,23.0,12.0,7.0,0,0,0,0,3,3,0.93,1.91,0.93,-0.09,2025-04-04,27,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=K8iwdXPP,K8iwdXPP,WID 2-0 GDA | Widzew Łódź,Lechia Gdańsk
0.58,1.83,47,53,10,19,3,4,2.0,1.0,6,3,350.0,432.0,1,2,0,0,0.99,1.0,4,10,3.0,5.0,7.0,13.0,3.0,6.0,19.0,29.0,2.0,2.0,11.0,8.0,28.0,25.0,4.0,6.0,0.99,0.89,8,11,6.0,8.0,37.0,38.0,22.0,21.0,11.0,8.0,0,0,1,0,3,2,1.0,0.99,0.0,-0.01,2025-04-04,27,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=KIfiYTXI,KIfiYTXI,STA 1-1 CRA | Stal Mielec,Cracovia
0.61,1.3,19,81,9,21,2,5,0.0,1.0,4,12,74.0,491.0,3,4,1,0,1.19,0.73,5,6,2.0,10.0,7.0,10.0,2.0,11.0,12.0,34.0,0.0,0.0,9.0,12.0,12.0,19.0,4.0,7.0,0.32,1.24,12,9,4.0,4.0,39.0,51.0,52.0,8.0,8.0,5.0,0,0,1,0,3,2,0.73,1.19,-1.27,1.19,2025-03-31,26,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=dKZmoefA,dKZmoefA,ZAG 0-2 RAK | Zagłębie Lubin,Raków Częstochowa
0.97,2.66,41,59,17,25,5,9,0.0,4.0,4,9,309.0,485.0,1,1,0,0,0.99,2.74,9,7,3.0,9.0,8.0,15.0,9.0,10.0,21.0,34.0,2.0,0.0,9.0,13.0,24.0,40.0,10.0,2.0,0.76,1.68,13,9,12.0,5.0,37.0,40.0,13.0,19.0,10.0,8.0,0,0,0,0,8,3,2.74,0.99,1.74,-1.01,2025-03-30,26,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/gornik-zabrze-2LH3Ywq4/szczegoly/statystyki/?mid=z5oumHPc,z5oumHPc,KAT 2-1 GOR | GKS Katowice,Górnik Zabrze
1.49,1.24,46,54,14,18,7,4,1.0,1.0,3,6,341.0,399.0,1,1,0,0,2.96,1.36,3,10,4.0,4.0,8.0,8.0,6.0,10.0,16.0,26.0,2.0,2.0,10.0,16.0,14.0,37.0,4.0,12.0,1.17,1.42,16,10,5.0,8.0,38.0,54.0,38.0,25.0,6.0,7.0,0,1,0,0,3,3,1.36,2.96,0.36,-0.04,2025-03-30,26,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=vLdKq3z3,vLdKq3z3,MOT 4-1 STA | Motor Lublin,Stal Mielec
1.02,1.76,61,39,18,10,2,4,2.0,3.0,8,5,318.0,187.0,2,4,0,0,0.73,2.34,12,3,4.0,3.0,11.0,6.0,7.0,4.0,21.0,11.0,0.0,1.0,17.0,12.0,22.0,16.0,8.0,2.0,1.03,0.41,12,17,10.0,12.0,52.0,54.0,26.0,41.0,7.0,10.0,0,0,0,0,1,1,2.34,0.73,-0.66,-0.27,2025-03-30,26,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=UomeqZOM,UomeqZOM,KOR 1-3 RAD | Korona Kielce,Radomiak Radom
