xg_gosp,xg_gosc,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,wielkie_szanse_gosp,wielkie_szanse_gosc,rozne_gosp,rozne_gosc,zk_gosp,zk_gosc,xgot_gosp,xgot_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc,strzaly_pk_gosp,strzaly_pk_gosc,strzaly_spoza_pk_gosp,strzaly_spoza_pk_gosc,kontakty_pk_gosp,kontakty_pk_gosc,spalone_gosp,spalone_gosc,rzuty_wolne_gosp,rzuty_wolne_gosc,xa_gosp,xa_gosc,faule_gosp,faule_gosc,pojedynki_gosp,pojedynki_gosc,wybicia_gosp,wybicia_gosc,przechwyty_gosp,przechwyty_gosc,bledy_strzal_gosp,bledy_strzal_gosc,bledy_gol_gosp,bledy_gol_gosc,obrony_bramkarza_gosp,obrony_bramkarza_gosc,xgot_przeciw_gosp,xgot_przeciw_gosc,zapobiegniecia_gosp,zapobiegniecia_gosc,czk_gosc,czk_gosp,data_meczu_flash,kolejka_flash,url,flash_id,podania_sk_gosp,podania_wszy_gosp,podania_sk_gosc,podania_wszy_gosc,dl_pod_sk_gosp,dl_pod_wszy_gosp,dl_pod_sk_gosc,dl_pod_wszy_gosc,pod_strefa_sk_gosp,pod_strefa_wszy_gosp,pod_strefa_sk_gosc,pod_strefa_wszy_gosc,dosrod_sk_gosp,dosrod_wszy_gosp,dosrod_sk_gosc,dosrod_wszy_gosc,odbiory_sk_gosp,odbiory_wszy_gosp,odbiory_sk_gosc,odbiory_wszy_gosc,gospodarz,gosc
1.51,0.94,59.0,41.0,17.0,7.0,3.0,1.0,2.0,2.0,4.0,1.0,1,3,1.12,0.94,9.0,2.0,5.0,4.0,8.0,5.0,9.0,2.0,24.0,17.0,2.0,0.0,10.0,12.0,1.26,0.85,12.0,10.0,45.0,39.0,20.0,34.0,8.0,12.0,0,1,0,0,0.0,2.0,0.94,1.12,-0.06,0.12,0,0,2025-11-21,16.0,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=tK750FIG,tK750FIG,425,492,281,353,29,45,21,45,146.0,178.0,63.0,99.0,7.0,33.0,2.0,12.0,10,14,10,16,GOR,WPL
0.76,0.83,51.0,49.0,7.0,11.0,4.0,2.0,2.0,0.0,1.0,2.0,3,4,1.63,0.39,1.0,5.0,2.0,4.0,2.0,9.0,5.0,2.0,16.0,25.0,0.0,4.0,20.0,12.0,0.91,0.9,12.0,20.0,55.0,53.0,27.0,20.0,7.0,6.0,0,0,0,0,1.0,2.0,0.39,1.63,0.39,-0.37,1,0,2025-11-21,16.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=CvGl4cJi,CvGl4cJi,320,415,316,397,16,52,16,54,57.0,98.0,59.0,90.0,5.0,11.0,6.0,16.0,8,16,8,14,ARK,BBT
2.08,2.05,44.0,56.0,19.0,13.0,7.0,6.0,3.0,3.0,3.0,3.0,3,3,2.51,2.39,7.0,3.0,5.0,4.0,14.0,9.0,5.0,4.0,33.0,30.0,2.0,1.0,16.0,19.0,0.97,2.18,19.0,16.0,46.0,50.0,25.0,26.0,9.0,4.0,2,0,0,0,5.0,4.0,2.39,2.51,1.39,-0.49,1,0,2025-11-09,15.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=Obwwj7bs,Obwwj7bs,305,354,385,457,25,46,24,47,87.0,116.0,79.0,107.0,10.0,21.0,3.0,12.0,11,16,8,16,ARK,LPO
3.69,1.45,39.0,61.0,33.0,11.0,9.0,5.0,5.0,2.0,10.0,1.0,2,1,3.79,1.67,11.0,3.0,13.0,3.0,25.0,7.0,8.0,4.0,69.0,14.0,0.0,1.0,9.0,9.0,2.12,0.37,9.0,9.0,41.0,43.0,23.0,45.0,13.0,11.0,0,0,0,0,3.0,8.0,1.67,3.79,-0.33,2.79,0,0,2025-11-09,15.0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=WpIL0OCa,WpIL0OCa,220,312,435,513,19,43,16,37,75.0,126.0,76.0,105.0,10.0,26.0,1.0,10.0,9,12,9,11,JAG,POG
1.23,3.08,49.0,51.0,12.0,7.0,2.0,5.0,2.0,6.0,5.0,0.0,4,2,0.61,2.83,7.0,2.0,3.0,0.0,10.0,7.0,2.0,0.0,23.0,13.0,2.0,0.0,9.0,15.0,1.04,0.98,15.0,9.0,55.0,57.0,11.0,39.0,12.0,5.0,1,0,0,0,1.0,1.0,2.83,0.61,-1.17,-0.39,0,0,2025-11-09,15.0,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=h06Ub2sC,h06Ub2sC,321,421,361,451,25,54,14,53,87.0,144.0,40.0,69.0,4.0,21.0,1.0,5.0,11,14,13,21,KOR,RCZ
0.95,1.29,70.0,30.0,23.0,13.0,7.0,7.0,2.0,4.0,11.0,2.0,1,4,1.18,1.88,10.0,3.0,6.0,3.0,13.0,5.0,10.0,8.0,37.0,9.0,2.0,3.0,17.0,13.0,1.39,0.54,13.0,17.0,66.0,53.0,16.0,57.0,7.0,8.0,0,0,0,0,4.0,6.0,1.88,1.18,-0.12,0.18,0,0,2025-11-09,15.0,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=pERoloTg,pERoloTg,530,618,190,267,22,44,20,53,168.0,223.0,35.0,62.0,11.0,40.0,1.0,11.0,10,19,12,20,LEG,BBT
0.87,1.57,54.0,46.0,9.0,17.0,3.0,6.0,2.0,1.0,3.0,3.0,2,2,0.98,1.68,5.0,4.0,1.0,7.0,6.0,11.0,3.0,6.0,16.0,29.0,2.0,0.0,16.0,10.0,1.55,0.87,10.0,16.0,46.0,36.0,20.0,41.0,5.0,9.0,1,0,0,0,5.0,2.0,1.68,0.98,-0.32,-0.02,0,0,2025-11-08,15.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=baY1tfRp,baY1tfRp,375,465,308,400,16,53,30,68,59.0,108.0,68.0,104.0,3.0,16.0,8.0,15.0,8,13,7,8,GKS,PIA
3.08,0.85,64.0,36.0,14.0,10.0,4.0,2.0,6.0,2.0,5.0,1.0,3,6,1.81,0.78,7.0,6.0,3.0,2.0,10.0,7.0,4.0,3.0,28.0,15.0,2.0,0.0,14.0,18.0,1.54,0.94,18.0,14.0,42.0,42.0,20.0,30.0,0.0,9.0,0,0,1,0,1.0,3.0,0.78,1.81,-0.22,0.81,0,0,2025-11-08,15.0,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=l6O2p3SI,l6O2p3SI,475,542,230,298,24,41,29,60,107.0,141.0,50.0,87.0,5.0,23.0,4.0,19.0,9,11,7,12,MOT,WPL
1.16,1.45,52.0,48.0,14.0,9.0,3.0,3.0,4.0,2.0,5.0,3.0,2,4,0.76,0.66,4.0,5.0,7.0,1.0,10.0,6.0,4.0,3.0,42.0,18.0,2.0,1.0,11.0,14.0,1.35,0.34,14.0,11.0,58.0,49.0,22.0,34.0,5.0,4.0,0,1,0,1,1.0,1.0,0.66,0.76,-0.34,-1.24,0,0,2025-11-08,15.0,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=hvVgnPc6,hvVgnPc6,331,396,302,382,17,36,27,57,104.0,135.0,48.0,90.0,9.0,21.0,1.0,5.0,13,25,10,16,LGD,WID
1.1,0.95,30.0,70.0,6.0,15.0,3.0,2.0,3.0,1.0,1.0,12.0,5,1,0.73,0.4,3.0,6.0,0.0,7.0,5.0,5.0,1.0,10.0,18.0,37.0,1.0,1.0,12.0,12.0,0.77,1.06,12.0,12.0,60.0,58.0,34.0,15.0,19.0,6.0,1,0,0,1,2.0,1.0,0.4,0.73,0.4,-1.27,0,0,2025-11-07,15.0,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=t0Bl86KP,t0Bl86KP,142,221,420,505,23,54,26,50,40.0,72.0,127.0,168.0,1.0,10.0,7.0,37.0,17,26,7,17,GOR,ZAG
1.89,0.52,51.0,49.0,12.0,5.0,8.0,2.0,4.0,1.0,5.0,3.0,2,3,2.49,0.54,3.0,2.0,1.0,1.0,7.0,3.0,5.0,2.0,17.0,12.0,1.0,2.0,17.0,12.0,0.98,0.53,12.0,17.0,59.0,51.0,25.0,23.0,9.0,7.0,0,0,0,0,1.0,5.0,0.54,2.49,0.54,-0.51,0,0,2025-11-07,15.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=OKED2prm,OKED2prm,388,459,357,437,30,57,20,44,69.0,101.0,78.0,118.0,7.0,17.0,3.0,16.0,11,13,11,21,CRA,RAD
1.3,0.22,68.0,32.0,14.0,8.0,3.0,3.0,2.0,0.0,2.0,0.0,0,0,1.68,0.23,8.0,5.0,3.0,0.0,8.0,5.0,6.0,3.0,24.0,14.0,3.0,0.0,11.0,11.0,1.48,0.24,11.0,11.0,65.0,57.0,28.0,40.0,10.0,14.0,0,0,0,0,3.0,3.0,0.23,1.68,0.23,1.68,0,0,2025-11-03,14.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=jTySbsQE,jTySbsQE,544,644,201,299,21,49,29,74,129.0,181.0,34.0,82.0,7.0,30.0,2.0,7.0,10,16,18,22,CRA,ZAG
1.4,1.37,47.0,53.0,14.0,11.0,4.0,5.0,3.0,2.0,8.0,4.0,2,4,0.87,1.61,5.0,2.0,5.0,4.0,10.0,7.0,4.0,4.0,30.0,19.0,2.0,1.0,12.0,11.0,1.52,0.46,11.0,12.0,57.0,72.0,23.0,50.0,13.0,9.0,0,0,0,0,3.0,3.0,1.61,0.87,-0.39,-0.13,0,0,2025-11-03,14.0,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=SfjXx03e,SfjXx03e,257,338,321,404,16,43,23,50,65.0,100.0,56.0,91.0,7.0,30.0,3.0,12.0,7,18,10,17,LGD,RAD
1.27,1.56,32.0,68.0,15.0,22.0,5.0,9.0,1.0,2.0,6.0,8.0,1,1,0.92,0.79,6.0,8.0,4.0,5.0,9.0,10.0,6.0,12.0,19.0,39.0,0.0,1.0,7.0,5.0,0.93,1.71,5.0,7.0,35.0,29.0,41.0,23.0,10.0,6.0,2,1,0,0,9.0,2.0,0.79,0.92,0.79,-0.08,0,0,2025-11-03,14.0,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=xQBhprBL,xQBhprBL,197,280,554,628,22,64,26,38,56.0,96.0,157.0,208.0,6.0,22.0,7.0,38.0,5,10,7,10,POG,WPL
1.4,1.74,42.0,58.0,10.0,20.0,3.0,3.0,2.0,3.0,3.0,8.0,3,3,1.05,1.01,2.0,6.0,5.0,11.0,8.0,11.0,2.0,9.0,21.0,42.0,3.0,0.0,13.0,10.0,0.83,1.32,10.0,13.0,48.0,48.0,40.0,25.0,7.0,7.0,1,1,0,0,3.0,2.0,1.01,1.05,0.01,0.05,0,0,2025-11-02,14.0,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=8YX7eTzK,8YX7eTzK,274,329,391,442,15,45,16,31,47.0,78.0,148.0,183.0,0.0,9.0,4.0,33.0,10,18,13,18,LEG,WID
2.04,1.21,67.0,33.0,26.0,11.0,6.0,5.0,3.0,1.0,5.0,4.0,5,2,1.68,1.89,10.0,3.0,10.0,3.0,17.0,7.0,9.0,4.0,38.0,30.0,0.0,1.0,17.0,19.0,1.79,1.03,19.0,17.0,55.0,56.0,17.0,28.0,2.0,14.0,1,0,0,0,3.0,5.0,1.89,1.68,-0.11,0.68,0,0,2025-11-02,14.0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=MHB6iaIl,MHB6iaIl,420,502,178,248,23,39,27,60,127.0,167.0,58.0,100.0,10.0,22.0,5.0,10.0,6,15,8,12,JAG,RCZ
1.17,0.89,59.0,41.0,19.0,8.0,4.0,2.0,0.0,1.0,6.0,2.0,2,1,1.38,0.65,8.0,5.0,7.0,1.0,9.0,7.0,10.0,1.0,45.0,16.0,1.0,2.0,15.0,10.0,1.55,1.12,10.0,15.0,49.0,43.0,12.0,51.0,11.0,12.0,1,0,0,0,1.0,1.0,0.65,1.38,-0.35,-0.62,0,0,2025-11-02,14.0,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=CrQzcLfR,CrQzcLfR,475,563,314,383,29,47,13,41,181.0,240.0,40.0,60.0,4.0,29.0,2.0,12.0,10,13,13,21,LPO,MOT
2.61,0.76,53.0,47.0,29.0,8.0,11.0,2.0,2.0,1.0,10.0,2.0,1,3,4.6,0.39,10.0,5.0,8.0,1.0,17.0,4.0,12.0,4.0,30.0,8.0,0.0,1.0,10.0,9.0,1.16,0.55,9.0,10.0,33.0,43.0,17.0,17.0,7.0,4.0,1,1,1,0,1.0,6.0,0.39,4.6,-0.61,-0.4,0,0,2025-11-02,14.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/gornik-zabrze-2LH3Ywq4/szczegoly/statystyki/?mid=OMqtyvY7,OMqtyvY7,347,399,298,355,25,50,10,28,87.0,106.0,46.0,71.0,3.0,13.0,2.0,11.0,5,9,4,12,ARK,GOR
0.59,1.24,49.0,51.0,10.0,20.0,2.0,4.0,0.0,0.0,7.0,9.0,2,1,0.12,0.78,6.0,10.0,2.0,6.0,7.0,12.0,3.0,8.0,26.0,26.0,0.0,1.0,8.0,13.0,0.6,0.86,13.0,8.0,50.0,51.0,29.0,52.0,13.0,8.0,1,0,0,0,4.0,2.0,0.78,0.12,0.78,0.12,0,1,2025-10-31,14.0,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=Iq5Fkwm1,Iq5Fkwm1,289,385,320,410,23,59,27,54,63.0,102.0,83.0,122.0,5.0,26.0,5.0,21.0,11,17,7,14,KOR,PIA
1.64,2.48,66.0,34.0,18.0,11.0,7.0,7.0,5.0,3.0,7.0,2.0,1,2,1.11,2.76,6.0,3.0,5.0,1.0,12.0,6.0,6.0,5.0,27.0,18.0,1.0,4.0,18.0,13.0,2.02,0.65,13.0,18.0,59.0,52.0,13.0,35.0,13.0,6.0,0,1,0,0,4.0,6.0,2.76,1.11,-0.24,1.11,0,0,2025-10-31,14.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=fshPvMYr,fshPvMYr,425,507,201,277,30,57,18,55,123.0,160.0,36.0,66.0,7.0,37.0,0.0,5.0,5,8,10,17,GKS,BBT
1.68,1.06,55.0,45.0,19.0,8.0,2.0,3.0,1.0,1.0,4.0,5.0,1,1,1.08,0.91,11.0,2.0,6.0,3.0,8.0,4.0,11.0,4.0,19.0,12.0,2.0,1.0,13.0,16.0,1.41,0.23,16.0,13.0,31.0,35.0,29.0,34.0,5.0,4.0,0,2,0,0,2.0,1.0,0.91,1.08,-0.09,0.08,0,0,2025-10-27,13.0,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=xhYPrVZG,xhYPrVZG,363,427,278,344,23,42,23,53,134.0,176.0,61.0,87.0,6.0,25.0,3.0,29.0,4,6,2,5,RAD,WPL
0.6,0.58,48.0,52.0,14.0,12.0,4.0,2.0,0.0,0.0,8.0,5.0,1,2,0.45,0.21,7.0,5.0,3.0,5.0,7.0,9.0,7.0,3.0,19.0,22.0,1.0,5.0,13.0,16.0,0.73,0.74,16.0,13.0,46.0,47.0,23.0,31.0,9.0,6.0,1,0,0,0,3.0,4.0,0.21,0.45,0.21,0.45,0,0,2025-10-26,13.0,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=t6lNO9ro,t6lNO9ro,343,409,382,452,23,53,25,45,80.0,108.0,102.0,143.0,7.0,29.0,6.0,16.0,5,19,6,9,LPO,LEG
2.86,1.09,41.0,59.0,22.0,15.0,6.0,3.0,2.0,3.0,5.0,4.0,0,1,1.67,0.84,9.0,5.0,7.0,7.0,14.0,9.0,8.0,6.0,35.0,26.0,1.0,1.0,6.0,8.0,1.26,1.23,8.0,6.0,42.0,34.0,22.0,25.0,8.0,7.0,0,0,0,0,2.0,5.0,0.84,1.67,-0.16,0.67,0,0,2025-10-26,13.0,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=4vzIpi54,4vzIpi54,364,413,530,596,27,42,16,33,96.0,121.0,99.0,136.0,4.0,16.0,2.0,12.0,7,15,12,18,GOR,JAG
1.17,0.57,42.0,58.0,10.0,10.0,4.0,5.0,2.0,2.0,4.0,4.0,2,3,1.23,1.32,4.0,4.0,2.0,1.0,4.0,3.0,6.0,7.0,16.0,19.0,4.0,0.0,17.0,3.0,0.54,0.54,3.0,17.0,65.0,43.0,42.0,19.0,9.0,13.0,0,0,0,1,4.0,3.0,1.32,1.23,0.32,-0.77,0,1,2025-10-26,13.0,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=Ua8pn4t9,Ua8pn4t9,246,312,347,428,27,53,23,50,59.0,80.0,96.0,132.0,4.0,18.0,2.0,22.0,11,16,12,23,LGD,RCZ
1.11,1.73,40.0,60.0,14.0,14.0,4.0,3.0,2.0,2.0,3.0,3.0,4,3,1.19,0.04,5.0,4.0,5.0,7.0,9.0,10.0,5.0,4.0,17.0,33.0,2.0,1.0,8.0,16.0,0.81,1.54,16.0,8.0,54.0,51.0,55.0,20.0,7.0,4.0,1,0,0,0,1.0,3.0,0.04,1.19,0.04,0.19,0,0,2025-10-25,13.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=l4VcO0l2,l4VcO0l2,189,276,318,407,19,53,30,65,48.0,79.0,77.0,123.0,4.0,12.0,3.0,18.0,11,19,5,12,GKS,KOR
1.14,2.27,56.0,44.0,11.0,17.0,3.0,7.0,3.0,3.0,8.0,3.0,2,4,0.82,1.49,5.0,5.0,3.0,5.0,9.0,12.0,2.0,5.0,20.0,33.0,2.0,0.0,13.0,10.0,0.74,1.21,10.0,13.0,51.0,60.0,38.0,41.0,5.0,8.0,1,0,0,0,6.0,1.0,1.49,0.82,0.49,-1.18,0,0,2025-10-25,13.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=tvSkQMJk,tvSkQMJk,347,449,254,354,29,75,19,53,49.0,100.0,86.0,140.0,5.0,24.0,5.0,22.0,10,15,5,13,CRA,POG
0.77,2.25,37.0,63.0,7.0,25.0,3.0,4.0,1.0,1.0,4.0,10.0,2,4,0.99,1.06,2.0,13.0,2.0,8.0,4.0,16.0,3.0,9.0,14.0,44.0,1.0,0.0,13.0,17.0,0.4,1.08,17.0,13.0,51.0,57.0,41.0,20.0,7.0,5.0,0,1,0,0,2.0,1.0,1.06,0.99,0.06,-1.01,0,0,2025-10-25,13.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=jyArWijB,jyArWijB,182,277,358,446,16,59,24,58,34.0,70.0,134.0,179.0,3.0,8.0,12.0,36.0,8,13,4,13,ARK,PIA
2.4,0.59,46.0,54.0,16.0,13.0,5.0,4.0,5.0,1.0,5.0,4.0,1,3,1.78,0.3,5.0,6.0,6.0,3.0,13.0,6.0,3.0,7.0,26.0,16.0,6.0,1.0,12.0,8.0,1.48,0.64,8.0,12.0,53.0,38.0,23.0,11.0,11.0,9.0,1,1,0,0,4.0,2.0,0.3,1.78,0.3,-1.22,0,0,2025-10-24,13.0,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=8Ct9nDzh,8Ct9nDzh,288,347,363,407,12,31,16,27,62.0,88.0,91.0,113.0,5.0,15.0,4.0,25.0,19,29,9,18,MOT,WID
1.5,1.0,54.0,46.0,14.0,13.0,3.0,6.0,1.0,3.0,7.0,5.0,3,2,1.38,2.63,3.0,3.0,8.0,4.0,11.0,10.0,3.0,3.0,25.0,21.0,1.0,0.0,12.0,9.0,0.84,1.1,9.0,12.0,39.0,49.0,23.0,45.0,6.0,10.0,0,0,0,0,5.0,2.0,2.63,1.38,1.63,0.38,1,0,2025-10-24,13.0,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=dYCjUVKN,dYCjUVKN,332,406,270,340,32,65,25,57,83.0,122.0,36.0,69.0,7.0,26.0,9.0,17.0,4,12,7,13,BBT,ZAG
1.76,0.91,55.0,45.0,20.0,14.0,7.0,2.0,3.0,2.0,6.0,5.0,0,1,2.89,0.13,8.0,6.0,5.0,6.0,15.0,8.0,5.0,6.0,36.0,25.0,1.0,2.0,9.0,6.0,1.25,1.05,6.0,9.0,49.0,35.0,41.0,26.0,8.0,5.0,0,0,0,0,2.0,4.0,0.13,2.89,0.13,-0.11,0,0,2025-10-20,12.0,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=zoLR4FiC,zoLR4FiC,432,491,328,395,37,58,20,50,143.0,167.0,93.0,129.0,8.0,32.0,6.0,29.0,9,14,5,9,BBT,WPL
2.54,0.97,35.0,65.0,16.0,12.0,5.0,2.0,5.0,2.0,3.0,4.0,2,1,1.96,0.51,6.0,4.0,5.0,6.0,12.0,6.0,4.0,6.0,21.0,28.0,3.0,1.0,13.0,17.0,0.82,0.88,17.0,13.0,54.0,38.0,36.0,24.0,14.0,3.0,0,0,0,0,2.0,1.0,0.51,1.96,0.51,-0.04,1,0,2025-10-19,12.0,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=W63qNd7t,W63qNd7t,231,306,504,582,27,51,26,54,53.0,92.0,138.0,179.0,6.0,17.0,7.0,25.0,7,14,6,8,LEG,ZAG
2.62,1.74,66.0,34.0,26.0,16.0,12.0,6.0,3.0,3.0,9.0,4.0,1,0,3.75,1.41,8.0,8.0,6.0,2.0,17.0,11.0,9.0,5.0,37.0,25.0,6.0,5.0,12.0,6.0,1.84,0.68,6.0,12.0,38.0,32.0,15.0,48.0,5.0,11.0,2,0,0,0,4.0,10.0,1.41,3.75,-0.59,1.75,0,0,2025-10-19,12.0,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=dEl9HhyI,dEl9HhyI,425,503,198,261,32,47,28,60,139.0,179.0,68.0,104.0,4.0,35.0,6.0,13.0,6,10,5,11,LPO,POG
1.31,1.06,62.0,38.0,16.0,9.0,3.0,3.0,0.0,2.0,9.0,6.0,2,3,1.07,0.84,8.0,3.0,5.0,3.0,11.0,6.0,5.0,3.0,22.0,19.0,2.0,0.0,4.0,9.0,1.03,1.94,9.0,4.0,40.0,39.0,39.0,33.0,11.0,11.0,0,1,0,0,1.0,2.0,0.84,1.07,-1.16,0.07,0,0,2025-10-19,12.0,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=MeIRZZjn,MeIRZZjn,448,529,237,317,19,41,14,43,123.0,159.0,54.0,97.0,5.0,28.0,5.0,19.0,13,18,9,17,LGD,PIA
1.77,0.08,42.0,58.0,17.0,3.0,4.0,1.0,1.0,0.0,5.0,2.0,3,4,1.78,0.03,6.0,2.0,7.0,0.0,9.0,2.0,8.0,1.0,23.0,14.0,2.0,2.0,13.0,16.0,1.46,0.28,16.0,13.0,66.0,51.0,26.0,31.0,9.0,6.0,0,2,0,0,1.0,2.0,0.03,1.78,0.03,-0.22,0,0,2025-10-18,12.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=za00JE65,za00JE65,252,355,404,507,17,63,30,77,71.0,129.0,56.0,92.0,4.0,18.0,3.0,13.0,19,30,4,11,CRA,RCZ
2.8,0.7,55.0,45.0,19.0,8.0,8.0,1.0,6.0,2.0,3.0,5.0,1,1,3.74,0.29,10.0,4.0,1.0,3.0,13.0,5.0,6.0,3.0,26.0,24.0,2.0,1.0,10.0,8.0,1.05,0.6,8.0,10.0,43.0,37.0,29.0,17.0,8.0,13.0,1,1,0,2,1.0,4.0,0.29,3.74,0.29,-0.26,0,0,2025-10-18,12.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=rVnHFW5U,rVnHFW5U,394,469,302,366,16,33,23,47,93.0,117.0,57.0,84.0,4.0,13.0,8.0,30.0,8,14,6,15,ARK,JAG
2.25,0.84,43.0,57.0,12.0,16.0,4.0,3.0,3.0,1.0,9.0,7.0,2,0,1.89,0.79,5.0,7.0,3.0,6.0,9.0,11.0,3.0,5.0,28.0,26.0,3.0,1.0,12.0,7.0,0.6,0.9,7.0,12.0,41.0,45.0,26.0,37.0,10.0,8.0,0,0,0,0,2.0,3.0,0.79,1.89,-0.21,0.89,0,0,2025-10-18,12.0,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=SYdhLzxg,SYdhLzxg,272,345,402,476,20,51,32,55,68.0,104.0,140.0,171.0,6.0,31.0,6.0,25.0,17,21,7,15,GOR,KOR
