match_id,gospodarz,gosc,gole_gosp,gole_gosc,data_meczu,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,rozne_gosp,rozne_gosc,faule_gosp,faule_gosc,spalone_gosp,spalone_gosc,zk_gosp,zk_gosc,czk_gosp,czk_gosc,druga_zk_gosp,druga_zk_gosc,dosrodkowania_gosp,dosrodkowania_gosc,dosrodkowania_celne_gosp,dosrodkowania_celne_gosc,odbiory_gosp,odbiory_gosc,podania_gosp,podania_gosc,podania_celne_gosp,podania_celne_gosc,kolejka,xg_gosp,xg_gosc,posiadanie_gosp_flash,posiadanie_gosc_flash,strzaly_gosp_flash,strzaly_gosc_flash,celne_gosp_flash,celne_gosc_flash,wielkie_szanse_gosp,wielkie_szanse_gosc,rozne_gosp_flash,rozne_gosc_flash,zk_gosp_flash,zk_gosc_flash,xgot_gosp,xgot_gosc,strzaly_niecelne_gosp_flash,strzaly_niecelne_gosc_flash,strzaly_zablokowane_gosp_flash,strzaly_zablokowane_gosc_flash,strzaly_pk_gosp,strzaly_pk_gosc,strzaly_spoza_pk_gosp,strzaly_spoza_pk_gosc,kontakty_pk_gosp,kontakty_pk_gosc,spalone_gosp_flash,spalone_gosc_flash,rzuty_wolne_gosp,rzuty_wolne_gosc,xa_gosp,xa_gosc,faule_gosp_flash,faule_gosc_flash,pojedynki_gosp,pojedynki_gosc,wybicia_gosp,wybicia_gosc,przechwyty_gosp,przechwyty_gosc,bledy_strzal_gosp,bledy_strzal_gosc,bledy_gol_gosp,bledy_gol_gosc,obrony_bramkarza_gosp,obrony_bramkarza_gosc,xgot_przeciw_gosp,xgot_przeciw_gosc,zapobiegniecia_gosp,zapobiegniecia_gosc,czk_gosc_flash,czk_gosp_flash,data_meczu_flash,kolejka_flash,url,flash_id,podania_sk_gosp,podania_wszy_gosp,podania_sk_gosc,podania_wszy_gosc,dl_pod_sk_gosp,dl_pod_wszy_gosp,dl_pod_sk_gosc,dl_pod_wszy_gosc,pod_strefa_sk_gosp,pod_strefa_wszy_gosp,pod_strefa_sk_gosc,pod_strefa_wszy_gosc,dosrod_sk_gosp,dosrod_wszy_gosp,dosrod_sk_gosc,dosrod_wszy_gosc,odbiory_sk_gosp,odbiory_wszy_gosp,odbiory_sk_gosc,odbiory_wszy_gosc,gosp_nazwa,gosc_nazwa,gosp_kod,gosc_kod
2354,LGD,LPO,3,4,2025-07-26,39.9,60.1,16.0,21.0,7.0,11.0,6.0,5.0,3.0,5.0,9.0,10.0,13.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,21.0,20.0,6.0,7.0,14.0,8.0,278.0,433.0,211.0,363.0,2,1.39,2.59,40.0,60.0,16.0,21.0,7.0,11.0,3.0,4.0,9.0,10.0,3.0,3.0,2.24,2.35,3.0,5.0,6.0,5.0,12.0,16.0,4.0,5.0,22.0,32.0,0.0,0.0,11.0,13.0,1.43,1.38,13.0,11.0,46.0,46.0,28.0,31.0,7.0,2.0,0.0,1.0,0.0,0.0,7.0,4.0,2.35,2.24,-1.65,-0.76,0.0,0.0,2025-07-26,2.0,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=OUo23BsI,OUo23BsI,211.0,278.0,363.0,433.0,22.0,48.0,36.0,59.0,65.0,96.0,92.0,120.0,6.0,21.0,7.0,20.0,14.0,18.0,8.0,14.0,GDA 3-4 LEC | Lechia Gdańsk,Lech Poznań,LGD,LPO
2355,POG,MOT,4,1,2025-07-26,42.0,58.0,19.0,20.0,5.0,8.0,5.0,4.0,9.0,8.0,6.0,8.0,11.0,8.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,15.0,31.0,5.0,6.0,5.0,9.0,298.0,409.0,231.0,348.0,2,2.65,1.76,42.0,58.0,19.0,20.0,5.0,8.0,3.0,2.0,6.0,8.0,2.0,1.0,3.24,1.81,9.0,8.0,5.0,4.0,11.0,17.0,8.0,3.0,30.0,34.0,0.0,1.0,8.0,11.0,1.72,0.87,11.0,8.0,35.0,50.0,31.0,21.0,7.0,8.0,0.0,0.0,1.0,0.0,7.0,1.0,1.81,3.24,0.81,-0.76,0.0,0.0,2025-07-26,2.0,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=ITvB1kCU,ITvB1kCU,231.0,298.0,348.0,409.0,23.0,48.0,19.0,32.0,77.0,116.0,75.0,110.0,5.0,15.0,6.0,31.0,5.0,8.0,9.0,20.0,POG 4-1 MOT | Pogoń Szczecin,Motor Lublin,POG,MOT
2356,KOR,LEG,0,2,2025-07-27,52.0,48.0,18.0,17.0,2.0,5.0,9.0,3.0,7.0,9.0,13.0,7.0,8.0,15.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,18.0,8.0,4.0,11.0,14.0,388.0,374.0,312.0,300.0,2,1.19,1.46,52.0,48.0,18.0,17.0,2.0,5.0,1.0,2.0,13.0,7.0,0.0,1.0,0.49,1.44,7.0,9.0,9.0,3.0,10.0,11.0,8.0,6.0,25.0,23.0,0.0,2.0,15.0,8.0,1.09,0.95,8.0,15.0,56.0,48.0,25.0,46.0,12.0,8.0,2.0,0.0,0.0,0.0,3.0,2.0,1.44,0.49,-0.56,0.49,0.0,0.0,2025-07-27,2.0,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=YuFKLhcn,YuFKLhcn,311.0,388.0,300.0,374.0,18.0,41.0,22.0,55.0,71.0,114.0,71.0,99.0,8.0,36.0,4.0,18.0,10.0,13.0,14.0,17.0,KOR 0-2 LEG | Korona Kielce,Legia Warszawa,KOR,LEG
2357,CRA,BBT,2,0,2025-07-25,46.3,53.7,14.0,7.0,3.0,4.0,3.0,1.0,8.0,2.0,5.0,6.0,16.0,16.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,13.0,19.0,5.0,3.0,14.0,11.0,314.0,363.0,234.0,272.0,2,1.74,0.59,46.0,54.0,14.0,7.0,3.0,4.0,2.0,1.0,5.0,6.0,3.0,5.0,1.72,1.34,8.0,2.0,3.0,1.0,8.0,5.0,6.0,2.0,20.0,18.0,1.0,0.0,16.0,16.0,0.92,0.76,16.0,16.0,59.0,67.0,37.0,16.0,11.0,2.0,1.0,1.0,0.0,0.0,5.0,1.0,1.34,1.72,1.34,-0.28,0.0,0.0,2025-07-25,2.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=U78TJWRb,U78TJWRb,234.0,314.0,272.0,363.0,24.0,53.0,21.0,51.0,51.0,79.0,74.0,124.0,5.0,13.0,3.0,19.0,14.0,20.0,11.0,23.0,CRA 2-0 BBT | Cracovia,Bruk-Bet T.,CRA,BBT
2358,GKS,ZAG,2,2,2025-07-28,55.8,44.2,18.0,20.0,8.0,3.0,6.0,11.0,4.0,6.0,14.0,8.0,9.0,16.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,34.0,22.0,7.0,4.0,6.0,4.0,311.0,248.0,229.0,177.0,2,1.24,2.29,56.0,44.0,18.0,20.0,8.0,3.0,1.0,3.0,14.0,8.0,1.0,1.0,1.32,1.75,4.0,6.0,6.0,11.0,13.0,15.0,5.0,5.0,38.0,33.0,1.0,2.0,16.0,9.0,1.02,1.06,9.0,16.0,55.0,38.0,43.0,46.0,6.0,8.0,0.0,1.0,0.0,0.0,0.0,6.0,1.75,1.32,-0.25,-0.68,0.0,0.0,2025-07-28,2.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=xYByIAdB,xYByIAdB,229.0,311.0,177.0,248.0,20.0,53.0,18.0,41.0,62.0,96.0,76.0,115.0,7.0,34.0,4.0,22.0,6.0,13.0,4.0,7.0,KAT 2-2 ZAG | GKS Katowice,Zagłębie Lubin,GKS,ZAG
2359,RCZ,WPŁ,1,2,2025-07-27,60.7,39.3,11.0,11.0,3.0,5.0,4.0,1.0,4.0,5.0,6.0,3.0,17.0,21.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,30.0,11.0,9.0,2.0,8.0,11.0,480.0,320.0,410.0,239.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,JAG,WID,3,2,2025-07-27,58.7,41.3,12.0,18.0,5.0,7.0,5.0,3.0,2.0,8.0,4.0,2.0,12.0,18.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,18.0,8.0,2.0,3.0,8.0,8.0,442.0,314.0,364.0,244.0,2,1.63,1.18,59.0,41.0,12.0,18.0,5.0,7.0,3.0,2.0,4.0,2.0,2.0,3.0,1.89,1.16,2.0,8.0,5.0,3.0,8.0,11.0,4.0,7.0,25.0,22.0,4.0,1.0,18.0,12.0,2.2,0.89,12.0,18.0,56.0,48.0,16.0,30.0,5.0,14.0,1.0,0.0,1.0,1.0,5.0,2.0,1.16,1.89,-0.84,-1.11,0.0,0.0,2025-07-27,2.0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=8MoGASlo,8MoGASlo,364.0,442.0,244.0,314.0,16.0,47.0,23.0,47.0,78.0,110.0,49.0,81.0,2.0,18.0,3.0,8.0,8.0,17.0,8.0,11.0,JAG 3-2 WID | Jagiellonia Białystok,Widzew Łódź,JAG,WID
2361,PIA,GÓR,0,1,2025-07-26,61.8,38.2,10.0,8.0,0.0,4.0,3.0,2.0,7.0,2.0,6.0,2.0,13.0,8.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,17.0,14.0,1.0,1.0,7.0,6.0,514.0,315.0,452.0,255.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,WPŁ,PIA,2,0,2025-08-01,30.2,69.8,9.0,6.0,3.0,1.0,5.0,2.0,1.0,3.0,8.0,6.0,10.0,11.0,4.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,17.0,23.0,4.0,4.0,7.0,3.0,250.0,600.0,193.0,542.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,BBT,POG,1,1,2025-08-02,42.0,58.0,16.0,12.0,7.0,2.0,5.0,5.0,4.0,5.0,6.0,9.0,8.0,14.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,27.0,3.0,2.0,4.0,8.0,339.0,453.0,254.0,383.0,3,1.95,1.05,42.0,58.0,16.0,12.0,7.0,2.0,4.0,3.0,6.0,9.0,0.0,2.0,1.52,0.91,4.0,5.0,5.0,5.0,9.0,8.0,7.0,4.0,23.0,20.0,2.0,0.0,14.0,8.0,1.31,0.96,8.0,14.0,53.0,33.0,34.0,19.0,5.0,9.0,0.0,3.0,0.0,0.0,1.0,6.0,0.91,1.52,-0.09,0.52,0.0,0.0,2025-08-02,3.0,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=hALJUmtH,hALJUmtH,254.0,339.0,383.0,453.0,25.0,56.0,15.0,40.0,50.0,94.0,65.0,88.0,3.0,14.0,2.0,27.0,4.0,9.0,8.0,10.0,BBT 1-1 POG | Bruk-Bet T.,Pogoń Szczecin,BBT,POG
2364,LEG,ARK,0,0,2025-08-03,62.9,37.1,20.0,6.0,3.0,0.0,10.0,3.0,7.0,3.0,13.0,4.0,19.0,13.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,37.0,19.0,11.0,6.0,7.0,8.0,473.0,284.0,388.0,213.0,3,1.85,0.66,63.0,37.0,20.0,6.0,3.0,0.0,4.0,2.0,13.0,4.0,3.0,3.0,0.92,0.0,7.0,3.0,10.0,3.0,15.0,5.0,5.0,1.0,44.0,10.0,1.0,1.0,13.0,19.0,1.9,0.73,19.0,13.0,51.0,48.0,24.0,49.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.92,0.0,0.92,0.0,0.0,2025-08-03,3.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=pIwRSRAT,pIwRSRAT,388.0,473.0,213.0,284.0,34.0,48.0,22.0,54.0,138.0,182.0,40.0,66.0,11.0,37.0,6.0,19.0,7.0,9.0,8.0,15.0,LEG 0-0 ARK | Legia Warszawa,Arka Gdynia,LEG,ARK
2365,MOT,JAG,1,1,2025-08-03,49.8,50.2,15.0,21.0,1.0,7.0,5.0,5.0,9.0,9.0,5.0,7.0,14.0,8.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,24.0,19.0,9.0,8.0,15.0,7.0,372.0,386.0,290.0,315.0,3,2.0,1.7,49.0,51.0,16.0,21.0,1.0,7.0,4.0,3.0,5.0,7.0,2.0,1.0,0.72,2.89,9.0,9.0,6.0,5.0,15.0,12.0,1.0,9.0,32.0,36.0,0.0,3.0,8.0,14.0,1.19,1.64,14.0,8.0,55.0,50.0,25.0,17.0,8.0,8.0,0.0,1.0,1.0,0.0,6.0,0.0,2.89,0.72,1.89,-0.28,0.0,0.0,2025-12-14,3.0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=UkFcN5Yj,UkFcN5Yj,283.0,366.0,316.0,386.0,17.0,42.0,17.0,41.0,75.0,105.0,133.0,173.0,10.0,24.0,8.0,19.0,18.0,29.0,8.0,18.0,MOT 1-1 JAG | Motor Lublin,Jagiellonia Białystok,MOT,JAG
2366,ZAG,KOR,1,1,2025-08-01,45.6,54.4,8.0,17.0,2.0,5.0,0.0,8.0,6.0,4.0,7.0,8.0,15.0,19.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,22.0,27.0,7.0,7.0,11.0,10.0,309.0,372.0,222.0,285.0,3,0.49,1.58,46.0,54.0,8.0,17.0,2.0,5.0,0.0,1.0,7.0,8.0,2.0,2.0,0.99,1.24,6.0,4.0,0.0,8.0,7.0,15.0,1.0,2.0,22.0,40.0,1.0,2.0,19.0,15.0,0.85,1.55,15.0,19.0,68.0,56.0,43.0,30.0,6.0,13.0,0.0,0.0,1.0,0.0,4.0,2.0,1.24,0.99,0.24,-0.01,0.0,0.0,2025-08-01,3.0,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=dd7qo9Qc,dd7qo9Qc,222.0,309.0,285.0,372.0,15.0,47.0,32.0,73.0,44.0,83.0,85.0,134.0,7.0,22.0,7.0,27.0,11.0,22.0,10.0,13.0,ZAG 1-1 KOR | Zagłębie Lubin,Korona Kielce,ZAG,KOR
2367,RAD,RCZ,3,1,2025-08-03,35.6,64.4,12.0,11.0,6.0,5.0,2.0,4.0,4.0,2.0,1.0,7.0,20.0,14.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,7.0,37.0,3.0,8.0,6.0,11.0,243.0,414.0,178.0,338.0,3,2.39,0.84,36.0,64.0,12.0,11.0,6.0,5.0,4.0,3.0,1.0,7.0,3.0,3.0,3.78,0.64,4.0,2.0,2.0,4.0,11.0,7.0,1.0,4.0,25.0,40.0,0.0,3.0,14.0,20.0,1.01,0.89,20.0,14.0,62.0,57.0,53.0,17.0,5.0,6.0,0.0,0.0,0.0,0.0,4.0,3.0,0.64,3.78,-0.36,0.78,0.0,0.0,2025-08-03,3.0,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=hO0hqmeA,hO0hqmeA,178.0,243.0,338.0,414.0,15.0,44.0,22.0,45.0,50.0,74.0,109.0,158.0,3.0,7.0,8.0,37.0,6.0,15.0,11.0,15.0,RAD 3-1 RAK | Radomiak Radom,Raków Częstochowa,RAD,RCZ
2368,CRA,LGD,2,2,2025-08-03,56.1,43.9,20.0,12.0,6.0,2.0,7.0,4.0,7.0,6.0,5.0,4.0,13.0,13.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,30.0,18.0,9.0,6.0,15.0,6.0,424.0,335.0,336.0,249.0,3,2.99,0.58,56.0,44.0,20.0,12.0,6.0,2.0,6.0,1.0,5.0,4.0,3.0,2.0,3.36,0.8,7.0,6.0,7.0,4.0,16.0,8.0,4.0,4.0,32.0,26.0,0.0,0.0,13.0,13.0,1.59,0.62,13.0,13.0,63.0,41.0,29.0,30.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,4.0,0.8,3.36,-1.2,1.36,0.0,0.0,2025-08-03,3.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=Qya0sRPM,Qya0sRPM,336.0,424.0,249.0,335.0,29.0,61.0,20.0,58.0,91.0,130.0,60.0,104.0,9.0,30.0,6.0,18.0,15.0,19.0,6.0,12.0,CRA 2-2 GDA | Cracovia,Lechia Gdańsk,CRA,LGD
2369,LPO,GÓR,2,1,2025-08-02,55.5,44.5,12.0,12.0,5.0,1.0,2.0,6.0,5.0,5.0,6.0,8.0,9.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,14.0,21.0,2.0,2.0,7.0,8.0,525.0,414.0,446.0,341.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,WID,GKS,3,0,2025-08-02,43.1,56.9,21.0,8.0,4.0,3.0,8.0,3.0,9.0,2.0,8.0,6.0,6.0,7.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,17.0,24.0,5.0,2.0,12.0,7.0,274.0,364.0,206.0,297.0,3,1.72,1.09,43.0,57.0,21.0,8.0,4.0,3.0,3.0,1.0,8.0,6.0,4.0,2.0,1.38,0.65,9.0,2.0,8.0,3.0,11.0,4.0,10.0,4.0,33.0,13.0,0.0,2.0,7.0,6.0,0.86,0.35,6.0,7.0,48.0,35.0,37.0,24.0,4.0,5.0,1.0,0.0,0.0,0.0,3.0,2.0,0.65,1.38,0.65,-0.62,0.0,0.0,2025-08-02,3.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=GM5XZrId,GM5XZrId,206.0,274.0,297.0,364.0,20.0,53.0,26.0,53.0,43.0,71.0,66.0,100.0,5.0,17.0,2.0,24.0,12.0,21.0,7.0,13.0,WID 3-0 KAT | Widzew Łódź,GKS Katowice,WID,GKS
2371,ARK,POG,2,1,2025-08-09,43.9,56.1,11.0,13.0,5.0,3.0,3.0,6.0,3.0,4.0,6.0,5.0,13.0,14.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,23.0,23.0,3.0,7.0,8.0,10.0,315.0,398.0,254.0,324.0,4,0.48,2.01,44.0,56.0,11.0,13.0,5.0,3.0,0.0,3.0,6.0,5.0,3.0,3.0,1.87,1.23,3.0,4.0,3.0,6.0,5.0,12.0,6.0,1.0,11.0,24.0,1.0,0.0,14.0,13.0,0.35,1.58,13.0,14.0,38.0,47.0,18.0,32.0,9.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.23,1.87,0.23,-0.13,0.0,0.0,2025-08-09,4.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=hltUZQX2,hltUZQX2,254.0,314.0,324.0,399.0,13.0,43.0,27.0,49.0,49.0,82.0,60.0,82.0,3.0,24.0,7.0,23.0,8.0,15.0,10.0,13.0,ARK 2-1 POG | Arka Gdynia,Pogoń Szczecin,ARK,POG
2372,LEG,GKS,3,1,2025-08-10,58.3,41.7,20.0,7.0,7.0,6.0,5.0,0.0,8.0,1.0,5.0,7.0,11.0,13.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,25.0,18.0,7.0,4.0,5.0,9.0,473.0,336.0,371.0,237.0,4,1.57,0.52,58.0,42.0,20.0,7.0,7.0,6.0,3.0,2.0,5.0,7.0,3.0,1.0,1.89,0.79,8.0,1.0,5.0,0.0,14.0,5.0,6.0,2.0,40.0,19.0,1.0,1.0,13.0,11.0,1.46,0.48,11.0,13.0,51.0,56.0,37.0,41.0,12.0,16.0,1.0,0.0,0.0,0.0,5.0,4.0,0.79,1.89,-0.21,-1.11,0.0,0.0,2025-08-10,4.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=0EqxY42F,0EqxY42F,374.0,472.0,238.0,341.0,22.0,60.0,24.0,66.0,128.0,181.0,44.0,89.0,7.0,26.0,4.0,18.0,6.0,8.0,10.0,21.0,LEG 3-1 KAT | Legia Warszawa,GKS Katowice,LEG,GKS
2373,LGD,MOT,3,3,2025-08-11,52.5,47.5,18.0,14.0,9.0,4.0,3.0,3.0,6.0,7.0,3.0,8.0,11.0,12.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,16.0,21.0,8.0,7.0,12.0,7.0,339.0,299.0,247.0,230.0,4,2.66,0.64,53.0,47.0,18.0,14.0,9.0,4.0,6.0,1.0,3.0,8.0,2.0,2.0,3.04,2.06,6.0,7.0,3.0,3.0,15.0,8.0,3.0,6.0,36.0,24.0,0.0,2.0,12.0,11.0,1.01,0.5,11.0,12.0,62.0,52.0,38.0,37.0,8.0,7.0,0.0,4.0,1.0,1.0,1.0,5.0,2.06,3.04,-0.94,0.04,0.0,0.0,2025-08-11,4.0,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=hn1AFdnl,hn1AFdnl,250.0,341.0,230.0,300.0,20.0,45.0,16.0,43.0,115.0,165.0,69.0,106.0,8.0,16.0,7.0,21.0,11.0,21.0,6.0,11.0,GDA 3-3 MOT | Lechia Gdańsk,Motor Lublin,LGD,MOT
2374,GÓR,BBT,0,1,2025-08-08,61.9,38.1,25.0,7.0,5.0,2.0,8.0,2.0,12.0,3.0,7.0,2.0,12.0,15.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,29.0,2.0,10.0,0.0,11.0,13.0,569.0,364.0,487.0,269.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,KOR,RAD,3,0,2025-08-08,42.8,57.2,13.0,7.0,3.0,3.0,3.0,0.0,7.0,4.0,2.0,5.0,15.0,16.0,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,17.0,15.0,4.0,4.0,10.0,9.0,315.0,428.0,248.0,355.0,4,2.21,0.63,43.0,57.0,13.0,7.0,3.0,3.0,3.0,0.0,2.0,5.0,5.0,3.0,2.08,0.76,7.0,4.0,3.0,0.0,11.0,3.0,2.0,4.0,27.0,20.0,3.0,2.0,16.0,15.0,1.0,1.31,15.0,16.0,61.0,59.0,31.0,29.0,9.0,8.0,0.0,1.0,0.0,0.0,3.0,0.0,0.76,2.08,0.76,-0.92,0.0,0.0,2025-08-08,4.0,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=MRhRBEoD,MRhRBEoD,248.0,315.0,355.0,428.0,18.0,58.0,27.0,53.0,55.0,88.0,60.0,105.0,4.0,17.0,4.0,15.0,10.0,15.0,9.0,19.0,KOR 3-0 RAD | Korona Kielce,Radomiak Radom,KOR,RAD
2376,RCZ,ZAG,0,1,2025-08-10,56.1,43.9,13.0,15.0,3.0,5.0,5.0,3.0,5.0,7.0,1.0,1.0,11.0,21.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,22.0,10.0,7.0,6.0,2.0,7.0,401.0,321.0,298.0,219.0,4,0.89,1.71,56.0,44.0,13.0,15.0,3.0,5.0,0.0,5.0,1.0,1.0,2.0,4.0,0.21,1.39,5.0,7.0,5.0,3.0,7.0,11.0,6.0,4.0,26.0,17.0,1.0,0.0,21.0,11.0,1.32,1.13,11.0,21.0,60.0,45.0,10.0,44.0,8.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,1.39,0.21,0.39,0.21,0.0,1.0,2025-12-14,4.0,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=lYpDZHwK,lYpDZHwK,299.0,400.0,217.0,321.0,35.0,79.0,22.0,68.0,96.0,160.0,32.0,64.0,7.0,22.0,6.0,10.0,3.0,7.0,8.0,15.0,RAK 0-1 ZAG | Raków Częstochowa,Zagłębie Lubin,RCZ,ZAG
2377,JAG,CRA,5,2,2025-08-10,63.5,36.5,15.0,12.0,8.0,4.0,5.0,3.0,2.0,5.0,10.0,5.0,14.0,17.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,29.0,14.0,9.0,4.0,5.0,10.0,492.0,280.0,410.0,201.0,4,3.01,2.6,64.0,36.0,15.0,12.0,8.0,4.0,3.0,4.0,10.0,5.0,2.0,3.0,3.44,2.0,2.0,5.0,5.0,3.0,11.0,9.0,4.0,3.0,32.0,15.0,1.0,1.0,17.0,14.0,2.06,0.77,14.0,17.0,47.0,60.0,26.0,32.0,9.0,9.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.44,0.0,-1.56,1.0,0.0,2025-08-10,4.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=Y5MqUe1s,Y5MqUe1s,413.0,492.0,202.0,280.0,16.0,41.0,17.0,52.0,123.0,157.0,51.0,85.0,9.0,29.0,4.0,14.0,7.0,8.0,11.0,19.0,JAG 5-2 CRA | Jagiellonia Białystok,Cracovia,JAG,CRA
