plik,kolumna,dtype,wiersze,wypelnione,wypelnione_pct,braki,braki_pct,unikalne,przyklad
mecze_2023_24.csv,match_id,int64,306,306,100.0,0,0.0,306,1684 | 1685 | 1686
mecze_2023_24.csv,gospodarz,str,306,306,100.0,0,0.0,18,WAR | LEG | STM
mecze_2023_24.csv,gosc,str,306,306,100.0,0,0.0,18,POG | ŁKS | CRA
mecze_2023_24.csv,gole_gosp,int64,306,306,100.0,0,0.0,7,0 | 3 | 2
mecze_2023_24.csv,gole_gosc,int64,306,306,100.0,0,0.0,6,1 | 0 | 2
mecze_2023_24.csv,data_meczu,str,306,306,100.0,0,0.0,133,2023-07-21 | 2023-07-22 | 2023-07-23
mecze_2023_24.csv,posiadanie_gosp,float64,306,306,100.0,0,0.0,228,29.1 | 59.2 | 48.9
mecze_2023_24.csv,posiadanie_gosc,float64,306,306,100.0,0,0.0,228,70.9 | 40.8 | 51.1
mecze_2023_24.csv,strzaly_gosp,int64,306,306,100.0,0,0.0,29,9 | 18 | 8
mecze_2023_24.csv,strzaly_gosc,int64,306,306,100.0,0,0.0,26,12 | 7 | 20
mecze_2023_24.csv,celne_gosp,int64,306,306,100.0,0,0.0,13,1 | 9 | 4
mecze_2023_24.csv,celne_gosc,int64,306,306,100.0,0,0.0,12,3 | 1 | 8
mecze_2023_24.csv,strzaly_zablokowane_gosp,int64,306,306,100.0,0,0.0,14,5 | 3 | 0
mecze_2023_24.csv,strzaly_zablokowane_gosc,int64,306,306,100.0,0,0.0,13,3 | 2 | 6
mecze_2023_24.csv,strzaly_niecelne_gosp,int64,306,306,100.0,0,0.0,16,3 | 6 | 4
mecze_2023_24.csv,strzaly_niecelne_gosc,int64,306,306,100.0,0,0.0,14,6 | 4 | 5
mecze_2023_24.csv,rozne_gosp,int64,306,306,100.0,0,0.0,18,6 | 8 | 4
mecze_2023_24.csv,rozne_gosc,int64,306,306,100.0,0,0.0,14,5 | 4 | 8
mecze_2023_24.csv,faule_gosp,int64,306,306,100.0,0,0.0,27,12 | 8 | 11
mecze_2023_24.csv,faule_gosc,int64,306,306,100.0,0,0.0,24,9 | 17 | 11
mecze_2023_24.csv,spalone_gosp,int64,306,306,100.0,0,0.0,8,4 | 0 | 2
mecze_2023_24.csv,spalone_gosc,int64,306,306,100.0,0,0.0,7,1 | 0 | 2
mecze_2023_24.csv,zk_gosp,int64,306,306,100.0,0,0.0,8,1 | 0 | 2
mecze_2023_24.csv,zk_gosc,int64,306,306,100.0,0,0.0,8,0 | 2 | 4
mecze_2023_24.csv,czk_gosp,int64,306,306,100.0,0,0.0,2,0 | 1
mecze_2023_24.csv,czk_gosc,int64,306,306,100.0,0,0.0,3,0 | 1 | 2
mecze_2023_24.csv,druga_zk_gosp,int64,306,306,100.0,0,0.0,2,0 | 1
mecze_2023_24.csv,druga_zk_gosc,int64,306,306,100.0,0,0.0,2,0 | 1
mecze_2023_24.csv,dosrodkowania_gosp,int64,306,306,100.0,0,0.0,42,23 | 18 | 14
mecze_2023_24.csv,dosrodkowania_gosc,int64,306,306,100.0,0,0.0,37,20 | 15 | 26
mecze_2023_24.csv,dosrodkowania_celne_gosp,int64,306,306,100.0,0,0.0,16,5 | 7 | 3
mecze_2023_24.csv,dosrodkowania_celne_gosc,int64,306,306,100.0,0,0.0,14,5 | 3 | 9
mecze_2023_24.csv,odbiory_gosp,int64,306,306,100.0,0,0.0,20,9 | 18 | 5
mecze_2023_24.csv,odbiory_gosc,int64,306,306,100.0,0,0.0,17,10 | 11 | 9
mecze_2023_24.csv,podania_gosp,int64,306,306,100.0,0,0.0,207,251 | 508 | 367
mecze_2023_24.csv,podania_gosc,int64,306,306,100.0,0,0.0,209,647 | 344 | 378
mecze_2023_24.csv,podania_celne_gosp,int64,306,306,100.0,0,0.0,214,169 | 455 | 282
mecze_2023_24.csv,podania_celne_gosc,int64,306,306,100.0,0,0.0,204,552 | 278 | 298
mecze_2023_24.csv,kolejka,int64,306,306,100.0,0,0.0,34,1 | 2 | 3
mecze_2024_25.csv,match_id,int64,306,306,100.0,0,0.0,306,2014 | 2015 | 2016
mecze_2024_25.csv,gospodarz,str,306,306,100.0,0,0.0,18,JAG | ŚLĄ | GKS
mecze_2024_25.csv,gosc,str,306,306,100.0,0,0.0,18,PUN | LGD | RAD
mecze_2024_25.csv,gole_gosp,int64,306,306,100.0,0,0.0,8,2 | 1 | 3
mecze_2024_25.csv,gole_gosc,int64,306,306,100.0,0,0.0,7,0 | 1 | 2
mecze_2024_25.csv,data_meczu,str,306,306,100.0,0,0.0,126,2024-07-19 | 2024-07-20 | 2024-07-21
mecze_2024_25.csv,posiadanie_gosp,float64,306,306,100.0,0,0.0,196,67.8 | 60.4 | 52.1
mecze_2024_25.csv,posiadanie_gosc,float64,306,306,100.0,0,0.0,196,32.2 | 39.6 | 47.9
