pozycja,player_slug,klub_slug,nazwa,wartosc
1,rafa-leszczynski,wisla-plock,Rafał LeszczyńskiWisła Płock,1198
2,xavier-dziekonski,korona-kielce,Xavier DziekońskiKorona Kielce,1164
3,frantisek-plach,piast-gliwice,František PlachPiast Gliwice,991
4,valentin-alexandru-cojocaru,pogon-szczecin,Valentin Alexandru CojocaruPogoń Szczecin,976
5,marcel-ubik,gornik-zabrze,Marcel ŁubikGórnik Zabrze,969
6,bartosz-mrozek,lech-poznan,Bartosz MrozekLech Poznań,920
7,sawomir-abramowicz,jagiellonia-bialystok,Sławomir AbramowiczJagiellonia Białystok,855
8,filip-majchrowicz,radomiak-radom,Filip MajchrowiczRadomiak Radom,813
9,damian-weglarz,arka-gdynia,Damian WęglarzArka Gdynia,806
10,sebastian-madejski,cracovia,Sebastian MadejskiCracovia,800
11,ivan-brkic,motor-lublin,Ivan BrkićMotor Lublin,784
12,kacper-tobiasz,legia-warszawa,Kacper TobiaszLegia Warszawa,638
13,jasmin-buric,zagebie-lubin,Jasmin BurićKGHM Zagłębie Lubin,620
14,adrian-chovan,nieciecza,Adrián ChovanNieciecza,612
15,oliwier-zych,rakow-czestochowa,Oliwier ZychRaków Częstochowa,563
16,alexander-noah-paulsen,lechia-gdansk,Alexander Noah PaulsenLechia Gdańsk,539
17,rafa-straczek,gks-katowice,Rafał StrączekGKS Katowice,505
18,kacper-trelowski,rakow-czestochowa,Kacper TrelowskiRaków Częstochowa,467
19,bartomiej-dragowski,widzew-lodz,Bartłomiej DrągowskiWidzew Łódź,445
20,otto-hindrich,legia-warszawa,Ottó HindrichLegia Warszawa,334
21,miosz-stefan-mleczko,nieciecza,Miłosz Stefan MleczkoNieciecza,323
22,dawid-kuda,gks-katowice,Dawid KudłaGKS Katowice,309
23,maciej-kikolski,widzew-lodz,Maciej KikolskiWidzew Łódź,275
24,gasper-tratnik,motor-lublin,Gašper TratnikMotor Lublin,253
25,dominik-holec,piast-gliwice,Dominik HolecPiast Gliwice,244
26,dominik-hadun,zagebie-lubin,Dominik HładunKGHM Zagłębie Lubin,242
27,jedrzej-grobelny,arka-gdynia,Jędrzej GrobelnyArka Gdynia,230
28,veljko-ilic,widzew-lodz,Veljko IlićWidzew Łódź,222
29,karol-szymanski,piast-gliwice,Karol SzymańskiPiast Gliwice,124
30,szymon-weirauch,lechia-gdansk,Szymon WeirauchLechia Gdańsk,120
31,krzysztof-kaminski,pogon-szczecin,Krzysztof KamińskiPogoń Szczecin,110
32,henrich-ravas,cracovia,Henrich RavasCracovia,91
33,rafa-tadeusz-gikiewicz,zagebie-lubin,Rafał Tadeusz GikiewiczKGHM Zagłębie Lubin,77
34,miosz-piekutowski,jagiellonia-bialystok,Miłosz PiekutowskiJagiellonia Białystok,35
35,bohdan-sarnavskyi,lechia-gdansk,Bohdan SarnavskyiLechia Gdańsk,29
36,tomasz-loska,gornik-zabrze,Tomasz LoskaGórnik Zabrze,26
37,jakub-burek,wisla-plock,Jakub BurekWisła Płock,23
38,plamen-plamenov-andreev,lech-poznan,Plamen Plamenov AndreevLech Poznań,21
