pozycja,player_slug,klub_slug,nazwa,wartosc
1,rafa-leszczynski,wisla-plock,Rafał LeszczyńskiWisła Płock,245
2,xavier-dziekonski,korona-kielce,Xavier DziekońskiKorona Kielce,222
3,adrian-chovan,nieciecza,Adrián ChovanNieciecza,213
3,marcel-ubik,gornik-zabrze,Marcel ŁubikGórnik Zabrze,213
5,valentin-alexandru-cojocaru,pogon-szczecin,Valentin Alexandru CojocaruPogoń Szczecin,195
6,frantisek-plach,piast-gliwice,František PlachPiast Gliwice,159
7,jasmin-buric,zagebie-lubin,Jasmin BurićKGHM Zagłębie Lubin,156
8,damian-weglarz,arka-gdynia,Damian WęglarzArka Gdynia,152
9,sebastian-madejski,cracovia,Sebastian MadejskiCracovia,150
9,filip-majchrowicz,radomiak-radom,Filip MajchrowiczRadomiak Radom,150
11,kacper-tobiasz,legia-warszawa,Kacper TobiaszLegia Warszawa,139
12,oliwier-zych,rakow-czestochowa,Oliwier ZychRaków Częstochowa,127
13,sawomir-abramowicz,jagiellonia-bialystok,Sławomir AbramowiczJagiellonia Białystok,111
14,bartomiej-dragowski,widzew-lodz,Bartłomiej DrągowskiWidzew Łódź,109
14,bartosz-mrozek,lech-poznan,Bartosz MrozekLech Poznań,109
16,alexander-noah-paulsen,lechia-gdansk,Alexander Noah PaulsenLechia Gdańsk,107
16,kacper-trelowski,rakow-czestochowa,Kacper TrelowskiRaków Częstochowa,107
18,ivan-brkic,motor-lublin,Ivan BrkićMotor Lublin,98
18,rafa-straczek,gks-katowice,Rafał StrączekGKS Katowice,98
20,miosz-stefan-mleczko,nieciecza,Miłosz Stefan MleczkoNieciecza,96
21,otto-hindrich,legia-warszawa,Ottó HindrichLegia Warszawa,83
22,dawid-kuda,gks-katowice,Dawid KudłaGKS Katowice,71
23,jedrzej-grobelny,arka-gdynia,Jędrzej GrobelnyArka Gdynia,65
24,dominik-holec,piast-gliwice,Dominik HolecPiast Gliwice,59
25,dominik-hadun,zagebie-lubin,Dominik HładunKGHM Zagłębie Lubin,57
26,maciej-kikolski,widzew-lodz,Maciej KikolskiWidzew Łódź,44
27,veljko-ilic,widzew-lodz,Veljko IlićWidzew Łódź,41
28,gasper-tratnik,motor-lublin,Gašper TratnikMotor Lublin,32
29,karol-szymanski,piast-gliwice,Karol SzymańskiPiast Gliwice,30
30,szymon-weirauch,lechia-gdansk,Szymon WeirauchLechia Gdańsk,28
31,krzysztof-kaminski,pogon-szczecin,Krzysztof KamińskiPogoń Szczecin,22
32,rafa-tadeusz-gikiewicz,zagebie-lubin,Rafał Tadeusz GikiewiczKGHM Zagłębie Lubin,18
33,henrich-ravas,cracovia,Henrich RavasCracovia,15
34,tomasz-loska,gornik-zabrze,Tomasz LoskaGórnik Zabrze,4
34,bohdan-sarnavskyi,lechia-gdansk,Bohdan SarnavskyiLechia Gdańsk,4
36,jakub-burek,wisla-plock,Jakub BurekWisła Płock,2
36,plamen-plamenov-andreev,lech-poznan,Plamen Plamenov AndreevLech Poznań,2
38,miosz-piekutowski,jagiellonia-bialystok,Miłosz PiekutowskiJagiellonia Białystok,1
