pozycja,player_slug,klub_slug,nazwa,wartosc
1,tomas-bobcek,lechia-gdansk,Tomáš BobčekLechia Gdańsk,20
2,karol-czubak,motor-lublin,Karol CzubakMotor Lublin,18
3,jonatan-braut-brunes,rakow-czestochowa,Jonatan Braut BrunesRaków Częstochowa,16
3,mikael-ishak,lech-poznan,Mikael IshakLech Poznań,16
5,afimico-pululu,jagiellonia-bialystok,Afimico PululuJagiellonia Białystok,15
6,sebastian-bergier,widzew-lodz,Sebastian BergierWidzew Łódź,14
7,jesus-imaz-balleste,jagiellonia-bialystok,Jesús Imaz BallestéJagiellonia Białystok,13
8,luis-enrique-palma-oseguera,lech-poznan,Luis Enrique Palma OsegueraLech Poznań,10
9,dawid-banik,korona-kielce,Dawid BłanikKorona Kielce,9
9,bartosz-nowak,gks-katowice,Bartosz NowakGKS Katowice,9
11,sondre-liseth,gornik-zabrze,Sondre LisethGórnik Zabrze,8
11,eman-markovic,gks-katowice,Eman MarkovićGKS Katowice,8
11,paul-omo-mukairu,pogon-szczecin,Paul Omo MukairuPogoń Szczecin,8
11,mbaye-jacques-ndiaye,motor-lublin,Mbaye Jacques N'DiayeMotor Lublin,8
11,maurides-roque-junior,radomiak-radom,MauridesRadomiak Radom,8
11,ukasz-sekulski,wisla-plock,Łukasz SekulskiWisła Płock,8
17,francisco-javier-alvarez-rodriguez,widzew-lodz,Francisco Javier Álvarez RodríguezWidzew Łódź,7
17,mohamed-lamine-diaby-fadiga,rakow-czestochowa,Mohamed Lamine Diaby-FadigaRaków Częstochowa,7
17,jan-grzesik,radomiak-radom,Jan GrzesikRadomiak Radom,7
17,ajdin-hasic,cracovia,Ajdin HasićCracovia,7
17,leonardo-miramar-rocha,zagebie-lubin,Leonardo RochaKGHM Zagłębie Lubin,7
17,ousmane-sow,gornik-zabrze,Ousmane SowGórnik Zabrze,7
17,filip-stojilkovic,cracovia,Filip StojilkovićCracovia,7
17,ivan-zhelizko,lechia-gdansk,Ivan ZhelizkoLechia Gdańsk,7
25,erik-martin-leo-bengtsson,lech-poznan,Erik Martin Leo BengtssonLech Poznań,6
25,osvaldo-pedro-capemba,radomiak-radom,CapitaRadomiak Radom,6
25,eduardo-david-espiau-hernandez,arka-gdynia,Eduardo David Espiau HernándezArka Gdynia,6
25,ali-gholizadeh-nojedeh,lech-poznan,Ali Gholizadeh NojedehLech Poznań,6
25,kamil-pawe-grosicki,pogon-szczecin,Kamil Paweł GrosickiPogoń Szczecin,6
25,arkadiusz-jedrych,gks-katowice,Arkadiusz JędrychGKS Katowice,6
25,maksym-khlan,gornik-zabrze,Maksym KhlanGórnik Zabrze,6
25,lukas-rafael-klemenz,gks-katowice,Lukas Rafael KlemenzGKS Katowice,6
25,michalis-kosidis,zagebie-lubin,Michalis KosidisKGHM Zagłębie Lubin,6
25,mileta-rajovic,legia-warszawa,Mileta RajovićLegia Warszawa,6
25,abdoul-fessal-tapsoba,radomiak-radom,Abdoul Fessal TapsobaRadomiak Radom,6
25,bartosz-wolski,motor-lublin,Bartosz WolskiMotor Lublin,6
25,kamil-zapolnik,nieciecza,Kamil ZapolnikNieciecza,6
38,elves-umar-balde,radomiak-radom,Elves BaldéRadomiak Radom,5
38,damian-hilbrycht,nieciecza,Damian HilbrychtNieciecza,5
38,jesus-jimenez-nunez,nieciecza,Jesús Jiménez NúñezNieciecza,5
38,erik-jirka,piast-gliwice,Erik JirkaPiast Gliwice,5
38,deni-juric,wisla-plock,Deni JuricWisła Płock,5
38,rifet-kapic,lechia-gdansk,Rifet KapičLechia Gdańsk,5
38,krzysztof-kubica,nieciecza,Krzysztof KubicaNieciecza,5
38,camilo-andres-mena-marquez,lechia-gdansk,Camilo Andrés Mena MárquezLechia Gdańsk,5
38,jean-pierre-junior-nsame,legia-warszawa,Jean-Pierre Junior NsameLegia Warszawa,5
38,marcel-wojciech-regua,zagebie-lubin,Marcel Wojciech RegułaKGHM Zagłębie Lubin,5
38,kacper-sezonienko,lechia-gdansk,Kacper SezonienkoLechia Gdańsk,5
38,ilya-shkurin,legia-warszawa,Ilya ShkurinLegia Warszawa,5
38,konstantinos-sotiriou,korona-kielce,Konstantinos SotiriouKorona Kielce,5
38,fredrik-stense-ulvestad,pogon-szczecin,Fredrik Stensøe UlvestadPogoń Szczecin,5
38,rafa-wolski,radomiak-radom,Rafał WolskiRadomiak Radom,5
53,rafa-adamski,legia-warszawa,Rafał AdamskiLegia Warszawa,4
53,german-barkovskiy,piast-gliwice,German BarkovskiyPiast Gliwice,4
53,marko-bulat,rakow-czestochowa,Marko BulatRaków Częstochowa,4
53,aleksandar-cirkovic,lechia-gdansk,Aleksandar ĆirkovićLechia Gdańsk,4
53,fabio-ronaldo-da-costa-conceicao,motor-lublin,Fábio RonaldoMotor Lublin,4
53,patryk-dziczek,piast-gliwice,Patryk DziczekPiast Gliwice,4
53,vladislavs-gutkovskis,arka-gdynia,Vladislavs GutkovskisArka Gdynia,4
53,patrik-hellebrand,gornik-zabrze,Patrik HellebrandGórnik Zabrze,4
53,rafa-janicki,gornik-zabrze,Rafał JanickiGórnik Zabrze,4
53,erik-janza,gornik-zabrze,Erik JanžaGórnik Zabrze,4
53,sebastian-kerk,arka-gdynia,Sebastian KerkArka Gdynia,4
53,rafa-maciej-kurzawa,nieciecza,Rafał Maciej KurzawaNieciecza,4
53,ivan-lopez-alvarez,rakow-czestochowa,Ivi LópezRaków Częstochowa,4
53,patryk-makuch,rakow-czestochowa,Patryk MakuchRaków Częstochowa,4
53,jorge-felix-munoz-garcia,piast-gliwice,Jorge Félix Muñoz GarcíaPiast Gliwice,4
53,wiktor-nowak,wisla-plock,Wiktor NowakWisła Płock,4
53,roberto-emanuel-oliveira-alves,radomiak-radom,Roberto Emanuel Oliveira AlvesRadomiak Radom,4
53,mauro-perkovic,cracovia,Mauro PerkovićCracovia,4
53,marcel-pieczek,korona-kielce,Marcel PięczekKorona Kielce,4
53,adam-radwanski,zagebie-lubin,Adam RadwańskiKGHM Zagłębie Lubin,4
53,nazarii-rusyn,arka-gdynia,Nazarii RusynArka Gdynia,4
53,lukas-sadilek,gornik-zabrze,Lukáš SadílekGórnik Zabrze,4
53,juljan-shehu,widzew-lodz,Juljan ShehuWidzew Łódź,4
53,mariusz-pawe-stepinski,korona-kielce,Mariusz Paweł StępińskiKorona Kielce,4
53,hugo-claudio-vallejo-aviles,piast-gliwice,Hugo Claudio Vallejo AvilésPiast Gliwice,4
53,martin-yankov-minchev,cracovia,Martin Yankov MinchevCracovia,4
79,mel-yannick-joel-agnero,lech-poznan,Mel Yannick Joel AgneroLech Poznań,3
79,michael-ameyaw,rakow-czestochowa,Michael AmeyawRaków Częstochowa,3
79,leandro-mario-balde-sanca,piast-gliwice,Leandro SancaPiast Gliwice,3
79,samed-bazdar,jagiellonia-bialystok,Samed BaždarJagiellonia Białystok,3
79,micha-ukasz-chrapek,piast-gliwice,Michał Łukasz ChrapekPiast Gliwice,3
79,antonio-mirko-colak,legia-warszawa,Antonio-Mirko ČolakLegia Warszawa,3
79,antonio-cortes-heredia,korona-kielce,Antoñín CortésKorona Kielce,3
79,filip-cuic,pogon-szczecin,Filip ČuićPogoń Szczecin,3
79,wiktor-dugosz,korona-kielce,Wiktor DługoszKorona Kielce,3
79,ivan-durdov,nieciecza,Ivan DurdovNieciecza,3
79,morgan-kwasi-fabender,nieciecza,Morgan Kwasi FaßbenderNieciecza,3
79,borja-galan-gonzalez,gks-katowice,Borja Galán GonzálezGKS Katowice,3
79,sam-greenwood,pogon-szczecin,Sam GreenwoodPogoń Szczecin,3
79,mateusz-grzybek,zagebie-lubin,Mateusz GrzybekKGHM Zagłębie Lubin,3
79,marcin-kaminski,wisla-plock,Marcin KamińskiWisła Płock,3
79,dawid-kocya,arka-gdynia,Dawid KocyłaArka Gdynia,3
