pozycja,player_slug,klub_slug,nazwa,wartosc
1,sebastian-madejski,cracovia,Sebastian MadejskiCracovia,13
2,jasmin-buric,zagebie-lubin,Jasmin BurićKGHM Zagłębie Lubin,10
2,marcel-ubik,gornik-zabrze,Marcel ŁubikGórnik Zabrze,10
2,bartosz-mrozek,lech-poznan,Bartosz MrozekLech Poznań,10
5,sawomir-abramowicz,jagiellonia-bialystok,Sławomir AbramowiczJagiellonia Białystok,9
5,xavier-dziekonski,korona-kielce,Xavier DziekońskiKorona Kielce,9
5,rafa-straczek,gks-katowice,Rafał StrączekGKS Katowice,9
8,valentin-alexandru-cojocaru,pogon-szczecin,Valentin Alexandru CojocaruPogoń Szczecin,7
8,rafa-leszczynski,wisla-plock,Rafał LeszczyńskiWisła Płock,7
8,frantisek-plach,piast-gliwice,František PlachPiast Gliwice,7
11,ivan-brkic,motor-lublin,Ivan BrkićMotor Lublin,6
11,bartomiej-dragowski,widzew-lodz,Bartłomiej DrągowskiWidzew Łódź,6
11,filip-majchrowicz,radomiak-radom,Filip MajchrowiczRadomiak Radom,6
11,damian-weglarz,arka-gdynia,Damian WęglarzArka Gdynia,6
15,otto-hindrich,legia-warszawa,Ottó HindrichLegia Warszawa,5
15,kacper-tobiasz,legia-warszawa,Kacper TobiaszLegia Warszawa,5
15,kacper-trelowski,rakow-czestochowa,Kacper TrelowskiRaków Częstochowa,5
15,oliwier-zych,rakow-czestochowa,Oliwier ZychRaków Częstochowa,5
19,maciej-kikolski,widzew-lodz,Maciej KikolskiWidzew Łódź,2
19,miosz-stefan-mleczko,nieciecza,Miłosz Stefan MleczkoNieciecza,2
19,alexander-noah-paulsen,lechia-gdansk,Alexander Noah PaulsenLechia Gdańsk,2
19,gasper-tratnik,motor-lublin,Gašper TratnikMotor Lublin,2
23,adrian-chovan,nieciecza,Adrián ChovanNieciecza,1
23,rafa-tadeusz-gikiewicz,zagebie-lubin,Rafał Tadeusz GikiewiczKGHM Zagłębie Lubin,1
23,jedrzej-grobelny,arka-gdynia,Jędrzej GrobelnyArka Gdynia,1
23,dominik-hadun,zagebie-lubin,Dominik HładunKGHM Zagłębie Lubin,1
23,dominik-holec,piast-gliwice,Dominik HolecPiast Gliwice,1
23,veljko-ilic,widzew-lodz,Veljko IlićWidzew Łódź,1
23,miosz-piekutowski,jagiellonia-bialystok,Miłosz PiekutowskiJagiellonia Białystok,1
23,henrich-ravas,cracovia,Henrich RavasCracovia,1
23,szymon-weirauch,lechia-gdansk,Szymon WeirauchLechia Gdańsk,1
