flash_team,flash_name,expected_klub_slug,current_status,existing_player_slug,proposed_status,proposed_player_slug,evidence,candidate_count,top1_score,top1_relation,top1_clubs,top1_seasons,top1_path,top2_player_slug,top2_score,gap_top1_top2
Arka Gdynia,Abramowicz D.,arka-gdynia,matched_existing,dawid-abramowicz,matched_existing,dawid-abramowicz,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Celestine J.,arka-gdynia,matched_existing,julien-albert-marc-celestine,matched_existing,julien-albert-marc-celestine,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Espiau Hernandez E. D.,arka-gdynia,matched_existing,eduardo-david-espiau-hernandez,matched_existing,eduardo-david-espiau-hernandez,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Gaprindashvili T.,arka-gdynia,matched_existing,tornike-gaprindashvili,matched_existing,tornike-gaprindashvili,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Gohlike O.,arka-gdynia,unresolved,,no_candidate,,no_strict_candidate,0,,,,,,,,
Arka Gdynia,Gojny D.,arka-gdynia,matched_existing,dawid-gojny,matched_existing,dawid-gojny,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Gozdecki N.,arka-gdynia,unresolved,,no_candidate,,no_strict_candidate,0,,,,,,,,
Arka Gdynia,Grobelny J.,arka-gdynia,matched_existing,jedrzej-grobelny,matched_existing,jedrzej-grobelny,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Gutkovskis V.,arka-gdynia,matched_existing,vladislavs-gutkovskis,matched_existing,vladislavs-gutkovskis,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Hermoso K.,arka-gdynia,matched_existing,enrique-gomez-hermoso,matched_existing,enrique-gomez-hermoso,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Jakubczyk K.,arka-gdynia,matched_existing,kamil-jakubczyk,matched_existing,kamil-jakubczyk,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Kerk S.,arka-gdynia,matched_existing,sebastian-kerk,matched_existing,sebastian-kerk,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Kocyła D.,arka-gdynia,matched_existing,dawid-kocya,matched_existing,dawid-kocya,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Krzepisz K.,arka-gdynia,unresolved,,no_candidate,,no_strict_candidate,0,,,,,,,,
Arka Gdynia,Kubiak O.,arka-gdynia,matched_existing,oskar-kubiak,matched_existing,oskar-kubiak,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Marcjanik M.,arka-gdynia,matched_existing,micha-piotr-marcjanik,matched_existing,micha-piotr-marcjanik,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Navarro M.,arka-gdynia,matched_existing,marc-navarro-ceciliano,matched_existing,marc-navarro-ceciliano,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Nguiamba A.,arka-gdynia,matched_existing,aurelien-thomas-nguiamba,matched_existing,aurelien-thomas-nguiamba,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Oliveira J.,arka-gdynia,matched_existing,joao-pedro-abreu-de-oliveira,matched_existing,joao-pedro-abreu-de-oliveira,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Percan,arka-gdynia,unresolved,,no_candidate,,no_strict_candidate,0,,,,,,,,
Arka Gdynia,Perea L.,arka-gdynia,matched_existing,luis-perea-hernandez,matched_existing,luis-perea-hernandez,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Petrovic Z.,arka-gdynia,unresolved,,no_candidate,,no_strict_candidate,0,,,,,,,,
Arka Gdynia,Predenkiewicz M.,arka-gdynia,matched_existing,marcel-predenkiewicz,matched_existing,marcel-predenkiewicz,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Ratajczyk A.,arka-gdynia,unresolved,,no_candidate,,no_strict_candidate,0,,,,,,,,
Arka Gdynia,Rusyn N.,arka-gdynia,matched_existing,nazarii-rusyn,matched_existing,nazarii-rusyn,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Rzuchowski M.,arka-gdynia,matched_existing,micha-rzuchowski,matched_existing,micha-rzuchowski,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Sidibe A.,arka-gdynia,matched_existing,alassane-sidibe,matched_existing,alassane-sidibe,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Sobczak S.,arka-gdynia,matched_existing,szymon-sobczak,matched_existing,szymon-sobczak,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Stolc P.,arka-gdynia,unresolved,,no_candidate,,no_strict_candidate,0,,,,,,,,
Arka Gdynia,Szota S.,arka-gdynia,matched_existing,serafin-jan-szota,matched_existing,serafin-jan-szota,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Szysz P.,arka-gdynia,matched_existing,patryk-konrad-szysz,matched_existing,patryk-konrad-szysz,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Vitalucci H.,arka-gdynia,matched_existing,hide-kengei-vitalucci,matched_existing,hide-kengei-vitalucci,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Vlad A.,arka-gdynia,unresolved,,no_candidate,,no_strict_candidate,0,,,,,,,,
Arka Gdynia,Węglarz D.,arka-gdynia,matched_existing,damian-weglarz,matched_existing,damian-weglarz,already_in_player_mapping_csv,0,,,,,,,,
Arka Gdynia,Zacharewicz W.,arka-gdynia,unresolved,,no_candidate,,no_strict_candidate,0,,,,,,,,
Arka Gdynia,Zator D.,arka-gdynia,matched_existing,dominick-lukasz-zator,matched_existing,dominick-lukasz-zator,already_in_player_mapping_csv,0,,,,,,,,
Bruk-Bet Termalica Nieciecza,Ambrosiewicz M.,nieciecza,matched_existing,maciej-ambrosiewicz,matched_existing,maciej-ambrosiewicz,already_in_player_mapping_csv,0,,,,,,,,
Bruk-Bet Termalica Nieciecza,Biniek D.,nieciecza,matched_existing,dominik-andrzej-biniek,matched_existing,dominik-andrzej-biniek,already_in_player_mapping_csv,0,,,,,,,,
Bruk-Bet Termalica Nieciecza,Boboc R.,nieciecza,matched_existing,radu-stefanita-boboc,matched_existing,radu-stefanita-boboc,already_in_player_mapping_csv,0,,,,,,,,
Bruk-Bet Termalica Nieciecza,Chovan A.,nieciecza,matched_existing,adrian-chovan,matched_existing,adrian-chovan,already_in_player_mapping_csv,0,,,,,,,,
Bruk-Bet Termalica Nieciecza,Deisadze D.,nieciecza,matched_existing,diego-deisadze,matched_existing,diego-deisadze,already_in_player_mapping_csv,0,,,,,,,,
