flash_team,expected_klub_slug,flash_name,candidate_player_slug,candidate_klub_slug,candidate_season,relation,score,reasons,candidate_nazwa
Pogoń Szczecin,pogon-szczecin,Jakubowski R.,jakub-letniowski,lks-lodz,2023/24,past_season_other_club,78,sim>=0.78:0.800,Jakub LetniowskiŁKS Łódź
Pogoń Szczecin,pogon-szczecin,Jakubowski R.,jakub-paszkowski,warta-poznan,2023/24,past_season_other_club,78,sim>=0.78:0.800,Jakub PaszkowskiWarta Poznań
Pogoń Szczecin,pogon-szczecin,Jakubowski R.,jakub-sangowski,warta-poznan,2023/24,past_season_other_club,78,sim>=0.78:0.833,Jakub Mateusz SangowskiWarta Poznań
Pogoń Szczecin,pogon-szczecin,Peskovic A.,mauro-perkovic,cracovia,2025/26,same_season_other_club,86,sim>=0.85:0.875 | same_season_bonus,Mauro PerkovićCracovia
Pogoń Szczecin,pogon-szczecin,Peskovic A.,mauro-perkovic,cracovia,2024/25,past_season_other_club,84,sim>=0.85:0.875,Mauro PerkovićCracovia
Pogoń Szczecin,pogon-szczecin,Stanowski K.,jakub-sangowski,warta-poznan,2023/24,past_season_other_club,84,sim>=0.85:0.889,Jakub Mateusz SangowskiWarta Poznań
Radomiak Radom,radomiak-radom,Guilherme,guilherme-da-gama-zimovski,radomiak-radom,2023/24,past_season_same_club,89,token_overlap_ascii:guilherme | token_overlap_slug:guilherme | same_club_bonus,GuilhermeRadomiak Radom
Radomiak Radom,radomiak-radom,Guilherme,guilherme-da-gama-zimovski,radomiak-radom,2024/25,past_season_same_club,89,token_overlap_ascii:guilherme | token_overlap_slug:guilherme | same_club_bonus,GuilhermeRadomiak Radom
Radomiak Radom,radomiak-radom,Guilherme,guilherme-manuel-serrao-montoia,jagiellonia-bialystok,2025/26,same_season_other_club,88,token_overlap_ascii:guilherme | token_overlap_slug:guilherme | same_season_bonus,Guilherme MontóiaJagiellonia Białystok
Radomiak Radom,radomiak-radom,Koptas W.,wiktor-koptas,radomiak-radom,2024/25,past_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:koptas | token_overlap_slug:koptas | sim>=0.92:1.000 | initial_match | same_club_bonus,Wiktor KoptasRadomiak Radom
Radomiak Radom,radomiak-radom,Markiewicz O.,arkadiusz-kasperkiewicz,nieciecza,2025/26,same_season_other_club,80,sim>=0.78:0.783 | same_season_bonus,Arkadiusz KasperkiewiczNieciecza
Radomiak Radom,radomiak-radom,Molendowski M.,franciszek-lewandowski,motor-lublin,2025/26,same_season_other_club,80,sim>=0.78:0.818 | same_season_bonus,Franciszek LewandowskiMotor Lublin
Raków Częstochowa,rakow-czestochowa,Diaz J.,jesus-antonio-diaz-gomez,rakow-czestochowa,2024/25,past_season_same_club,93,token_overlap_ascii:diaz | token_overlap_slug:diaz | initial_match | same_club_bonus,Jesús Antonio Díaz GómezRaków Częstochowa
Raków Częstochowa,rakow-czestochowa,Diaz J.,jesus-antonio-diaz-gomez,zagebie-lubin,2025/26,same_season_other_club,92,token_overlap_ascii:diaz | token_overlap_slug:diaz | initial_match | same_season_bonus,Jesús Antonio Díaz GómezKGHM Zagłębie Lubin
Raków Częstochowa,rakow-czestochowa,Mądrzyk J.,jakub-madrzyk,stal-mielec,2024/25,past_season_other_club,104,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:madrzyk | token_overlap_slug:madrzyk | sim>=0.92:1.000 | initial_match,Jakub MądrzykStal Mielec
Raków Częstochowa,rakow-czestochowa,Pieńko T.,tomasz-pienko,zagebie-lubin,2025/26,same_season_other_club,106,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:pienko | token_overlap_slug:pienko | sim>=0.92:1.000 | initial_match | same_season_bonus,Tomasz PieńkoKGHM Zagłębie Lubin
Raków Częstochowa,rakow-czestochowa,Pieńko T.,tomasz-pienko,zagebie-lubin,2023/24,past_season_other_club,104,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:pienko | token_overlap_slug:pienko | sim>=0.92:1.000 | initial_match,Tomasz PieńkoKGHM Zagłębie Lubin
Raków Częstochowa,rakow-czestochowa,Pieńko T.,tomasz-pienko,zagebie-lubin,2024/25,past_season_other_club,104,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:pienko | token_overlap_slug:pienko | sim>=0.92:1.000 | initial_match,Tomasz PieńkoKGHM Zagłębie Lubin
Raków Częstochowa,rakow-czestochowa,Silva J. C.,luis-silva,widzew-lodz,2023/24,past_season_other_club,100,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:silva | token_overlap_slug:silva | sim>=0.92:1.000,Luís SilvaWidzew Łódź
Raków Częstochowa,rakow-czestochowa,Silva J. C.,luis-silva,widzew-lodz,2024/25,past_season_other_club,100,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:silva | token_overlap_slug:silva | sim>=0.92:1.000,Luís SilvaWidzew Łódź
Raków Częstochowa,rakow-czestochowa,Silva J. C.,jean-carlos-silva-rocha,rakow-czestochowa,2025/26,same_season_same_club,95,token_overlap_ascii:silva | token_overlap_slug:silva | initial_match | same_club_bonus | same_season_bonus,Jean Carlos Silva RochaRaków Częstochowa
Raków Częstochowa,rakow-czestochowa,Silva J. C.,leonardo-borges-da-silva,pogon-szczecin,2025/26,same_season_other_club,94,last_token_exact | last_token_slugstyle | token_overlap_ascii:silva | token_overlap_slug:silva | same_season_bonus,Léo BorgesPogoń Szczecin
Raków Częstochowa,rakow-czestochowa,Silva J. C.,jean-carlos-silva-rocha,rakow-czestochowa,2023/24,past_season_same_club,93,token_overlap_ascii:silva | token_overlap_slug:silva | initial_match | same_club_bonus,Jean Carlos Silva RochaRaków Częstochowa
Raków Częstochowa,rakow-czestochowa,Silva J. C.,jean-carlos-silva-rocha,rakow-czestochowa,2024/25,past_season_same_club,93,token_overlap_ascii:silva | token_overlap_slug:silva | initial_match | same_club_bonus,Jean Carlos Silva RochaRaków Częstochowa
Raków Częstochowa,rakow-czestochowa,Silva J. C.,leonardo-borges-da-silva,pogon-szczecin,2023/24,past_season_other_club,92,last_token_exact | last_token_slugstyle | token_overlap_ascii:silva | token_overlap_slug:silva,Léo BorgesPogoń Szczecin
Raków Częstochowa,rakow-czestochowa,Silva J. C.,leonardo-borges-da-silva,pogon-szczecin,2024/25,past_season_other_club,92,last_token_exact | last_token_slugstyle | token_overlap_ascii:silva | token_overlap_slug:silva,Léo BorgesPogoń Szczecin
Widzew Łódź,widzew-lodz,Gikiewicz R.,rafa-tadeusz-gikiewicz,widzew-lodz,2023/24,past_season_same_club,99,last_token_exact | last_token_slugstyle | token_overlap_ascii:gikiewicz | token_overlap_slug:gikiewicz | initial_match | same_club_bonus,Rafał Tadeusz GikiewiczWidzew Łódź
Widzew Łódź,widzew-lodz,Gikiewicz R.,rafa-tadeusz-gikiewicz,widzew-lodz,2024/25,past_season_same_club,99,last_token_exact | last_token_slugstyle | token_overlap_ascii:gikiewicz | token_overlap_slug:gikiewicz | initial_match | same_club_bonus,Rafał Tadeusz GikiewiczWidzew Łódź
Widzew Łódź,widzew-lodz,Gikiewicz R.,rafa-tadeusz-gikiewicz,zagebie-lubin,2025/26,same_season_other_club,98,last_token_exact | last_token_slugstyle | token_overlap_ascii:gikiewicz | token_overlap_slug:gikiewicz | initial_match | same_season_bonus,Rafał Tadeusz GikiewiczKGHM Zagłębie Lubin
Widzew Łódź,widzew-lodz,Gikiewicz R.,dorian-sinkiewicz,lechia-gdansk,2025/26,same_season_other_club,80,sim>=0.78:0.842 | same_season_bonus,Dorian SinkiewiczLechia Gdańsk
Widzew Łódź,widzew-lodz,Kapuadi S.,steve-nkanu-kapuadi,legia-warszawa,2025/26,same_season_other_club,98,last_token_exact | last_token_slugstyle | token_overlap_ascii:kapuadi | token_overlap_slug:kapuadi | initial_match | same_season_bonus,Steve Nkanu KapuadiLegia Warszawa
Widzew Łódź,widzew-lodz,Kapuadi S.,steve-nkanu-kapuadi,legia-warszawa,2023/24,past_season_other_club,96,last_token_exact | last_token_slugstyle | token_overlap_ascii:kapuadi | token_overlap_slug:kapuadi | initial_match,Steve Nkanu KapuadiLegia Warszawa
Widzew Łódź,widzew-lodz,Kapuadi S.,steve-nkanu-kapuadi,legia-warszawa,2024/25,past_season_other_club,96,last_token_exact | last_token_slugstyle | token_overlap_ascii:kapuadi | token_overlap_slug:kapuadi | initial_match,Steve Nkanu KapuadiLegia Warszawa
Widzew Łódź,widzew-lodz,Krzywanski J.,jan-krzywanski,widzew-lodz,2023/24,past_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:krzywanski | token_overlap_slug:krzywanski | sim>=0.92:1.000 | initial_match | same_club_bonus,Jan KrzywańskiWidzew Łódź
Widzew Łódź,widzew-lodz,Madej L.,leon-madej,widzew-lodz,2024/25,past_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:madej | token_overlap_slug:madej | sim>=0.92:1.000 | initial_match | same_club_bonus,Leon MadejWidzew Łódź
Widzew Łódź,widzew-lodz,Volanakis P.,polydefkis-volanakis,widzew-lodz,2024/25,past_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:volanakis | token_overlap_slug:volanakis | sim>=0.92:1.000 | initial_match | same_club_bonus,Polydefkis VolanakisWidzew Łódź
Wisła Płock,wisla-plock,Barnowski D.,pawe-baranowski,ruch-chorzow,2023/24,past_season_other_club,90,sim>=0.92:0.947,Paweł BaranowskiRuch Chorzów
Wisła Płock,wisla-plock,Barnowski D.,bartosz-borowski,wisla-plock,2025/26,same_season_same_club,83,sim>=0.78:0.824 | same_club_bonus | same_season_bonus,Bartosz BorowskiWisła Płock
Wisła Płock,wisla-plock,Barnowski D.,filip-borowski,piast-gliwice,2025/26,same_season_other_club,80,sim>=0.78:0.824 | same_season_bonus,Filip BorowskiPiast Gliwice
Wisła Płock,wisla-plock,Barnowski D.,filip-borowski,warta-poznan,2023/24,past_season_other_club,78,sim>=0.78:0.824,Filip BorowskiWarta Poznań
Wisła Płock,wisla-plock,Barnowski D.,jakub-bartkowski,warta-poznan,2023/24,past_season_other_club,78,sim>=0.78:0.842,Jakub BartkowskiWarta Poznań
Wisła Płock,wisla-plock,Barnowski D.,mateusz-bartolewski,ruch-chorzow,2023/24,past_season_other_club,78,sim>=0.78:0.800,Mateusz BartolewskiRuch Chorzów
Wisła Płock,wisla-plock,Barnowski D.,mateusz-bartolewski,slask-wroclaw,2024/25,past_season_other_club,78,sim>=0.78:0.800,Mateusz BartolewskiŚląsk Wrocław
Wisła Płock,wisla-plock,Gallapeni D.,dion-gallapeni,widzew-lodz,2025/26,same_season_other_club,106,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:gallapeni | token_overlap_slug:gallapeni | sim>=0.92:1.000 | initial_match | same_season_bonus,Dion GallapeniWidzew Łódź
Wisła Płock,wisla-plock,Lesniewski M.,przemysaw-wisniewski,widzew-lodz,2025/26,same_season_other_club,80,sim>=0.78:0.800 | same_season_bonus,Przemysław WiśniewskiWidzew Łódź
Wisła Płock,wisla-plock,Lesniewski M.,jakub-letniowski,lks-lodz,2023/24,past_season_other_club,78,sim>=0.78:0.800,Jakub LetniowskiŁKS Łódź
Wisła Płock,wisla-plock,Lesniewski M.,juliusz-letniowski,ruch-chorzow,2023/24,past_season_other_club,78,sim>=0.78:0.800,Juliusz LetniowskiRuch Chorzów
Wisła Płock,wisla-plock,Pruszkowski S.,jakub-paszkowski,warta-poznan,2023/24,past_season_other_club,84,sim>=0.85:0.857,Jakub PaszkowskiWarta Poznań
Wisła Płock,wisla-plock,Pruszkowski S.,konrad-jan-gruszkowski,gks-katowice,2025/26,same_season_other_club,80,sim>=0.78:0.800 | same_season_bonus,Konrad Jan GruszkowskiGKS Katowice
Wisła Płock,wisla-plock,Pruszkowski S.,konrad-jan-gruszkowski,gks-katowice,2024/25,past_season_other_club,78,sim>=0.78:0.800,Konrad Jan GruszkowskiGKS Katowice
Wisła Płock,wisla-plock,Rogowski N.,micha-gogowski,lechia-gdansk,2025/26,same_season_other_club,86,sim>=0.85:0.875 | same_season_bonus,Michał GłogowskiLechia Gdańsk
Wisła Płock,wisla-plock,Rogowski N.,micha-gogowski,lechia-gdansk,2024/25,past_season_other_club,84,sim>=0.85:0.875,Michał GłogowskiLechia Gdańsk
Wisła Płock,wisla-plock,Rogowski N.,bartomiej-dragowski,widzew-lodz,2025/26,same_season_other_club,80,sim>=0.78:0.824 | same_season_bonus,Bartłomiej DrągowskiWidzew Łódź
Wisła Płock,wisla-plock,Rogowski N.,mateusz-egowski,pogon-szczecin,2023/24,past_season_other_club,78,sim>=0.78:0.800,Mateusz Jacek ŁęgowskiPogoń Szczecin
Wisła Płock,wisla-plock,Zając F.,jedrzej-zajac,lks-lodz,2023/24,past_season_other_club,100,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:zajac | token_overlap_slug:zajac | sim>=0.92:1.000,Jędrzej Stanisław ZającŁKS Łódź
Zagłębie Lubin,zagebie-lubin,Kłudka B.,bartomiej-kudka,zagebie-lubin,2023/24,past_season_same_club,107,exact_nonfirst_slugstyle | last_token_slugstyle | token_overlap_slug:kudka | sim>=0.85:0.909 | initial_match | same_club_bonus,Bartłomiej KłudkaKGHM Zagłębie Lubin
Zagłębie Lubin,zagebie-lubin,Kłudka B.,bartomiej-kudka,zagebie-lubin,2024/25,past_season_same_club,107,exact_nonfirst_slugstyle | last_token_slugstyle | token_overlap_slug:kudka | sim>=0.85:0.909 | initial_match | same_club_bonus,Bartłomiej KłudkaKGHM Zagłębie Lubin
Zagłębie Lubin,zagebie-lubin,Kłudka B.,bartomiej-kudka,lechia-gdansk,2025/26,same_season_other_club,106,exact_nonfirst_slugstyle | last_token_slugstyle | token_overlap_slug:kudka | sim>=0.85:0.909 | initial_match | same_season_bonus,Bartłomiej KłudkaLechia Gdańsk
Zagłębie Lubin,zagebie-lubin,Kłudka B.,dawid-kuda,gks-katowice,2025/26,same_season_other_club,80,sim>=0.78:0.800 | same_season_bonus,Dawid KudłaGKS Katowice
Zagłębie Lubin,zagebie-lubin,Kłudka B.,dawid-kuda,gks-katowice,2024/25,past_season_other_club,78,sim>=0.78:0.800,Dawid KudłaGKS Katowice
Zagłębie Lubin,zagebie-lubin,Marek S.,marek-mroz,zagebie-lubin,2025/26,same_season_same_club,91,token_overlap_ascii:marek | token_overlap_slug:marek | same_club_bonus | same_season_bonus,Marek MrózKGHM Zagłębie Lubin
Zagłębie Lubin,zagebie-lubin,Marek S.,marek-mroz,zagebie-lubin,2023/24,past_season_same_club,89,token_overlap_ascii:marek | token_overlap_slug:marek | same_club_bonus,Marek MrózKGHM Zagłębie Lubin
Zagłębie Lubin,zagebie-lubin,Marek S.,marek-mroz,zagebie-lubin,2024/25,past_season_same_club,89,token_overlap_ascii:marek | token_overlap_slug:marek | same_club_bonus,Marek MrózKGHM Zagłębie Lubin
Zagłębie Lubin,zagebie-lubin,Marek S.,jan-marek-bieganski,pogon-szczecin,2025/26,same_season_other_club,88,token_overlap_ascii:marek | token_overlap_slug:marek | same_season_bonus,Jan Marek BiegańskiPogoń Szczecin
Zagłębie Lubin,zagebie-lubin,Marek S.,marek-hanousek,widzew-lodz,2025/26,same_season_other_club,88,token_overlap_ascii:marek | token_overlap_slug:marek | same_season_bonus,Marek HanousekWidzew Łódź
Zagłębie Lubin,zagebie-lubin,Marek S.,marek-kristian-bartos,motor-lublin,2025/26,same_season_other_club,88,token_overlap_ascii:marek | token_overlap_slug:marek | same_season_bonus,Marek Kristián BartošMotor Lublin
Zagłębie Lubin,zagebie-lubin,Marek S.,pawe-marek-dawidowicz,rakow-czestochowa,2025/26,same_season_other_club,88,token_overlap_ascii:marek | token_overlap_slug:marek | same_season_bonus,Paweł Marek DawidowiczRaków Częstochowa
Zagłębie Lubin,zagebie-lubin,Marek S.,pawe-marek-wszoek,legia-warszawa,2025/26,same_season_other_club,88,token_overlap_ascii:marek | token_overlap_slug:marek | same_season_bonus,Paweł Marek WszołekLegia Warszawa
Zagłębie Lubin,zagebie-lubin,Matysek A.,miosz-matysik,nieciecza,2025/26,same_season_other_club,86,sim>=0.85:0.857 | same_season_bonus,Miłosz MatysikNieciecza
Zagłębie Lubin,zagebie-lubin,Matysek A.,miosz-matysik,jagiellonia-bialystok,2023/24,past_season_other_club,84,sim>=0.85:0.857,Miłosz MatysikJagiellonia Białystok
Zagłębie Lubin,zagebie-lubin,Matysek A.,yehor-matsenko,slask-wroclaw,2023/24,past_season_other_club,78,sim>=0.78:0.800,Yehor MatsenkoŚląsk Wrocław
Zagłębie Lubin,zagebie-lubin,Matysek A.,yehor-matsenko,slask-wroclaw,2024/25,past_season_other_club,78,sim>=0.78:0.800,Yehor MatsenkoŚląsk Wrocław
Zagłębie Lubin,zagebie-lubin,Urbański M.,kacper-urbanski,legia-warszawa,2025/26,same_season_other_club,102,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:urbanski | token_overlap_slug:urbanski | sim>=0.92:1.000 | same_season_bonus,Kacper UrbanskiLegia Warszawa
Zagłębie Lubin,zagebie-lubin,Urbański M.,wojciech-urbanski,legia-warszawa,2025/26,same_season_other_club,102,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:urbanski | token_overlap_slug:urbanski | sim>=0.92:1.000 | same_season_bonus,Wojciech UrbanskiLegia Warszawa
Zagłębie Lubin,zagebie-lubin,Urbański M.,piotr-urbanski,piast-gliwice,2023/24,past_season_other_club,100,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:urbanski | token_overlap_slug:urbanski | sim>=0.92:1.000,Piotr UrbańskiPiast Gliwice
Zagłębie Lubin,zagebie-lubin,Urbański M.,wojciech-urbanski,legia-warszawa,2023/24,past_season_other_club,100,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:urbanski | token_overlap_slug:urbanski | sim>=0.92:1.000,Wojciech UrbanskiLegia Warszawa
Zagłębie Lubin,zagebie-lubin,Urbański M.,wojciech-urbanski,legia-warszawa,2024/25,past_season_other_club,100,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:urbanski | token_overlap_slug:urbanski | sim>=0.92:1.000,Wojciech UrbanskiLegia Warszawa
