kolejka,gospodarz,gosc,mecze_treningowe,gole_gosp,gole_gosc,suma_goli,wynik_1x2,btts_rzecz,over05_rzecz,over15_rzecz,over25_rzecz,over35_rzecz,lambda_home,lambda_away,lambda_total,p_home,p_draw,p_away,wynik_pred,czy_trafil,log_loss,p_btts,p_under_05,p_under_15,p_under_25,p_under_35,p_over_05,p_over_15,p_over_25,p_over_35,blad_lambda_home,blad_lambda_away
31,Legia Warszawa,Widzew Łódź,882,1,0,1,H,0,1,0,0,0,1.5855,0.9282,2.5137,0.5275,0.2518,0.2207,H,1,0.6397,0.4808,0.081,0.2845,0.5403,0.7547,0.919,0.7155,0.4597,0.2453,0.5855,0.9282
31,Motor Lublin,Lech Poznań,882,0,1,1,A,0,1,0,0,0,1.352,1.789,3.141,0.2911,0.2309,0.478,A,1,0.7382,0.6174,0.0432,0.1791,0.3924,0.6157,0.9568,0.8209,0.6076,0.3843,1.352,0.789
31,Zagłębie Lubin,Cracovia,882,0,0,0,D,0,0,0,0,0,1.4265,1.1911,2.6176,0.4245,0.2607,0.3148,H,0,1.3443,0.5289,0.073,0.264,0.514,0.7322,0.927,0.736,0.486,0.2678,1.4265,1.1911
31,Radomiak Radom,Lechia Gdańsk,882,3,1,4,H,1,1,1,1,1,2.1424,1.6142,3.7566,0.5001,0.2076,0.2923,H,1,0.6929,0.7069,0.0234,0.1111,0.276,0.4825,0.9766,0.8889,0.724,0.5175,0.8576,0.6142
31,Pogoń Szczecin,Wisła Płock,882,3,0,3,H,0,1,1,1,0,1.1962,0.8673,2.0635,0.436,0.2972,0.2668,H,1,0.8301,0.4046,0.127,0.3891,0.6595,0.8455,0.873,0.6109,0.3405,0.1545,1.8038,0.8673
31,Korona Kielce,Piast Gliwice,882,1,1,2,D,1,1,1,0,0,1.124,0.9181,2.0421,0.4021,0.3024,0.2954,H,0,1.1959,0.4055,0.1298,0.3947,0.6653,0.8495,0.8702,0.6053,0.3347,0.1505,0.124,0.0819
31,GKS Katowice,Bruk-Bet Termalica Nieciecza,882,5,1,6,H,1,1,1,1,1,2.1943,1.0793,3.2736,0.6268,0.1969,0.1763,H,1,0.4671,0.5866,0.0379,0.1619,0.3648,0.5862,0.9621,0.8381,0.6352,0.4138,2.8057,0.0793
31,Raków Częstochowa,Jagiellonia Białystok,882,0,2,2,A,0,1,1,0,0,1.5725,1.1086,2.6811,0.4807,0.2512,0.2681,H,0,1.3162,0.5309,0.0685,0.2521,0.4983,0.7183,0.9315,0.7479,0.5017,0.2817,1.5725,0.8914
32,Wisła Płock,Motor Lublin,891,0,4,4,A,0,1,1,1,1,1.3462,0.8226,2.1688,0.4906,0.2806,0.2288,H,0,1.4748,0.4148,0.1143,0.3622,0.6311,0.8254,0.8857,0.6378,0.3689,0.1746,1.3462,3.1774
32,Bruk-Bet Termalica Nieciecza,Legia Warszawa,891,0,1,1,A,0,1,0,0,0,1.2927,1.7073,3.0,0.2907,0.2374,0.4719,A,1,0.7511,0.5939,0.0498,0.1991,0.4232,0.6472,0.9502,0.8009,0.5768,0.3528,1.2927,0.7073
32,Górnik Zabrze,Zagłębie Lubin,891,0,2,2,A,0,1,1,0,0,1.4893,0.8556,2.3449,0.521,0.2629,0.2161,H,0,1.5321,0.4453,0.0959,0.3206,0.5842,0.7902,0.9041,0.6794,0.4158,0.2098,1.4893,1.1444
32,Cracovia,Radomiak Radom,891,0,0,0,D,0,0,0,0,0,1.7691,1.2403,3.0094,0.4981,0.2336,0.2683,H,0,1.4543,0.5895,0.0493,0.1978,0.4211,0.6451,0.9507,0.8022,0.5789,0.3549,1.7691,1.2403
32,Lech Poznań,Arka Gdynia,891,1,1,2,D,1,1,1,0,0,2.5948,0.7502,3.345,0.7695,0.1455,0.085,H,0,1.9274,0.4883,0.0353,0.1533,0.3506,0.5706,0.9647,0.8467,0.6494,0.4294,1.5948,0.2498
32,Raków Częstochowa,Korona Kielce,891,2,0,2,H,0,1,1,0,0,1.5237,0.7462,2.2699,0.5585,0.2587,0.1828,H,1,0.5825,0.4112,0.1033,0.3379,0.6041,0.8055,0.8967,0.6621,0.3959,0.1945,0.4763,0.7462
32,Jagiellonia Białystok,Pogoń Szczecin,891,3,2,5,H,1,1,1,1,1,1.927,1.2377,3.1647,0.5346,0.2215,0.2439,H,1,0.6263,0.6066,0.0422,0.1759,0.3873,0.6104,0.9578,0.8241,0.6127,0.3896,1.073,0.7623
32,Piast Gliwice,GKS Katowice,891,0,0,0,D,0,0,0,0,0,1.3524,1.0914,2.4438,0.4272,0.2708,0.302,H,0,1.3064,0.4925,0.0868,0.299,0.5583,0.7695,0.9132,0.701,0.4417,0.2305,1.3524,1.0914
32,Widzew Łódź,Lechia Gdańsk,891,3,1,4,H,1,1,1,1,1,1.7856,1.3679,3.1535,0.4738,0.2309,0.2953,H,1,0.747,0.6204,0.0427,0.1774,0.3897,0.6129,0.9573,0.8226,0.6103,0.3871,1.2144,0.3679
33,Arka Gdynia,Bruk-Bet Termalica Nieciecza,900,2,3,5,A,1,1,1,1,1,1.6218,1.2919,2.9137,0.4515,0.2434,0.3051,H,0,1.1871,0.582,0.0543,0.2124,0.4428,0.6666,0.9457,0.7876,0.5572,0.3334,0.3782,1.7081
33,Wisła Płock,Górnik Zabrze,900,0,1,1,A,0,1,0,0,0,0.9412,0.8885,1.8297,0.3516,0.3254,0.323,H,0,1.1302,0.359,0.1605,0.454,0.7226,0.8865,0.8395,0.546,0.2774,0.1135,0.9412,0.1115
33,Lechia Gdańsk,Legia Warszawa,900,1,2,3,A,1,1,1,1,0,1.6789,1.6314,3.3103,0.3951,0.2298,0.3751,H,0,0.9805,0.6543,0.0365,0.1574,0.3574,0.5781,0.9635,0.8426,0.6426,0.4219,0.6789,0.3686
33,Motor Lublin,Cracovia,900,3,3,6,D,1,1,1,1,1,1.5693,1.3247,2.894,0.4315,0.246,0.3225,H,0,1.4024,0.5813,0.0554,0.2156,0.4474,0.671,0.9446,0.7844,0.5526,0.329,1.4307,1.6753
33,Zagłębie Lubin,Pogoń Szczecin,900,0,1,1,A,0,1,0,0,0,1.3675,1.323,2.6905,0.3809,0.2586,0.3604,H,0,1.0205,0.5468,0.0678,0.2504,0.4959,0.7162,0.9322,0.7496,0.5041,0.2838,1.3675,0.323
33,Radomiak Radom,Lech Poznań,900,1,3,4,A,1,1,1,1,1,1.4094,1.6728,3.0822,0.3244,0.2371,0.4385,A,1,0.8243,0.6138,0.0459,0.1872,0.405,0.6288,0.9541,0.8128,0.595,0.3712,0.4094,1.3272
33,Korona Kielce,Widzew Łódź,900,1,0,1,H,0,1,0,0,0,1.258,0.9515,2.2095,0.4336,0.2861,0.2803,H,1,0.8356,0.4394,0.1098,0.3522,0.6202,0.8175,0.8902,0.6478,0.3798,0.1825,0.258,0.9515
33,GKS Katowice,Jagiellonia Białystok,900,2,2,4,D,1,1,1,1,1,1.576,1.5036,3.0796,0.3961,0.2392,0.3646,H,0,1.4303,0.6168,0.046,0.1876,0.4056,0.6294,0.954,0.8124,0.5944,0.3706,0.424,0.4964
33,Piast Gliwice,Raków Częstochowa,900,1,3,4,A,1,1,1,1,1,0.986,1.0532,2.0392,0.3302,0.3047,0.3651,A,1,1.0076,0.4083,0.1301,0.3955,0.6661,0.85,0.8699,0.6045,0.3339,0.15,0.014,1.9468
34,Bruk-Bet Termalica Nieciecza,Lechia Gdańsk,909,3,2,5,H,1,1,1,1,1,1.9244,1.975,3.8994,0.3852,0.2099,0.405,A,0,0.954,0.7355,0.0203,0.0992,0.2532,0.4534,0.9797,0.9008,0.7468,0.5466,1.0756,0.025
34,Legia Warszawa,Motor Lublin,909,4,0,4,H,0,1,1,1,1,1.8797,1.0728,2.9525,0.5622,0.2241,0.2137,H,1,0.576,0.5575,0.0522,0.2064,0.4339,0.6579,0.9478,0.7936,0.5661,0.3421,2.1203,1.0728
34,Górnik Zabrze,Radomiak Radom,909,6,2,8,H,1,1,1,1,1,1.6501,1.019,2.6691,0.5212,0.245,0.2337,H,1,0.6516,0.5163,0.0693,0.2543,0.5012,0.7209,0.9307,0.7457,0.4988,0.2791,4.3499,0.981
34,Pogoń Szczecin,GKS Katowice,909,1,1,2,D,1,1,1,0,0,1.7814,1.2302,3.0116,0.5032,0.2327,0.2641,H,0,1.458,0.5886,0.0492,0.1974,0.4206,0.6446,0.9508,0.8026,0.5794,0.3554,0.7814,0.2302
34,Cracovia,Korona Kielce,909,1,1,2,D,1,1,1,0,0,1.4241,0.9888,2.4129,0.4706,0.2677,0.2617,H,0,1.3181,0.4768,0.0896,0.3056,0.5663,0.776,0.9104,0.6944,0.4337,0.224,0.4241,0.0112
34,Lech Poznań,Wisła Płock,909,2,2,4,D,1,1,1,1,1,1.6063,0.7039,2.3102,0.5907,0.2475,0.1619,H,0,1.3965,0.404,0.0992,0.3285,0.5933,0.7973,0.9008,0.6715,0.4067,0.2027,0.3937,1.2961
34,Raków Częstochowa,Arka Gdynia,909,3,0,3,H,0,1,1,1,0,2.1509,0.6705,2.8214,0.7156,0.1818,0.1026,H,1,0.3346,0.4317,0.0595,0.2275,0.4644,0.6872,0.9405,0.7725,0.5356,0.3128,0.8491,0.6705
34,Jagiellonia Białystok,Zagłębie Lubin,909,1,0,1,H,0,1,0,0,0,1.9475,0.975,2.9225,0.6005,0.216,0.1835,H,1,0.51,0.534,0.0538,0.211,0.4408,0.6646,0.9462,0.789,0.5592,0.3354,0.9475,0.975
34,Widzew Łódź,Piast Gliwice,909,2,1,3,H,1,1,1,1,0,1.1577,0.9527,2.1104,0.4041,0.2966,0.2993,H,1,0.906,0.4213,0.1212,0.3769,0.6468,0.8367,0.8788,0.6231,0.3532,0.1633,0.8423,0.0473
