kolejka,gospodarz,gosc,mecze_treningowe,gole_gosp,gole_gosc,suma_goli,wynik_1x2,btts_rzecz,over05_rzecz,over15_rzecz,over25_rzecz,over35_rzecz,lambda_home,lambda_away,lambda_total,p_home,p_draw,p_away,wynik_pred,czy_trafil,log_loss,p_btts,p_under_05,p_under_15,p_under_25,p_under_35,p_over_05,p_over_15,p_over_25,p_over_35,blad_lambda_home,blad_lambda_away
1,Lech Poznań,Cracovia,612,1,4,5,A,1,1,1,1,1,2.1715,1.0401,3.2116,0.6313,0.1976,0.1711,H,0,1.7655,0.5729,0.0403,0.1697,0.3775,0.6,0.9597,0.8303,0.6225,0.4,1.1715,2.9599
1,Widzew Łódź,Zagłębie Lubin,612,1,0,1,H,0,1,0,0,0,1.4555,0.9648,2.4203,0.4848,0.265,0.2502,H,1,0.724,0.4745,0.0889,0.3041,0.5644,0.7745,0.9111,0.6959,0.4356,0.2255,0.4555,0.9648
1,GKS Katowice,Raków Częstochowa,612,0,1,1,A,0,1,0,0,0,1.0239,1.3036,2.3275,0.2924,0.2782,0.4294,A,1,0.8454,0.4668,0.0975,0.3246,0.5888,0.7937,0.9025,0.6754,0.4112,0.2063,1.0239,0.3036
1,Górnik Zabrze,Lechia Gdańsk,612,2,1,3,H,1,1,1,1,0,1.7997,0.98,2.7797,0.5663,0.2304,0.2034,H,1,0.5687,0.5214,0.0621,0.2346,0.4743,0.6965,0.9379,0.7654,0.5257,0.3035,0.2003,0.02
1,Legia Warszawa,Piast Gliwice,612,0,1,1,A,0,1,0,0,0,1.4256,0.8807,2.3063,0.4977,0.2699,0.2324,H,0,1.4592,0.4448,0.0996,0.3294,0.5944,0.7981,0.9004,0.6706,0.4056,0.2019,1.4256,0.1193
1,Radomiak Radom,Pogoń Szczecin,612,5,1,6,H,1,1,1,1,1,1.3119,1.7464,3.0583,0.2888,0.2344,0.4769,A,0,1.2421,0.6033,0.047,0.1906,0.4103,0.6342,0.953,0.8094,0.5897,0.3658,3.6881,0.7464
2,Arka Gdynia,Radomiak Radom,621,1,1,2,D,1,1,1,0,0,0.0,0.7699,0.7699,0.0,0.4631,0.5369,A,0,0.7699,0.0,0.4631,0.8196,0.9568,0.992,0.5369,0.1804,0.0432,0.008,1.0,0.2301
2,Lechia Gdańsk,Lech Poznań,621,3,4,7,A,1,1,1,1,1,1.215,1.8856,3.1006,0.2448,0.2247,0.5305,A,1,0.6339,0.5966,0.045,0.1846,0.4011,0.6247,0.955,0.8154,0.5989,0.3753,1.785,2.1144
2,Pogoń Szczecin,Motor Lublin,621,4,1,5,H,1,1,1,1,1,2.4197,1.1648,3.5845,0.6503,0.1818,0.1679,H,1,0.4304,0.6268,0.0278,0.1273,0.3056,0.5186,0.9722,0.8727,0.6944,0.4814,1.5803,0.1648
2,Korona Kielce,Legia Warszawa,621,0,2,2,A,0,1,1,0,0,1.1785,1.3467,2.5252,0.3265,0.2673,0.4062,A,1,0.9009,0.5122,0.08,0.2822,0.5374,0.7522,0.92,0.7178,0.4626,0.2478,1.1785,0.6533
2,Cracovia,Bruk-Bet Termalica Nieciecza,621,2,0,2,H,0,1,1,0,0,0.0,4.5442,4.5442,0.0,0.0108,0.9892,A,0,21.0803,0.0,0.0108,0.06,0.1718,0.3411,0.9892,0.94,0.8282,0.6589,2.0,4.5442
2,GKS Katowice,Zagłębie Lubin,621,2,2,4,D,1,1,1,1,1,1.6974,0.9106,2.608,0.5594,0.2399,0.2007,H,0,1.4275,0.4882,0.0737,0.2659,0.5164,0.7343,0.9263,0.7341,0.4836,0.2657,0.3026,1.0894
2,Raków Częstochowa,Wisła Płock,621,1,2,3,A,1,1,1,1,0,0.0,0.9785,0.9785,0.0,0.3759,0.6241,A,1,0.4714,0.0,0.3759,0.7437,0.9236,0.9823,0.6241,0.2563,0.0764,0.0177,1.0,1.0215
2,Jagiellonia Białystok,Widzew Łódź,621,3,2,5,H,1,1,1,1,1,2.1175,0.9756,3.0931,0.6357,0.2002,0.1642,H,1,0.4531,0.5481,0.0454,0.1857,0.4027,0.6264,0.9546,0.8143,0.5973,0.3736,0.8825,1.0244
2,Piast Gliwice,Górnik Zabrze,621,0,1,1,A,0,1,0,0,0,1.0441,0.816,1.8601,0.4017,0.3193,0.279,H,0,1.2766,0.3614,0.1557,0.4452,0.7145,0.8815,0.8443,0.5548,0.2855,0.1185,1.0441,0.184
3,Wisła Płock,Piast Gliwice,630,2,0,2,H,0,1,1,0,0,2.0572,0.3524,2.4096,0.7797,0.1678,0.0525,H,1,0.2489,0.2591,0.0899,0.3064,0.5672,0.7767,0.9101,0.6936,0.4328,0.2233,0.0572,0.3524
3,Bruk-Bet Termalica Nieciecza,Pogoń Szczecin,630,1,1,2,D,1,1,1,0,0,2.3308,0.7666,3.0974,0.7243,0.17,0.1057,H,0,1.7722,0.4834,0.0452,0.1851,0.4018,0.6255,0.9548,0.8149,0.5982,0.3745,1.3308,0.2334
3,Legia Warszawa,Arka Gdynia,630,0,0,0,D,0,0,0,0,0,1.2857,0.3284,1.6141,0.6137,0.2924,0.0939,H,0,1.2295,0.2025,0.1991,0.5204,0.7797,0.9192,0.8009,0.4796,0.2203,0.0808,1.2857,0.3284
3,Motor Lublin,Jagiellonia Białystok,630,1,1,2,D,1,1,1,0,0,1.6077,2.0794,3.6871,0.3008,0.211,0.4882,A,0,1.556,0.6997,0.025,0.1174,0.2877,0.4969,0.975,0.8826,0.7123,0.5031,0.6077,1.0794
3,Zagłębie Lubin,Korona Kielce,630,1,1,2,D,1,1,1,0,0,1.149,1.0042,2.1532,0.3897,0.2941,0.3162,H,0,1.224,0.4328,0.1161,0.3661,0.6353,0.8285,0.8839,0.6339,0.3647,0.1715,0.149,0.0042
3,Radomiak Radom,Raków Częstochowa,630,3,1,4,H,1,1,1,1,1,0.9982,1.5142,2.5124,0.2495,0.2585,0.4921,A,0,1.3884,0.4925,0.0811,0.2848,0.5406,0.7549,0.9189,0.7152,0.4594,0.2451,2.0018,0.5142
3,Cracovia,Lechia Gdańsk,630,2,2,4,D,1,1,1,1,1,2.4546,1.2568,3.7114,0.6367,0.1823,0.181,H,0,1.7018,0.654,0.0244,0.1152,0.2836,0.4919,0.9756,0.8848,0.7164,0.5081,0.4546,0.7432
3,Lech Poznań,Górnik Zabrze,630,2,1,3,H,1,1,1,1,0,1.6583,0.9423,2.6006,0.542,0.2442,0.2138,H,1,0.6124,0.494,0.0742,0.2673,0.5183,0.7359,0.9258,0.7327,0.4817,0.2641,0.3417,0.0577
3,Widzew Łódź,GKS Katowice,630,3,0,3,H,0,1,1,1,0,1.374,1.2584,2.6324,0.3962,0.2615,0.3423,H,1,0.9259,0.5347,0.0719,0.2612,0.5103,0.7289,0.9281,0.7388,0.4897,0.2711,1.626,1.2584
4,Arka Gdynia,Pogoń Szczecin,639,2,1,3,H,1,1,1,1,0,0.321,0.6431,0.9641,0.1589,0.4642,0.3769,D,0,1.8395,0.1302,0.3813,0.749,0.9262,0.9831,0.6187,0.251,0.0738,0.0169,1.679,0.3569
4,Legia Warszawa,GKS Katowice,639,3,1,4,H,1,1,1,1,1,1.9248,1.0779,3.0027,0.571,0.2202,0.2089,H,1,0.5604,0.5634,0.0497,0.1988,0.4226,0.6467,0.9503,0.8012,0.5774,0.3533,1.0752,0.0779
4,Lechia Gdańsk,Motor Lublin,639,3,3,6,D,1,1,1,1,1,2.0008,1.6014,3.6022,0.4728,0.2152,0.312,H,0,1.5362,0.6904,0.0273,0.1255,0.3024,0.5148,0.9727,0.8745,0.6976,0.4852,0.9992,1.3986
4,Górnik Zabrze,Bruk-Bet Termalica Nieciecza,639,0,1,1,A,0,1,0,0,0,0.7935,1.2943,2.0878,0.2287,0.2879,0.4833,A,1,0.727,0.3976,0.124,0.3828,0.6529,0.8409,0.876,0.6172,0.3471,0.1591,0.7935,0.2943
4,Korona Kielce,Radomiak Radom,639,3,0,3,H,0,1,1,1,0,1.402,1.2334,2.6354,0.4088,0.2607,0.3304,H,1,0.8944,0.5343,0.0717,0.2606,0.5096,0.7283,0.9283,0.7394,0.4904,0.2717,1.598,1.2334
4,Raków Częstochowa,Zagłębie Lubin,639,0,1,1,A,0,1,0,0,0,1.793,0.6098,2.4028,0.6597,0.2199,0.1204,H,0,2.117,0.3805,0.0905,0.3079,0.569,0.7782,0.9095,0.6921,0.431,0.2218,1.793,0.3902
4,Jagiellonia Białystok,Cracovia,639,5,2,7,H,1,1,1,1,1,2.1792,1.4386,3.6178,0.5443,0.2051,0.2507,H,1,0.6083,0.6765,0.0268,0.124,0.2996,0.5115,0.9732,0.876,0.7004,0.4885,2.8208,0.5614
4,Piast Gliwice,Lech Poznań,639,1,0,1,H,0,1,0,0,0,1.0004,1.1366,2.137,0.3176,0.2955,0.3869,A,0,1.1471,0.4294,0.118,0.3702,0.6396,0.8316,0.882,0.6298,0.3604,0.1684,0.0004,1.1366
4,Widzew Łódź,Wisła Płock,639,1,1,2,D,1,1,1,0,0,0.3962,2.1251,2.5213,0.0567,0.1637,0.7797,A,0,1.8099,0.2881,0.0804,0.283,0.5384,0.7531,0.9196,0.717,0.4616,0.2469,0.6038,1.1251
5,Wisła Płock,Legia Warszawa,648,1,0,1,H,0,1,0,0,0,2.169,0.5762,2.7452,0.7421,0.1734,0.0846,H,1,0.2983,0.3879,0.0642,0.2406,0.4827,0.7042,0.9358,0.7594,0.5173,0.2958,1.169,0.5762
5,Bruk-Bet Termalica Nieciecza,Raków Częstochowa,648,2,3,5,A,1,1,1,1,1,1.2458,0.5324,1.7782,0.5403,0.301,0.1587,H,0,1.8408,0.2941,0.1689,0.4693,0.7364,0.8948,0.8311,0.5307,0.2636,0.1052,0.7542,2.4676
5,Motor Lublin,Piast Gliwice,648,0,0,0,D,0,0,0,0,0,1.182,1.1397,2.3217,0.3694,0.282,0.3486,H,0,1.2657,0.4715,0.0981,0.3259,0.5903,0.7949,0.9019,0.6741,0.4097,0.2051,1.182,1.1397
5,Zagłębie Lubin,Lechia Gdańsk,648,6,2,8,H,1,1,1,1,1,1.6338,1.297,2.9308,0.4533,0.2424,0.3043,H,1,0.7913,0.5848,0.0534,0.2097,0.4389,0.6627,0.9466,0.7903,0.5611,0.3373,4.3662,0.703
5,Radomiak Radom,Jagiellonia Białystok,648,1,2,3,A,1,1,1,1,0,1.6776,1.9246,3.6022,0.3413,0.2177,0.441,A,1,0.8186,0.6945,0.0273,0.1255,0.3024,0.5148,0.9727,0.8745,0.6976,0.4852,0.6776,0.0754
5,Pogoń Szczecin,Górnik Zabrze,648,0,3,3,A,0,1,1,1,0,1.6488,1.012,2.6608,0.5226,0.2452,0.2322,H,0,1.4602,0.5141,0.0699,0.2559,0.5033,0.7227,0.9301,0.7441,0.4967,0.2773,1.6488,1.988
5,Cracovia,Widzew Łódź,648,1,0,1,H,0,1,0,0,0,1.8613,1.1879,3.0492,0.5312,0.2265,0.2423,H,1,0.6326,0.5871,0.0474,0.1919,0.4123,0.6362,0.9526,0.8081,0.5877,0.3638,0.8613,1.1879
5,GKS Katowice,Arka Gdynia,648,4,1,5,H,1,1,1,1,1,0.7384,0.6605,1.3989,0.332,0.3828,0.2852,D,0,1.1025,0.2524,0.2469,0.5922,0.8338,0.9464,0.7531,0.4078,0.1662,0.0536,3.2616,0.3395
5,Lech Poznań,Korona Kielce,648,1,1,2,D,1,1,1,0,0,1.8415,0.8073,2.6488,0.6188,0.2221,0.1592,H,0,1.5047,0.4661,0.0707,0.2581,0.5063,0.7254,0.9293,0.7419,0.4937,0.2746,0.8415,0.1927
6,Wisła Płock,Zagłębie Lubin,657,2,1,3,H,1,1,1,1,0,2.2397,0.3247,2.5644,0.8151,0.144,0.041,H,1,0.2045,0.2477,0.077,0.2744,0.5275,0.7438,0.923,0.7256,0.4725,0.2562,0.2397,0.6753
6,Legia Warszawa,Jagiellonia Białystok,657,0,0,0,D,0,0,0,0,0,1.8129,1.4373,3.2502,0.4652,0.2281,0.3067,H,0,1.478,0.638,0.0388,0.1648,0.3695,0.5914,0.9612,0.8352,0.6305,0.4086,1.8129,1.4373
6,Lechia Gdańsk,Arka Gdynia,657,1,0,1,H,0,1,0,0,0,1.5171,0.9634,2.4805,0.5013,0.2587,0.24,H,1,0.6906,0.4828,0.0837,0.2913,0.5488,0.7617,0.9163,0.7087,0.4512,0.2383,0.5171,0.9634
6,Górnik Zabrze,GKS Katowice,657,3,0,3,H,0,1,1,1,0,1.5934,1.0111,2.6045,0.5091,0.2506,0.2404,H,1,0.6751,0.5069,0.0739,0.2665,0.5173,0.735,0.9261,0.7335,0.4827,0.265,1.4066,1.0111
6,Radomiak Radom,Bruk-Bet Termalica Nieciecza,657,1,1,2,D,1,1,1,0,0,1.1876,1.8685,3.0561,0.2412,0.2259,0.5329,A,0,1.4875,0.5878,0.0471,0.1909,0.4107,0.6347,0.9529,0.8091,0.5893,0.3653,0.1876,0.8685
6,Korona Kielce,Motor Lublin,657,2,0,2,H,0,1,1,0,0,1.5548,1.0999,2.6547,0.4782,0.2529,0.2689,H,1,0.7376,0.5262,0.0703,0.257,0.5048,0.7241,0.9297,0.743,0.4952,0.2759,0.4452,1.0999
6,Raków Częstochowa,Lech Poznań,657,2,2,4,D,1,1,1,1,1,1.4252,1.0066,2.4318,0.4667,0.2671,0.2663,H,0,1.3203,0.482,0.0879,0.3016,0.5614,0.7721,0.9121,0.6984,0.4386,0.2279,0.5748,0.9934
6,Piast Gliwice,Cracovia,657,0,0,0,D,0,0,0,0,0,1.2463,0.9908,2.2371,0.421,0.2853,0.2937,H,0,1.254,0.4479,0.1068,0.3456,0.6128,0.812,0.8932,0.6544,0.3872,0.188,1.2463,0.9908
6,Widzew Łódź,Pogoń Szczecin,657,1,2,3,A,1,1,1,1,0,1.3248,1.4202,2.745,0.3505,0.2554,0.3941,A,1,0.931,0.5567,0.0642,0.2406,0.4827,0.7042,0.9358,0.7594,0.5173,0.2958,0.3248,0.5798
7,Arka Gdynia,Wisła Płock,666,1,0,1,H,0,1,0,0,0,0.2902,1.3722,1.6624,0.0768,0.2731,0.6502,A,0,2.567,0.188,0.1897,0.505,0.7671,0.9124,0.8103,0.495,0.2329,0.0876,0.7098,1.3722
7,Bruk-Bet Termalica Nieciecza,Korona Kielce,666,1,3,4,A,1,1,1,1,1,1.7331,0.6904,2.4235,0.6246,0.2309,0.1445,H,0,1.9345,0.4105,0.0886,0.3034,0.5636,0.7738,0.9114,0.6966,0.4364,0.2262,0.7331,2.3096
7,Zagłębie Lubin,Piast Gliwice,666,2,2,4,D,1,1,1,1,1,0.9308,0.8983,1.8291,0.346,0.3256,0.3284,H,0,1.122,0.3591,0.1606,0.4542,0.7228,0.8866,0.8394,0.5458,0.2772,0.1134,1.0692,1.1017
7,Górnik Zabrze,Motor Lublin,666,0,1,1,A,0,1,0,0,0,1.8762,0.9231,2.7993,0.5975,0.2217,0.1808,H,0,1.7103,0.5104,0.0609,0.2312,0.4696,0.6921,0.9391,0.7688,0.5304,0.3079,1.8762,0.0769
7,Pogoń Szczecin,Raków Częstochowa,666,2,0,2,H,0,1,1,0,0,1.3435,1.2475,2.591,0.3905,0.2641,0.3455,H,1,0.9404,0.5268,0.0749,0.2691,0.5207,0.738,0.9251,0.7309,0.4793,0.262,0.6565,1.2475
7,Cracovia,Legia Warszawa,666,2,1,3,H,1,1,1,1,0,1.5695,1.4342,3.0037,0.4086,0.2422,0.3492,H,1,0.895,0.6031,0.0496,0.1986,0.4224,0.6464,0.9504,0.8014,0.5776,0.3536,0.4305,0.4342
7,GKS Katowice,Radomiak Radom,666,3,2,5,H,1,1,1,1,1,1.8833,1.4012,3.2845,0.4888,0.2242,0.287,H,1,0.7157,0.6391,0.0375,0.1605,0.3626,0.5838,0.9625,0.8395,0.6374,0.4162,1.1167,0.5988
7,Lech Poznań,Widzew Łódź,666,2,1,3,H,1,1,1,1,0,1.9573,0.898,2.8553,0.6213,0.2128,0.1659,H,1,0.476,0.5089,0.0575,0.2218,0.4564,0.6796,0.9425,0.7782,0.5436,0.3204,0.0427,0.102
7,Jagiellonia Białystok,Lechia Gdańsk,666,2,0,2,H,0,1,1,0,0,3.0034,1.2311,4.2345,0.7309,0.1435,0.1255,H,1,0.3134,0.6729,0.0145,0.0759,0.2059,0.3895,0.9855,0.9241,0.7941,0.6105,1.0034,1.2311
8,Wisła Płock,Cracovia,675,0,0,0,D,0,0,0,0,0,1.9639,0.685,2.6489,0.676,0.2031,0.1209,H,0,1.5941,0.4263,0.0707,0.2581,0.5062,0.7254,0.9293,0.7419,0.4938,0.2746,1.9639,0.685
8,Legia Warszawa,Radomiak Radom,675,4,1,5,H,1,1,1,1,1,2.085,1.0795,3.1645,0.6047,0.2062,0.189,H,1,0.503,0.5782,0.0422,0.1759,0.3874,0.6105,0.9578,0.8241,0.6126,0.3895,1.915,0.0795
8,Lechia Gdańsk,GKS Katowice,675,2,0,2,H,0,1,1,0,0,1.8638,1.7713,3.6351,0.4096,0.218,0.3724,H,1,0.8925,0.7012,0.0264,0.1223,0.2966,0.5078,0.9736,0.8777,0.7034,0.4922,0.1362,1.7713
8,Motor Lublin,Bruk-Bet Termalica Nieciecza,675,1,1,2,D,1,1,1,0,0,1.4374,1.6425,3.0799,0.3365,0.2381,0.4255,A,0,1.4352,0.6149,0.046,0.1875,0.4055,0.6294,0.954,0.8125,0.5945,0.3706,0.4374,0.6425
8,Korona Kielce,Pogoń Szczecin,675,1,0,1,H,0,1,0,0,0,1.2508,1.3341,2.5849,0.3482,0.2645,0.3873,A,0,1.0551,0.5257,0.0754,0.2703,0.5222,0.7393,0.9246,0.7297,0.4778,0.2607,0.2508,1.3341
8,Lech Poznań,Zagłębie Lubin,675,1,2,3,A,1,1,1,1,0,2.143,0.9059,3.0489,0.6572,0.195,0.1477,H,0,1.9123,0.5259,0.0474,0.192,0.4123,0.6363,0.9526,0.808,0.5877,0.3637,1.143,1.0941
8,Raków Częstochowa,Górnik Zabrze,675,0,1,1,A,0,1,0,0,0,1.3139,0.7755,2.0894,0.4936,0.2859,0.2205,H,0,1.5118,0.3945,0.1238,0.3824,0.6525,0.8406,0.8762,0.6176,0.3475,0.1594,1.3139,0.2245
8,Piast Gliwice,Jagiellonia Białystok,675,1,1,2,D,1,1,1,0,0,1.098,1.113,2.211,0.351,0.2904,0.3585,A,0,1.2364,0.4475,0.1096,0.3519,0.6198,0.8172,0.8904,0.6481,0.3802,0.1828,0.098,0.113
8,Widzew Łódź,Arka Gdynia,675,2,0,2,H,0,1,1,0,0,1.024,0.6107,1.6347,0.4475,0.3374,0.2151,H,1,0.804,0.2929,0.195,0.5138,0.7744,0.9163,0.805,0.4862,0.2256,0.0837,0.976,0.6107
9,Arka Gdynia,Korona Kielce,684,0,0,0,D,0,0,0,0,0,0.6503,0.8462,1.4965,0.26,0.3652,0.3748,A,0,1.0074,0.273,0.2239,0.559,0.8097,0.9348,0.7761,0.441,0.1903,0.0652,0.6503,0.8462
9,Bruk-Bet Termalica Nieciecza,Lech Poznań,684,0,2,2,A,0,1,1,0,0,1.4985,1.3479,2.8464,0.409,0.2496,0.3413,H,0,1.0749,0.5748,0.0581,0.2233,0.4585,0.6816,0.9419,0.7767,0.5415,0.3184,1.4985,0.6521
9,Zagłębie Lubin,Motor Lublin,684,2,2,4,D,1,1,1,1,1,1.6963,1.2339,2.9302,0.4823,0.2391,0.2785,H,0,1.4307,0.5789,0.0534,0.2098,0.439,0.6629,0.9466,0.7902,0.561,0.3371,0.3037,0.7661
9,Górnik Zabrze,Widzew Łódź,684,3,2,5,H,1,1,1,1,1,1.433,0.8214,2.2544,0.5148,0.2699,0.2153,H,1,0.664,0.4265,0.1049,0.3415,0.6082,0.8086,0.8951,0.6585,0.3918,0.1914,1.567,1.1786
9,Radomiak Radom,Piast Gliwice,684,1,0,1,H,0,1,0,0,0,1.1644,1.0655,2.2299,0.3805,0.2885,0.331,H,1,0.9663,0.4509,0.1075,0.3473,0.6147,0.8134,0.8925,0.6527,0.3853,0.1866,0.1644,1.0655
9,Pogoń Szczecin,Lechia Gdańsk,684,3,4,7,A,1,1,1,1,1,2.6243,1.1608,3.7851,0.6867,0.1663,0.147,H,0,1.9171,0.637,0.0227,0.1087,0.2714,0.4767,0.9773,0.8913,0.7286,0.5233,0.3757,2.8392
9,GKS Katowice,Cracovia,684,0,3,3,A,0,1,1,1,0,1.6564,1.5837,3.2401,0.3992,0.2325,0.3683,H,0,0.9988,0.6431,0.0392,0.1661,0.3716,0.5936,0.9608,0.8339,0.6284,0.4064,1.6564,1.4163
9,Raków Częstochowa,Legia Warszawa,684,1,1,2,D,1,1,1,0,0,1.4292,0.9786,2.4078,0.4744,0.2674,0.2581,H,0,1.319,0.4747,0.09,0.3068,0.5677,0.7771,0.91,0.6932,0.4323,0.2229,0.4292,0.0214
9,Wisła Płock,Jagiellonia Białystok,684,0,1,1,A,0,1,0,0,0,1.47,0.664,2.134,0.5666,0.2653,0.1681,H,0,1.7833,0.3737,0.1184,0.371,0.6405,0.8322,0.8816,0.629,0.3595,0.1678,1.47,0.336
10,Wisła Płock,GKS Katowice,693,1,1,2,D,1,1,1,0,0,1.5852,0.5368,2.122,0.6315,0.2456,0.1229,H,0,1.4042,0.3303,0.1198,0.374,0.6437,0.8345,0.8802,0.626,0.3563,0.1655,0.5852,0.4632
10,Legia Warszawa,Pogoń Szczecin,693,1,0,1,H,0,1,0,0,0,1.7822,1.2828,3.065,0.4916,0.2322,0.2762,H,1,0.71,0.6011,0.0467,0.1896,0.4088,0.6327,0.9533,0.8104,0.5912,0.3673,0.7822,1.2828
10,Motor Lublin,Radomiak Radom,693,2,2,4,D,1,1,1,1,1,1.8621,1.5039,3.366,0.4624,0.2241,0.3135,H,0,1.4956,0.6569,0.0345,0.1507,0.3463,0.5658,0.9655,0.8493,0.6537,0.4342,0.1379,0.4961
10,Zagłębie Lubin,Arka Gdynia,693,4,0,4,H,0,1,1,1,1,1.1059,0.5271,1.633,0.4979,0.3269,0.1752,H,1,0.6973,0.2741,0.1953,0.5143,0.7748,0.9166,0.8047,0.4857,0.2252,0.0834,2.8941,0.5271
10,Korona Kielce,Lechia Gdańsk,693,3,0,3,H,0,1,1,1,0,1.7742,1.1583,2.9325,0.518,0.2336,0.2484,H,1,0.6578,0.5696,0.0533,0.2095,0.4385,0.6624,0.9467,0.7905,0.5615,0.3376,1.2258,1.1583
10,Cracovia,Górnik Zabrze,693,1,1,2,D,1,1,1,0,0,1.4547,1.1534,2.6081,0.4403,0.2599,0.2998,H,0,1.3475,0.5247,0.0737,0.2658,0.5164,0.7342,0.9263,0.7342,0.4836,0.2658,0.4547,0.1534
10,Lech Poznań,Jagiellonia Białystok,693,2,2,4,D,1,1,1,1,1,1.839,1.3569,3.1959,0.4884,0.2275,0.2841,H,0,1.4806,0.6245,0.0409,0.1717,0.3808,0.6035,0.9591,0.8283,0.6192,0.3965,0.161,0.6431
10,Piast Gliwice,Bruk-Bet Termalica Nieciecza,693,4,2,6,H,1,1,1,1,1,1.0569,0.807,1.8639,0.408,0.3184,0.2737,H,1,0.8966,0.3613,0.1551,0.4441,0.7135,0.8808,0.8449,0.5559,0.2865,0.1192,2.9431,1.193
10,Widzew Łódź,Raków Częstochowa,693,0,1,1,A,0,1,0,0,0,1.0164,1.2475,2.2639,0.3007,0.2839,0.4154,A,1,0.8785,0.4548,0.1039,0.3393,0.6056,0.8066,0.8961,0.6607,0.3944,0.1934,1.0164,0.2475
11,Arka Gdynia,Cracovia,702,2,1,3,H,1,1,1,1,0,0.5825,1.3852,1.9677,0.1563,0.2775,0.5663,A,0,1.8561,0.331,0.1398,0.4148,0.6854,0.8629,0.8602,0.5852,0.3146,0.1371,1.4175,0.3852
11,Bruk-Bet Termalica Nieciecza,Widzew Łódź,702,2,4,6,A,1,1,1,1,1,1.6589,1.2155,2.8744,0.4775,0.2423,0.2803,H,0,1.272,0.5695,0.0565,0.2187,0.4519,0.6754,0.9435,0.7813,0.5481,0.3246,0.3411,2.7845
11,Lechia Gdańsk,Wisła Płock,702,1,1,2,D,1,1,1,0,0,0.8279,1.3551,2.183,0.2289,0.2794,0.4917,A,0,1.2753,0.4178,0.1127,0.3587,0.6273,0.8227,0.8873,0.6413,0.3727,0.1773,0.1721,0.3551
11,Górnik Zabrze,Legia Warszawa,702,3,1,4,H,1,1,1,1,1,1.255,1.0679,2.3229,0.4057,0.2804,0.3138,H,1,0.9021,0.4692,0.098,0.3256,0.59,0.7947,0.902,0.6744,0.41,0.2053,1.745,0.0679
11,Radomiak Radom,Zagłębie Lubin,702,3,1,4,H,1,1,1,1,1,1.7498,1.3644,3.1142,0.4662,0.2333,0.3005,H,1,0.7631,0.6151,0.0444,0.1827,0.3981,0.6217,0.9556,0.8173,0.6019,0.3783,1.2502,0.3644
11,Pogoń Szczecin,Piast Gliwice,702,2,1,3,H,1,1,1,1,0,1.3635,0.8863,2.2498,0.4793,0.2769,0.2438,H,1,0.7355,0.4375,0.1054,0.3426,0.6094,0.8095,0.8946,0.6574,0.3906,0.1905,0.6365,0.1137
11,GKS Katowice,Lech Poznań,702,0,1,1,A,0,1,0,0,0,1.3322,1.7659,3.0981,0.2903,0.2327,0.477,A,1,0.7403,0.6102,0.0451,0.185,0.4016,0.6253,0.9549,0.815,0.5984,0.3747,1.3322,0.7659
11,Raków Częstochowa,Motor Lublin,702,2,0,2,H,0,1,1,0,0,1.9435,0.819,2.7625,0.6379,0.2114,0.1506,H,1,0.4495,0.4791,0.0631,0.2375,0.4785,0.7003,0.9369,0.7625,0.5215,0.2997,0.0565,0.819
11,Jagiellonia Białystok,Korona Kielce,702,3,1,4,H,1,1,1,1,1,1.7865,0.9378,2.7243,0.5736,0.231,0.1954,H,1,0.5558,0.5066,0.0656,0.2443,0.4877,0.7087,0.9344,0.7557,0.5123,0.2913,1.2135,0.0622
12,Wisła Płock,Bruk-Bet Termalica Nieciecza,711,3,1,4,H,1,1,1,1,1,1.6113,0.6445,2.2558,0.608,0.2453,0.1467,H,1,0.4976,0.3802,0.1048,0.3412,0.6078,0.8083,0.8952,0.6588,0.3922,0.1917,1.3887,0.3555
12,Motor Lublin,GKS Katowice,711,2,5,7,A,1,1,1,1,1,1.7239,1.3757,3.0996,0.4577,0.2347,0.3075,H,0,1.1792,0.614,0.0451,0.1848,0.4013,0.6249,0.9549,0.8152,0.5987,0.3751,0.2761,3.6243
12,Zagłębie Lubin,Legia Warszawa,711,3,1,4,H,1,1,1,1,1,1.294,1.4765,2.7705,0.3319,0.2532,0.415,A,0,1.1029,0.56,0.0626,0.2362,0.4765,0.6985,0.9374,0.7638,0.5235,0.3015,1.706,0.4765
12,Korona Kielce,Górnik Zabrze,711,1,1,2,D,1,1,1,0,0,1.0327,1.0057,2.0384,0.3545,0.3049,0.3405,H,0,1.1876,0.4084,0.1302,0.3957,0.6663,0.8501,0.8698,0.6043,0.3337,0.1499,0.0327,0.0057
12,Cracovia,Raków Częstochowa,711,2,0,2,H,0,1,1,0,0,1.243,1.2476,2.4906,0.3636,0.2706,0.3658,A,0,1.0117,0.5072,0.0829,0.2892,0.5462,0.7596,0.9171,0.7108,0.4538,0.2404,0.757,1.2476
12,Lech Poznań,Pogoń Szczecin,711,2,2,4,D,1,1,1,1,1,1.905,1.2081,3.1131,0.5364,0.2231,0.2405,H,0,1.5001,0.5969,0.0445,0.1829,0.3984,0.6219,0.9555,0.8171,0.6016,0.3781,0.095,0.7919
12,Jagiellonia Białystok,Arka Gdynia,711,4,0,4,H,0,1,1,1,1,2.0431,0.513,2.5561,0.7356,0.1829,0.0815,H,1,0.3071,0.3493,0.0776,0.276,0.5295,0.7456,0.9224,0.724,0.4705,0.2544,1.9569,0.513
