kolejka,gospodarz,gosc,gole_gosp,gole_gosc,wynik_1x2,lambda_home,lambda_away,p_home_log,p_draw_log,p_away_log,log_loss_log,log_loss_base
25,Górnik Zabrze,Raków Częstochowa,3,1,H,1.1862848747889452,1.178690294954391,0.4274,0.2852,0.2874,0.8501,1.0152
25,Radomiak Radom,Legia Warszawa,1,1,D,1.3137324662121712,1.4529973753902885,0.3794,0.3532,0.2674,1.0407,1.371
25,Pogoń Szczecin,Korona Kielce,2,1,H,1.7366552329648797,1.1340397211972288,0.4953,0.2497,0.255,0.7026,0.664
25,Cracovia,Wisła Płock,1,2,A,1.473007633288483,0.8928514555755104,0.5184,0.2072,0.2745,1.2929,1.4768
25,GKS Katowice,Lechia Gdańsk,2,0,H,1.6230014407547464,1.3748674415722129,0.4287,0.3165,0.2548,0.847,0.8349
25,Jagiellonia Białystok,Piast Gliwice,1,2,A,1.7730885709291233,1.0465157125457416,0.5182,0.2279,0.2538,1.3711,1.503
26,Jagiellonia Białystok,Wisła Płock,1,2,A,1.8702375815901886,1.026808262485442,0.5322,0.2088,0.259,1.3509,1.5862
26,Legia Warszawa,Raków Częstochowa,1,1,D,1.3605702792138095,1.141237582251837,0.4488,0.2667,0.2845,1.3218,1.3169
26,Lechia Gdańsk,Pogoń Szczecin,2,1,H,1.5714570765790692,1.614273155321624,0.3648,0.3821,0.2531,1.0084,0.985
26,Motor Lublin,Zagłębie Lubin,1,0,H,1.5374688593461294,1.2484895271813186,0.4453,0.2822,0.2725,0.809,0.8206
26,Korona Kielce,Arka Gdynia,3,0,H,1.642333168738377,0.8540541568531124,0.5416,0.1862,0.2722,0.6132,0.5793
26,Cracovia,GKS Katowice,1,0,H,1.542585412698552,1.0311593080538142,0.4936,0.2292,0.2772,0.7061,0.7105
26,Lech Poznań,Bruk-Bet Termalica Nieciecza,4,1,H,2.106124683380426,0.9165573240390169,0.5815,0.1735,0.2449,0.5421,0.4348
26,Piast Gliwice,Radomiak Radom,3,1,H,1.326145502926831,1.1017508757781844,0.4535,0.2591,0.2874,0.7908,0.8729
26,Widzew Łódź,Górnik Zabrze,0,0,D,1.2645104616643885,1.1470830017028328,0.4365,0.2743,0.2892,1.2936,1.2901
27,Arka Gdynia,Zagłębie Lubin,3,1,H,1.121324982437178,1.222462115842343,0.4051,0.3111,0.2837,0.9036,1.0931
27,Bruk-Bet Termalica Nieciecza,Piast Gliwice,3,2,H,1.2553605543940465,1.2490910896855703,0.4174,0.3048,0.2778,0.8738,1.0035
27,Lechia Gdańsk,Korona Kielce,4,2,H,1.5866911166597184,1.2925759517900202,0.4529,0.2833,0.2638,0.7922,0.8148
27,Górnik Zabrze,Cracovia,3,0,H,1.3149692159332163,1.056938191443561,0.4649,0.2531,0.282,0.7659,0.8559
27,Radomiak Radom,Motor Lublin,1,1,D,1.691801801156708,1.248613693355844,0.4764,0.2628,0.2608,1.3363,1.4302
27,Pogoń Szczecin,Legia Warszawa,0,2,A,1.6045070981880527,1.3788474729863187,0.4369,0.303,0.2601,1.3467,1.1108
27,GKS Katowice,Wisła Płock,1,0,H,1.4969549807547293,1.07153931399078,0.4864,0.2403,0.2733,0.7207,0.7548
27,Raków Częstochowa,Widzew Łódź,1,1,D,1.519780726285207,0.8547130388250277,0.5316,0.194,0.2744,1.6398,1.3496
27,Jagiellonia Białystok,Lech Poznań,0,0,D,1.5826597155133046,1.4991336109339866,0.4078,0.3366,0.2556,1.0888,1.4309
28,Wisła Płock,Lechia Gdańsk,1,0,H,1.4227331023576903,1.3467167890632104,0.4211,0.315,0.2638,0.8648,0.9411
28,Legia Warszawa,Górnik Zabrze,1,1,D,1.5951630415786209,1.0552513992931387,0.5045,0.2329,0.2626,1.4571,1.3865
28,Motor Lublin,Raków Częstochowa,1,1,D,1.1724699528425522,1.4937985759129286,0.3621,0.3745,0.2634,0.9822,1.362
28,Zagłębie Lubin,Radomiak Radom,1,0,H,1.3515759142062407,1.2021014975568018,0.4466,0.284,0.2693,0.806,0.9104
28,Korona Kielce,Jagiellonia Białystok,1,1,D,1.483349052723876,1.4609556816816565,0.4011,0.3404,0.2585,1.0777,1.4041
28,Cracovia,Arka Gdynia,2,2,D,1.6969488167406888,0.8009852297635719,0.568,0.1763,0.2558,1.7357,1.4342
28,Lech Poznań,GKS Katowice,3,3,D,1.928564791733582,0.9876876072719166,0.553,0.1976,0.2494,1.6213,1.5228
28,Piast Gliwice,Pogoń Szczecin,0,2,A,1.3230190872874752,1.3340836437843808,0.4137,0.3195,0.2668,1.3214,0.9881
28,Widzew Łódź,Bruk-Bet Termalica Nieciecza,1,0,H,1.631970791242475,1.0150085458361622,0.517,0.2219,0.2611,0.6598,0.6583
29,Arka Gdynia,Jagiellonia Białystok,0,3,A,1.131020544122145,1.6975100782952377,0.316,0.4291,0.2549,1.3667,0.6809
29,Bruk-Bet Termalica Nieciecza,Wisła Płock,1,3,A,1.3519549776626874,1.229758691029909,0.4371,0.2986,0.2643,1.3307,1.0815
29,Legia Warszawa,Zagłębie Lubin,1,0,H,1.8154491116821625,0.8984404653512157,0.5506,0.2064,0.243,0.5967,0.5277
29,Lechia Gdańsk,Piast Gliwice,1,1,D,1.568012240563692,1.1909432234709392,0.4652,0.279,0.2558,1.2765,1.387
29,Górnik Zabrze,Korona Kielce,1,0,H,1.4758350711491852,1.0816344789999628,0.4808,0.259,0.2602,0.7323,0.7716
29,Radomiak Radom,Widzew Łódź,2,1,H,1.3614718851509677,1.132640955571922,0.4593,0.2757,0.265,0.778,0.8667
29,Pogoń Szczecin,Lech Poznań,1,2,A,1.5322739977678153,1.4627655921317428,0.4011,0.3466,0.2523,1.3773,1.0129
29,GKS Katowice,Motor Lublin,3,2,H,1.722218067820278,1.233121720217418,0.4698,0.2812,0.249,0.7554,0.7161
29,Raków Częstochowa,Cracovia,4,1,H,1.4499604158550503,0.9159436020187799,0.5139,0.2255,0.2607,0.6658,0.7024
30,Wisła Płock,Radomiak Radom,0,1,A,1.3103834793855627,1.1799070605758972,0.4461,0.2832,0.2707,1.3067,1.0969
30,Lechia Gdańsk,Raków Częstochowa,1,2,A,1.3301043556428493,1.4493528629463954,0.3767,0.343,0.2803,1.272,0.9152
30,Zagłębie Lubin,Bruk-Bet Termalica Nieciecza,1,2,A,1.5513109262754274,1.1133604973328666,0.4865,0.2579,0.2556,1.3643,1.2988
30,Korona Kielce,GKS Katowice,1,1,D,1.547727083703309,1.1804527481203955,0.4682,0.2723,0.2595,1.3008,1.3796
30,Cracovia,Pogoń Szczecin,1,1,D,1.4970606507854545,1.2790109513340202,0.4369,0.2963,0.2668,1.2165,1.377
30,Lech Poznań,Legia Warszawa,4,0,H,1.6029155404916966,1.1798036203561315,0.4735,0.2696,0.2569,0.7476,0.7511
30,Jagiellonia Białystok,Górnik Zabrze,1,2,A,1.6693349228411736,1.2348761109556092,0.4649,0.2784,0.2567,1.3598,1.2616
30,Piast Gliwice,Arka Gdynia,4,1,H,1.5438929646643333,0.8566627090942658,0.554,0.2074,0.2386,0.5906,0.6256
30,Widzew Łódź,Motor Lublin,2,0,H,1.5988954759968887,1.1243281086228067,0.4881,0.258,0.2539,0.7173,0.7265
31,Arka Gdynia,Górnik Zabrze,0,0,D,1.0439176024257755,1.4008272517863531,0.3543,0.3438,0.3019,1.0678,1.3158
31,Legia Warszawa,Widzew Łódź,1,0,H,1.633843827546206,0.9371098638052993,0.5429,0.2159,0.2412,0.6108,0.6212
31,Motor Lublin,Lech Poznań,0,1,A,1.2341962094267453,1.767732402882861,0.2735,0.4223,0.3042,1.1902,0.6949
31,Zagłębie Lubin,Cracovia,0,0,D,1.1299544057728996,1.2019654708756358,0.4184,0.2944,0.2873,1.2229,1.2689
31,Radomiak Radom,Lechia Gdańsk,3,1,H,1.6427574710258457,1.375807475369429,0.4142,0.311,0.2748,0.8815,0.8245
31,Pogoń Szczecin,Wisła Płock,3,0,H,1.7773990042902654,1.0342670681670196,0.5278,0.2294,0.2429,0.6391,0.6015
31,Korona Kielce,Piast Gliwice,1,1,D,1.3877898279300065,1.0747679267457682,0.4795,0.255,0.2655,1.3664,1.3155
31,GKS Katowice,Bruk-Bet Termalica Nieciecza,5,1,H,1.7911609657821879,1.141319655459726,0.4973,0.2514,0.2513,0.6985,0.6427
31,Raków Częstochowa,Jagiellonia Białystok,0,2,A,1.6919470966576102,1.1653317635651705,0.481,0.2611,0.258,1.3548,1.3364
32,Wisła Płock,Motor Lublin,0,4,A,1.4804849843020869,1.1756096171394188,0.4583,0.274,0.2676,1.3181,1.2008
32,Bruk-Bet Termalica Nieciecza,Legia Warszawa,0,1,A,1.1897519813008972,1.6587877791720238,0.2865,0.3966,0.3169,1.1492,0.7272
32,Górnik Zabrze,Zagłębie Lubin,0,2,A,1.5365404315144662,0.919474900277611,0.5435,0.2206,0.2358,1.4446,1.4885
32,Cracovia,Radomiak Radom,0,0,D,1.4970973589642456,1.0390676491311495,0.5022,0.2461,0.2517,1.4018,1.3496
32,Lech Poznań,Arka Gdynia,1,1,D,2.1679709372359275,0.7645350022866756,0.6632,0.15,0.1868,1.8973,1.684
32,Raków Częstochowa,Korona Kielce,2,0,H,1.6648368749127809,0.9559515220499709,0.5485,0.2172,0.2344,0.6006,0.6158
32,Jagiellonia Białystok,Pogoń Szczecin,3,2,H,1.8495904961400318,1.5008762963472961,0.4061,0.3067,0.2872,0.9012,0.7761
32,Piast Gliwice,GKS Katowice,0,0,D,1.4327557708186647,1.1258922065782477,0.4675,0.2684,0.2642,1.3155,1.337
32,Widzew Łódź,Lechia Gdańsk,3,1,H,1.4832119552377876,1.2756963086805722,0.4283,0.2937,0.278,0.8479,0.8661
33,Arka Gdynia,Bruk-Bet Termalica Nieciecza,2,3,A,1.3580127287701265,1.2544161622964185,0.4173,0.2986,0.2841,1.2584,1.0659
33,Wisła Płock,Górnik Zabrze,0,1,A,1.153362098570386,1.2025915808038834,0.4046,0.3059,0.2896,1.2394,0.9882
33,Lechia Gdańsk,Legia Warszawa,1,2,A,1.464185536500337,1.5403312269925302,0.3583,0.3337,0.3079,1.178,0.9278
33,Motor Lublin,Cracovia,3,3,D,1.3139651361204596,1.3631765400562095,0.3839,0.3183,0.2978,1.1449,1.3495
33,Zagłębie Lubin,Pogoń Szczecin,0,1,A,1.2986032581992757,1.46042019356441,0.3578,0.3339,0.3083,1.1768,0.8919
33,Radomiak Radom,Lech Poznań,1,3,A,1.194597279009718,1.5403813844109258,0.3263,0.3531,0.3206,1.1375,0.7921
33,Korona Kielce,Widzew Łódź,1,0,H,1.4059602892281926,1.0690565250176092,0.4723,0.2669,0.2609,0.7502,0.8057
33,GKS Katowice,Jagiellonia Białystok,2,2,D,1.5745898091365618,1.517991233512848,0.3774,0.3224,0.3002,1.1321,1.4324
33,Piast Gliwice,Raków Częstochowa,1,3,A,1.1030875755979181,1.232523404955473,0.3906,0.3141,0.2953,1.2197,0.9376
34,Bruk-Bet Termalica Nieciecza,Lechia Gdańsk,3,2,H,1.5218786952559036,1.600637396940891,0.3249,0.3402,0.3349,1.1242,1.0097
34,Legia Warszawa,Motor Lublin,4,0,H,2.0374489836587246,1.0186637052447616,0.5719,0.2178,0.2103,0.5589,0.4957
34,Górnik Zabrze,Radomiak Radom,6,2,H,1.5420012985854845,1.0405994817649669,0.4958,0.2508,0.2534,0.7016,0.7154
34,Pogoń Szczecin,GKS Katowice,1,1,D,1.8643753499434255,1.200856452928197,0.4908,0.2581,0.251,1.3542,1.4859
34,Cracovia,Korona Kielce,1,1,D,1.4428849801780657,1.0612620429264068,0.4754,0.2599,0.2647,1.3475,1.3325
34,Lech Poznań,Wisła Płock,2,2,D,1.8796963537924838,0.8201004150363467,0.6107,0.1957,0.1936,1.6311,1.5218
34,Raków Częstochowa,Arka Gdynia,3,0,H,1.883813861951569,0.7790745442134146,0.6234,0.1892,0.1874,0.4726,0.4538
34,Jagiellonia Białystok,Zagłębie Lubin,1,0,H,1.9038009757042633,1.0560374294681691,0.5418,0.2319,0.2263,0.6129,0.5595
34,Widzew Łódź,Piast Gliwice,2,1,H,1.2449463936359024,1.0397523655332301,0.4544,0.2676,0.278,0.7888,0.8933
