kolejka,gospodarz,gosc,mecze_treningowe,gole_gosp,gole_gosc,suma_goli,wynik_1x2,btts_rzecz,over05_rzecz,over15_rzecz,over25_rzecz,over35_rzecz,lambda_home,lambda_away,lambda_total,rho,p_home,p_draw,p_away,wynik_pred,czy_trafil,log_loss,p_btts,p_under_05,p_under_15,p_under_25,p_under_35,p_over_05,p_over_15,p_over_25,p_over_35,blad_lambda_home,blad_lambda_away,jest_beniaminek,ben_druzyna,n_mecze_ben,waga_priora
1,Jagiellonia Białystok,Bruk-Bet Termalica Nieciecza,612,0,4,4,A,0,1,1,1,1,2.2682,0.8369,3.1051,-0.0426,0.6933,0.1872,0.1195,H,0,2.1244,0.5083,0.0485,0.1804,0.4001,0.6238,0.9515,0.8196,0.5999,0.3762,2.2682,3.1631,1,Bruk-Bet Termalica Nieciecza,0.0,1.0
1,Lech Poznań,Cracovia,612,1,4,5,A,1,1,1,1,1,2.1757,1.0432,3.2189,-0.0426,0.6276,0.2051,0.1674,H,0,1.7876,0.5742,0.0439,0.1649,0.376,0.5984,0.9561,0.8351,0.624,0.4016,1.1757,2.9568,0,,,
1,Widzew Łódź,Zagłębie Lubin,612,1,0,1,H,0,1,0,0,0,1.4467,0.9604,2.4071,-0.0426,0.4782,0.2767,0.2451,H,1,0.7377,0.472,0.0954,0.3016,0.5679,0.7772,0.9046,0.6984,0.4321,0.2228,0.4467,0.9604,0,,,
1,Wisła Płock,Korona Kielce,612,2,0,2,H,0,1,1,0,0,1.0975,1.0467,2.1442,-0.0426,0.3594,0.3072,0.3335,H,1,1.0235,0.4324,0.1229,0.3626,0.6377,0.8302,0.8771,0.6374,0.3623,0.1698,0.9025,1.0467,1,Wisła Płock,0.0,1.0
1,GKS Katowice,Raków Częstochowa,612,0,1,1,A,0,1,0,0,0,1.023,1.3056,2.3286,-0.0426,0.2862,0.2891,0.4246,A,1,0.8566,0.4669,0.103,0.3188,0.5885,0.7935,0.897,0.6812,0.4115,0.2065,1.023,0.3056,0,,,
1,Górnik Zabrze,Lechia Gdańsk,612,2,1,3,H,1,1,1,1,0,1.7919,0.9802,2.7721,-0.0426,0.5597,0.2405,0.1998,H,1,0.5803,0.5207,0.0672,0.2312,0.4761,0.6981,0.9328,0.7688,0.5239,0.3019,0.2081,0.0198,0,,,
1,Motor Lublin,Arka Gdynia,612,1,0,1,H,0,1,0,0,0,1.7543,1.1102,2.8645,-0.0426,0.5198,0.2448,0.2354,H,1,0.6543,0.5545,0.0618,0.2156,0.4542,0.6776,0.9382,0.7844,0.5458,0.3224,0.7543,1.1102,1,Arka Gdynia,0.0,1.0
1,Legia Warszawa,Piast Gliwice,612,0,1,1,A,0,1,0,0,0,1.4278,0.8827,2.3105,-0.0426,0.4924,0.2803,0.2273,H,0,1.4816,0.4457,0.1045,0.3231,0.5932,0.7972,0.8955,0.6769,0.4068,0.2028,1.4278,0.1173,0,,,
1,Radomiak Radom,Pogoń Szczecin,612,5,1,6,H,1,1,1,1,1,1.306,1.7441,3.0501,-0.0426,0.2832,0.2438,0.473,A,0,1.2617,0.6017,0.052,0.1872,0.4121,0.636,0.948,0.8128,0.5879,0.364,3.694,0.7441,0,,,
2,Arka Gdynia,Radomiak Radom,621,1,1,2,D,1,1,1,0,0,0.7518,0.4805,1.2323,-0.0249,0.3789,0.4121,0.209,D,1,0.8865,0.2016,0.2942,0.6483,0.8724,0.9634,0.7058,0.3517,0.1276,0.0366,0.2482,0.5195,1,Arka Gdynia,1.0,0.9091
2,Lechia Gdańsk,Lech Poznań,621,3,4,7,A,1,1,1,1,1,1.2175,1.8837,3.1012,-0.0249,0.2431,0.2299,0.527,A,1,0.6406,0.597,0.0476,0.182,0.4009,0.6246,0.9524,0.818,0.5991,0.3754,1.7825,2.1163,0,,,
2,Pogoń Szczecin,Motor Lublin,621,4,1,5,H,1,1,1,1,1,2.4171,1.1641,3.5812,-0.0249,0.648,0.1859,0.1661,H,1,0.4339,0.6265,0.0298,0.1256,0.3062,0.5193,0.9702,0.8744,0.6938,0.4807,1.5829,0.1641,0,,,
2,Korona Kielce,Legia Warszawa,621,0,2,2,A,0,1,1,0,0,1.1801,1.346,2.5261,-0.0249,0.3239,0.2736,0.4025,A,1,0.9101,0.5125,0.0831,0.2788,0.5371,0.752,0.9169,0.7212,0.4629,0.248,1.1801,0.654,0,,,
2,Cracovia,Bruk-Bet Termalica Nieciecza,621,2,0,2,H,0,1,1,0,0,0.61,0.9544,1.5644,-0.0249,0.2233,0.356,0.4207,A,0,1.4994,0.2808,0.2123,0.5335,0.7925,0.926,0.7877,0.4665,0.2075,0.074,1.39,0.9544,1,Bruk-Bet Termalica Nieciecza,1.0,0.9091
2,GKS Katowice,Zagłębie Lubin,621,2,2,4,D,1,1,1,1,1,1.6922,0.9089,2.6011,-0.0249,0.5557,0.2461,0.1982,H,0,1.4019,0.4871,0.077,0.2643,0.5181,0.7358,0.923,0.7357,0.4819,0.2642,0.3078,1.0911,0,,,
2,Raków Częstochowa,Wisła Płock,621,1,2,3,A,1,1,1,1,0,0.5504,0.3917,0.9421,-0.0249,0.313,0.4827,0.2043,D,0,1.5879,0.1372,0.3919,0.7549,0.93,0.9844,0.6081,0.2451,0.07,0.0156,0.4496,1.6083,1,Wisła Płock,1.0,0.9091
2,Jagiellonia Białystok,Widzew Łódź,621,3,2,5,H,1,1,1,1,1,2.1154,0.9728,3.0882,-0.0249,0.6336,0.2049,0.1615,H,1,0.4564,0.547,0.0479,0.184,0.4038,0.6275,0.9521,0.816,0.5962,0.3725,0.8846,1.0272,0,,,
2,Piast Gliwice,Górnik Zabrze,621,0,1,1,A,0,1,0,0,0,1.0447,0.8166,1.8613,-0.0249,0.3984,0.3258,0.2757,H,0,1.2883,0.3618,0.1588,0.4415,0.7141,0.8812,0.8412,0.5585,0.2859,0.1188,1.0447,0.1834,0,,,
3,Wisła Płock,Piast Gliwice,630,2,0,2,H,0,1,1,0,0,1.0449,0.8224,1.8673,-0.0193,0.3979,0.3239,0.2783,H,1,0.9217,0.3634,0.1571,0.4405,0.7125,0.8802,0.8429,0.5595,0.2875,0.1198,0.9551,0.8224,1,Wisła Płock,2.0,0.8333
3,Bruk-Bet Termalica Nieciecza,Pogoń Szczecin,630,1,1,2,D,1,1,1,0,0,1.2721,1.3846,2.6567,-0.0193,0.3415,0.2649,0.3936,A,0,1.3284,0.5395,0.0726,0.2542,0.5043,0.7236,0.9274,0.7458,0.4957,0.2764,0.2721,0.3846,1,Bruk-Bet Termalica Nieciecza,2.0,0.8333
3,Legia Warszawa,Arka Gdynia,630,0,0,0,D,0,0,0,0,0,1.7339,0.7319,2.4658,-0.0193,0.6118,0.2363,0.1519,H,0,1.4426,0.4274,0.087,0.2923,0.5526,0.7649,0.913,0.7077,0.4474,0.2351,1.7339,0.7319,1,Arka Gdynia,2.0,0.8333
3,Motor Lublin,Jagiellonia Białystok,630,1,1,2,D,1,1,1,0,0,1.6055,2.078,3.6835,-0.0193,0.2989,0.2143,0.4868,A,0,1.5403,0.6992,0.0268,0.1161,0.2883,0.4976,0.9732,0.8839,0.7117,0.5024,0.6055,1.078,0,,,
3,Zagłębie Lubin,Korona Kielce,630,1,1,2,D,1,1,1,0,0,1.1476,1.0031,2.1507,-0.0193,0.387,0.2994,0.3136,H,0,1.2058,0.4323,0.119,0.3642,0.636,0.829,0.881,0.6358,0.364,0.171,0.1476,0.0031,0,,,
3,Radomiak Radom,Raków Częstochowa,630,3,1,4,H,1,1,1,1,1,0.996,1.5148,2.5108,-0.0193,0.2464,0.2632,0.4904,A,0,1.4007,0.492,0.0836,0.2827,0.5411,0.7553,0.9164,0.7173,0.4589,0.2447,2.004,0.5148,0,,,
3,Cracovia,Lechia Gdańsk,630,2,2,4,D,1,1,1,1,1,2.4524,1.258,3.7104,-0.0193,0.6346,0.1855,0.1799,H,0,1.6849,0.6542,0.0259,0.1138,0.2838,0.4921,0.9741,0.8862,0.7162,0.5079,0.4524,0.742,0,,,
3,Lech Poznań,Górnik Zabrze,630,2,1,3,H,1,1,1,1,0,1.6584,0.9428,2.6012,-0.0193,0.5397,0.2487,0.2116,H,1,0.6168,0.4942,0.0764,0.2649,0.5181,0.7357,0.9236,0.7351,0.4819,0.2643,0.3416,0.0572,0,,,
3,Widzew Łódź,GKS Katowice,630,3,0,3,H,0,1,1,1,0,1.3744,1.2575,2.6319,-0.0193,0.3941,0.2663,0.3396,H,1,0.9312,0.5346,0.0743,0.2589,0.5104,0.729,0.9257,0.7411,0.4896,0.271,1.6256,1.2575,0,,,
4,Arka Gdynia,Pogoń Szczecin,639,2,1,3,H,1,1,1,1,0,0.8588,1.275,2.1338,-0.0349,0.2462,0.2972,0.4567,A,0,1.4017,0.4153,0.1229,0.3665,0.6405,0.8322,0.8771,0.6335,0.3595,0.1678,1.1412,0.275,1,Arka Gdynia,3.0,0.7692
4,Legia Warszawa,GKS Katowice,639,3,1,4,H,1,1,1,1,1,1.9232,1.0779,3.0011,-0.0349,0.567,0.2275,0.2055,H,1,0.5673,0.5633,0.0533,0.1954,0.423,0.647,0.9467,0.8046,0.577,0.353,1.0768,0.0779,0,,,
4,Lechia Gdańsk,Motor Lublin,639,3,3,6,D,1,1,1,1,1,2.0019,1.5973,3.5992,-0.0349,0.4708,0.2213,0.3079,H,0,1.5083,0.6898,0.0304,0.1227,0.3029,0.5154,0.9696,0.8773,0.6971,0.4846,0.9981,1.4027,0,,,
4,Górnik Zabrze,Bruk-Bet Termalica Nieciecza,639,0,1,1,A,0,1,0,0,0,1.2527,0.8571,2.1098,-0.0349,0.4506,0.2999,0.2494,H,0,1.3886,0.4111,0.1258,0.3726,0.647,0.8368,0.8742,0.6274,0.353,0.1632,1.2527,0.1429,1,Bruk-Bet Termalica Nieciecza,3.0,0.7692
4,Korona Kielce,Radomiak Radom,639,3,0,3,H,0,1,1,1,0,1.4051,1.232,2.6371,-0.0349,0.4057,0.2692,0.3251,H,1,0.9023,0.5345,0.0759,0.256,0.5092,0.7279,0.9241,0.744,0.4908,0.2721,1.5949,1.232,0,,,
4,Raków Częstochowa,Zagłębie Lubin,639,0,1,1,A,0,1,0,0,0,1.787,0.6065,2.3935,-0.0349,0.6558,0.2275,0.1168,H,0,2.1476,0.3786,0.0948,0.3064,0.5714,0.7801,0.9052,0.6936,0.4286,0.2199,1.787,0.3935,0,,,
4,Jagiellonia Białystok,Cracovia,639,5,2,7,H,1,1,1,1,1,2.1792,1.4359,3.6151,-0.0349,0.5419,0.2109,0.2472,H,1,0.6127,0.6759,0.0299,0.1213,0.3001,0.5121,0.9701,0.8787,0.6999,0.4879,2.8208,0.5641,0,,,
4,Piast Gliwice,Lech Poznań,639,1,0,1,H,0,1,0,0,0,1.0028,1.1396,2.1424,-0.0349,0.313,0.3044,0.3826,A,0,1.1616,0.4306,0.122,0.3642,0.6382,0.8306,0.878,0.6358,0.3618,0.1694,0.0028,1.1396,0,,,
4,Widzew Łódź,Wisła Płock,639,1,1,2,D,1,1,1,0,0,1.1278,1.1581,2.2859,-0.0349,0.3455,0.294,0.3605,A,0,1.2243,0.4638,0.1063,0.3295,0.5998,0.8022,0.8937,0.6705,0.4002,0.1978,0.1278,0.1581,1,Wisła Płock,3.0,0.7692
5,Wisła Płock,Legia Warszawa,648,1,0,1,H,0,1,0,0,0,1.3668,1.148,2.5148,-0.0221,0.4155,0.2728,0.3117,H,1,0.8782,0.5087,0.0837,0.2815,0.54,0.7544,0.9163,0.7185,0.46,0.2456,0.3668,1.148,1,Wisła Płock,4.0,0.7143
5,Bruk-Bet Termalica Nieciecza,Raków Częstochowa,648,2,3,5,A,1,1,1,1,1,0.9037,1.0168,1.9205,-0.0221,0.3092,0.3214,0.3694,A,1,0.9959,0.3797,0.1495,0.425,0.6982,0.8712,0.8505,0.575,0.3018,0.1288,1.0963,1.9832,1,Bruk-Bet Termalica Nieciecza,4.0,0.7143
5,Motor Lublin,Piast Gliwice,648,0,0,0,D,0,0,0,0,0,1.1827,1.1397,2.3224,-0.0221,0.3667,0.2878,0.3455,H,0,1.2454,0.4717,0.101,0.3228,0.5901,0.7948,0.899,0.6772,0.4099,0.2052,1.1827,1.1397,0,,,
5,Zagłębie Lubin,Lechia Gdańsk,648,6,2,8,H,1,1,1,1,1,1.6275,1.2943,2.9218,-0.0221,0.4498,0.248,0.3022,H,1,0.7989,0.5833,0.0563,0.2086,0.4409,0.6647,0.9437,0.7914,0.5591,0.3353,4.3725,0.7057,0,,,
5,Radomiak Radom,Jagiellonia Białystok,648,1,2,3,A,1,1,1,1,0,1.6721,1.9247,3.5968,-0.0221,0.3381,0.2217,0.4402,A,1,0.8205,0.6936,0.0294,0.1241,0.3033,0.5159,0.9706,0.8759,0.6967,0.4841,0.6721,0.0753,0,,,
5,Pogoń Szczecin,Górnik Zabrze,648,0,3,3,A,0,1,1,1,0,1.6463,1.011,2.6573,-0.0221,0.5197,0.2506,0.2298,H,0,1.4707,0.5135,0.0727,0.2539,0.5041,0.7235,0.9273,0.7461,0.4959,0.2765,1.6463,1.989,0,,,
5,Cracovia,Widzew Łódź,648,1,0,1,H,0,1,0,0,0,1.8622,1.1875,3.0497,-0.0221,0.5292,0.2311,0.2397,H,1,0.6364,0.5871,0.0497,0.1895,0.4122,0.6361,0.9503,0.8105,0.5878,0.3639,0.8622,1.1875,0,,,
5,GKS Katowice,Arka Gdynia,648,4,1,5,H,1,1,1,1,1,1.2906,0.8758,2.1664,-0.0221,0.4586,0.2914,0.2501,H,1,0.7796,0.4229,0.1175,0.36,0.6317,0.8259,0.8825,0.64,0.3683,0.1741,2.7094,0.1242,1,Arka Gdynia,4.0,0.7143
5,Lech Poznań,Korona Kielce,648,1,1,2,D,1,1,1,0,0,1.8446,0.8088,2.6534,-0.0221,0.6168,0.2264,0.1568,H,0,1.4853,0.4669,0.0727,0.2549,0.5051,0.7244,0.9273,0.7451,0.4949,0.2756,0.8446,0.1912,0,,,
6,Wisła Płock,Zagłębie Lubin,657,2,1,3,H,1,1,1,1,0,1.5607,0.7984,2.3591,-0.0212,0.5518,0.2594,0.1888,H,1,0.5946,0.4345,0.097,0.315,0.5804,0.7872,0.903,0.685,0.4196,0.2128,0.4393,0.2016,1,Wisła Płock,5.0,0.6667
6,Legia Warszawa,Jagiellonia Białystok,657,0,0,0,D,0,0,0,0,0,1.8081,1.4377,3.2458,-0.0212,0.4619,0.2327,0.3055,H,0,1.4582,0.6375,0.0411,0.1632,0.3704,0.5923,0.9589,0.8368,0.6296,0.4077,1.8081,1.4377,0,,,
6,Lechia Gdańsk,Arka Gdynia,657,1,0,1,H,0,1,0,0,0,1.6427,1.1788,2.8215,-0.0212,0.4794,0.249,0.2716,H,1,0.7352,0.5584,0.062,0.225,0.4643,0.6871,0.938,0.775,0.5357,0.3129,0.6427,1.1788,1,Arka Gdynia,5.0,0.6667
6,Górnik Zabrze,GKS Katowice,657,3,0,3,H,0,1,1,1,0,1.5937,1.0099,2.6036,-0.0212,0.5069,0.2556,0.2375,H,1,0.6793,0.5066,0.0765,0.2642,0.5175,0.7352,0.9235,0.7358,0.4825,0.2648,1.4063,1.0099,0,,,
6,Radomiak Radom,Bruk-Bet Termalica Nieciecza,657,1,1,2,D,1,1,1,0,0,1.4907,1.3216,2.8123,-0.0212,0.4101,0.2562,0.3337,H,0,1.3619,0.5681,0.0626,0.2265,0.4665,0.6892,0.9374,0.7735,0.5335,0.3108,0.4907,0.3216,1,Bruk-Bet Termalica Nieciecza,5.0,0.6667
6,Korona Kielce,Motor Lublin,657,2,0,2,H,0,1,1,0,0,1.5563,1.102,2.6583,-0.0212,0.4756,0.2578,0.2666,H,1,0.7432,0.5269,0.0726,0.2538,0.5039,0.7233,0.9274,0.7462,0.4961,0.2767,0.4437,1.102,0,,,
6,Raków Częstochowa,Lech Poznań,657,2,2,4,D,1,1,1,1,1,1.426,1.006,2.432,-0.0212,0.4643,0.2723,0.2633,H,0,1.3007,0.4819,0.0905,0.2989,0.5614,0.772,0.9095,0.7011,0.4386,0.228,0.574,0.994,0,,,
6,Piast Gliwice,Cracovia,657,0,0,0,D,0,0,0,0,0,1.2476,0.9923,2.2399,-0.0212,0.4182,0.2907,0.2911,H,0,1.2354,0.4485,0.1093,0.3422,0.6121,0.8115,0.8907,0.6578,0.3879,0.1885,1.2476,0.9923,0,,,
6,Widzew Łódź,Pogoń Szczecin,657,1,2,3,A,1,1,1,1,0,1.3227,1.4186,2.7413,-0.0212,0.3477,0.2607,0.3916,A,1,0.9375,0.556,0.067,0.2387,0.4835,0.705,0.933,0.7613,0.5165,0.295,0.3227,0.5814,0,,,
7,Arka Gdynia,Wisła Płock,666,1,0,1,H,0,1,0,0,0,0.7785,1.1033,1.8818,-0.0367,0.2514,0.3237,0.4249,A,0,1.3806,0.3614,0.1571,0.4341,0.7086,0.8778,0.8429,0.5659,0.2914,0.1222,0.2215,1.1033,1,Arka Gdynia,6.0,0.625
7,Bruk-Bet Termalica Nieciecza,Korona Kielce,666,1,3,4,A,1,1,1,1,1,1.3036,0.8783,2.1819,-0.0367,0.4598,0.2935,0.2467,H,0,1.3995,0.4258,0.1176,0.3542,0.6276,0.8229,0.8824,0.6458,0.3724,0.1771,0.3036,2.1217,1,Bruk-Bet Termalica Nieciecza,6.0,0.625
7,Zagłębie Lubin,Piast Gliwice,666,2,2,4,D,1,1,1,1,1,0.9292,0.8961,1.8253,-0.0367,0.341,0.3359,0.3231,H,0,1.091,0.3582,0.1661,0.4504,0.7238,0.8872,0.8339,0.5496,0.2762,0.1128,1.0708,1.1039,0,,,
7,Górnik Zabrze,Motor Lublin,666,0,1,1,A,0,1,0,0,0,1.8735,0.9228,2.7963,-0.0367,0.5931,0.2297,0.1772,H,0,1.7304,0.5101,0.0649,0.2278,0.4704,0.6928,0.9351,0.7722,0.5296,0.3072,1.8735,0.0772,0,,,
7,Pogoń Szczecin,Raków Częstochowa,666,2,0,2,H,0,1,1,0,0,1.3397,1.2454,2.5851,-0.0367,0.3853,0.2737,0.341,H,1,0.9537,0.5256,0.08,0.2657,0.5222,0.7392,0.92,0.7343,0.4778,0.2608,0.6603,1.2454,0,,,
7,Cracovia,Legia Warszawa,666,2,1,3,H,1,1,1,1,0,1.5761,1.433,3.0091,-0.0367,0.4063,0.2501,0.3436,H,1,0.9006,0.604,0.0534,0.1937,0.4212,0.6452,0.9466,0.8063,0.5788,0.3548,0.4239,0.433,0,,,
7,GKS Katowice,Radomiak Radom,666,3,2,5,H,1,1,1,1,1,1.8832,1.399,3.2822,-0.0367,0.4856,0.2315,0.2829,H,1,0.7223,0.6386,0.0412,0.1571,0.363,0.5843,0.9588,0.8429,0.637,0.4157,1.1168,0.601,0,,,
7,Lech Poznań,Widzew Łódź,666,2,1,3,H,1,1,1,1,0,1.9569,0.8972,2.8541,-0.0367,0.6177,0.2203,0.162,H,1,0.4818,0.5086,0.0613,0.2183,0.4567,0.6799,0.9387,0.7817,0.5433,0.3201,0.0431,0.1028,0,,,
7,Jagiellonia Białystok,Lechia Gdańsk,666,2,0,2,H,0,1,1,0,0,2.9962,1.2307,4.2269,-0.0367,0.728,0.1479,0.1241,H,1,0.3174,0.6725,0.0166,0.0744,0.2069,0.3909,0.9834,0.9256,0.7931,0.6091,0.9962,1.2307,0,,,
8,Wisła Płock,Cracovia,675,0,0,0,D,0,0,0,0,0,1.5253,1.1299,2.6552,-0.0214,0.4612,0.2599,0.2788,H,0,1.3473,0.5297,0.0729,0.2543,0.5046,0.7239,0.9271,0.7457,0.4954,0.2761,1.5253,1.1299,1,Wisła Płock,7.0,0.5882
8,Legia Warszawa,Radomiak Radom,675,4,1,5,H,1,1,1,1,1,2.0847,1.0795,3.1642,-0.0214,0.6026,0.2103,0.187,H,1,0.5064,0.5781,0.0443,0.1739,0.3875,0.6105,0.9557,0.8261,0.6125,0.3895,1.9153,0.0795,0,,,
8,Lechia Gdańsk,GKS Katowice,675,2,0,2,H,0,1,1,0,0,1.8668,1.768,3.6348,-0.0214,0.4091,0.2217,0.3692,H,1,0.8938,0.7011,0.0283,0.1204,0.2966,0.5079,0.9717,0.8796,0.7034,0.4921,0.1332,1.768,0,,,
8,Motor Lublin,Bruk-Bet Termalica Nieciecza,675,1,1,2,D,1,1,1,0,0,1.5323,1.296,2.8283,-0.0214,0.426,0.2544,0.3196,H,0,1.3688,0.5694,0.0616,0.2238,0.4628,0.6857,0.9384,0.7762,0.5372,0.3143,0.5323,0.296,1,Bruk-Bet Termalica Nieciecza,7.0,0.5882
8,Korona Kielce,Pogoń Szczecin,675,1,0,1,H,0,1,0,0,0,1.2514,1.3347,2.5861,-0.0214,0.3455,0.2699,0.3846,A,0,1.0628,0.526,0.078,0.2674,0.5219,0.739,0.922,0.7326,0.4781,0.261,0.2514,1.3347,0,,,
8,Lech Poznań,Zagłębie Lubin,675,1,2,3,A,1,1,1,1,0,2.1385,0.9046,3.0431,-0.0214,0.6547,0.1994,0.146,H,0,1.9244,0.5251,0.0497,0.1908,0.4136,0.6376,0.9503,0.8092,0.5864,0.3624,1.1385,1.0954,0,,,
8,Raków Częstochowa,Górnik Zabrze,675,0,1,1,A,0,1,0,0,0,1.3124,0.7736,2.086,-0.0214,0.491,0.2915,0.2175,H,0,1.5257,0.3936,0.1269,0.3805,0.6534,0.8413,0.8731,0.6195,0.3466,0.1587,1.3124,0.2264,0,,,
8,Piast Gliwice,Jagiellonia Białystok,675,1,1,2,D,1,1,1,0,0,1.099,1.1148,2.2138,-0.0214,0.3481,0.296,0.356,A,0,1.2175,0.4481,0.1122,0.3484,0.619,0.8166,0.8878,0.6516,0.381,0.1834,0.099,0.1148,0,,,
8,Widzew Łódź,Arka Gdynia,675,2,0,2,H,0,1,1,0,0,1.2572,0.7572,2.0144,-0.0214,0.4792,0.2995,0.2213,H,1,0.7356,0.38,0.1361,0.3994,0.6728,0.8545,0.8639,0.6006,0.3272,0.1455,0.7428,0.7572,1,Arka Gdynia,7.0,0.5882
9,Arka Gdynia,Korona Kielce,684,0,0,0,D,0,0,0,0,0,0.8465,0.951,1.7975,-0.0246,0.3039,0.3351,0.361,A,0,1.0934,0.3504,0.169,0.4603,0.7313,0.8917,0.831,0.5397,0.2687,0.1083,0.8465,0.951,1,Arka Gdynia,8.0,0.5556
9,Bruk-Bet Termalica Nieciecza,Lech Poznań,684,0,2,2,A,0,1,1,0,0,1.2226,1.4569,2.6795,-0.0246,0.3143,0.2633,0.4224,A,1,0.8618,0.5412,0.0716,0.2494,0.4987,0.7186,0.9284,0.7506,0.5013,0.2814,1.2226,0.5431,1,Bruk-Bet Termalica Nieciecza,8.0,0.5556
9,Zagłębie Lubin,Motor Lublin,684,2,2,4,D,1,1,1,1,1,1.6907,1.2315,2.9222,-0.0246,0.4788,0.2451,0.2761,H,0,1.406,0.5776,0.0566,0.2083,0.4408,0.6647,0.9434,0.7917,0.5592,0.3353,0.3093,0.7685,0,,,
9,Górnik Zabrze,Widzew Łódź,684,3,2,5,H,1,1,1,1,1,1.4299,0.819,2.2489,-0.0246,0.5115,0.2764,0.2121,H,1,0.6704,0.4253,0.1086,0.3398,0.6096,0.8097,0.8914,0.6602,0.3904,0.1903,1.5701,1.181,0,,,
9,Radomiak Radom,Piast Gliwice,684,1,0,1,H,0,1,0,0,0,1.1644,1.0677,2.2321,-0.0246,0.3767,0.2949,0.3284,H,1,0.9763,0.4514,0.1106,0.3435,0.6141,0.813,0.8894,0.6565,0.3859,0.187,0.1644,1.0677,0,,,
9,Pogoń Szczecin,Lechia Gdańsk,684,3,4,7,A,1,1,1,1,1,2.6171,1.161,3.7781,-0.0246,0.6837,0.1703,0.146,H,0,1.924,0.6367,0.0246,0.1076,0.2726,0.4782,0.9754,0.8924,0.7274,0.5218,0.3829,2.839,0,,,
9,GKS Katowice,Cracovia,684,0,3,3,A,0,1,1,1,0,1.6573,1.587,3.2443,-0.0246,0.3962,0.2374,0.3664,H,0,1.0041,0.6438,0.0415,0.163,0.3707,0.5927,0.9585,0.837,0.6293,0.4073,1.6573,1.413,0,,,
9,Raków Częstochowa,Legia Warszawa,684,1,1,2,D,1,1,1,0,0,1.4303,0.9769,2.4072,-0.0246,0.4721,0.2735,0.2544,H,0,1.2963,0.4743,0.0932,0.3038,0.5678,0.7772,0.9068,0.6962,0.4322,0.2228,0.4303,0.0231,0,,,
9,Wisła Płock,Jagiellonia Białystok,684,0,1,1,A,0,1,0,0,0,1.2542,1.1977,2.4519,-0.0246,0.3739,0.2794,0.3467,H,0,1.0592,0.4989,0.0893,0.2941,0.5562,0.7678,0.9107,0.7059,0.4438,0.2322,1.2542,0.1977,1,Wisła Płock,8.0,0.5556
10,Wisła Płock,GKS Katowice,693,1,1,2,D,1,1,1,0,0,1.4368,0.8973,2.3341,-0.0189,0.4942,0.2731,0.2328,H,0,1.2981,0.4515,0.0993,0.3207,0.587,0.7924,0.9007,0.6793,0.413,0.2076,0.4368,0.1027,1,Wisła Płock,9.0,0.5263
10,Legia Warszawa,Pogoń Szczecin,693,1,0,1,H,0,1,0,0,0,1.7808,1.2834,3.0642,-0.0189,0.4892,0.2363,0.2745,H,1,0.7151,0.6011,0.0487,0.1877,0.409,0.6329,0.9513,0.8123,0.591,0.3671,0.7808,1.2834,0,,,
10,Motor Lublin,Radomiak Radom,693,2,2,4,D,1,1,1,1,1,1.8638,1.5011,3.3649,-0.0189,0.4615,0.2277,0.3108,H,0,1.4797,0.6566,0.0364,0.1491,0.3466,0.5661,0.9636,0.8509,0.6534,0.4339,0.1362,0.4989,0,,,
10,Zagłębie Lubin,Arka Gdynia,693,4,0,4,H,0,1,1,1,1,1.2917,0.7328,2.0245,-0.0189,0.4961,0.2947,0.2092,H,1,0.7009,0.3767,0.1344,0.3971,0.67,0.8527,0.8656,0.6029,0.33,0.1473,2.7083,0.7328,1,Arka Gdynia,9.0,0.5263
10,Korona Kielce,Lechia Gdańsk,693,3,0,3,H,0,1,1,1,0,1.7735,1.1596,2.9331,-0.0189,0.5155,0.2378,0.2467,H,1,0.6627,0.5699,0.0553,0.2073,0.4384,0.6622,0.9447,0.7927,0.5616,0.3378,1.2265,1.1596,0,,,
10,Cracovia,Górnik Zabrze,693,1,1,2,D,1,1,1,0,0,1.4547,1.1526,2.6073,-0.0189,0.4381,0.2646,0.2973,H,0,1.3296,0.5244,0.0761,0.2637,0.5166,0.7344,0.9239,0.7363,0.4834,0.2656,0.4547,0.1526,0,,,
10,Lech Poznań,Jagiellonia Białystok,693,2,2,4,D,1,1,1,1,1,1.8381,1.358,3.1961,-0.0189,0.486,0.2314,0.2826,H,0,1.4636,0.6246,0.0428,0.1698,0.3807,0.6034,0.9572,0.8302,0.6193,0.3966,0.1619,0.642,0,,,
10,Piast Gliwice,Bruk-Bet Termalica Nieciecza,693,4,2,6,H,1,1,1,1,1,1.1106,0.7006,1.8112,-0.0189,0.4496,0.3224,0.228,H,1,0.7994,0.3378,0.1659,0.4571,0.7276,0.8895,0.8341,0.5429,0.2724,0.1105,2.8894,1.2994,1,Bruk-Bet Termalica Nieciecza,9.0,0.5263
10,Widzew Łódź,Raków Częstochowa,693,0,1,1,A,0,1,0,0,0,1.0148,1.2462,2.261,-0.0189,0.298,0.2891,0.4129,A,1,0.8845,0.4542,0.1067,0.3375,0.6064,0.8072,0.8933,0.6625,0.3936,0.1928,1.0148,0.2462,0,,,
11,Arka Gdynia,Cracovia,702,2,1,3,H,1,1,1,1,0,0.8539,1.4288,2.2827,-0.0172,0.2225,0.2743,0.5032,A,0,1.5027,0.4366,0.1042,0.3327,0.6006,0.8029,0.8958,0.6673,0.3994,0.1971,1.1461,0.4288,1,Arka Gdynia,10.0,0.5
