kolejka,gospodarz,gosc,mecze_treningowe,gole_gosp,gole_gosc,suma_goli,wynik_1x2,btts_rzecz,over05_rzecz,over15_rzecz,over25_rzecz,over35_rzecz,lambda_home,lambda_away,lambda_total,rho,p_home,p_draw,p_away,wynik_pred,czy_trafil,log_loss,p_btts,p_under_05,p_under_15,p_under_25,p_under_35,p_over_05,p_over_15,p_over_25,p_over_35,blad_lambda_home,blad_lambda_away,jest_beniaminek,ben_druzyna,n_mecze_ben,waga_priora
32,Raków Częstochowa,Korona Kielce,891,2,0,2,H,0,1,1,0,0,1.5279,0.7437,2.2716,-0.0734,0.5516,0.2754,0.173,H,1,0.5949,0.4108,0.1117,0.3288,0.6036,0.8051,0.8883,0.6712,0.3964,0.1949,0.4721,0.7437,0,,,
32,Jagiellonia Białystok,Pogoń Szczecin,891,3,2,5,H,1,1,1,1,1,1.9261,1.2352,3.1613,-0.0734,0.5276,0.2364,0.2361,H,1,0.6395,0.6059,0.0498,0.1689,0.3881,0.6112,0.9502,0.8311,0.6119,0.3888,1.0739,0.7648,0,,,
32,Piast Gliwice,GKS Katowice,891,0,0,0,D,0,0,0,0,0,1.3519,1.0883,2.4402,-0.0734,0.4184,0.2898,0.2918,H,0,1.2386,0.4916,0.0966,0.2904,0.5592,0.7703,0.9034,0.7096,0.4408,0.2297,1.3519,1.0883,0,,,
32,Widzew Łódź,Lechia Gdańsk,891,3,1,4,H,1,1,1,1,1,1.7743,1.3688,3.1431,-0.0734,0.4633,0.247,0.2897,H,1,0.7694,0.6191,0.0508,0.1711,0.3919,0.6152,0.9492,0.8289,0.6081,0.3848,1.2257,0.3688,0,,,
33,Arka Gdynia,Bruk-Bet Termalica Nieciecza,900,2,3,5,A,1,1,1,1,1,1.532,1.1952,2.7272,-0.0811,0.4409,0.2719,0.2871,H,0,1.2478,0.5466,0.0751,0.2341,0.487,0.7081,0.9249,0.7659,0.513,0.2919,0.468,1.8048,1,Arka Gdynia,32.0,0.2381
33,Wisła Płock,Górnik Zabrze,900,0,1,1,A,0,1,0,0,0,0.9371,0.9639,1.901,-0.0811,0.3228,0.34,0.3372,D,0,1.0872,0.3763,0.1604,0.4225,0.7034,0.8745,0.8396,0.5775,0.2966,0.1255,0.9371,0.0361,1,Wisła Płock,32.0,0.2381
33,Lechia Gdańsk,Legia Warszawa,900,1,2,3,A,1,1,1,1,0,1.6777,1.6226,3.3003,-0.0811,0.3884,0.2464,0.3652,H,0,1.0074,0.6527,0.045,0.1504,0.3594,0.5803,0.955,0.8496,0.6406,0.4197,0.6777,0.3774,0,,,
33,Motor Lublin,Cracovia,900,3,3,6,D,1,1,1,1,1,1.5754,1.3332,2.9086,-0.0811,0.4219,0.2639,0.3142,H,0,1.3321,0.584,0.0638,0.2039,0.444,0.6677,0.9362,0.7961,0.556,0.3323,1.4246,1.6668,0,,,
33,Zagłębie Lubin,Pogoń Szczecin,900,0,1,1,A,0,1,0,0,0,1.3556,1.3132,2.6688,-0.0811,0.3699,0.2799,0.3502,H,0,1.0492,0.5426,0.0793,0.2444,0.5013,0.721,0.9207,0.7556,0.4987,0.279,1.3556,0.3132,0,,,
33,Radomiak Radom,Lech Poznań,900,1,3,4,A,1,1,1,1,1,1.4055,1.68,3.0855,-0.0811,0.3134,0.2543,0.4323,A,1,0.8386,0.6141,0.0545,0.178,0.4043,0.6281,0.9455,0.822,0.5957,0.3719,0.4055,1.32,0,,,
33,Korona Kielce,Widzew Łódź,900,1,0,1,H,0,1,0,0,0,1.2598,0.9505,2.2103,-0.0811,0.4237,0.3072,0.269,H,1,0.8587,0.4394,0.1203,0.3414,0.6199,0.8173,0.8797,0.6586,0.3801,0.1827,0.2598,0.9505,0,,,
33,GKS Katowice,Jagiellonia Białystok,900,2,2,4,D,1,1,1,1,1,1.5727,1.5051,3.0778,-0.0811,0.3862,0.257,0.3568,H,0,1.3586,0.6166,0.0549,0.179,0.406,0.6298,0.9451,0.821,0.594,0.3702,0.4273,0.4949,0,,,
33,Piast Gliwice,Raków Częstochowa,900,1,3,4,A,1,1,1,1,1,0.987,1.0565,2.0435,-0.0811,0.3189,0.3262,0.3549,A,1,1.0358,0.4092,0.1405,0.3834,0.6649,0.8492,0.8595,0.6166,0.3351,0.1508,0.013,1.9435,0,,,
34,Bruk-Bet Termalica Nieciecza,Lechia Gdańsk,909,3,2,5,H,1,1,1,1,1,1.8094,1.8732,3.6826,-0.0727,0.3728,0.2289,0.3983,A,0,0.9868,0.7078,0.0314,0.1116,0.2884,0.4978,0.9686,0.8884,0.7116,0.5022,1.1906,0.1268,1,Bruk-Bet Termalica Nieciecza,33.0,0.2326
34,Legia Warszawa,Motor Lublin,909,4,0,4,H,0,1,1,1,1,1.8757,1.0711,2.9468,-0.0727,0.554,0.2398,0.2062,H,1,0.5906,0.5566,0.0602,0.1996,0.4352,0.6592,0.9398,0.8004,0.5648,0.3408,2.1243,1.0711,0,,,
34,Górnik Zabrze,Radomiak Radom,909,6,2,8,H,1,1,1,1,1,1.647,1.0143,2.6613,-0.0727,0.5131,0.2623,0.2246,H,1,0.6672,0.5146,0.0783,0.2473,0.5031,0.7226,0.9217,0.7527,0.4969,0.2774,4.353,0.9857,0,,,
34,Pogoń Szczecin,GKS Katowice,909,1,1,2,D,1,1,1,0,0,1.7711,1.2179,2.989,-0.0727,0.4957,0.2494,0.2549,H,0,1.3888,0.5843,0.0582,0.1929,0.4257,0.6497,0.9418,0.8071,0.5743,0.3503,0.7711,0.2179,0,,,
34,Cracovia,Korona Kielce,909,1,1,2,D,1,1,1,0,0,1.4386,0.993,2.4316,-0.0727,0.4644,0.2844,0.2513,H,0,1.2575,0.4802,0.097,0.2925,0.5615,0.7721,0.903,0.7075,0.4385,0.2279,0.4386,0.007,0,,,
34,Lech Poznań,Wisła Płock,909,2,2,4,D,1,1,1,1,1,1.7536,0.7068,2.4604,-0.0727,0.6173,0.2443,0.1384,H,0,1.4092,0.419,0.0931,0.2878,0.554,0.766,0.9069,0.7122,0.446,0.234,0.2464,1.2932,1,Wisła Płock,33.0,0.2326
34,Raków Częstochowa,Arka Gdynia,909,3,0,3,H,0,1,1,1,0,2.0868,0.6642,2.751,-0.0727,0.6989,0.2011,0.1,H,1,0.3582,0.4251,0.0703,0.2331,0.4813,0.7029,0.9297,0.7669,0.5187,0.2971,0.9132,0.6642,1,Arka Gdynia,33.0,0.2326
34,Jagiellonia Białystok,Zagłębie Lubin,909,1,0,1,H,0,1,0,0,0,1.9509,0.9728,2.9237,-0.0727,0.5943,0.2304,0.1752,H,1,0.5204,0.5336,0.0612,0.2034,0.4405,0.6643,0.9388,0.7966,0.5595,0.3357,0.9509,0.9728,0,,,
34,Widzew Łódź,Piast Gliwice,909,2,1,3,H,1,1,1,1,0,1.1581,0.9573,2.1154,-0.0727,0.3935,0.3157,0.2909,H,1,0.9328,0.4226,0.1303,0.366,0.6455,0.8357,0.8697,0.634,0.3545,0.1643,0.8419,0.0427,0,,,
