match_id,sezon,kolejka,data_meczu,gospodarz,gosc,gole_gosp,gole_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,flash_id,flash_url,has_observed_xg,xg_source,xg_gosp_obs,xg_gosc_obs,xg_gosp_hybrid,xg_gosc_hybrid
1759,2023/24,9,2023-09-23,Lech Poznań,Stal Mielec,2.0,1.0,13.0,10.0,5.0,3.0,Qau49m99,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=Qau49m99,0,imputed_constrained,,,1.5240680563544031,1.0475173155441249
1760,2023/24,9,2023-09-24,Legia Warszawa,Górnik Zabrze,2.0,1.0,17.0,11.0,6.0,3.0,xzq887OF,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=xzq887OF,0,imputed_constrained,,,1.8446079578323566,1.2024025481881646
1761,2023/24,9,2023-09-23,Radomiak Radom,Puszcza Niepołomice,1.0,1.0,23.0,9.0,4.0,2.0,KbYC7RwM,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=KbYC7RwM,0,imputed_constrained,,,2.199788865415775,1.5202396195458299
1762,2023/24,9,2023-09-24,Ruch Chorzów,Raków Częstochowa,3.0,5.0,10.0,9.0,4.0,7.0,bkXG6ogS,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/ruch-chorzow-S4zygtuJ/szczegoly/statystyki/?mid=bkXG6ogS,0,imputed_constrained,,,1.676481440956823,2.2391013413199783
1763,2023/24,9,2023-09-22,ŁKS Łódź,Jagiellonia Białystok,2.0,2.0,6.0,16.0,4.0,8.0,jsPr251q,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/lks-lodz-ShUKWHDG/szczegoly/statystyki/?mid=jsPr251q,0,imputed_constrained,,,0.8531666989983008,1.9581423438322334
1764,2023/24,9,2023-09-23,Śląsk Wrocław,Piast Gliwice,1.0,0.0,14.0,10.0,6.0,2.0,UXNn1PGk,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=UXNn1PGk,0,imputed_constrained,,,0.7984215948273244,1.3927500413888168
1765,2023/24,10,2023-10-02,Górnik Zabrze,Zagłębie Lubin,0.0,2.0,25.0,9.0,6.0,3.0,CdDi0qWe,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=CdDi0qWe,0,imputed_constrained,,,1.6182937720163117,1.3948809430263551
1766,2023/24,10,2023-10-01,Jagiellonia Białystok,Legia Warszawa,2.0,0.0,4.0,15.0,2.0,1.0,QaHea3o2,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=QaHea3o2,0,imputed_constrained,,,1.2188515663761663,1.0886682612538168
1767,2023/24,10,2023-09-29,Piast Gliwice,Widzew Łódź,3.0,2.0,11.0,11.0,4.0,2.0,v35wOnO2,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=v35wOnO2,0,imputed_constrained,,,2.441185487656326,0.7780030305841771
1768,2023/24,10,2023-10-01,Pogoń Szczecin,Lech Poznań,5.0,0.0,16.0,7.0,9.0,3.0,Ig4sN6w9,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=Ig4sN6w9,0,imputed_constrained,,,2.6621454777321283,0.8903515806435766
1769,2023/24,10,2023-09-30,Puszcza Niepołomice,Ruch Chorzów,2.0,2.0,14.0,13.0,6.0,4.0,pGzvMQhF,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/ruch-chorzow-S4zygtuJ/szczegoly/statystyki/?mid=pGzvMQhF,0,imputed_constrained,,,2.0619900144801577,2.2644181938454775
1770,2023/24,10,2023-10-01,Raków Częstochowa,Radomiak Radom,3.0,0.0,12.0,11.0,8.0,3.0,O6ZsLp8L,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=O6ZsLp8L,0,imputed_constrained,,,1.9737511128724528,1.3247862192907573
1771,2023/24,10,2023-09-29,Stal Mielec,Korona Kielce,2.0,3.0,23.0,9.0,9.0,4.0,ITYoK4NR,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=ITYoK4NR,0,imputed_constrained,,,0.9726422636713705,1.4028139351738174
1772,2023/24,10,2023-09-30,Warta Poznań,Śląsk Wrocław,0.0,1.0,18.0,7.0,5.0,2.0,fkQDFOVr,https://www.flashscore.pl/mecz/pilka-nozna/slask-wroclaw-E1Oxemse/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=fkQDFOVr,0,imputed_constrained,,,1.5046063620197307,1.1561940977337528
1773,2023/24,10,2023-09-30,ŁKS Łódź,Cracovia,0.0,2.0,14.0,16.0,2.0,5.0,xEFIErok,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/lks-lodz-ShUKWHDG/szczegoly/statystyki/?mid=xEFIErok,0,imputed_constrained,,,1.0370458905637745,1.9552278349342034
1774,2023/24,11,2023-10-08,Cracovia,Jagiellonia Białystok,2.0,4.0,16.0,13.0,4.0,6.0,G4EMD20e,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=G4EMD20e,0,imputed_constrained,,,1.162629310595143,1.6083076726465617
1775,2023/24,11,2023-10-07,Zagłębie Lubin,Piast Gliwice,1.0,1.0,12.0,14.0,6.0,5.0,pvJQCMF1,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=pvJQCMF1,0,imputed_constrained,,,0.7276857941773501,2.038895037529593
1776,2023/24,11,2023-10-06,Korona Kielce,Warta Poznań,1.0,1.0,11.0,6.0,3.0,2.0,OUHUBtV7,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=OUHUBtV7,0,imputed_constrained,,,1.0488013374326612,1.0604997597344874
1777,2023/24,11,2023-10-06,Lech Poznań,Puszcza Niepołomice,4.0,1.0,13.0,10.0,9.0,2.0,QZeDzQ78,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/puszcza-dtqx13O8/szczegoly/statystyki/?mid=QZeDzQ78,0,imputed_constrained,,,1.6278290341206116,1.361777069307409
1778,2023/24,11,2023-10-08,Legia Warszawa,Raków Częstochowa,1.0,2.0,22.0,8.0,5.0,2.0,xAaHZqNE,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=xAaHZqNE,0,imputed_constrained,,,1.3798871731171969,1.2097159867584621
1779,2023/24,11,2023-10-07,Radomiak Radom,ŁKS Łódź,3.0,0.0,16.0,10.0,8.0,3.0,WWbLY3xL,https://www.flashscore.pl/mecz/pilka-nozna/lks-lodz-ShUKWHDG/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=WWbLY3xL,0,imputed_constrained,,,2.515328947979164,1.1261748461863568
1780,2023/24,11,2023-10-07,Ruch Chorzów,Pogoń Szczecin,0.0,3.0,10.0,17.0,5.0,8.0,ANcPXNiR,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/ruch-chorzow-S4zygtuJ/szczegoly/statystyki/?mid=ANcPXNiR,0,imputed_constrained,,,1.350005367429998,3.517316250513834
1781,2023/24,11,2023-10-07,Widzew Łódź,Stal Mielec,1.0,0.0,15.0,10.0,4.0,4.0,jHuhTs0r,https://www.flashscore.pl/mecz/pilka-nozna/stal-mielec-pxXiDZkQ/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=jHuhTs0r,0,imputed_constrained,,,1.72122388893373,1.070263069068309
1782,2023/24,11,2023-10-08,Śląsk Wrocław,Górnik Zabrze,1.0,1.0,15.0,12.0,8.0,2.0,U7vdS1Fl,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=U7vdS1Fl,0,imputed_constrained,,,1.7722152452347593,1.4199743959979323
1783,2023/24,12,2023-10-22,Górnik Zabrze,Raków Częstochowa,2.0,1.0,9.0,16.0,4.0,6.0,OUw0RLUf,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=OUw0RLUf,0,imputed_constrained,,,1.1891036660654721,1.608088947972223
1784,2023/24,12,2023-10-20,Jagiellonia Białystok,Zagłębie Lubin,3.0,0.0,18.0,8.0,8.0,1.0,xYs4Qup1,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=xYs4Qup1,0,imputed_constrained,,,1.8485291287380199,0.8000559316606997
1785,2023/24,12,2023-10-21,Lech Poznań,ŁKS Łódź,3.0,1.0,16.0,7.0,5.0,2.0,KdX8Paa7,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/lks-lodz-ShUKWHDG/szczegoly/statystyki/?mid=KdX8Paa7,0,imputed_constrained,,,1.7574743188342536,1.0372387359788124
1786,2023/24,12,2023-10-20,Piast Gliwice,Pogoń Szczecin,0.0,0.0,6.0,7.0,3.0,1.0,bmWCOJED,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=bmWCOJED,0,imputed_constrained,,,0.9677160475004939,0.7120866546503462
1787,2023/24,12,2023-10-21,Puszcza Niepołomice,Cracovia,1.0,1.0,14.0,10.0,3.0,3.0,QgKfm3iE,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/puszcza-dtqx13O8/szczegoly/statystyki/?mid=QgKfm3iE,0,imputed_constrained,,,1.3739151486007404,1.5723312855032656
1788,2023/24,12,2023-10-22,Radomiak Radom,Korona Kielce,1.0,1.0,13.0,20.0,4.0,3.0,2JsOVzMt,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=2JsOVzMt,0,imputed_constrained,,,1.5412579605621444,1.6430566830203182
1789,2023/24,12,2023-10-23,Stal Mielec,Warta Poznań,0.0,1.0,10.0,10.0,2.0,3.0,prXSUfym,https://www.flashscore.pl/mecz/pilka-nozna/stal-mielec-pxXiDZkQ/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=prXSUfym,0,imputed_constrained,,,0.8706685487656978,1.4056866137576731
1790,2023/24,12,2023-11-18,Widzew Łódź,Ruch Chorzów,2.0,1.0,32.0,4.0,12.0,1.0,boyXTEjg,https://www.flashscore.pl/mecz/pilka-nozna/ruch-chorzow-S4zygtuJ/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=boyXTEjg,1,observed_flash,0.96,0.24,0.96,0.24
1791,2023/24,12,2023-10-21,Śląsk Wrocław,Legia Warszawa,4.0,0.0,11.0,16.0,6.0,3.0,h8zyTY5a,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=h8zyTY5a,0,imputed_constrained,,,1.450268741443388,1.6155718558119343
1792,2023/24,13,2023-10-28,Cracovia,Lech Poznań,1.0,1.0,17.0,13.0,6.0,8.0,WbZvShL5,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=WbZvShL5,0,imputed_constrained,,,1.7766374126487536,1.4249818064837192
1793,2023/24,13,2023-10-29,Zagłębie Lubin,Radomiak Radom,2.0,3.0,30.0,9.0,7.0,5.0,lzUqRCzC,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=lzUqRCzC,0,imputed_constrained,,,1.8738315239215737,2.0994761248150593
1794,2023/24,13,2023-10-27,Korona Kielce,Puszcza Niepołomice,5.0,3.0,19.0,17.0,9.0,4.0,SQSmQWkI,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/puszcza-dtqx13O8/szczegoly/statystyki/?mid=SQSmQWkI,0,imputed_constrained,,,1.488254236784433,1.2875097831974651
1795,2023/24,13,2023-10-29,Legia Warszawa,Stal Mielec,1.0,3.0,25.0,3.0,5.0,3.0,MmSiPj5O,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=MmSiPj5O,0,imputed_constrained,,,1.8768981883883464,0.9291837296732113
1796,2023/24,13,2023-10-28,Pogoń Szczecin,Jagiellonia Białystok,2.0,1.0,16.0,6.0,6.0,1.0,KYpeOAKU,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=KYpeOAKU,0,imputed_constrained,,,1.4858019084066079,0.974756513186841
1797,2023/24,13,2023-10-29,Raków Częstochowa,Widzew Łódź,1.0,1.0,18.0,9.0,7.0,3.0,nPbaT2Hu,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=nPbaT2Hu,0,imputed_constrained,,,1.7741921910604868,1.2130499949789406
1798,2023/24,13,2023-10-28,Ruch Chorzów,Śląsk Wrocław,2.0,2.0,9.0,8.0,4.0,5.0,QFc3SMWo,https://www.flashscore.pl/mecz/pilka-nozna/ruch-chorzow-S4zygtuJ/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=QFc3SMWo,0,imputed_constrained,,,2.0815082067908857,2.08608801126077
1799,2023/24,13,2023-10-28,Warta Poznań,Piast Gliwice,1.0,1.0,7.0,13.0,1.0,3.0,fk27Rtnh,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=fk27Rtnh,0,imputed_constrained,,,0.7053501098672382,1.580320628435418
1800,2023/24,13,2023-10-27,ŁKS Łódź,Górnik Zabrze,0.0,5.0,14.0,18.0,0.0,7.0,Yu1BQ01b,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/lks-lodz-ShUKWHDG/szczegoly/statystyki/?mid=Yu1BQ01b,0,imputed_constrained,,,1.0704103668039797,1.8231379733823103
1801,2023/24,14,2023-11-06,Górnik Zabrze,Cracovia,1.0,0.0,18.0,9.0,8.0,1.0,G4jGPKG4,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/gornik-zabrze-2LH3Ywq4/szczegoly/statystyki/?mid=G4jGPKG4,1,observed_flash,1.18,0.21,1.18,0.21
1802,2023/24,14,2023-11-03,Jagiellonia Białystok,Stal Mielec,4.0,0.0,18.0,12.0,7.0,1.0,U7fKOvWA,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=U7fKOvWA,1,observed_flash,1.85,0.34,1.85,0.34
1803,2023/24,14,2023-11-04,Lech Poznań,Ruch Chorzów,2.0,0.0,18.0,10.0,6.0,4.0,OUgONboH,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/ruch-chorzow-S4zygtuJ/szczegoly/statystyki/?mid=OUgONboH,1,observed_flash,0.92,0.06,0.92,0.06
1804,2023/24,14,2023-11-03,Piast Gliwice,Korona Kielce,0.0,0.0,16.0,14.0,4.0,2.0,2LhSMI0N,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=2LhSMI0N,1,observed_flash,0.76,0.75,0.76,0.75
1805,2023/24,14,2023-11-04,Puszcza Niepołomice,Pogoń Szczecin,0.0,2.0,12.0,12.0,1.0,4.0,rX9PLxGT,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/puszcza-dtqx13O8/szczegoly/statystyki/?mid=rX9PLxGT,1,observed_flash,0.81,1.52,0.81,1.52
1806,2023/24,14,2023-11-05,Radomiak Radom,Legia Warszawa,0.0,1.0,18.0,9.0,0.0,5.0,ptdiHdOp,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=ptdiHdOp,1,observed_flash,1.07,0.96,1.07,0.96
1807,2023/24,14,2023-11-05,Raków Częstochowa,Zagłębie Lubin,5.0,0.0,26.0,4.0,9.0,1.0,bqpZut1o,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=bqpZut1o,1,observed_flash,3.2,0.19,3.2,0.19
1808,2023/24,14,2023-11-04,Widzew Łódź,Warta Poznań,0.0,1.0,26.0,3.0,7.0,1.0,Cnlwu0Gi,https://www.flashscore.pl/mecz/pilka-nozna/warta-poznan-CrVUWAl8/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=Cnlwu0Gi,1,observed_flash,1.39,0.9,1.39,0.9
1809,2023/24,14,2023-11-05,Śląsk Wrocław,ŁKS Łódź,2.0,1.0,11.0,11.0,3.0,2.0,fBwrvKVc,https://www.flashscore.pl/mecz/pilka-nozna/lks-lodz-ShUKWHDG/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=fBwrvKVc,1,observed_flash,0.93,0.89,0.93,0.89
1810,2023/24,15,2023-11-10,Cracovia,Śląsk Wrocław,0.0,1.0,24.0,5.0,7.0,3.0,Y1xnwvo4,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=Y1xnwvo4,1,observed_flash,1.05,0.66,1.05,0.66
1811,2023/24,15,2023-11-11,Zagłębie Lubin,Widzew Łódź,1.0,1.0,14.0,8.0,4.0,1.0,2ysjxb0A,https://www.flashscore.pl/mecz/pilka-nozna/widzew-lodz-rNOIW3uC/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=2ysjxb0A,1,observed_flash,1.58,0.87,1.58,0.87
1812,2023/24,15,2023-11-11,Korona Kielce,Jagiellonia Białystok,2.0,2.0,8.0,13.0,4.0,5.0,tSufyIFG,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=tSufyIFG,1,observed_flash,1.04,1.04,1.04,1.04
1813,2023/24,15,2023-11-12,Legia Warszawa,Lech Poznań,0.0,0.0,6.0,5.0,2.0,2.0,OjVbzxVM,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=OjVbzxVM,1,observed_flash,0.25,0.47,0.25,0.47
1814,2023/24,15,2023-11-12,Pogoń Szczecin,Raków Częstochowa,1.0,1.0,21.0,8.0,9.0,4.0,zRY2ZepT,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=zRY2ZepT,1,observed_flash,1.36,0.97,1.36,0.97
1815,2023/24,15,2023-11-13,Ruch Chorzów,Radomiak Radom,0.0,0.0,12.0,11.0,3.0,2.0,h6LUUFhp,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/ruch-chorzow-S4zygtuJ/szczegoly/statystyki/?mid=h6LUUFhp,1,observed_flash,0.55,0.58,0.55,0.58
1816,2023/24,15,2023-11-12,Stal Mielec,Górnik Zabrze,2.0,1.0,12.0,23.0,6.0,7.0,WdKYTZ7j,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=WdKYTZ7j,1,observed_flash,1.01,1.01,1.01,1.01
1817,2023/24,15,2023-11-10,Warta Poznań,Puszcza Niepołomice,0.0,2.0,10.0,9.0,5.0,4.0,8E3HhJpi,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=8E3HhJpi,1,observed_flash,0.58,0.81,0.58,0.81
1818,2023/24,15,2023-11-11,ŁKS Łódź,Piast Gliwice,3.0,3.0,15.0,11.0,5.0,4.0,n52Liw0c,https://www.flashscore.pl/mecz/pilka-nozna/lks-lodz-ShUKWHDG/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=n52Liw0c,1,observed_flash,1.82,1.28,1.82,1.28
1819,2023/24,16,2023-11-24,Jagiellonia Białystok,Piast Gliwice,0.0,0.0,17.0,13.0,6.0,2.0,tS1PjcF3,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=tS1PjcF3,1,observed_flash,1.36,1.01,1.36,1.01
1820,2023/24,16,2023-11-26,Lech Poznań,Widzew Łódź,1.0,3.0,19.0,14.0,8.0,7.0,fV5TkHU9,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=fV5TkHU9,1,observed_flash,0.05,0.69,0.05,0.69
1821,2023/24,16,2023-11-25,Legia Warszawa,Warta Poznań,2.0,2.0,19.0,14.0,4.0,3.0,xfeYlypG,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=xfeYlypG,1,observed_flash,2.0,1.16,2.0,1.16
1822,2023/24,16,2023-11-25,Pogoń Szczecin,Stal Mielec,2.0,3.0,31.0,7.0,7.0,4.0,GpfxleaM,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=GpfxleaM,1,observed_flash,2.29,1.98,2.29,1.98
1823,2023/24,16,2023-11-26,Puszcza Niepołomice,Górnik Zabrze,2.0,1.0,6.0,22.0,3.0,8.0,AL8umFES,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/puszcza-dtqx13O8/szczegoly/statystyki/?mid=AL8umFES,1,observed_flash,0.67,2.03,0.67,2.03
1824,2023/24,16,2023-11-27,Radomiak Radom,Śląsk Wrocław,0.0,1.0,12.0,13.0,2.0,3.0,CUf7rZMq,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=CUf7rZMq,1,observed_flash,1.49,1.44,1.49,1.44
1825,2023/24,16,2023-11-25,Raków Częstochowa,Cracovia,1.0,1.0,18.0,12.0,6.0,3.0,fgpCsgxj,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=fgpCsgxj,1,observed_flash,2.48,0.5,2.48,0.5
1826,2023/24,16,2023-11-26,Ruch Chorzów,Korona Kielce,1.0,1.0,9.0,25.0,3.0,5.0,8dlGtDid,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/ruch-chorzow-S4zygtuJ/szczegoly/statystyki/?mid=8dlGtDid,1,observed_flash,1.26,0.87,1.26,0.87
1827,2023/24,16,2023-11-24,ŁKS Łódź,Zagłębie Lubin,0.0,2.0,8.0,28.0,3.0,11.0,Maxb5dUd,https://www.flashscore.pl/mecz/pilka-nozna/lks-lodz-ShUKWHDG/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=Maxb5dUd,1,observed_flash,0.34,3.42,0.34,3.42
1828,2023/24,17,2023-12-03,Cracovia,Ruch Chorzów,4.0,4.0,23.0,17.0,7.0,8.0,0jy24Gq3,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/ruch-chorzow-S4zygtuJ/szczegoly/statystyki/?mid=0jy24Gq3,1,observed_flash,2.5,1.74,2.5,1.74
1829,2023/24,17,2023-12-01,Górnik Zabrze,Pogoń Szczecin,1.0,0.0,10.0,26.0,4.0,5.0,IRV63za9,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=IRV63za9,1,observed_flash,1.05,2.32,1.05,2.32
1830,2023/24,17,2023-12-03,Zagłębie Lubin,Legia Warszawa,0.0,3.0,14.0,11.0,1.0,4.0,dIUA2fEF,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=dIUA2fEF,1,observed_flash,0.89,1.74,0.89,1.74
1831,2023/24,17,2023-12-02,Korona Kielce,Lech Poznań,0.0,1.0,9.0,12.0,3.0,4.0,lEhvoSrr,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=lEhvoSrr,1,observed_flash,0.54,0.96,0.54,0.96
1832,2023/24,17,2024-03-12,Piast Gliwice,Puszcza Niepołomice,1.0,0.0,11.0,11.0,5.0,1.0,0ldrpnbl,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/puszcza-dtqx13O8/szczegoly/statystyki/?mid=0ldrpnbl,1,observed_flash,0.82,0.34,0.82,0.34
1833,2023/24,17,2024-02-28,Stal Mielec,ŁKS Łódź,1.0,0.0,13.0,11.0,4.0,2.0,rDomq6Df,https://www.flashscore.pl/mecz/pilka-nozna/lks-lodz-ShUKWHDG/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=rDomq6Df,1,observed_flash,1.67,0.43,1.67,0.43
1834,2023/24,17,2023-12-01,Warta Poznań,Jagiellonia Białystok,1.0,2.0,13.0,14.0,4.0,5.0,M3pirQS0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=M3pirQS0,1,observed_flash,1.36,2.21,1.36,2.21
1835,2023/24,17,2023-12-02,Widzew Łódź,Radomiak Radom,0.0,3.0,14.0,14.0,3.0,6.0,jwkespr7,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=jwkespr7,1,observed_flash,1.26,1.42,1.26,1.42
1836,2023/24,17,2023-12-03,Śląsk Wrocław,Raków Częstochowa,1.0,1.0,7.0,10.0,5.0,5.0,UTmat4cD,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=UTmat4cD,1,observed_flash,0.54,1.21,0.54,1.21
