match_id,gospodarz,gosc,gole_gosp,gole_gosc,data_meczu,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,rozne_gosp,rozne_gosc,faule_gosp,faule_gosc,spalone_gosp,spalone_gosc,zk_gosp,zk_gosc,czk_gosp,czk_gosc,druga_zk_gosp,druga_zk_gosc,dosrodkowania_gosp,dosrodkowania_gosc,dosrodkowania_celne_gosp,dosrodkowania_celne_gosc,odbiory_gosp,odbiory_gosc,podania_gosp,podania_gosc,podania_celne_gosp,podania_celne_gosc,kolejka
2024,LGD,MOT,0,2,2024-07-26,56.6,43.4,11,13,1,6,4,3,6,4,3,2,13,11,1,0,2,2,0,0,0,0,14,16,2,4,12,10,538,403,455,333,2
2025,STM,GKS,0,1,2024-07-27,63.2,36.8,15,9,3,2,5,4,7,3,4,2,15,12,0,3,0,0,0,0,0,0,28,16,11,3,8,9,559,326,472,236,2
2026,RAD,JAG,2,3,2024-07-27,48.3,51.7,26,10,6,4,10,2,10,4,11,2,6,11,1,1,0,1,0,0,0,0,22,10,9,3,8,11,364,410,313,344,2
2027,WID,LPO,2,1,2024-07-27,35.1,64.9,11,17,4,4,2,7,5,6,3,4,9,15,1,3,2,2,0,0,0,0,13,30,4,9,7,6,303,558,230,482,2
2028,ZAG,POG,2,2,2024-07-28,27.3,72.7,7,21,2,7,3,5,2,9,2,8,10,10,2,1,0,2,0,0,0,0,11,39,2,8,10,8,284,757,218,691,2
2029,PIA,ŚLĄ,2,0,2024-07-28,50.3,49.7,11,8,4,2,1,3,6,3,1,4,10,15,0,0,3,2,0,0,0,0,6,14,1,1,9,13,423,407,336,312,2
2030,KOR,LEG,0,1,2024-07-28,45.4,54.6,7,10,0,2,2,4,5,4,2,1,13,22,3,0,2,3,0,0,0,0,13,11,3,3,13,10,369,449,274,358,2
2031,RCZ,CRA,0,1,2024-07-29,59.1,40.9,18,2,7,1,5,0,6,1,7,3,9,11,1,0,2,2,0,0,0,0,36,11,8,0,10,10,466,338,369,222,2
2032,ZAG,PUN,1,0,2024-08-02,59.2,40.8,19,9,5,1,5,3,9,5,7,5,8,11,0,3,3,2,0,0,0,0,22,18,2,7,5,7,469,319,396,224,3
2033,GÓR,POG,1,0,2024-08-02,49,51,19,5,6,2,7,1,6,2,4,3,10,8,2,2,0,0,0,0,0,0,20,12,3,3,8,4,514,542,454,466,3
2034,GKS,RCZ,0,1,2024-08-03,58.7,41.3,19,8,5,2,6,2,8,4,11,1,13,12,1,0,0,2,0,0,0,0,32,12,12,2,7,9,476,342,375,247,3
2035,JAG,STM,2,0,2024-08-03,53.8,46.2,13,3,4,0,3,0,6,3,5,2,10,17,1,1,3,1,0,0,0,0,15,12,2,5,9,10,478,408,409,339,3
2036,LPO,LGD,3,1,2024-08-03,57.4,42.6,19,10,6,3,10,3,3,4,9,3,10,11,2,0,1,2,0,0,0,0,21,13,7,1,7,11,537,398,469,318,3
2037,MOT,KOR,1,1,2024-08-04,46.8,53.2,16,13,5,5,3,3,8,5,7,6,8,12,6,0,2,2,0,0,0,0,28,15,7,6,12,16,345,410,283,331,3
2038,ŚLĄ,RAD,1,2,2024-12-14,49.9,50.1,8,10,2,3,3,3,3,4,5,6,15,18,4,1,4,5,1,0,1,0,21,15,9,2,15,11,361,373,266,280,3
2039,LEG,PIA,1,2,2024-08-04,52.7,47.3,7,8,3,2,1,3,3,3,7,3,10,7,1,3,2,4,0,0,0,0,24,8,6,3,9,4,504,468,430,391,3
2040,CRA,WID,1,3,2024-08-05,48.2,51.8,9,9,2,5,1,1,6,3,2,0,17,13,1,1,2,5,0,0,0,0,25,17,3,1,10,10,369,406,275,312,3
2041,KOR,CRA,0,2,2024-08-10,60.3,39.7,14,13,4,5,4,3,6,5,10,7,14,25,1,0,3,3,0,0,0,0,38,16,7,4,9,9,393,266,306,193,4
2042,LGD,ZAG,1,1,2024-08-11,45.1,54.9,9,18,4,4,1,4,4,10,3,7,12,9,2,0,2,1,0,0,0,0,15,37,3,9,8,9,385,452,307,375,4
2043,MOT,JAG,0,2,2024-09-25,50.5,49.5,16,8,6,2,4,2,6,4,7,5,9,8,2,3,1,3,0,0,0,0,27,11,6,1,2,6,410,420,335,335,4
2044,PIA,GKS,2,2,2024-08-12,52.7,47.3,18,6,5,4,5,1,8,1,5,1,13,14,1,3,1,1,0,0,0,0,28,8,7,2,8,6,440,414,353,320,4
2045,POG,STM,1,0,2024-08-10,65.6,34.4,16,10,5,6,5,3,6,1,5,3,8,12,2,4,1,4,0,0,0,0,21,13,8,1,3,9,609,320,529,232,4
2046,PUN,LEG,2,2,2024-08-11,43.9,56.1,14,11,5,4,3,5,6,2,3,8,10,11,0,0,2,1,0,0,0,0,22,27,7,3,10,10,293,372,216,299,4
2047,RAD,GÓR,1,2,2024-08-09,33.3,66.7,10,8,5,2,1,2,4,4,3,2,14,13,0,0,0,2,0,0,0,0,12,16,4,3,12,10,325,665,268,586,4
2048,RCZ,LPO,0,0,2024-08-09,39.1,60.9,13,6,5,0,3,2,5,4,0,2,18,6,1,1,2,1,0,0,0,0,18,8,1,4,5,8,330,539,231,417,4
2049,WID,ŚLĄ,0,0,2024-08-11,51.1,48.9,6,17,1,3,2,8,3,6,7,8,4,8,2,2,0,0,1,0,0,0,16,24,5,5,10,8,417,387,340,323,4
2050,GKS,MOT,0,0,2024-08-16,50.5,49.5,16,10,1,3,5,1,10,6,1,3,16,9,4,2,3,2,0,0,0,0,16,19,5,6,9,9,453,433,364,336,5
2051,GÓR,RCZ,0,0,2024-08-18,53.4,46.6,10,15,0,5,2,5,8,5,5,4,6,12,1,2,2,3,0,0,0,0,15,20,2,9,10,5,511,444,437,398,5
2052,JAG,CRA,2,4,2024-08-17,75.2,24.8,23,13,6,6,11,0,6,7,13,3,4,12,1,0,1,2,0,0,0,0,43,10,8,5,10,9,627,209,555,142,5
2053,ZAG,LPO,0,1,2024-08-17,46.1,53.9,19,13,7,2,4,4,8,7,3,3,11,11,1,3,2,3,0,0,0,0,19,13,7,1,9,6,425,501,350,425,5
2054,LEG,RAD,4,1,2024-08-18,51.9,48.1,14,13,6,3,3,3,5,7,3,3,13,12,0,1,2,3,0,0,0,0,8,13,1,3,7,13,390,357,318,275,5
2055,POG,WID,2,0,2024-08-17,63.2,36.8,23,5,8,2,9,2,6,1,9,4,10,9,2,3,1,0,0,0,0,0,30,10,13,2,8,8,587,348,511,287,5
2056,PUN,LGD,4,1,2024-08-16,40.8,59.2,14,16,6,4,2,7,6,5,3,6,11,8,2,0,2,1,0,0,0,0,11,21,3,2,8,9,296,429,235,363,5
2057,STM,PIA,2,0,2024-08-19,43.2,56.8,5,7,3,2,0,3,2,2,1,5,13,5,1,5,5,0,0,0,0,0,12,18,2,5,2,8,391,509,307,411,5
2058,ŚLĄ,KOR,1,1,2024-08-18,44.3,55.7,16,17,5,5,3,4,8,8,2,5,14,18,0,2,2,4,1,0,0,0,14,31,6,8,7,12,318,387,259,326,5
2059,CRA,GÓR,3,2,2024-08-24,45.7,54.3,19,8,4,2,3,3,12,3,5,3,12,8,2,0,1,1,0,2,0,0,15,11,6,2,8,10,375,450,307,379,6
2060,GKS,JAG,3,1,2024-08-25,34.8,65.2,20,8,6,4,4,3,10,1,4,4,16,12,4,1,2,1,0,0,0,0,20,12,8,3,9,12,278,556,214,468,6
2061,KOR,STM,2,1,2024-08-26,49.7,50.3,9,13,2,4,5,5,2,4,4,3,13,14,1,2,1,1,0,0,0,0,13,22,4,5,7,16,417,412,351,328,6
2062,LPO,POG,2,0,2024-08-25,56,44,23,11,10,3,5,7,8,1,7,2,7,9,4,1,3,4,0,1,0,0,27,15,10,6,12,1,401,321,335,259,6
2063,LGD,RCZ,1,2,2024-08-23,50.7,49.3,8,14,1,4,3,4,4,6,5,2,14,15,2,0,2,2,0,0,0,0,15,15,3,6,5,7,355,343,272,265,6
2064,MOT,PUN,0,0,2024-08-24,57.5,42.5,17,10,2,3,9,4,6,3,6,4,12,10,1,3,1,3,0,0,0,0,21,10,4,1,5,9,362,274,306,211,6
2065,PIA,ZAG,1,0,2024-08-24,44.7,55.3,10,14,3,5,3,4,4,5,3,5,14,16,1,0,3,2,0,0,0,0,12,29,3,10,5,3,389,469,307,378,6
2066,WID,RAD,3,2,2024-08-23,52.3,47.7,16,6,7,3,1,1,8,2,7,4,13,22,5,4,2,7,0,1,0,1,23,19,6,5,8,4,394,360,324,287,6
2067,ŚLĄ,LEG,1,1,2024-08-25,34.5,65.5,10,11,4,3,2,3,4,5,1,4,13,9,2,0,2,4,0,0,0,0,14,21,3,5,13,11,250,484,181,388,6
2068,GÓR,LGD,2,3,2024-09-01,71.7,28.3,18,12,2,5,5,2,11,5,8,6,8,16,4,0,2,2,0,0,0,0,25,12,7,4,9,9,612,238,546,164,7
2069,JAG,WID,1,0,2024-09-01,57.3,42.7,12,10,4,3,6,2,2,5,4,8,12,9,4,0,1,7,0,1,0,1,16,22,3,6,10,5,501,363,435,301,7
2070,ZAG,GKS,1,0,2024-08-31,47.9,52.1,10,21,4,6,0,6,6,9,3,8,11,6,0,1,1,0,0,0,0,0,17,33,2,11,10,10,389,413,276,321,7
2071,LEG,MOT,5,2,2024-09-01,60.6,39.4,20,14,10,6,9,3,1,5,5,6,17,12,2,1,4,3,0,0,0,0,22,24,7,3,10,7,474,298,404,230,7
2072,POG,ŚLĄ,5,3,2024-09-01,61.9,38.1,14,14,5,5,4,4,5,5,6,4,10,17,1,0,2,4,0,0,0,0,21,14,6,5,8,14,439,270,352,187,7
2073,PUN,KOR,0,0,2024-08-31,35.4,64.6,9,15,3,3,4,7,2,5,2,10,16,19,1,1,1,2,0,0,0,0,8,25,2,2,14,8,237,419,170,345,7
2074,RAD,CRA,2,1,2024-08-31,47.9,52.1,11,21,5,3,2,7,4,11,2,6,13,17,0,1,2,3,0,0,0,0,17,24,3,4,15,12,350,376,279,304,7
2075,RCZ,PIA,0,1,2024-08-30,53.7,46.3,5,12,1,3,2,4,2,5,2,4,13,14,3,1,2,1,0,0,0,0,11,10,2,0,5,1,402,347,300,241,7
2076,STM,LPO,0,2,2024-08-30,43.7,56.3,11,12,1,3,3,5,7,4,5,4,14,14,1,3,2,1,1,0,0,0,17,12,4,3,9,4,388,510,296,407,7
2077,CRA,POG,2,1,2024-09-14,37.6,62.4,19,16,6,6,3,6,10,4,6,7,10,8,1,3,1,5,0,1,0,1,21,27,5,4,8,5,289,483,212,408,8
2078,GKS,WID,2,2,2024-09-13,41.1,58.9,17,19,5,4,5,7,7,8,5,4,14,12,6,1,2,3,0,0,0,0,22,22,4,5,10,7,363,526,282,446,8
2079,KOR,ZAG,2,0,2024-09-15,43.5,56.5,12,11,5,4,5,3,2,4,7,5,13,17,0,0,2,3,0,0,0,0,19,21,8,3,15,11,342,452,269,380,8
2080,LPO,JAG,5,0,2024-09-14,59.7,40.3,18,2,6,0,8,1,4,1,6,1,15,15,5,2,1,3,0,1,0,0,25,5,8,1,9,16,497,343,445,275,8
2081,LGD,RAD,1,0,2024-09-14,47.4,52.6,15,17,8,4,4,4,3,9,11,2,9,10,2,1,4,2,0,0,0,0,21,17,7,5,8,11,383,426,292,345,8
2082,LEG,RCZ,0,1,2024-09-15,59.7,40.3,10,6,3,2,1,2,6,2,3,0,8,16,3,0,4,4,0,0,0,0,19,6,5,0,10,8,493,342,405,259,8
2083,MOT,GÓR,1,0,2024-09-13,44.1,55.9,14,12,3,4,1,3,10,5,6,1,14,11,1,2,1,2,0,0,0,0,22,16,10,2,10,8,426,560,366,500,8
2084,PIA,PUN,1,1,2024-09-15,59.1,40.9,13,3,6,2,0,0,7,1,3,3,11,16,1,2,1,2,0,0,0,0,21,12,7,2,5,7,425,298,350,206,8
2085,ŚLĄ,STM,2,1,2024-10-23,41.3,58.7,15,20,4,8,5,4,6,8,5,3,13,6,1,0,3,1,0,0,0,0,16,22,5,7,10,11,339,478,260,389,8
2086,GÓR,GKS,3,0,2024-09-21,50.6,49.4,26,8,12,2,3,2,11,4,2,1,11,20,0,1,1,1,0,0,0,0,6,12,2,3,12,5,514,497,430,417,9
2087,JAG,LGD,3,2,2024-09-21,51.7,48.3,18,13,6,7,6,3,6,3,5,3,14,15,0,1,2,2,0,0,0,0,19,6,7,2,9,12,439,423,372,342,9
2088,LPO,ŚLĄ,1,0,2024-09-22,66.9,33.1,20,10,8,2,7,2,5,6,8,3,13,11,2,2,0,1,0,0,0,0,33,9,4,2,6,5,484,245,405,165,9
2089,POG,LEG,1,0,2024-09-20,51.6,48.4,17,11,6,1,5,7,6,3,5,11,13,9,0,4,3,2,0,0,0,0,17,31,6,5,5,11,435,389,363,302,9
2090,PUN,CRA,1,2,2024-09-21,40.9,59.1,13,22,2,7,6,7,5,8,2,7,13,8,1,1,7,4,1,0,1,0,21,11,6,3,16,7,261,394,178,324,9
2091,RAD,KOR,4,0,2024-09-20,56.3,43.7,18,11,6,3,4,2,8,6,4,3,16,13,0,1,5,5,0,0,0,0,19,16,3,3,13,14,401,312,311,240,9
2092,RCZ,ZAG,5,1,2024-09-22,50.8,49.2,10,9,6,1,3,3,1,5,2,4,6,12,2,1,3,0,0,0,0,0,8,19,2,3,6,12,380,354,306,263,9
2093,STM,MOT,1,0,2024-09-22,51.6,48.4,20,14,5,2,4,1,11,11,3,4,7,9,2,1,1,1,0,0,0,0,17,22,7,3,7,7,457,420,387,357,9
2094,WID,PIA,1,0,2024-09-21,47.9,52.1,11,12,3,3,2,5,6,4,2,9,14,14,2,6,2,1,0,0,0,0,13,23,2,4,5,10,442,468,371,385,9
2095,CRA,STM,1,1,2024-09-30,54.3,45.7,20,7,7,2,4,2,9,3,6,3,6,14,3,2,1,5,0,1,0,1,36,23,8,1,3,6,485,414,409,341,10
2096,GKS,POG,3,1,2024-09-27,42.8,57.2,15,14,6,6,2,4,7,4,7,7,8,11,4,1,2,3,0,0,0,0,29,25,13,5,7,6,323,448,238,365,10
2097,ZAG,RAD,1,0,2024-09-29,55,45,23,15,6,6,8,5,9,4,4,3,14,10,0,0,0,1,0,0,0,0,21,16,4,9,11,10,430,351,322,245,10
2098,KOR,LPO,2,3,2024-09-29,44.7,55.3,15,8,5,4,3,2,7,2,5,3,12,17,3,3,2,3,0,0,0,0,11,12,3,3,3,7,353,441,266,346,10
2099,LGD,WID,1,1,2024-09-27,41.4,58.6,10,19,2,9,2,2,6,8,2,5,14,9,4,0,5,1,0,0,0,0,11,31,1,8,13,12,354,494,263,414,10
2100,LEG,GÓR,1,1,2024-09-28,55.7,44.3,12,12,5,2,4,3,3,7,6,4,19,5,2,2,1,1,0,0,0,0,26,8,5,4,8,14,494,401,431,336,10
2101,MOT,ŚLĄ,2,1,2024-09-28,59.1,40.9,21,8,7,2,5,3,9,3,14,1,10,16,1,3,3,2,0,0,0,0,39,6,5,2,13,11,446,326,365,247,10
2102,PIA,JAG,0,1,2024-09-29,47.5,52.5,13,4,1,4,9,0,3,0,6,3,23,13,2,2,2,1,0,0,0,0,21,10,5,2,3,2,442,502,344,397,10
2103,RCZ,PUN,2,0,2024-09-28,69.9,30.1,14,4,6,0,4,1,4,3,5,0,14,28,1,4,3,3,0,0,0,0,14,3,5,0,3,15,469,205,377,116,10
2104,GÓR,ZAG,0,1,2024-10-05,70.5,29.5,27,15,3,4,13,6,11,5,17,5,4,13,1,2,2,2,0,0,0,0,36,13,6,3,6,6,617,264,541,197,11
2105,JAG,LEG,1,1,2024-10-06,45.7,54.3,12,22,7,10,0,4,5,8,2,3,13,10,1,1,3,4,0,0,0,0,7,27,3,10,7,15,446,511,379,432,11
2106,LPO,MOT,1,2,2024-10-05,73.2,26.8,25,10,3,6,14,2,8,2,6,2,10,11,2,3,0,4,0,0,0,0,46,11,6,3,8,9,697,258,616,183,11
2107,POG,PIA,1,0,2024-10-06,54.9,45.1,13,11,5,3,5,2,3,6,10,1,17,7,2,3,4,2,0,1,0,1,30,12,8,3,7,4,507,430,419,350,11
2108,PUN,GKS,0,6,2024-10-04,48.7,51.3,15,23,2,11,5,2,8,10,7,5,12,7,1,0,0,1,0,0,0,0,34,19,11,4,9,3,289,322,216,253,11
2109,RAD,RCZ,0,2,2024-10-05,49.4,50.6,9,21,4,5,2,5,3,11,6,7,15,12,0,4,4,1,0,0,0,0,25,20,7,5,3,5,387,405,303,322,11
2110,STM,LGD,2,1,2024-10-05,52.4,47.6,30,5,9,2,11,3,10,0,14,2,8,12,1,1,2,1,0,0,0,0,40,9,14,1,10,4,365,359,296,284,11
2111,WID,KOR,0,1,2024-10-04,62.7,37.3,20,9,1,6,10,1,9,2,8,4,14,12,1,3,1,4,0,0,0,0,24,10,6,2,5,12,471,284,381,186,11
2112,ŚLĄ,CRA,2,4,2024-10-06,57.9,42.1,14,13,6,6,4,1,4,6,3,7,18,11,1,1,4,2,0,0,0,0,14,20,4,7,10,7,395,278,321,212,11
2113,CRA,LPO,0,2,2024-10-19,34.5,65.5,5,17,1,7,2,8,2,2,2,6,17,17,1,1,2,3,0,0,0,0,19,13,2,5,7,12,303,602,223,510,12
2114,GKS,ŚLĄ,0,0,2024-10-20,53.3,46.7,13,16,3,4,3,6,7,6,7,6,8,20,2,6,2,1,0,0,0,0,17,30,5,6,9,13,378,313,270,230,12
2115,GÓR,STM,3,1,2024-10-20,58.2,41.8,22,13,11,3,4,8,7,2,9,8,6,10,0,1,5,3,0,0,0,0,19,28,4,8,12,6,544,367,471,290,12
2116,ZAG,JAG,1,3,2024-10-19,53.7,46.3,17,13,3,3,6,3,8,7,8,4,16,2,1,3,1,0,0,0,0,0,31,15,5,4,9,9,472,419,382,330,12
2117,KOR,PIA,0,2,2024-10-18,55.5,44.5,15,12,5,2,4,5,6,5,8,3,13,9,1,1,1,5,0,0,0,0,24,11,5,3,14,7,496,403,390,304,12
2118,LGD,LEG,0,2,2024-10-18,52.1,47.9,8,19,2,9,2,3,4,7,2,3,9,16,1,2,1,2,0,0,0,0,16,23,3,6,12,7,466,420,379,361,12
2119,MOT,WID,3,4,2024-10-19,44.1,55.9,11,15,6,4,1,6,4,5,5,2,14,9,4,3,1,3,0,0,0,0,18,15,5,3,11,15,429,555,347,474,12
2120,RAD,PUN,2,0,2024-10-21,56.2,43.8,15,6,3,1,1,2,11,3,7,3,9,22,1,4,2,1,0,0,0,0,23,15,5,4,7,11,376,297,285,187,12
2121,RCZ,POG,1,0,2024-10-20,57.9,42.1,14,5,4,2,1,1,9,2,5,1,4,12,2,4,2,0,1,1,1,0,34,6,10,0,10,6,470,359,400,278,12
2122,CRA,MOT,6,2,2024-10-26,47.1,52.9,22,9,11,3,6,2,5,4,6,4,10,8,1,2,3,3,0,0,0,0,21,12,10,2,6,8,375,428,315,354,13
2123,JAG,KOR,3,1,2024-10-27,58.2,41.8,8,16,5,7,0,2,3,7,3,5,18,14,2,1,1,2,0,0,0,0,11,24,5,5,15,10,518,358,439,289,13
2124,LPO,RAD,2,1,2024-10-26,57.9,42.1,17,14,9,2,3,3,5,9,5,4,18,15,0,0,0,3,0,0,0,0,19,15,5,5,8,7,515,369,440,289,13
2125,LEG,GKS,4,1,2024-10-27,62.3,37.7,29,8,8,3,10,0,11,5,11,3,13,4,3,3,2,1,0,0,0,0,26,9,9,3,9,9,553,342,473,266,13
2126,PIA,LGD,3,3,2024-10-25,66.4,33.6,15,14,5,8,6,2,4,4,13,1,10,12,1,0,4,2,0,0,0,0,39,8,8,1,6,5,573,301,485,226,13
2127,POG,PUN,2,1,2024-10-25,65.8,34.2,17,13,3,7,3,1,11,5,5,6,12,17,0,2,2,2,0,0,0,0,27,16,6,7,10,8,440,230,364,155,13
2128,STM,ZAG,2,2,2024-10-27,43.4,56.6,24,11,8,5,9,3,7,3,11,0,16,11,2,2,1,1,1,0,0,0,27,13,7,2,12,8,314,426,242,355,13
2129,WID,GÓR,0,2,2024-10-27,40.9,59.1,12,14,5,4,2,5,5,5,1,9,10,9,2,7,3,1,0,0,0,0,11,17,4,2,8,12,392,566,320,480,13
2130,ŚLĄ,RCZ,0,0,2024-10-26,48.3,51.7,7,9,0,2,1,2,6,5,3,6,16,12,1,3,2,3,0,0,0,0,17,23,5,4,13,5,334,350,224,252,13
2131,GKS,KOR,1,2,2024-11-04,60.9,39.1,13,13,5,4,6,4,2,5,7,6,7,9,5,0,2,0,0,0,0,0,35,17,7,5,17,11,488,318,398,237,14
2132,GÓR,JAG,0,2,2024-11-03,61.5,38.5,18,8,2,5,5,1,11,2,6,3,7,17,1,1,2,3,0,0,0,0,30,9,11,2,5,10,658,416,577,338,14
2133,ZAG,ŚLĄ,3,0,2024-11-04,43.9,56.1,17,10,7,1,4,3,6,6,6,6,11,16,1,0,3,4,0,0,0,0,16,21,4,4,7,22,281,356,187,267,14
2134,LGD,CRA,1,2,2024-11-03,55.6,44.4,13,17,4,8,2,2,7,7,5,4,17,9,1,3,6,2,1,0,1,0,15,14,2,4,13,10,454,359,376,284,14
2135,LEG,WID,2,1,2024-11-03,54.9,45.1,18,8,6,3,7,1,5,4,7,3,20,9,2,0,2,1,0,0,0,0,27,9,5,3,8,6,482,411,407,328,14
2136,MOT,POG,4,2,2024-11-02,38.4,61.6,10,18,5,8,1,4,4,6,2,5,12,9,3,1,3,2,0,0,0,0,15,26,1,4,9,10,377,610,305,533,14
2137,PUN,LPO,2,0,2024-11-02,30.9,69.1,17,12,10,3,1,3,6,6,5,5,14,5,0,2,6,1,0,1,0,0,21,27,10,1,13,8,263,602,179,515,14
2138,RAD,PIA,1,1,2024-11-03,53.5,46.5,12,17,5,5,3,5,4,7,4,9,10,14,0,4,1,1,0,0,0,0,19,25,5,7,12,6,461,392,355,301,14
2139,RCZ,STM,1,0,2024-11-02,63.8,36.2,17,8,3,5,4,1,10,2,7,1,13,16,1,1,2,3,0,0,0,0,21,7,5,4,9,13,505,293,413,181,14
2140,CRA,GKS,3,4,2024-11-09,53.7,46.3,12,13,5,7,2,1,5,5,6,3,13,7,1,1,4,5,0,0,0,0,37,16,7,2,1,9,473,427,366,316,15
2141,JAG,RCZ,2,2,2024-11-10,64,36,22,10,11,4,2,3,9,3,6,2,10,20,1,0,4,4,0,1,0,1,17,10,4,2,10,9,631,351,549,269,15
2142,KOR,LGD,0,0,2024-11-09,47.9,52.1,18,6,4,0,6,2,8,4,6,4,10,11,1,0,2,4,0,0,0,0,22,16,10,2,9,7,389,431,319,361,15
2143,LPO,LEG,5,2,2024-11-10,52.7,47.3,19,18,11,4,5,7,3,7,5,6,10,18,0,0,3,3,0,0,0,0,15,19,2,5,10,9,393,352,320,281,15
2144,PIA,MOT,2,3,2024-11-08,50,50,15,6,6,3,6,1,3,2,5,2,13,14,3,2,0,1,0,0,0,0,28,6,5,1,6,7,496,517,410,433,15
2145,POG,RAD,0,1,2024-11-08,61,39,24,11,9,3,7,2,8,6,17,6,8,12,0,3,2,1,0,0,0,0,38,18,4,1,10,13,477,312,386,217,15
2146,STM,PUN,2,0,2024-11-10,64.9,35.1,18,5,6,2,6,0,6,3,8,2,10,13,1,0,0,2,0,0,0,0,32,8,7,1,8,13,489,275,412,193,15
2147,WID,ZAG,2,0,2024-11-09,42.1,57.9,15,15,6,6,2,2,7,7,6,6,3,10,1,2,1,2,0,0,0,0,15,29,3,7,6,5,361,495,288,419,15
2148,ŚLĄ,GÓR,0,1,2024-11-09,45,55,10,13,0,4,5,5,5,4,5,1,18,11,4,2,4,2,0,0,0,0,16,10,3,2,3,13,379,470,301,378,15
2149,GÓR,PIA,1,0,2024-11-24,66.5,33.5,20,6,6,2,9,2,5,2,8,1,12,14,2,1,2,2,0,1,0,0,29,11,9,4,7,5,695,353,610,283,16
2150,JAG,ŚLĄ,2,2,2024-11-22,53.2,46.8,9,19,5,10,0,6,4,3,6,5,13,12,1,5,1,1,0,0,0,0,8,22,0,8,3,6,460,390,395,339,16
2151,ZAG,MOT,1,2,2024-11-22,56.7,43.3,14,17,7,6,4,6,3,5,3,6,10,8,2,0,1,2,0,0,0,0,24,22,9,6,9,13,492,372,386,275,16
2152,LPO,GKS,2,0,2024-11-23,60.8,39.2,26,16,13,2,7,6,6,8,6,3,15,8,1,0,0,2,0,0,0,0,19,16,2,7,7,10,575,368,506,294,16
2153,LGD,POG,0,3,2024-11-23,56.5,43.5,17,10,7,5,2,3,8,2,7,4,6,8,1,0,0,0,0,0,0,0,35,14,3,4,11,10,500,393,424,316,16
2154,LEG,CRA,3,2,2024-11-23,54.6,45.4,15,10,8,4,2,3,5,3,7,7,12,8,3,0,3,0,0,0,0,0,20,22,3,4,8,9,473,387,380,296,16
2155,PUN,WID,2,0,2024-11-25,35.3,64.7,17,16,6,3,6,6,5,7,7,6,18,14,3,0,2,4,0,1,0,1,25,28,7,5,10,10,242,463,177,400,16
2156,RAD,STM,1,2,2024-11-24,56.7,43.3,18,10,1,5,6,4,11,1,5,5,13,9,0,1,2,1,0,0,0,0,21,24,8,5,11,11,531,398,436,317,16
2157,RCZ,KOR,1,1,2024-11-24,55.3,44.7,10,8,4,1,3,3,3,4,3,7,19,13,1,2,2,1,0,0,0,0,17,17,2,6,12,9,435,349,348,256,16
