pozycja,player_slug,klub_slug,nazwa,wartosc
1,valentin-alexandru-cojocaru,pogon-szczecin,Valentin Alexandru CojocaruPogoń Szczecin,3060
1,rafa-tadeusz-gikiewicz,widzew-lodz,Rafał Tadeusz GikiewiczWidzew Łódź,3060
1,arkadiusz-jedrych,gks-katowice,Arkadiusz JędrychGKS Katowice,3060
1,dawid-kuda,gks-katowice,Dawid KudłaGKS Katowice,3060
1,bartosz-mrozek,lech-poznan,Bartosz MrozekLech Poznań,3060
1,frantisek-plach,piast-gliwice,František PlachPiast Gliwice,3060
1,kacper-trelowski,rakow-czestochowa,Kacper TrelowskiRaków Częstochowa,3060
8,benjamin-kallman,cracovia,Paul Benjamin Sven-Eber KällmanCracovia,2982
9,aleks-awniczak,zagebie-lubin,Aleks ŁawniczakKGHM Zagłębie Lubin,2970
9,rafa-leszczynski,slask-wroclaw,Rafał LeszczyńskiŚląsk Wrocław,2970
11,dominik-pia,lechia-gdansk,Dominik PiłaLechia Gdańsk,2969
12,bartosz-wolski,motor-lublin,Bartosz WolskiMotor Lublin,2966
13,oskar-repka,gks-katowice,Oskar RepkaGKS Katowice,2910
14,leonardo-pablo-koutris,pogon-szczecin,Leonárdo Páblo KoútrisPogoń Szczecin,2881
15,karl-gustav-vilhelm-berggren,rakow-czestochowa,Karl Gustav Vilhelm BerggrenRaków Częstochowa,2865
16,elias-oskar-olsson,lechia-gdansk,Elias Oskar OlssonLechia Gdańsk,2863
17,mateusz-zyro,widzew-lodz,Mateusz ŻyroWidzew Łódź,2859
18,rolf-linus-wahlqvist-egnell,pogon-szczecin,Rolf Linus Wahlqvist EgnellPogoń Szczecin,2828
19,rifet-kapic,lechia-gdansk,Rifet KapičLechia Gdańsk,2818
20,efthymios-koulouris,pogon-szczecin,Efthymios KoulourisPogoń Szczecin,2813
21,sawomir-abramowicz,jagiellonia-bialystok,Sławomir AbramowiczJagiellonia Białystok,2790
21,maciej-kikolski,radomiak-radom,Maciej KikolskiRadomiak Radom,2790
21,miosz-trojak,korona-kielce,Miłosz TrojakKorona Kielce,2790
24,mikael-ishak,lech-poznan,Mikael IshakLech Poznań,2753
25,jean-carlos-silva-rocha,rakow-czestochowa,Jean Carlos Silva RochaRaków Częstochowa,2748
26,mikkel-maigaard-jakobsen,cracovia,Mikkel Maigaard JakobsenCracovia,2736
27,antoni-kozubal,lech-poznan,Antoni KozubalLech Poznań,2731
28,damian-dabrowski,zagebie-lubin,Damian DąbrowskiKGHM Zagłębie Lubin,2727
29,dominik-hadun,zagebie-lubin,Dominik HładunKGHM Zagłębie Lubin,2700
29,kewin-komar,puszcza-niepolomice,Kewin KomarPuszcza Niepołomice,2700
31,kamil-pawe-grosicki,pogon-szczecin,Kamil Paweł GrosickiPogoń Szczecin,2688
32,jakub-czerwinski,piast-gliwice,Jakub CzerwińskiPiast Gliwice,2676
32,jesus-imaz-balleste,jagiellonia-bialystok,Jesús Imaz BallestéJagiellonia Białystok,2676
34,ruben-goncalo-da-silva-nascimento-vinagre,legia-warszawa,Rúben VinagreLegia Warszawa,2662
35,samuel-mraz,motor-lublin,Samuel MrázMotor Lublin,2649
36,otar-kakabadze,cracovia,Otar KakabadzeCracovia,2632
37,vladyslav-kochergin,rakow-czestochowa,Vladyslav KocherginRaków Częstochowa,2627
38,micha-ukasz-chrapek,piast-gliwice,Michał Łukasz ChrapekPiast Gliwice,2610
38,jakub-madrzyk,stal-mielec,Jakub MądrzykStal Mielec,2610
40,antonio-milic,lech-poznan,Antonio MilićLech Poznań,2606
41,marcin-wasielewski,gks-katowice,Marcin WasielewskiGKS Katowice,2584
42,jakub-serafin,puszcza-niepolomice,Jakub SerafinPuszcza Niepołomice,2573
43,matthew-guillaumier,stal-mielec,Matthew GuillaumierStal Mielec,2560
43,patrik-hellebrand,gornik-zabrze,Patrik HellebrandGórnik Zabrze,2560
43,fran-tudor,rakow-czestochowa,Fran TudorRaków Częstochowa,2560
46,jan-grzesik,radomiak-radom,Jan GrzesikRadomiak Radom,2555
