pozycja,player_slug,klub_slug,nazwa,wartosc
1,sawomir-abramowicz,jagiellonia-bialystok,Sławomir AbramowiczJagiellonia Białystok,18
2,dominik-hadun,zagebie-lubin,Dominik HładunKGHM Zagłębie Lubin,16
2,maciej-kikolski,radomiak-radom,Maciej KikolskiRadomiak Radom,16
4,dawid-kuda,gks-katowice,Dawid KudłaGKS Katowice,14
4,frantisek-plach,piast-gliwice,František PlachPiast Gliwice,14
6,valentin-alexandru-cojocaru,pogon-szczecin,Valentin Alexandru CojocaruPogoń Szczecin,13
7,filip-majchrowicz,gornik-zabrze,Filip MajchrowiczGórnik Zabrze,12
7,bartosz-mrozek,lech-poznan,Bartosz MrozekLech Poznań,12
7,henrich-ravas,cracovia,Henrich RavasCracovia,12
7,kacper-rosa,motor-lublin,Kacper RosaMotor Lublin,12
11,rafa-leszczynski,slask-wroclaw,Rafał LeszczyńskiŚląsk Wrocław,11
11,jakub-madrzyk,stal-mielec,Jakub MądrzykStal Mielec,11
11,bohdan-sarnavskyi,lechia-gdansk,Bohdan SarnavskyiLechia Gdańsk,11
14,kacper-tobiasz,legia-warszawa,Kacper TobiaszLegia Warszawa,10
14,kacper-trelowski,rakow-czestochowa,Kacper TrelowskiRaków Częstochowa,10
16,rafa-tadeusz-gikiewicz,widzew-lodz,Rafał Tadeusz GikiewiczWidzew Łódź,9
17,micha-szromnik,gornik-zabrze,Michał SzromnikGórnik Zabrze,8
18,kewin-komar,puszcza-niepolomice,Kewin KomarPuszcza Niepołomice,7
18,rafa-mamla,korona-kielce,Rafał MamlaKorona Kielce,7
20,gasper-tratnik,motor-lublin,Gašper TratnikMotor Lublin,6
20,szymon-weirauch,lechia-gdansk,Szymon WeirauchLechia Gdańsk,6
22,jasmin-buric,zagebie-lubin,Jasmin BurićKGHM Zagłębie Lubin,5
22,xavier-dziekonski,korona-kielce,Xavier DziekońskiKorona Kielce,5
24,ivan-brkic,motor-lublin,Ivan BrkićMotor Lublin,4
24,micha-perchel,puszcza-niepolomice,Michał PerchelPuszcza Niepołomice,4
26,gabriel-kobylak,legia-warszawa,Gabriel KobylakLegia Warszawa,3
26,mateusz-kochalski,stal-mielec,Mateusz KochalskiStal Mielec,3
28,vladan-kovacevic,legia-warszawa,Vladan KovačevićLegia Warszawa,2
28,sebastian-madejski,cracovia,Sebastian MadejskiCracovia,2
30,konrad-jaocha,stal-mielec,Konrad JałochaStal Mielec,1
30,wiktor-koptas,radomiak-radom,Wiktor KoptasRadomiak Radom,1
30,maksymilian-stryjek,jagiellonia-bialystok,Maksymilian StryjekJagiellonia Białystok,1
