flash_team,expected_klub_slug,flash_name,candidate_player_slug,candidate_klub_slug,candidate_season,relation,score,reasons,candidate_nazwa
Cracovia,cracovia,Bzdyl F.,fabian-bzdyl,cracovia,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:bzdyl | token_overlap_slug:bzdyl | sim>=0.92:1.000 | initial_match | same_club_bonus,Fabian BzdylCracovia
Cracovia,cracovia,Ghita V.,virgil-ghita,cracovia,2023/24,past_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:ghita | token_overlap_slug:ghita | sim>=0.92:1.000 | initial_match | same_club_bonus,Virgil Eugen GhițăCracovia
Cracovia,cracovia,Ghita V.,virgil-ghita,cracovia,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:ghita | token_overlap_slug:ghita | sim>=0.92:1.000 | initial_match | same_club_bonus,Virgil Eugen GhițăCracovia
Cracovia,cracovia,Glik K.,kamil-jacek-glik,cracovia,2025/26,future_season_same_club,101,last_token_exact | last_token_slugstyle | token_overlap_ascii:glik | token_overlap_slug:glik | initial_match | same_club_bonus,Kamil Jacek GlikCracovia
Cracovia,cracovia,Glik K.,kamil-jacek-glik,cracovia,2023/24,past_season_same_club,99,last_token_exact | last_token_slugstyle | token_overlap_ascii:glik | token_overlap_slug:glik | initial_match | same_club_bonus,Kamil Jacek GlikCracovia
Cracovia,cracovia,Glik K.,kamil-jacek-glik,cracovia,2024/25,same_season_same_club,99,last_token_exact | last_token_slugstyle | token_overlap_ascii:glik | token_overlap_slug:glik | initial_match | same_club_bonus,Kamil Jacek GlikCracovia
Cracovia,cracovia,Hasic A.,ajdin-hasic,cracovia,2025/26,future_season_same_club,109,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:hasic | token_overlap_slug:hasic | sim>=0.92:1.000 | initial_match | same_club_bonus,Ajdin HasićCracovia
Cracovia,cracovia,Hasic A.,ajdin-hasic,cracovia,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:hasic | token_overlap_slug:hasic | sim>=0.92:1.000 | initial_match | same_club_bonus,Ajdin HasićCracovia
Cracovia,cracovia,Henriksson G.,gustav-niklas-henriksson,cracovia,2025/26,future_season_same_club,101,last_token_exact | last_token_slugstyle | token_overlap_ascii:henriksson | token_overlap_slug:henriksson | initial_match | same_club_bonus,Gustav Niklas HenrikssonCracovia
Cracovia,cracovia,Henriksson G.,gustav-niklas-henriksson,cracovia,2024/25,same_season_same_club,99,last_token_exact | last_token_slugstyle | token_overlap_ascii:henriksson | token_overlap_slug:henriksson | initial_match | same_club_bonus,Gustav Niklas HenrikssonCracovia
Cracovia,cracovia,Hoskonen A.,arttu-hoskonen,cracovia,2023/24,past_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:hoskonen | token_overlap_slug:hoskonen | sim>=0.92:1.000 | initial_match | same_club_bonus,Arttu HoskonenCracovia
Cracovia,cracovia,Hoskonen A.,arttu-hoskonen,cracovia,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:hoskonen | token_overlap_slug:hoskonen | sim>=0.92:1.000 | initial_match | same_club_bonus,Arttu HoskonenCracovia
Cracovia,cracovia,Janasik P.,patryk-janasik,cracovia,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:janasik | token_overlap_slug:janasik | sim>=0.92:1.000 | initial_match | same_club_bonus,Patryk JanasikCracovia
Cracovia,cracovia,Janasik P.,patryk-janasik,slask-wroclaw,2023/24,past_season_other_club,104,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:janasik | token_overlap_slug:janasik | sim>=0.92:1.000 | initial_match,Patryk JanasikŚląsk Wrocław
Cracovia,cracovia,Jaroszynski P.,pawe-jaroszynski,cracovia,2023/24,past_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:jaroszynski | token_overlap_slug:jaroszynski | sim>=0.92:1.000 | initial_match | same_club_bonus,Paweł Kamil JaroszyńskiCracovia
Cracovia,cracovia,Jaroszynski P.,pawe-jaroszynski,cracovia,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:jaroszynski | token_overlap_slug:jaroszynski | sim>=0.92:1.000 | initial_match | same_club_bonus,Paweł Kamil JaroszyńskiCracovia
Cracovia,cracovia,Jaroszynski P.,karol-szymanski,piast-gliwice,2023/24,past_season_other_club,78,sim>=0.78:0.800,Karol SzymańskiPiast Gliwice
Cracovia,cracovia,Jugas J.,jakub-jugas,cracovia,2023/24,past_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:jugas | token_overlap_slug:jugas | sim>=0.92:1.000 | initial_match | same_club_bonus,Jakub JugasCracovia
Cracovia,cracovia,Jugas J.,jakub-jugas,cracovia,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:jugas | token_overlap_slug:jugas | sim>=0.92:1.000 | initial_match | same_club_bonus,Jakub JugasCracovia
Cracovia,cracovia,Kakabadze O.,otar-kakabadze,cracovia,2025/26,future_season_same_club,109,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:kakabadze | token_overlap_slug:kakabadze | sim>=0.92:1.000 | initial_match | same_club_bonus,Otar KakabadzeCracovia
Cracovia,cracovia,Kakabadze O.,otar-kakabadze,cracovia,2023/24,past_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:kakabadze | token_overlap_slug:kakabadze | sim>=0.92:1.000 | initial_match | same_club_bonus,Otar KakabadzeCracovia
Cracovia,cracovia,Kakabadze O.,otar-kakabadze,cracovia,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:kakabadze | token_overlap_slug:kakabadze | sim>=0.92:1.000 | initial_match | same_club_bonus,Otar KakabadzeCracovia
Cracovia,cracovia,Kallman B.,benjamin-kallman,cracovia,2023/24,past_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:kallman | token_overlap_slug:kallman | sim>=0.92:1.000 | initial_match | same_club_bonus,Paul Benjamin Sven-Eber KällmanCracovia
Cracovia,cracovia,Kallman B.,benjamin-kallman,cracovia,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:kallman | token_overlap_slug:kallman | sim>=0.92:1.000 | initial_match | same_club_bonus,Paul Benjamin Sven-Eber KällmanCracovia
Cracovia,cracovia,Knap K.,karol-knap,cracovia,2025/26,future_season_same_club,109,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:knap | token_overlap_slug:knap | sim>=0.92:1.000 | initial_match | same_club_bonus,Karol KnapCracovia
Cracovia,cracovia,Knap K.,karol-knap,cracovia,2023/24,past_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:knap | token_overlap_slug:knap | sim>=0.92:1.000 | initial_match | same_club_bonus,Karol KnapCracovia
Cracovia,cracovia,Lachowicz O.,oskar-lachowicz,cracovia,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:lachowicz | token_overlap_slug:lachowicz | sim>=0.92:1.000 | initial_match | same_club_bonus,Oskar LachowiczCracovia
Cracovia,cracovia,Lachowicz O.,filip-majchrowicz,radomiak-radom,2023/24,past_season_other_club,78,sim>=0.78:0.800,Filip MajchrowiczRadomiak Radom
Cracovia,cracovia,Madejski S.,sebastian-madejski,cracovia,2025/26,future_season_same_club,109,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:madejski | token_overlap_slug:madejski | sim>=0.92:1.000 | initial_match | same_club_bonus,Sebastian MadejskiCracovia
Cracovia,cracovia,Madejski S.,sebastian-madejski,cracovia,2023/24,past_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:madejski | token_overlap_slug:madejski | sim>=0.92:1.000 | initial_match | same_club_bonus,Sebastian MadejskiCracovia
Cracovia,cracovia,Madejski S.,sebastian-madejski,cracovia,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:madejski | token_overlap_slug:madejski | sim>=0.92:1.000 | initial_match | same_club_bonus,Sebastian MadejskiCracovia
Cracovia,cracovia,Maigaard M.,mikkel-maigaard-jakobsen,cracovia,2025/26,future_season_same_club,95,token_overlap_ascii:maigaard | token_overlap_slug:maigaard | initial_match | same_club_bonus,Mikkel Maigaard JakobsenCracovia
Cracovia,cracovia,Maigaard M.,mikkel-maigaard-jakobsen,cracovia,2023/24,past_season_same_club,93,token_overlap_ascii:maigaard | token_overlap_slug:maigaard | initial_match | same_club_bonus,Mikkel Maigaard JakobsenCracovia
Cracovia,cracovia,Maigaard M.,mikkel-maigaard-jakobsen,cracovia,2024/25,same_season_same_club,93,token_overlap_ascii:maigaard | token_overlap_slug:maigaard | initial_match | same_club_bonus,Mikkel Maigaard JakobsenCracovia
Cracovia,cracovia,Minchev M.,martin-yankov-minchev,cracovia,2025/26,future_season_same_club,101,last_token_exact | last_token_slugstyle | token_overlap_ascii:minchev | token_overlap_slug:minchev | initial_match | same_club_bonus,Martin Yankov MinchevCracovia
Cracovia,cracovia,Minchev M.,martin-yankov-minchev,cracovia,2024/25,same_season_same_club,99,last_token_exact | last_token_slugstyle | token_overlap_ascii:minchev | token_overlap_slug:minchev | initial_match | same_club_bonus,Martin Yankov MinchevCracovia
Cracovia,cracovia,Olafsson D.,davi-kristjan-olafsson,cracovia,2025/26,future_season_same_club,101,last_token_exact | last_token_slugstyle | token_overlap_ascii:olafsson | token_overlap_slug:olafsson | initial_match | same_club_bonus,Davíð Kristján ÓlafssonCracovia
Cracovia,cracovia,Olafsson D.,davi-kristjan-olafsson,cracovia,2023/24,past_season_same_club,99,last_token_exact | last_token_slugstyle | token_overlap_ascii:olafsson | token_overlap_slug:olafsson | initial_match | same_club_bonus,Davíð Kristján ÓlafssonCracovia
Cracovia,cracovia,Olafsson D.,davi-kristjan-olafsson,cracovia,2024/25,same_season_same_club,99,last_token_exact | last_token_slugstyle | token_overlap_ascii:olafsson | token_overlap_slug:olafsson | initial_match | same_club_bonus,Davíð Kristján ÓlafssonCracovia
Cracovia,cracovia,Perkovic M.,mauro-perkovic,cracovia,2025/26,future_season_same_club,109,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:perkovic | token_overlap_slug:perkovic | sim>=0.92:1.000 | initial_match | same_club_bonus,Mauro PerkovićCracovia
Cracovia,cracovia,Perkovic M.,mauro-perkovic,cracovia,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:perkovic | token_overlap_slug:perkovic | sim>=0.92:1.000 | initial_match | same_club_bonus,Mauro PerkovićCracovia
Cracovia,cracovia,Polak D.,dawid-polak,cracovia,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:polak | token_overlap_slug:polak | sim>=0.92:1.000 | initial_match | same_club_bonus,Dawid PolakCracovia
Cracovia,cracovia,Rakoczy M.,micha-miosz-rakoczy,cracovia,2025/26,future_season_same_club,101,last_token_exact | last_token_slugstyle | token_overlap_ascii:rakoczy | token_overlap_slug:rakoczy | initial_match | same_club_bonus,Michał Miłosz RakoczyCracovia
Cracovia,cracovia,Rakoczy M.,micha-miosz-rakoczy,cracovia,2023/24,past_season_same_club,99,last_token_exact | last_token_slugstyle | token_overlap_ascii:rakoczy | token_overlap_slug:rakoczy | initial_match | same_club_bonus,Michał Miłosz RakoczyCracovia
Cracovia,cracovia,Rakoczy M.,micha-miosz-rakoczy,cracovia,2024/25,same_season_same_club,99,last_token_exact | last_token_slugstyle | token_overlap_ascii:rakoczy | token_overlap_slug:rakoczy | initial_match | same_club_bonus,Michał Miłosz RakoczyCracovia
Cracovia,cracovia,Ravas H.,henrich-ravas,cracovia,2025/26,future_season_same_club,109,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:ravas | token_overlap_slug:ravas | sim>=0.92:1.000 | initial_match | same_club_bonus,Henrich RavasCracovia
Cracovia,cracovia,Ravas H.,henrich-ravas,cracovia,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:ravas | token_overlap_slug:ravas | sim>=0.92:1.000 | initial_match | same_club_bonus,Henrich RavasCracovia
Cracovia,cracovia,Ravas H.,henrich-ravas,widzew-lodz,2023/24,past_season_other_club,104,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:ravas | token_overlap_slug:ravas | sim>=0.92:1.000 | initial_match,Henrich RavasWidzew Łódź
Cracovia,cracovia,Rózga F.,filip-rozga,cracovia,2023/24,past_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:rozga | token_overlap_slug:rozga | sim>=0.92:1.000 | initial_match | same_club_bonus,Filip Jan RózgaCracovia
Cracovia,cracovia,Rózga F.,filip-rozga,cracovia,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:rozga | token_overlap_slug:rozga | sim>=0.92:1.000 | initial_match | same_club_bonus,Filip Jan RózgaCracovia
Cracovia,cracovia,Skovgaard A.,andreas-skovgaard-larsen,cracovia,2023/24,past_season_same_club,93,token_overlap_ascii:skovgaard | token_overlap_slug:skovgaard | initial_match | same_club_bonus,Andreas Skovgaard LarsenCracovia
Cracovia,cracovia,Skovgaard A.,andreas-skovgaard-larsen,cracovia,2024/25,same_season_same_club,93,token_overlap_ascii:skovgaard | token_overlap_slug:skovgaard | initial_match | same_club_bonus,Andreas Skovgaard LarsenCracovia
Cracovia,cracovia,Smiglewski K.,kacper-smiglewski,cracovia,2023/24,past_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:smiglewski | token_overlap_slug:smiglewski | sim>=0.92:1.000 | initial_match | same_club_bonus,Kacper ŚmiglewskiCracovia
Cracovia,cracovia,Smiglewski K.,kacper-smiglewski,cracovia,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:smiglewski | token_overlap_slug:smiglewski | sim>=0.92:1.000 | initial_match | same_club_bonus,Kacper ŚmiglewskiCracovia
Cracovia,cracovia,Sokołowski P.,patryk-sokoowski,cracovia,2024/25,same_season_same_club,107,exact_nonfirst_slugstyle | last_token_slugstyle | token_overlap_slug:sokoowski | sim>=0.92:0.947 | initial_match | same_club_bonus,Patryk SokołowskiCracovia
Cracovia,cracovia,Sokołowski P.,patryk-sokoowski,legia-warszawa,2023/24,past_season_other_club,104,exact_nonfirst_slugstyle | last_token_slugstyle | token_overlap_slug:sokoowski | sim>=0.92:0.947 | initial_match,Patryk SokołowskiLegia Warszawa
Cracovia,cracovia,Wójcik O.,oskar-wojcik,cracovia,2025/26,future_season_same_club,109,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:wojcik | token_overlap_slug:wojcik | sim>=0.92:1.000 | initial_match | same_club_bonus,Oskar WójcikCracovia
Cracovia,cracovia,Wójcik O.,oskar-wojcik,cracovia,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:wojcik | token_overlap_slug:wojcik | sim>=0.92:1.000 | initial_match | same_club_bonus,Oskar WójcikCracovia
Cracovia,cracovia,van Buren M.,mick-van-buren,cracovia,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:buren | token_overlap_slug:buren | sim>=0.92:1.000 | initial_match | same_club_bonus,Mick van BurenCracovia
GKS Katowice,gks-katowice,Antczak J.,aleks-awniczak,zagebie-lubin,2023/24,past_season_other_club,78,sim>=0.78:0.800,Aleks ŁawniczakKGHM Zagłębie Lubin
GKS Katowice,gks-katowice,Arak J.,jakub-arak,gks-katowice,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:arak | token_overlap_slug:arak | sim>=0.92:1.000 | initial_match | same_club_bonus,Jakub ArakGKS Katowice
GKS Katowice,gks-katowice,Baranowicz B.,bartosz-baranowicz,gks-katowice,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:baranowicz | token_overlap_slug:baranowicz | sim>=0.92:1.000 | initial_match | same_club_bonus,Bartosz BaranowiczGKS Katowice
GKS Katowice,gks-katowice,Baranowicz B.,dawid-abramowicz,radomiak-radom,2023/24,past_season_other_club,78,sim>=0.78:0.800,Dawid AbramowiczRadomiak Radom
GKS Katowice,gks-katowice,Baranowicz B.,pawe-baranowski,ruch-chorzow,2023/24,past_season_other_club,78,sim>=0.78:0.800,Paweł BaranowskiRuch Chorzów
GKS Katowice,gks-katowice,Bergier S.,sebastian-bergier,gks-katowice,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:bergier | token_overlap_slug:bergier | sim>=0.92:1.000 | initial_match | same_club_bonus,Sebastian BergierGKS Katowice
GKS Katowice,gks-katowice,Bród A.,alan-brod,gks-katowice,2025/26,future_season_same_club,109,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:brod | token_overlap_slug:brod | sim>=0.92:1.000 | initial_match | same_club_bonus,Alan BródGKS Katowice
GKS Katowice,gks-katowice,Bród A.,alan-brod,gks-katowice,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:brod | token_overlap_slug:brod | sim>=0.92:1.000 | initial_match | same_club_bonus,Alan BródGKS Katowice
GKS Katowice,gks-katowice,Błąd A.,adrian-bad,gks-katowice,2025/26,future_season_same_club,109,exact_nonfirst_slugstyle | last_token_slugstyle | sim>=0.85:0.857 | initial_match | same_club_bonus,Adrian BłądGKS Katowice
GKS Katowice,gks-katowice,Błąd A.,adrian-bad,gks-katowice,2024/25,same_season_same_club,107,exact_nonfirst_slugstyle | last_token_slugstyle | sim>=0.85:0.857 | initial_match | same_club_bonus,Adrian BłądGKS Katowice
GKS Katowice,gks-katowice,Czerwiński A.,alan-czerwinski,gks-katowice,2025/26,future_season_same_club,109,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:czerwinski | token_overlap_slug:czerwinski | sim>=0.92:1.000 | initial_match | same_club_bonus,Alan CzerwińskiGKS Katowice
GKS Katowice,gks-katowice,Czerwiński A.,alan-czerwinski,gks-katowice,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:czerwinski | token_overlap_slug:czerwinski | sim>=0.92:1.000 | initial_match | same_club_bonus,Alan CzerwińskiGKS Katowice
GKS Katowice,gks-katowice,Czerwiński A.,alan-czerwinski,lech-poznan,2023/24,past_season_other_club,104,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:czerwinski | token_overlap_slug:czerwinski | sim>=0.92:1.000 | initial_match,Alan CzerwińskiLech Poznań
GKS Katowice,gks-katowice,Czerwiński A.,jakub-czerwinski,piast-gliwice,2023/24,past_season_other_club,100,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:czerwinski | token_overlap_slug:czerwinski | sim>=0.92:1.000,Jakub CzerwińskiPiast Gliwice
GKS Katowice,gks-katowice,Drachal D.,dawid-drachal,rakow-czestochowa,2023/24,past_season_other_club,104,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:drachal | token_overlap_slug:drachal | sim>=0.92:1.000 | initial_match,Dawid DrachalRaków Częstochowa
GKS Katowice,gks-katowice,Galan B.,borja-galan-gonzalez,gks-katowice,2025/26,future_season_same_club,95,token_overlap_ascii:galan | token_overlap_slug:galan | initial_match | same_club_bonus,Borja Galán GonzálezGKS Katowice
GKS Katowice,gks-katowice,Galan B.,borja-galan-gonzalez,gks-katowice,2024/25,same_season_same_club,93,token_overlap_ascii:galan | token_overlap_slug:galan | initial_match | same_club_bonus,Borja Galán GonzálezGKS Katowice
GKS Katowice,gks-katowice,Gruszkowski K.,konrad-jan-gruszkowski,gks-katowice,2025/26,future_season_same_club,101,last_token_exact | last_token_slugstyle | token_overlap_ascii:gruszkowski | token_overlap_slug:gruszkowski | sim>=0.85:0.880 | initial_match | same_club_bonus,Konrad Jan GruszkowskiGKS Katowice
GKS Katowice,gks-katowice,Gruszkowski K.,konrad-jan-gruszkowski,gks-katowice,2024/25,same_season_same_club,99,last_token_exact | last_token_slugstyle | token_overlap_ascii:gruszkowski | token_overlap_slug:gruszkowski | sim>=0.85:0.880 | initial_match | same_club_bonus,Konrad Jan GruszkowskiGKS Katowice
GKS Katowice,gks-katowice,Jaroszek B.,bartosz-jaroszek,gks-katowice,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:jaroszek | token_overlap_slug:jaroszek | sim>=0.92:1.000 | initial_match | same_club_bonus,Bartosz JaroszekGKS Katowice
GKS Katowice,gks-katowice,Jędrych A.,arkadiusz-jedrych,gks-katowice,2025/26,future_season_same_club,109,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:jedrych | token_overlap_slug:jedrych | sim>=0.92:1.000 | initial_match | same_club_bonus,Arkadiusz JędrychGKS Katowice
GKS Katowice,gks-katowice,Jędrych A.,arkadiusz-jedrych,gks-katowice,2024/25,same_season_same_club,107,exact_nonfirst_ascii | exact_nonfirst_slugstyle | last_token_exact | last_token_slugstyle | token_overlap_ascii:jedrych | token_overlap_slug:jedrych | sim>=0.92:1.000 | initial_match | same_club_bonus,Arkadiusz JędrychGKS Katowice
GKS Katowice,gks-katowice,Klemenz L.,lukas-rafael-klemenz,gks-katowice,2025/26,future_season_same_club,101,last_token_exact | last_token_slugstyle | token_overlap_ascii:klemenz | token_overlap_slug:klemenz | initial_match | same_club_bonus,Lukas Rafael KlemenzGKS Katowice
GKS Katowice,gks-katowice,Klemenz L.,lukas-rafael-klemenz,gks-katowice,2024/25,same_season_same_club,99,last_token_exact | last_token_slugstyle | token_overlap_ascii:klemenz | token_overlap_slug:klemenz | initial_match | same_club_bonus,Lukas Rafael KlemenzGKS Katowice
