flash_team,klub_slug_expected,flash_name
Zagłębie Lubin,zagebie-lubin,Corluka J.
Zagłębie Lubin,zagebie-lubin,Dziewiatowski M.
Zagłębie Lubin,zagebie-lubin,Dąbrowski D.
Zagłębie Lubin,zagebie-lubin,Fritzson L.
Zagłębie Lubin,zagebie-lubin,Grzybek M.
Zagłębie Lubin,zagebie-lubin,Hładun D.
Zagłębie Lubin,zagebie-lubin,Jach J.
Zagłębie Lubin,zagebie-lubin,Kocaba F.
Zagłębie Lubin,zagebie-lubin,Kolan J.
Zagłębie Lubin,zagebie-lubin,Kolanko K.
Zagłębie Lubin,zagebie-lubin,Kopacz B.
Zagłębie Lubin,zagebie-lubin,Kurminowski D.
Zagłębie Lubin,zagebie-lubin,Kusztal P.
Zagłębie Lubin,zagebie-lubin,Kłudka B.
Zagłębie Lubin,zagebie-lubin,Lepczynski K.
Zagłębie Lubin,zagebie-lubin,Listkowski M.
Zagłębie Lubin,zagebie-lubin,Makowski T.
Zagłębie Lubin,zagebie-lubin,Mata L.
Zagłębie Lubin,zagebie-lubin,Matys M.
Zagłębie Lubin,zagebie-lubin,Matysek A.
Zagłębie Lubin,zagebie-lubin,Michalski D.
Zagłębie Lubin,zagebie-lubin,Mikołajewski D.
Zagłębie Lubin,zagebie-lubin,Mróz M.
Zagłębie Lubin,zagebie-lubin,Nalepa M.
Zagłębie Lubin,zagebie-lubin,Nowogonski K.
Zagłębie Lubin,zagebie-lubin,Orlikowski I.
Zagłębie Lubin,zagebie-lubin,Pieńko T.
Zagłębie Lubin,zagebie-lubin,Radwański A.
Zagłębie Lubin,zagebie-lubin,Reguła M.
Zagłębie Lubin,zagebie-lubin,Sejk V.
Zagłębie Lubin,zagebie-lubin,Sochan K.
Zagłębie Lubin,zagebie-lubin,Szmyt K.
Zagłębie Lubin,zagebie-lubin,Wdowiak M.
Zagłębie Lubin,zagebie-lubin,Woźniak A.
Zagłębie Lubin,zagebie-lubin,Ławniczak A.
Śląsk Wrocław,slask-wroclaw,Al Hamlawi A.
Śląsk Wrocław,slask-wroclaw,Baluta T.
Śląsk Wrocław,slask-wroclaw,Bartolewski M.
Śląsk Wrocław,slask-wroclaw,Basse A.
Śląsk Wrocław,slask-wroclaw,Bejger Ł.
Śląsk Wrocław,slask-wroclaw,Cebula M.
Śląsk Wrocław,slask-wroclaw,Eyamba J.
Śląsk Wrocław,slask-wroclaw,Gerstenstein L.
Śląsk Wrocław,slask-wroclaw,Guercio T.
Śląsk Wrocław,slask-wroclaw,Ince B.
Śląsk Wrocław,slask-wroclaw,Jasper S.
Śląsk Wrocław,slask-wroclaw,Jezierski J.
Śląsk Wrocław,slask-wroclaw,Kurowski K.
Śląsk Wrocław,slask-wroclaw,Leszczyński R.
Śląsk Wrocław,slask-wroclaw,Llinares M.
Śląsk Wrocław,slask-wroclaw,Loska T.
Śląsk Wrocław,slask-wroclaw,Matsenko Y.
Śląsk Wrocław,slask-wroclaw,Musiolik S.
Śląsk Wrocław,slask-wroclaw,Muszynski H.
Śląsk Wrocław,slask-wroclaw,Nahuel M.
Śląsk Wrocław,slask-wroclaw,Ortiz A.
Śląsk Wrocław,slask-wroclaw,Paluszek A.
Śląsk Wrocław,slask-wroclaw,Petkov A.
Śląsk Wrocław,slask-wroclaw,Petrov S.
Śląsk Wrocław,slask-wroclaw,Pokorny P.
Śląsk Wrocław,slask-wroclaw,Pozo J.
Śląsk Wrocław,slask-wroclaw,Rejczyk F.
Śląsk Wrocław,slask-wroclaw,Rygiel S.
Śląsk Wrocław,slask-wroclaw,Samiec-Talar P.
Śląsk Wrocław,slask-wroclaw,Schierack S.
Śląsk Wrocław,slask-wroclaw,Schwarz P.
Śląsk Wrocław,slask-wroclaw,Sharabura Y.
Śląsk Wrocław,slask-wroclaw,Sliczniak H.
Śląsk Wrocław,slask-wroclaw,Szota S.
Śląsk Wrocław,slask-wroclaw,Udahl H.
Śląsk Wrocław,slask-wroclaw,Wolczek A.
Śląsk Wrocław,slask-wroclaw,Świerczok J.
Śląsk Wrocław,slask-wroclaw,Żukowski M.
