flash_team,klub_slug_expected,flash_name
ŁKS Łódź,lks-lodz,Hoti E.
ŁKS Łódź,lks-lodz,Ibe-Torti K.
ŁKS Łódź,lks-lodz,Iwanczyk A.
ŁKS Łódź,lks-lodz,Janczukowicz P.
ŁKS Łódź,lks-lodz,Juric S.
ŁKS Łódź,lks-lodz,Kolba M.
ŁKS Łódź,lks-lodz,Koprowski O.
ŁKS Łódź,lks-lodz,Labedzki J.
ŁKS Łódź,lks-lodz,Letniowski J.
ŁKS Łódź,lks-lodz,Lorenc M.
ŁKS Łódź,lks-lodz,Louveau A.
ŁKS Łódź,lks-lodz,Malachowski A.
ŁKS Łódź,lks-lodz,Mammadov R.
ŁKS Łódź,lks-lodz,Marciniak A.
ŁKS Łódź,lks-lodz,Mokrzycki M.
ŁKS Łódź,lks-lodz,Monsalve N.
ŁKS Łódź,lks-lodz,Młynarczyk A.
ŁKS Łódź,lks-lodz,Okhronchuk V.
ŁKS Łódź,lks-lodz,Pirulo
ŁKS Łódź,lks-lodz,Ricardo Goncalves
ŁKS Łódź,lks-lodz,Rostami Y.
ŁKS Łódź,lks-lodz,Sliwa M.
ŁKS Łódź,lks-lodz,Szeliga B.
ŁKS Łódź,lks-lodz,Sławiński O.
ŁKS Łódź,lks-lodz,Tejan K.
ŁKS Łódź,lks-lodz,Tutyskinas A.
ŁKS Łódź,lks-lodz,Zając J.
Śląsk Wrocław,slask-wroclaw,Bejger Ł.
Śląsk Wrocław,slask-wroclaw,Borthwick-Jackson C.
Śląsk Wrocław,slask-wroclaw,Borys K.
Śląsk Wrocław,slask-wroclaw,Exposito E.
Śląsk Wrocław,slask-wroclaw,Guercio T.
Śląsk Wrocław,slask-wroclaw,Głogowski B.
Śląsk Wrocław,slask-wroclaw,Ince B.
Śląsk Wrocław,slask-wroclaw,Janasik P.
Śląsk Wrocław,slask-wroclaw,Jastrzembski D.
Śląsk Wrocław,slask-wroclaw,Jezierski J.
Śląsk Wrocław,slask-wroclaw,Klimala P.
Śląsk Wrocław,slask-wroclaw,Konczkowski M.
Śląsk Wrocław,slask-wroclaw,Kurowski K.
Śląsk Wrocław,slask-wroclaw,Kurowski M.
Śląsk Wrocław,slask-wroclaw,Leszczyński R.
Śląsk Wrocław,slask-wroclaw,Lewkot Sz.
Śląsk Wrocław,slask-wroclaw,Lutostański J.
Śląsk Wrocław,slask-wroclaw,Matsenko Y.
Śląsk Wrocław,slask-wroclaw,Mustafic A.
Śląsk Wrocław,slask-wroclaw,Nahuel M.
Śląsk Wrocław,slask-wroclaw,Olsen P.
Śląsk Wrocław,slask-wroclaw,Paluszek A.
Śląsk Wrocław,slask-wroclaw,Petkov A.
Śląsk Wrocław,slask-wroclaw,Petrov S.
Śląsk Wrocław,slask-wroclaw,Pokorny P.
Śląsk Wrocław,slask-wroclaw,Rzuchowski M.
Śląsk Wrocław,slask-wroclaw,Samiec-Talar P.
Śląsk Wrocław,slask-wroclaw,Schwarz P.
Śląsk Wrocław,slask-wroclaw,Szwedzik P.
Śląsk Wrocław,slask-wroclaw,Trelowski K.
Śląsk Wrocław,slask-wroclaw,Wroblewski M.
Śląsk Wrocław,slask-wroclaw,Zohore K.
Śląsk Wrocław,slask-wroclaw,Zylla M.
Śląsk Wrocław,slask-wroclaw,Łukasik D.
Śląsk Wrocław,slask-wroclaw,Żukowski M.
