match_id,kolejka,data_meczu,gospodarz,gosc,gole_gosp,gole_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,flash_id,flash_url,strzaly_gosp_flash,strzaly_gosc_flash,celne_gosp_flash,celne_gosc_flash,xg_gosp_flash,xg_gosc_flash
1768,10,2023-10-01,Pogoń Szczecin,Lech Poznań,5.0,0.0,16.0,7.0,9.0,3.0,Ig4sN6w9,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=Ig4sN6w9,15,5,9,3,,
1769,10,2023-09-30,Puszcza Niepołomice,Ruch Chorzów,2.0,2.0,14.0,13.0,6.0,4.0,pGzvMQhF,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/ruch-chorzow-S4zygtuJ/szczegoly/statystyki/?mid=pGzvMQhF,14,14,6,4,,
1770,10,2023-10-01,Raków Częstochowa,Radomiak Radom,3.0,0.0,12.0,11.0,8.0,3.0,O6ZsLp8L,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=O6ZsLp8L,12,11,9,3,,
1771,10,2023-09-29,Stal Mielec,Korona Kielce,2.0,3.0,23.0,9.0,9.0,4.0,ITYoK4NR,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=ITYoK4NR,23,9,9,4,,
1772,10,2023-09-30,Warta Poznań,Śląsk Wrocław,0.0,1.0,18.0,7.0,5.0,2.0,fkQDFOVr,https://www.flashscore.pl/mecz/pilka-nozna/slask-wroclaw-E1Oxemse/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=fkQDFOVr,18,7,5,2,,
1773,10,2023-09-30,ŁKS Łódź,Cracovia,0.0,2.0,14.0,16.0,2.0,5.0,xEFIErok,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/lks-lodz-ShUKWHDG/szczegoly/statystyki/?mid=xEFIErok,14,16,2,5,,
1774,11,2023-10-08,Cracovia,Jagiellonia Białystok,2.0,4.0,16.0,13.0,4.0,6.0,G4EMD20e,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=G4EMD20e,16,12,4,5,,
1775,11,2023-10-07,Zagłębie Lubin,Piast Gliwice,1.0,1.0,12.0,14.0,6.0,5.0,pvJQCMF1,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=pvJQCMF1,12,15,6,5,,
1776,11,2023-10-06,Korona Kielce,Warta Poznań,1.0,1.0,11.0,6.0,3.0,2.0,OUHUBtV7,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=OUHUBtV7,11,6,3,2,,
1777,11,2023-10-06,Lech Poznań,Puszcza Niepołomice,4.0,1.0,13.0,10.0,9.0,2.0,QZeDzQ78,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/puszcza-dtqx13O8/szczegoly/statystyki/?mid=QZeDzQ78,13,10,9,2,,
1778,11,2023-10-08,Legia Warszawa,Raków Częstochowa,1.0,2.0,22.0,8.0,5.0,2.0,xAaHZqNE,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=xAaHZqNE,22,8,5,2,,
1779,11,2023-10-07,Radomiak Radom,ŁKS Łódź,3.0,0.0,16.0,10.0,8.0,3.0,WWbLY3xL,https://www.flashscore.pl/mecz/pilka-nozna/lks-lodz-ShUKWHDG/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=WWbLY3xL,16,12,8,3,,
1780,11,2023-10-07,Ruch Chorzów,Pogoń Szczecin,0.0,3.0,10.0,17.0,5.0,8.0,ANcPXNiR,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/ruch-chorzow-S4zygtuJ/szczegoly/statystyki/?mid=ANcPXNiR,10,16,5,7,,
1781,11,2023-10-07,Widzew Łódź,Stal Mielec,1.0,0.0,15.0,10.0,4.0,4.0,jHuhTs0r,https://www.flashscore.pl/mecz/pilka-nozna/stal-mielec-pxXiDZkQ/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=jHuhTs0r,16,10,4,4,,
1782,11,2023-10-08,Śląsk Wrocław,Górnik Zabrze,1.0,1.0,15.0,12.0,8.0,2.0,U7vdS1Fl,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=U7vdS1Fl,15,13,8,2,,
1783,12,2023-10-22,Górnik Zabrze,Raków Częstochowa,2.0,1.0,9.0,16.0,4.0,6.0,OUw0RLUf,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=OUw0RLUf,9,16,4,6,,
1784,12,2023-10-20,Jagiellonia Białystok,Zagłębie Lubin,3.0,0.0,18.0,8.0,8.0,1.0,xYs4Qup1,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=xYs4Qup1,17,8,8,1,,
1785,12,2023-10-21,Lech Poznań,ŁKS Łódź,3.0,1.0,16.0,7.0,5.0,2.0,KdX8Paa7,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/lks-lodz-ShUKWHDG/szczegoly/statystyki/?mid=KdX8Paa7,16,7,5,2,,
1786,12,2023-10-20,Piast Gliwice,Pogoń Szczecin,0.0,0.0,6.0,7.0,3.0,1.0,bmWCOJED,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=bmWCOJED,5,7,3,1,,
1787,12,2023-10-21,Puszcza Niepołomice,Cracovia,1.0,1.0,14.0,10.0,3.0,3.0,QgKfm3iE,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/puszcza-dtqx13O8/szczegoly/statystyki/?mid=QgKfm3iE,15,10,4,3,,
1788,12,2023-10-22,Radomiak Radom,Korona Kielce,1.0,1.0,13.0,20.0,4.0,3.0,2JsOVzMt,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=2JsOVzMt,14,22,4,3,,
1789,12,2023-10-23,Stal Mielec,Warta Poznań,0.0,1.0,10.0,10.0,2.0,3.0,prXSUfym,https://www.flashscore.pl/mecz/pilka-nozna/stal-mielec-pxXiDZkQ/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=prXSUfym,10,10,2,3,,
1791,12,2023-10-21,Śląsk Wrocław,Legia Warszawa,4.0,0.0,11.0,16.0,6.0,3.0,h8zyTY5a,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=h8zyTY5a,11,16,6,3,,
1792,13,2023-10-28,Cracovia,Lech Poznań,1.0,1.0,17.0,13.0,6.0,8.0,WbZvShL5,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=WbZvShL5,17,13,6,8,,
1793,13,2023-10-29,Zagłębie Lubin,Radomiak Radom,2.0,3.0,30.0,9.0,7.0,5.0,lzUqRCzC,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=lzUqRCzC,31,10,7,5,,
1794,13,2023-10-27,Korona Kielce,Puszcza Niepołomice,5.0,3.0,19.0,17.0,9.0,4.0,SQSmQWkI,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/puszcza-dtqx13O8/szczegoly/statystyki/?mid=SQSmQWkI,19,17,10,4,,
1795,13,2023-10-29,Legia Warszawa,Stal Mielec,1.0,3.0,25.0,3.0,5.0,3.0,MmSiPj5O,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=MmSiPj5O,25,3,5,3,,
1796,13,2023-10-28,Pogoń Szczecin,Jagiellonia Białystok,2.0,1.0,16.0,6.0,6.0,1.0,KYpeOAKU,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=KYpeOAKU,16,7,6,2,,
1797,13,2023-10-29,Raków Częstochowa,Widzew Łódź,1.0,1.0,18.0,9.0,7.0,3.0,nPbaT2Hu,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=nPbaT2Hu,18,9,7,3,,
1798,13,2023-10-28,Ruch Chorzów,Śląsk Wrocław,2.0,2.0,9.0,8.0,4.0,5.0,QFc3SMWo,https://www.flashscore.pl/mecz/pilka-nozna/ruch-chorzow-S4zygtuJ/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=QFc3SMWo,9,8,4,5,,
1799,13,2023-10-28,Warta Poznań,Piast Gliwice,1.0,1.0,7.0,13.0,1.0,3.0,fk27Rtnh,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=fk27Rtnh,7,13,1,3,,
1800,13,2023-10-27,ŁKS Łódź,Górnik Zabrze,0.0,5.0,14.0,18.0,0.0,7.0,Yu1BQ01b,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/lks-lodz-ShUKWHDG/szczegoly/statystyki/?mid=Yu1BQ01b,14,18,0,7,,
