pozycja,player_slug,klub_slug,nazwa,wartosc
1,aleksander-iwanczyk-1,lks-lodz,Aleksander IwańczykŁKS Łódź,100%
1,gabriel-kobylak,legia-warszawa,Gabriel KobylakLegia Warszawa,100%
1,kacper-smolinski,pogon-szczecin,Kacper SmolińskiPogoń Szczecin,100%
4,ukasz-wolsztynski,stal-mielec,Łukasz WolsztyńskiStal Mielec,67%
5,ukasz-soowiej,puszcza-niepolomice,Łukasz SołowiejPuszcza Niepołomice,60%
6,micha-feliks,ruch-chorzow,Michał FeliksRuch Chorzów,56%
7,micha-gurgul,lech-poznan,Michał GurgulLech Poznań,50%
7,micha-koj,puszcza-niepolomice,Michał KojPuszcza Niepołomice,50%
7,soichiro-kozuki,gornik-zabrze,Soichiro KozukiGórnik Zabrze,50%
7,mateusz-matras,stal-mielec,Mateusz MatrasStal Mielec,50%
7,aleksander-paluszek,slask-wroclaw,Aleksander PaluszekŚląsk Wrocław,50%
7,jose-manuel-sanchez-guillen,ruch-chorzow,JosemaRuch Chorzów,50%
7,patryk-szwedzik,slask-wroclaw,Patryk SzwedzikŚląsk Wrocław,50%
7,jedrzej-zajac,lks-lodz,Jędrzej Stanisław ZającŁKS Łódź,50%
16,adam-zrelak,warta-poznan,Adam ZreľákWarta Poznań,44%
18,daisuke-yokota,gornik-zabrze,Daisuke YokotaGórnik Zabrze,44%
19,burak-ince,slask-wroclaw,Burak InceŚląsk Wrocław,40%
19,ilya-shkurin,stal-mielec,Ilya ShkurinStal Mielec,40%
21,mateusz-skrzypczak,jagiellonia-bialystok,Mateusz SkrzypczakJagiellonia Białystok,38%
21,bartomiej-wdowik,jagiellonia-bialystok,Bartłomiej WdowikJagiellonia Białystok,38%
23,filip-dagerstal,lech-poznan,Per Filip DagerstålLech Poznań,33%
23,pawe-jaroszynski,cracovia,Paweł Kamil JaroszyńskiCracovia,33%
23,steve-nkanu-kapuadi,legia-warszawa,Steve Nkanu KapuadiLegia Warszawa,33%
23,sonny-kittel,rakow-czestochowa,Sonny Andreas KittelRaków Częstochowa,33%
23,jakub-lewicki,jagiellonia-bialystok,Jakub LewickiJagiellonia Białystok,33%
23,filipe-nascimento,gornik-zabrze,Filipe NascimentoGórnik Zabrze,33%
23,giannis-papanikolaou,rakow-czestochowa,Giannis PapanikolaouRaków Częstochowa,33%
23,afimico-pululu,jagiellonia-bialystok,Afimico PululuJagiellonia Białystok,33%
23,michal-siplak,gornik-zabrze,Michal SipľakGórnik Zabrze,33%
23,joel-vieira-pereira,lech-poznan,Joel PereiraLech Poznań,33%
33,tomas-pekhart,legia-warszawa,Tomáš PekhartLegia Warszawa,31%
34,alexander-gorgon,pogon-szczecin,Alexander GorgonPogoń Szczecin,30%
35,erik-exposito,slask-wroclaw,Erik Alexander Expósito HernándezŚląsk Wrocław,29%
