pozycja,player_slug,klub_slug,nazwa,wartosc
1,valentin-alexandru-cojocaru,pogon-szczecin,Valentin Alexandru CojocaruPogoń Szczecin,2
1,bartosz-mrozek,lech-poznan,Bartosz MrozekLech Poznań,2
3,aleksander-bobek,lks-lodz,Aleksander BobekŁKS Łódź,1
3,sokratis-dioudis,zagebie-lubin,Sokratis DioudisKGHM Zagłębie Lubin,1
3,konrad-forenc,korona-kielce,Konrad ForencKorona Kielce,1
3,gabriel-kobylak,legia-warszawa,Gabriel KobylakLegia Warszawa,1
3,mateusz-kochalski,stal-mielec,Mateusz KochalskiStal Mielec,1
3,rafa-leszczynski,slask-wroclaw,Rafał LeszczyńskiŚląsk Wrocław,1
3,sebastian-madejski,cracovia,Sebastian MadejskiCracovia,1
3,albert-posiadaa,radomiak-radom,Albert PosiadałaRadomiak Radom,1
3,henrich-ravas,widzew-lodz,Henrich RavasWidzew Łódź,1
3,karol-szymanski,piast-gliwice,Karol SzymańskiPiast Gliwice,1
3,kacper-trelowski,slask-wroclaw,Kacper TrelowskiŚląsk Wrocław,1
3,oliwier-zych,puszcza-niepolomice,Oliwier ZychPuszcza Niepołomice,1
