pozycja,player_slug,klub_slug,nazwa,wartosc
1,daniel-szczepan,ruch-chorzow,Daniel SzczepanRuch Chorzów,13.8
2,kamil-pawe-grosicki,pogon-szczecin,Kamil Paweł GrosickiPogoń Szczecin,13.2
3,efthymios-koulouris,pogon-szczecin,Efthymios KoulourisPogoń Szczecin,12.4
4,jesus-imaz-balleste,jagiellonia-bialystok,Jesús Imaz BallestéJagiellonia Białystok,12.3
5,erik-exposito,slask-wroclaw,Erik Alexander Expósito HernándezŚląsk Wrocław,11.7
6,afimico-pululu,jagiellonia-bialystok,Afimico PululuJagiellonia Białystok,10.4
7,dawid-kurminowski,zagebie-lubin,Dawid KurminowskiKGHM Zagłębie Lubin,9.7
8,ante-crnac,rakow-czestochowa,Ante CrnacRaków Częstochowa,9.3
9,ilya-shkurin,stal-mielec,Ilya ShkurinStal Mielec,9.2
10,patryk-dziczek,piast-gliwice,Patryk DziczekPiast Gliwice,8.7
11,pedro-henrique-alves-de-almeida,radomiak-radom,Pedro HenriqueRadomiak Radom,8.6
12,evgeni-shikavka,korona-kielce,Evgeni ShikavkaKorona Kielce,8.5
13,dani-ramirez,lks-lodz,Dani RamírezŁKS Łódź,8.3
14,marc-gual-huguet,legia-warszawa,Marc Gual HuguetLegia Warszawa,8.0
15,mikael-ishak,lech-poznan,Mikael IshakLech Poznań,7.9
16,michael-ameyaw,piast-gliwice,Michael AmeyawPiast Gliwice,7.8
17,kristoffer-velde,lech-poznan,Kristoffer VeldeLech Poznań,7.7
18,jordi-sanchez-ribas,widzew-lodz,Jordi Sánchez RibasWidzew Łódź,7.6
19,adrian-kapralik,gornik-zabrze,Adrián KaprálikGórnik Zabrze,7.4
20,benjamin-kallman,cracovia,Paul Benjamin Sven-Eber KällmanCracovia,7.4
21,josue-pesqueira,legia-warszawa,JosuéLegia Warszawa,7.4
22,patryk-makuch,cracovia,Patryk MakuchCracovia,7.2
23,ukasz-zwolinski,rakow-czestochowa,Łukasz Piotr ZwolińskiRaków Częstochowa,7.2
24,micha-miosz-rakoczy,cracovia,Michał Miłosz RakoczyCracovia,6.9
25,bartosz-nowak,rakow-czestochowa,Bartosz NowakRaków Częstochowa,6.7
26,artur-craciun,puszcza-niepolomice,Artur CrăciunPuszcza Niepołomice,6.5
27,bartomiej-radosaw-pawowski,widzew-lodz,Bartłomiej Radosław PawłowskiWidzew Łódź,6.4
28,jose-naranjo,jagiellonia-bialystok,José Manuel García NaranjoJagiellonia Białystok,6.2
29,matias-nahuel-leiva-esquivel,slask-wroclaw,Matías Nahuel Leiva EsquivelŚląsk Wrocław,6.1
30,vahan-bichakhchyan,pogon-szczecin,Vahan BichakhchyanPogoń Szczecin,6.1
31,lawrence-ennali,gornik-zabrze,Lawrence EnnaliGórnik Zabrze,6.0
32,kacper-chodyna,zagebie-lubin,Kacper ChodynaKGHM Zagłębie Lubin,6.0
33,kajetan-szmyt,warta-poznan,Kajetan SzmytWarta Poznań,5.9
34,leonardo-miramar-rocha,radomiak-radom,Leonardo RochaRadomiak Radom,5.8
35,imad-rondic,widzew-lodz,Imad RondićWidzew Łódź,5.7
36,jorge-felix-munoz-garcia,piast-gliwice,Jorge Félix Muñoz GarcíaPiast Gliwice,5.7
37,kamil-zapolnik,puszcza-niepolomice,Kamil ZapolnikPuszcza Niepołomice,5.6
38,rafa-wolski,radomiak-radom,Rafał WolskiRadomiak Radom,5.5
39,fredrik-stense-ulvestad,pogon-szczecin,Fredrik Stensøe UlvestadPogoń Szczecin,5.3
40,tomas-pekhart,legia-warszawa,Tomáš PekhartLegia Warszawa,5.3
41,kay-tejan,lks-lodz,Kay Sheku TejanŁKS Łódź,5.2
42,rui-filipe-da-cunha-correia,jagiellonia-bialystok,NenéJagiellonia Białystok,5.1
43,dominik-marczuk,jagiellonia-bialystok,Dominik MarczukJagiellonia Białystok,4.9
44,sebastian-musiolik,gornik-zabrze,Sebastian Karol MusiolikGórnik Zabrze,4.9
45,maciej-rosoek,legia-warszawa,Maciej RosołekLegia Warszawa,4.8
46,daisuke-yokota,gornik-zabrze,Daisuke YokotaGórnik Zabrze,4.6
47,martin-christophe-jannick-remacle,korona-kielce,Martin Christophe Jannick RemacleKorona Kielce,4.6
48,soma-novothny,ruch-chorzow,Soma Zsombor NovothnyRuch Chorzów,4.5
49,adrian-dalmau-vaquer,korona-kielce,Adrián Dalmau VaquerKorona Kielce,4.5
51,filip-szymczak,lech-poznan,Filip SzymczakLech Poznań,4.4
52,pawe-marek-wszoek,legia-warszawa,Paweł Marek WszołekLegia Warszawa,4.4
53,alexander-gorgon,pogon-szczecin,Alexander GorgonPogoń Szczecin,4.4
54,piotr-samiec-talar,slask-wroclaw,Piotr Samiec-TalarŚląsk Wrocław,4.2
55,juan-munoz,zagebie-lubin,Juan Muñoz MuñozKGHM Zagłębie Lubin,4.1
56,mateusz-wdowiak,zagebie-lubin,Mateusz WdowiakKGHM Zagłębie Lubin,4.1
57,petr-schwarz,slask-wroclaw,Petr SchwarzŚląsk Wrocław,4.0
58,blaz-kramer,legia-warszawa,Blaž KramerLegia Warszawa,4.0
59,filip-marchwinski,lech-poznan,Filip MarchwińskiLech Poznań,3.9
60,vladyslav-kochergin,rakow-czestochowa,Vladyslav KocherginRaków Częstochowa,3.9
61,david-gonzalez-plata,korona-kielce,NonoKorona Kielce,3.9
62,francisco-javier-alvarez-rodriguez,widzew-lodz,Francisco Javier Álvarez RodríguezWidzew Łódź,3.9
63,jakub-czerwinski,piast-gliwice,Jakub CzerwińskiPiast Gliwice,3.8
64,bogdan-racovitan,rakow-czestochowa,Bogdan RacovițanRaków Częstochowa,3.8
66,mateusz-zukowski,slask-wroclaw,Mateusz ŻukowskiŚląsk Wrocław,3.7
67,rolf-linus-wahlqvist-egnell,pogon-szczecin,Rolf Linus Wahlqvist EgnellPogoń Szczecin,3.6
68,micha-ukasz-chrapek,piast-gliwice,Michał Łukasz ChrapekPiast Gliwice,3.6
69,bartomiej-wdowik,jagiellonia-bialystok,Bartłomiej WdowikJagiellonia Białystok,3.6
70,marton-eppel-1,warta-poznan,Márton EppelWarta Poznań,3.4
71,jani-atanasov,cracovia,Jani AtanasovCracovia,3.3
72,ukasz-soowiej,puszcza-niepolomice,Łukasz SołowiejPuszcza Niepołomice,3.3
73,maciej-domanski,stal-mielec,Maciej DomańskiStal Mielec,3.2
74,serhij-krykun,piast-gliwice,Serhii Krykun WiktorowyczPiast Gliwice,3.2
75,dawid-abramowicz,radomiak-radom,Dawid AbramowiczRadomiak Radom,3.1
76,aleks-awniczak,zagebie-lubin,Aleks ŁawniczakKGHM Zagłębie Lubin,3.1
77,ukasz-jozef-podolski,gornik-zabrze,Łukasz Józef PodolskiGórnik Zabrze,3.1
78,giannis-papanikolaou,rakow-czestochowa,Giannis PapanikolaouRaków Częstochowa,3.1
79,krystian-getinger,stal-mielec,Krystian GetingerStal Mielec,3.0
80,tomasz-pienko,zagebie-lubin,Tomasz PieńkoKGHM Zagłębie Lubin,3.0
81,yehor-matsenko,slask-wroclaw,Yehor MatsenkoŚląsk Wrocław,2.9
82,karol-knap,cracovia,Karol KnapCracovia,2.9
83,ernest-muci,legia-warszawa,Ernest MuçiLegia Warszawa,2.9
84,roman-yakuba,puszcza-niepolomice,Roman YakubaPuszcza Niepołomice,2.8
85,virgil-ghita,cracovia,Virgil Eugen GhițăCracovia,2.8
86,lisandro-pedro-varela-semedo,radomiak-radom,Lisandro SemedoRadomiak Radom,2.7
87,maciej-zurawski,warta-poznan,Maciej Stanisław ŻurawskiWarta Poznań,2.6
88,yuri-ribeiro,legia-warszawa,Yuri RibeiroLegia Warszawa,2.6
90,dawid-drachal,rakow-czestochowa,Dawid DrachalRaków Częstochowa,2.5
91,fabio-nunes,widzew-lodz,Fábio NunesWidzew Łódź,2.4
92,koki-hinokio,stal-mielec,Koki HinokioStal Mielec,2.4
93,tomasz-swedrowski,ruch-chorzow,Tomasz SwędrowskiRuch Chorzów,2.3
94,patryk-klimala,slask-wroclaw,Patryk KlimalaŚląsk Wrocław,2.3
95,jean-carlos-silva-rocha,rakow-czestochowa,Jean Carlos Silva RochaRaków Częstochowa,2.3
96,adriel-ba-loua,lech-poznan,Adriel D'Avila Ba LouaLech Poznań,2.3
97,kamil-wilczek,piast-gliwice,Kamil Antoni WilczekPiast Gliwice,2.2
98,dawid-banik,korona-kielce,Dawid BłanikKorona Kielce,2.2
99,patryk-kun,legia-warszawa,Patryk KunLegia Warszawa,2.2
100,ukasz-moneta,ruch-chorzow,Łukasz MonetaRuch Chorzów,2.2
101,luis-machado,radomiak-radom,Luís MachadoRadomiak Radom,2.2
102,mateusz-kupczak,warta-poznan,Mateusz KupczakWarta Poznań,2.1
103,damian-rasak,gornik-zabrze,Damian RasakGórnik Zabrze,2.1
104,gabriel-kirejczyk,piast-gliwice,Gabriel KirejczykPiast Gliwice,2.1
